Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3"
Tangrowth,Vine Whip,Power Whip or Solar Beam,40,1.1881563800373143,1.2696309032547877,1.1591224527420487,1.1811341579140882,,1.2313717548727316,1.1714899465739017,1.1314751312641187,1.1642771669409144,1.1652793612590373,1.1634167088290506,1.1914082325907955,1.2412436807397784,1.1763409713049118,,1.1768445959844445,1.1970061918030657,
Tangrowth(Unscaled),Vine Whip,Power Whip or Solar Beam,40,2.9129746,2.9117286,2.8324125,3.5112083,,0.70383227,1.0968692,0.8799236,0.593995,0.7621646,0.5060457,0.9356746,1.0042778,0.69426656,,0.534363,0.8498009,
Magmortar,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Magmortar(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Krookodile,Mud-Slap,Earthquake,40,,,,,,,,,,,,,,,,,1.1703897210265788,
Krookodile(Unscaled),Mud-Slap,Earthquake,40,,,,,,,,,,,,,,,,,0.83090484,
Typhlosion,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Typhlosion(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Lucario,Counter,Aura Sphere,40,,1.0351277523842464,,1.0368724440693327,1.201381227925385,1.024008723828645,,,,,,,1.005060920543372,,1.0039172908015677,,,1.0147793911499463
Lucario(Unscaled),Counter,Aura Sphere,40,,2.373927,,3.0823553,2.326033,0.5853069,,,,,,,0.8131847,,0.56405866,,,0.6949534
Avalugg,Ice Fang,Avalanche,40,1.319623460864182,,1.3098903311468586,,,,,1.2926853747034843,,,,,,,,,,
Avalugg(Unscaled),Ice Fang,Avalanche,40,3.2352893,,3.2008264,,,,,1.0052933,,,,,,,,,,
Darmanitan,Fire Fang,Focus Blast,40,,,,,,,,,,,,,,,1.2151360388938337,,,
Darmanitan(Unscaled),Fire Fang,Focus Blast,40,,,,,,,,,,,,,,,0.68273354,,,
Goodra,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Goodra(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Darkrai,Feint Attack or Snarl,Focus Blast,40,,,,,,,1.544215882320963,,,1.697275195902772,,,,,,,,
Darkrai(Unscaled),Feint Attack or Snarl,Focus Blast,40,,,,,,,1.4458535,,,1.1101227,,,,,,,,
Flareon,Fire Spin,Superpower,40,,,,,,,,,,,,,,,1.382934949543274,,,
Flareon(Unscaled),Fire Spin,Superpower,40,,,,,,,,,,,,,,,0.77701265,,,
Vaporeon,Water Gun,Hydro Pump,40,,,,,,,,,1.3529492035708721,,1.3049738033023477,,,,,1.3654681430511366,,
Vaporeon(Unscaled),Water Gun,Hydro Pump,40,,,,,,,,,0.69025236,,0.5676181,,,,,0.6200102,,
Chesnaught,Vine Whip,Solar Beam,40,1.3254915688087836,,1.2669814639033208,,,,,1.2911942696095717,1.2796593774592866,,1.1942968853618223,1.26314531907866,,1.215899650215286,,1.2572266212575225,,
Chesnaught(Unscaled),Vine Whip,Solar Beam,40,3.249676,,3.095975,,,,,1.0041337,0.6528611,,0.5194775,0.99201345,,0.71761376,,0.5708616,,
Empoleon,Metal Claw or Waterfall,Hydro Cannon,40,1.105894045302314,1.134161565649655,1.2056974930465851,1.1334375019973135,1.13195647838735,1.1373045147002914,1.1148746019850204,1.123113138370528,1.1458483075207253,1.1459625292231606,1.1168198241546399,1.1299250858023118,1.1235405763779347,1.10811505958404,1.1139140746847467,1.1552125448339683,1.117988372515595,1.1425107179571048
Empoleon(Unscaled),Metal Claw or Waterfall,Hydro Cannon,40,2.711294,2.6010478,2.9462225,3.3694184,2.1916175,0.65006495,1.0438601,0.87342066,0.5845929,0.7495302,0.48577768,0.8873887,0.9090454,0.6540002,0.6258612,0.52454066,0.7937031,0.7824279
Swampert,Water Gun or Mud Shot,Hydro Cannon,40,1.115087755678656,1.1927518160858916,1.1839804123738764,1.1534426622146619,1.1688771991459468,1.1509160772373048,1.1087526501846037,1.0980257452230406,1.1279224043897933,1.1221874021976825,1.088483345779925,1.1237295948134325,1.1682202310358665,1.1352055840848971,1.1563991380735728,1.1040143662504114,1.0912942330505766,1.1519201789635998
Swampert(Unscaled),Water Gun or Mud Shot,Hydro Cannon,40,2.733834,2.7354167,2.893155,3.4288886,2.2631009,0.6578451,1.0381281,0.85391074,0.5754474,0.7339798,0.4734523,0.88252306,0.94519526,0.6699888,0.64973176,0.5012934,0.7747519,0.7888718
Golurk,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Golurk(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Mienshao,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Mienshao(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Heracross,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Heracross(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Trevenant,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Trevenant(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Conkeldurr,Counter,Dynamic Punch,40,,1.129714216595675,,1.0355902612502998,1.076714643932132,1.056366300730304,,,,,,,1.1006815607994938,,1.0471348884245957,,,1.0723184664268024
Conkeldurr(Unscaled),Counter,Dynamic Punch,40,,2.5908484,,3.0785437,2.084662,0.60380197,,,,,,,0.8905504,,0.5883408,,,0.734358
Kyurem,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Kyurem(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Sirfetch'd,Counter,Close Combat or Leaf Blade,40,,,,1.2042803901985473,,1.2072886412650878,,,1.3649310493185294,,,,1.1712004188013903,,,,,1.1778672141488715
Sirfetch'd(Unscaled),Counter,Close Combat or Leaf Blade,40,,,,3.5800161,,0.69006675,,,0.6963653,,,,0.9476065,,,,,0.80664116
Leavanny,Razor Leaf,Leaf Blade,40,1.3559060269013514,,,,,,,1.2751921504812562,1.3533260091712098,,1.29175527242839,,,1.2550171842499962,,1.2641301604486765,,
Leavanny(Unscaled),Razor Leaf,Leaf Blade,40,3.3242424,,,,,,,0.9916892,0.6904446,,0.5618685,,,0.7407006,,0.57399625,,
Roserade,Razor Leaf,Grass Knot,40,1.2827572532929616,,1.2207501810353523,1.1753208400457087,,1.1886359990195665,1.1232990143038144,1.092915791331441,1.1660643670365662,1.1485301157367878,1.1006337910351573,1.1437812582845037,1.155105422393327,1.0715960715130475,,1.1431282184325477,1.0861708322381682,1.1761810779870099
Roserade(Unscaled),Razor Leaf,Grass Knot,40,3.1449053,,2.983005,3.4939268,,0.6794052,1.0517479,0.84993684,0.5949068,0.75120956,0.47873732,0.89827067,0.9345842,0.632447,,0.5190536,0.7711146,0.80548644
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.1302267864829292,,1.2866057165633995,,,,1.0297744522150796,1.052879388101699,,1.0675557061359808,,1.0676696736417997,,,,,1.0,
Darmanitan (Galarian Standard)(Unscaled),Ice Fang,Avalanche,40,2.77095,,3.1439285,,,,0.9641806,0.8188014,,0.6982473,,0.8384963,,,,,0.7099386,
Breloom,Bullet Seed or Counter,Dynamic Punch or Grass Knot,40,,,1.3037590898776326,1.0885878463089478,1.1918073986989424,1.0890104497345008,,1.2330118529096064,1.1917460286347952,,1.1176599374759077,1.1936877587852983,1.1112130225914558,1.1221930301956178,1.1586808012064262,1.200881505302554,1.1417715560190698,1.1128085428251016
Breloom(Unscaled),Bullet Seed or Counter,Dynamic Punch or Grass Knot,40,,,3.1858442,3.2360919,2.3074968,0.62246084,,0.9588865,0.60800916,,0.4861431,0.93746483,0.8990713,0.6623089,0.65101373,0.5452773,0.8105877,0.7620869
Victini,Confusion,Focus Blast,40,,,,,,,,,,,,,,,1.839705854347106,,,
Victini(Unscaled),Confusion,Focus Blast,40,,,,,,,,,,,,,,,1.0336529,,,
Emboar,Low Kick,Focus Blast,40,,,,,,,,,,,,,,,1.3328528736012693,,,
Emboar(Unscaled),Low Kick,Focus Blast,40,,,,,,,,,,,,,,,0.74887365,,,
Zarude,Vine Whip,Power Whip,40,1.0,1.0680662338182187,1.0,1.0761922574538063,1.054772238446722,1.0831641688997886,1.0143392729722984,1.0,1.0,1.0,1.004626508796234,0.9999999999999999,1.0844807665145173,1.0200333247711422,1.0660621719698777,0.9999999999999999,1.0057347212843477,1.0922342997990748
Zarude(Unscaled),Vine Whip,Power Whip,40,2.4516761,2.449467,2.4435835,3.199243,2.0421786,0.6191192,0.9497286,0.77767825,0.5101835,0.6540617,0.4369775,0.7853518,0.8774425,0.6020151,0.59897524,0.4540642,0.7140099,0.747997
Haxorus,Counter or Dragon Tail,Surf,40,,1.271799505896616,1.2909932073121297,1.195892379529613,,1.2071548901219924,,,,,,1.2851429130231826,1.1803100362288514,,,,,1.1907314494649783
Haxorus(Unscaled),Counter or Dragon Tail,Surf,40,,2.916702,3.1546497,3.5550807,,0.6899903,,,,,,1.0092893,0.954977,,,,,0.815451
Heatran,Fire Spin,Iron Head,40,,,,,,,,,,,,,,,1.208743352631814,,,
Heatran(Unscaled),Fire Spin,Iron Head,40,,,,,,,,,,,,,,,0.67914176,,,
Vileplume,Razor Leaf,Solar Beam,40,,,,,,,,,,,,,,,,1.3639941224170502,,
Vileplume(Unscaled),Razor Leaf,Solar Beam,40,,,,,,,,,,,,,,,,0.6193409,,
Absol,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Absol(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Zacian (Hero),Metal Claw,Iron Head,40,,,,,1.428439058632512,,,,,,,,,,,,,
Zacian (Hero)(Unscaled),Metal Claw,Iron Head,40,,,,,2.765647,,,,,,,,,,,,,
Samurott,Fury Cutter or Waterfall,Hydro Cannon,40,1.1284606477992751,1.2093373923449295,1.1665234685043502,1.122529125457532,1.173300192347393,1.1774162988145747,1.0213920135016166,1.0987768656253407,1.1291064881557322,1.106579394573937,1.0957740451516196,1.1008865071678704,1.1893871480002052,1.1146985656861261,1.1459107884434083,1.1082557268333422,1.1014502380910125,1.175219075627307
Samurott(Unscaled),Fury Cutter or Waterfall,Hydro Cannon,40,2.76662,2.7734535,2.8504975,3.3369906,2.2716644,0.6729922,0.9563321,0.85449487,0.5760515,0.7237712,0.4766235,0.8645832,0.9623212,0.65788573,0.6438388,0.50321925,0.78196204,0.80482763
Glaceon,Frost Breath or Ice Shard,Avalanche,40,1.2194831119820437,,1.2547458681072288,,,,1.1471656548678115,1.1540166772055154,,1.1883906365408647,,1.1880321023011597,,,,,1.1043908585897428,
Glaceon(Unscaled),Frost Breath or Ice Shard,Avalanche,40,2.9897776,,3.0660763,,,,1.0740943,0.89745367,,0.7772808,,0.93302315,,,,,0.7840497,
Milotic,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Milotic(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Escavalier,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Escavalier(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Blastoise,Water Gun,Hydro Cannon,40,,,,,,,,,1.3343320589552583,,,,,,,1.3480253453146054,,
Blastoise(Unscaled),Water Gun,Hydro Cannon,40,,,,,,,,,0.6807542,,,,,,,0.61209005,,
Genesect,Metal Claw,Magnet Bomb,40,,1.2176565609103334,,1.2076951488911085,,1.1892997685904028,,,,,,,1.1984453496370169,,1.1722835515113523,,,1.2003317601981216
Genesect(Unscaled),Metal Claw,Magnet Bomb,40,,2.7925324,,3.5901673,,0.6797846,,,,,,,0.9696501,,0.65865654,,,0.8220256
Rhydon,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Rhydon(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Bisharp,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Bisharp(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Sharpedo,Waterfall,Hydro Pump,40,,,,,,,,,1.3367789040609899,,1.26220308740611,,,1.1734988434264397,,1.3415384212188497,,
Sharpedo(Unscaled),Waterfall,Hydro Pump,40,,,,,,,,,0.68200254,,0.54901433,,,0.69258916,,0.60914457,,
Shiftry,Razor Leaf,Leaf Blade,40,,,,,,,,,1.3470900764136826,,1.2978207471481682,,,1.2880671293864567,,1.3429406458381876,,
Shiftry(Unscaled),Razor Leaf,Leaf Blade,40,,,,,,,,,0.68726313,,0.56450677,,,0.7602064,,0.60978127,,
Latios,Zen Headbutt,Solar Beam,40,,,,,1.2524843472731695,,,,,,,,,,,,,
Latios(Unscaled),Zen Headbutt,Solar Beam,40,,,,,2.4249754,,,,,,,,,,,,,
Banette,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Banette(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Excadrill,Mud-Slap or Metal Claw,Earthquake or Drill Run,40,,1.134452491712837,,1.0953567126387986,,1.1309826956287605,,,,,,,1.1274461247794991,,,,1.0653070561313331,1.1462395156768375
Excadrill(Unscaled),Mud-Slap or Metal Claw,Earthquake or Drill Run,40,,2.601715,,3.256214,,0.6464515,,,,,,,0.91220534,,,,0.7563026,0.7849815
Tangela,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Tangela(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Crawdaunt,Waterfall or Snarl,Crabhammer,40,1.2238790434021851,1.3080617478359977,,,,,1.0078052749393973,1.2150215850835484,1.2774046985055378,1.1059929972967384,1.184920041751393,1.1932640378490251,1.1949154949345806,1.1111798948002647,,1.2342594505358493,1.135508253812372,
Crawdaunt(Unscaled),Waterfall or Snarl,Crabhammer,40,3.000555,2.9998646,,,,,0.9436108,0.94489586,0.6517108,0.72338766,0.5153989,0.93713206,0.96679413,0.65580904,,0.56043303,0.80614114,
Simisage,Vine Whip,Grass Knot,40,1.3230853782030996,,1.3185037466491323,,,,,1.2371928879327667,1.2871592280032578,,1.22320954785502,,,1.2017746440308537,,1.2789261958991702,,
Simisage(Unscaled),Vine Whip,Grass Knot,40,3.2437768,,3.221874,,,,,0.962138,0.6566874,,0.5320535,,,0.7092773,,0.5807146,,
Jynx,Frost Breath,Avalanche,40,,,,,,,,,,,,1.2794165621063067,,,,,,
Jynx(Unscaled),Frost Breath,Avalanche,40,,,,,,,,,,,,1.0047921,,,,,,
Jirachi,Charge Beam or Confusion,Doom Desire,40,,1.2524834019093856,,1.1883967097054808,1.0780436853411308,1.2160793892200252,,,,,,,,,,,,1.2355814272697538
Jirachi(Unscaled),Charge Beam or Confusion,Doom Desire,40,,2.8724031,,3.532798,2.0872352,0.6950914,,,,,,,,,,,,0.8461657
Venusaur,Vine Whip,Frenzy Plant,40,1.2208091435895632,1.3076235273721222,1.2538712100486846,,,,,1.1680173002138095,1.2341010636369072,1.1752305631104834,1.1896844466589773,1.196679882824487,,1.1464232971123276,,1.1928402195108094,1.161005332010402,1.2360347355263772
Venusaur(Unscaled),Vine Whip,Frenzy Plant,40,2.9930286,2.9988596,3.063939,,,,,0.90834165,0.629618,0.7686733,0.51747125,0.9398147,,0.6766094,,0.54162604,0.8242425,0.84647614
Landorus,Mud Shot,Earth Power,40,,1.2558160140321246,,1.163443392180219,1.1660642715376424,1.158098924759777,,,,,,,1.1790366302407214,,,,1.108223499891399,1.174616110228494
Landorus(Unscaled),Mud Shot,Earth Power,40,,2.880046,,3.4586182,2.2576547,0.6619507,,,,,,,0.9539467,,,,0.78677064,0.8044147
Alakazam,Confusion,Focus Blast,40,,,,,1.3579449090333342,,,,,,,,,,,,,
Alakazam(Unscaled),Confusion,Focus Blast,40,,,,,2.629161,,,,,,,,,,,,,
Ho-Oh,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Ho-Oh(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Greninja,Bubble,Surf,40,1.3244081467368387,,,,,,,,1.3486527886534942,,1.2739524660287138,1.2812508992785143,,1.2063189310047786,,1.319458129489178,,
Greninja(Unscaled),Bubble,Surf,40,3.2470198,,,,,,,,0.6880604,,0.5541249,1.0062327,,0.7119593,,0.5991187,,
Clawitzer,Water Gun,Crabhammer,40,1.2235654212234643,1.314493036480611,1.1976158375598789,,1.2054049199013932,,1.0916033885195462,1.1108511135549952,1.1873146818742668,1.1636714089817521,1.1582375350410274,1.1777026550394356,1.19100971170128,1.1499047936297297,1.1537856293506343,1.1639014923440343,1.156970969038731,1.2140589224802578
Clawitzer(Unscaled),Water Gun,Crabhammer,40,2.9997861,3.0146139,2.9264743,,2.3338234,,1.0220712,0.86388475,0.60574836,0.7611129,0.50379294,0.9249109,0.963634,0.67866415,0.64826334,0.528486,0.82137835,0.8314264
Hydreigon,Bite,Flash Cannon,40,,,,,,,1.5096881596090665,,,1.592010203318739,,,,,,,,
Hydreigon(Unscaled),Bite,Flash Cannon,40,,,,,,,1.4135251,,,1.0412729,,,,,,,,
Exeggutor,Bullet Seed or Confusion,Solar Beam,40,1.3036888518838197,,,,1.2262765824422226,,,1.2172976934869917,1.2459826709409458,,1.2134066930836502,1.2119441249131917,,1.1606108931404648,,1.1926527129864015,1.1685646617890617,
Exeggutor(Unscaled),Bullet Seed or Confusion,Solar Beam,40,3.1962228,,,,2.3742337,,,0.94666594,0.6356798,,0.5277896,0.9518025,,0.6849828,,0.5415409,0.82960916,
Landorus (Therian),Extrasensory or Mud Shot,Earthquake,40,,1.2318081604237474,,1.1274678638550322,1.150114225148767,1.1386417637025816,,,,,,,1.1314365339547656,,,,1.020514731837373,1.093674711462081
Landorus (Therian)(Unscaled),Extrasensory or Mud Shot,Earthquake,40,,2.8249872,,3.3516722,2.2267733,0.6508293,,,,,,,0.91543394,,,,0.7245028,0.74898344
Gallade,Confusion,Leaf Blade,40,,,,,1.2776585567009033,,,,,,,,,,,,,
Gallade(Unscaled),Confusion,Leaf Blade,40,,,,,2.473716,,,,,,,,,,,,,
Dialga,Metal Claw,Iron Head,40,,1.154834408913849,,1.1067095271942446,1.1421850149393202,1.1140464243307062,,,,,,,1.139972531608228,,1.1274771886191113,,,1.1340301709032288
Dialga(Unscaled),Metal Claw,Iron Head,40,,2.6484582,,3.289963,2.2114213,0.636771,,,,,,,0.92234033,,0.63348174,,,0.77662015
Mewtwo,Psycho Cut or Confusion,Focus Blast or Ice Beam,40,1.1916263326954162,,1.1659901533956176,,1.0947689370194382,,1.2972798220062807,1.165745602374761,,1.1910796183295858,,1.2047143076516789,,,,,1.1823233727536437,
Mewtwo(Unscaled),Psycho Cut or Confusion,Focus Blast or Ice Beam,40,2.9214818,,2.8491943,,2.1196175,,1.2146466,0.906575,,0.77903956,,0.94612455,,,,,0.839377,
Sceptile,Bullet Seed or Fury Cutter,Frenzy Plant,40,1.2553364614518208,,1.2649956917780791,1.2090114752603909,,1.2454558814550234,1.1028010492760514,1.1640333261216962,1.2031142716297174,1.1646502157212386,1.1232178542679963,1.1537230830820022,1.2104099524359442,1.1259667199600942,,1.1478044954876425,1.1358718908930998,1.2206516342694267
Sceptile(Unscaled),Bullet Seed or Fury Cutter,Frenzy Plant,40,3.0776784,,3.0911226,3.5940804,,0.71188253,1.0325556,0.9052434,0.61380905,0.7617531,0.4885606,0.9060785,0.97933054,0.6645361,,0.52117693,0.8063993,0.8359413
Starmie,Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Starmie(Unscaled),Unknown,Unknown,40,,,,,,,,,,,,,,,,,,
Terrakion,Smack Down or Zen Headbutt,Sacred Sword,40,,1.194686265106724,,1.186792131038573,1.0293138025743387,1.1927938663072908,,,,,,,,,1.2005842404580376,,,1.2114715725900658
Terrakion(Unscaled),Smack Down or Zen Headbutt,Sacred Sword,40,,2.7398531,,3.528028,1.9928877,0.68178177,,,,,,,,,0.6745575,,,0.8296545
Cacturne,Sucker Punch,Grass Knot,40,,,,,,,1.1550799757386154,,,,,,,,,,,
Cacturne(Unscaled),Sucker Punch,Grass Knot,40,,,,,,,1.0815045,,,,,,,,,,,
Salamence,Dragon Tail,Hydro Pump,40,,,1.2852341653149975,,,,,,,,,,,,,,,
Salamence(Unscaled),Dragon Tail,Hydro Pump,40,,,3.140577,,,,,,,,,,,,,,,
Palkia,Dragon Tail,Hydro Pump or Aqua Tail,40,1.2591112667778588,,1.1700132203380813,,,1.242870906615809,,1.2074112912377324,,,,1.2329516020718356,,,,,,
Palkia(Unscaled),Dragon Tail,Hydro Pump or Aqua Tail,40,3.086933,,2.859025,,,0.710405,,0.9389775,,,,0.96830076,,,,,,
