Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Golurk,Mud-Slap,Earth Power,45,1.5683340597507982,1.6099849042344838,1.5559244932180036,1.615926900536251,1.4996230505459687,1.4094035860573866,1.5956781564747515,1.6476786754623187,1.6495457156495497,1.585049878237231,2.230989964968108,1.679864338650923,1.6254402970810693,1.6202659530895887,1.6818033669114918,1.720111270285225,1.5209655317803308,1.575366290713608,1.5900246207608608,1.6073683583512033,1.590258139640389,1.638513768959729,1.5778948727276996,1.6441187170670453,1.5488276540542625,1.5963580598180958,1.5487633806264534,1.5987930368961654,1.5643230869849574,1.6160889470241988,1.6213902970358365,1.5986041277347018
Unscaled: Golurk,Mud-Slap,Earth Power,45,838411,860677,749744,778657,863294,811357,627218,647658,815542,783655,799241,601803,476228,474712,443764,453872,144294,149455,160160,161907,105159,108350,134454,140097,160584,165512,164505,169819,95674,98840,157043,154836
Shadow Electivire,Thunder Shock,Wild Charge,30,2.1977844579086288,2.1116600291439935,2.1058950243222156,2.046077316421231,1.3638899793980621,1.1570437435076102,2.1521295026623553,2.0773622202491646,3.4863229261899176,3.224087992815592,2.5405658138983096,2.1199514298873674,3.548128908063239,3.309327471807334,2.139197762466744,2.1518104160508145,1.9742489722778538,2.027448086855697,2.12006592010166,2.084197045508697,2.0308497285526337,2.1028173060928212,2.1054793395218927,2.144300618464752,1.9943287584031788,2.0790887433570275,2.036924409463645,2.057326040087745,1.9930673642903858,2.0660398953564423,2.059262624281157,2.0154454505095143
Unscaled: Shadow Electivire,Thunder Shock,Wild Charge,30,1174907,1128866,1014755,985931,785156,666080,845944,816555,1723652,1594002,910145,759462,1039545,969580,564453,567781,187297,192344,213550,209937,134294,139053,179410,182718,206774,215562,216356,218523,121896,126359,199454,195210
Shadow Tyranitar,Smack Down,Stone Edge,40,1.2668115760390732,1.3064215927435572,1.3878397224113028,1.3309917321069846,1.1413039324339818,1.147144043330079,1.251088220254253,1.3191468251444387,1.2763428289415133,1.294827711749905,1.2441094781504276,1.272592778684978,1.2820529448707096,1.3132014034896105,1.3006078935200978,1.3584828433044547,1.2399388637082323,1.2941077263623906,1.255758081169089,1.2881522516082917,1.2932690126574622,1.3294418316270207,1.287216439192123,1.3526774712185046,1.252090546966175,1.3151493523403515,1.2654471506444354,1.3073425157931404,1.275964682799215,1.3372956180510138,1.2943514665950835,1.2933912881877407
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,40,677221,698396,668750,641357,657019,660381,491769,518521,631029,640168,445696,455900,375621,384747,343181,358452,117633,122772,126490,129753,85520,87912,109685,115263,129818,136356,134412,138862,78038,81789,125367,125274
Groudon,Dragon Tail or Mud Shot,Precipice Blades,40,1.3672255404639468,1.3745695275044099,1.3310726678066842,1.341893148274202,1.1512470599679678,1.154554487435597,1.3068768396710024,1.3343195793147837,1.2971598126228752,1.2983046253671087,1.3263911568898379,1.3127384890228753,1.3228811129618,1.3461212898997899,1.2977579189121586,1.3581607052171212,1.2611784547275218,1.321935279856646,1.3343757445794615,1.3418016837423556,1.2927094832670467,1.3600193566924252,1.3427491755759233,1.386992289727852,1.2735216674221892,1.343447690512244,1.266821695208865,1.30126062682998,1.2801504251144538,1.3244440810987574,1.3795492323734992,1.3666539331178955
Unscaled: Groudon,Dragon Tail or Mud Shot,Precipice Blades,40,730901,734827,641396,646610,662743,664647,513698,524485,641321,641887,475173,470282,387583,394392,342429,358367,119648,125412,134409,135157,85483,89934,114417,118187,132040,139290,134558,138216,78294,81003,133619,132370
Rhyperior,Mud-Slap,Rock Wrecker,50,1.2532721521473587,1.3300585311651798,1.2437222950874107,1.3021184400577757,1.2163151366919471,1.1810173813651477,1.2677823203323555,1.3451114678443952,1.2369155589356073,1.2895971715439194,1.213300953258245,1.3036888163128584,1.2494538950932474,1.3122866777707998,1.268344816608682,1.341564908929668,1.239791293348793,1.304585221882576,1.2416011436740528,1.3023489000079422,1.293768052384049,1.34613697884374,1.2910539719050358,1.3613383248641606,1.259536462804178,1.3250065103538737,1.2702768859975333,1.3265108221847726,1.2552158273381295,1.3243623283191628,1.3211641905076557,1.3200078466192429
Unscaled: Rhyperior,Mud-Slap,Rock Wrecker,50,669983,711032,599305,627444,700201,679881,498331,528727,611536,637582,434659,467040,366070,384479,334668,353988,117619,123766,125064,131183,85553,89016,110012,116001,130590,137378,134925,140898,76769,80998,127964,127852
Shadow Mamoswine,Mud-Slap,High Horsepower,40,1.2548172701543434,1.2466745356695916,1.3917038832533661,1.2442514900469843,1.263930627403704,1.1127704221486465,1.3705800194874742,1.2532252278838791,1.4180002588975817,1.213016075921716,1.356415302376865,1.2593755670002371,1.3550159735685225,1.239340714851323,1.288946494758624,1.279721975881332,1.1752081796142089,1.202677347949826,1.2477166229846717,1.2382852831387499,1.23261300225324,1.2615573063952696,1.272241846709932,1.2817828684090082,1.1703108573412677,1.2088521522747657,1.2225726578607943,1.223137539188642,1.2028613472858076,1.246223021582734,1.2516080407198242,1.220717139700796
Unscaled: Shadow Mamoswine,Mud-Slap,High Horsepower,40,670809,666456,670612,599560,727612,640593,538738,492609,701065,599720,485929,451165,396998,363107,340104,337670,111492,114098,125680,124730,81509,83423,108409,109222,121339,125335,129858,129918,73567,76219,121227,118235
Rhydon,Mud-Slap,Earthquake,30,1.839264703406555,1.8462813349370635,1.7903827636013483,1.827015506449953,1.7101293440384662,1.5918245395831667,1.779173334215273,1.8501219875188577,1.7785212093753286,1.774971480813262,1.7951011179500063,1.8406900305656742,1.8059791660978075,1.804514922316577,1.8643533362136269,1.91060478583502,1.7199009170443764,1.7887214082428586,1.7313060916527678,1.7659042172980701,1.7886642369985029,1.8251697491191192,1.7682106770252666,1.8342936944760653,1.7256681552068363,1.7976678465678377,1.7221819482756997,1.7768342167449653,1.738767168083715,1.835398953564421,1.8296560909381874,1.8255159668377092
Unscaled: Rhydon,Mud-Slap,Earthquake,30,983247,986998,862721,880373,984477,916372,699345,727233,879308,877553,643086,659418,529123,528694,491932,504136,163167,169696,174391,177876,118279,120693,150671,156302,178919,186384,182925,188730,106343,112253,177215,176814
Tyranitar,Bite or Smack Down,Stone Edge,40,1.5311446032170628,1.5807978869669483,1.5627521458336793,1.5804459349526008,1.308905734842984,1.3469863151714339,1.5054353771436857,1.5790680102678127,1.4873868334398588,1.53440708408508,1.486957249926726,1.5375232033943251,1.500921552030145,1.5669115036998609,1.5199308729563181,1.5910210640410518,1.4835564456624855,1.5423737746389796,1.5101759193074418,1.5527162258756255,1.5256400562553873,1.5747274184523719,1.5235474293225053,1.597669314994543,1.4700668396331054,1.550284044328276,1.506962162365723,1.549365920709491,1.5072432962720732,1.569032047089601,1.5307515202824784,1.5609610043672633
Unscaled: Tyranitar,Bite or Smack Down,Stone Edge,40,818530,845074,753034,761560,753503,775425,591746,620689,735370,758617,532695,550810,439746,459080,401052,419810,140745,146325,152117,156402,100886,104132,129823,136139,152418,160735,160065,164569,92183,95962,148264,151190
Shadow Sudowoodo,Rock Throw,Meteor Beam,30,1.7187735579054486,1.7145310304964394,1.8874454202845619,1.7487672870353463,1.7920142302761632,1.5319069473347762,1.7648045019627396,1.8079796882512917,1.878528490869815,1.7020736078187069,1.9532024173400884,1.7773841923823082,1.718694536220408,1.7406343008491931,1.749691126422145,1.7966702291349266,1.711141562137662,1.7727311057236217,1.7416408545786672,1.7439043761416886,1.723683215630529,1.780483009965672,1.7454084566546573,1.8193073664198285,1.7127149622399473,1.7453824712338808,1.6705423802216217,1.7161000593125393,1.7163342053629824,1.7668574231523873,1.7207739244453164,1.7348771900843512
Unscaled: Shadow Sudowoodo,Rock Throw,Meteor Beam,30,918834,916566,909492,842668,1031616,881879,693697,710668,928752,841512,699725,636739,503550,509978,461677,474073,162336,168179,175432,175660,113982,117738,148728,155025,177576,180963,177440,182279,104971,108061,166669,168035
Electivire,Thunder Shock,Wild Charge,45,2.1422892812582424,2.1907528615548078,2.1583787126658147,2.2404039313997313,1.1520374378554528,1.174018628598825,2.153093700152389,2.2481752753305364,3.51544890413508,3.326210952985817,2.30211447473098,2.1725606777484683,3.471742484231221,3.392273980831718,2.1955908770493666,2.2344937884197043,2.1142827026457254,2.2192895541266995,2.1845465014693035,2.1725935191803667,2.1698398536150134,2.252831672387981,2.1202544272453085,2.2256985600450645,2.088965191307954,2.171834762396196,2.0711844619976088,2.15834565088451,2.121533682145193,2.22307063440157,2.142808470218983,2.20882331684855
Unscaled: Electivire,Thunder Shock,Wild Charge,45,1145240,1171148,1040045,1079570,663198,675852,846323,883697,1738052,1644492,824721,778309,1017165,993882,579333,589598,200582,210544,220045,218841,143485,148973,180669,189654,216586,225178,219995,229253,129753,135963,207546,213940
Shadow Golurk,Mud-Slap,Earth Power,50,1.2788975414665902,1.3140854528823185,1.2637092623644848,1.3104797204190395,1.2564402769623084,1.1651212318082802,1.315211169426544,1.3408527169253548,1.444094303444147,1.299522253056205,1.7618333821825845,1.362042736116345,1.4119747153428175,1.3071976626709991,1.4693021352070401,1.4218796188916936,1.2473806261199536,1.2841994308000422,1.348949646572949,1.3059526646016997,1.2914392003266442,1.3334039046078001,1.2961824177629648,1.3358956003332902,1.2576074690637629,1.2859154522043574,1.292636771891505,1.30066750143574,1.2597285807717462,1.326798561151079,1.332459192417688,1.2972010283201008
Unscaled: Shadow Golurk,Mud-Slap,Earth Power,50,683682,702493,608936,631473,723300,670730,516974,527053,713966,642489,631168,487945,413686,382988,387693,375180,118339,121832,135877,131546,85399,88174,110449,113833,130390,133325,137300,138153,77045,81147,129058,125643
Mega Swampert,Mud Shot or Water Gun,Earthquake,50,1.2794474987233135,1.334534883938442,1.2583820331047766,1.3090602327627714,1.1022384196611277,1.1462754962009747,1.3033965701027543,1.384338278131543,1.2922630075808448,1.3023701264552876,1.2488185459671453,1.2903515750394283,1.3074536493460394,1.337612292821451,1.265464523121935,1.3265911726584352,1.2233477390112786,1.2862654158321913,1.2649412278611707,1.3347430704471448,1.3057752506540445,1.3523069245542667,1.2945629085446715,1.4011336564528054,1.2212459370569342,1.30891870255881,1.2258489695623112,1.2834668650027772,1.3138489208633093,1.3674623937213866,1.3445801542480151,1.3472645239889736
Unscaled: Mega Swampert,Mud Shot or Water Gun,Earthquake,50,683976,713425,606369,630789,634530,659881,512330,544146,638900,643897,447383,462262,383063,391899,333908,350037,116059,122028,127415,134446,86347,89424,110311,119392,126620,135710,130206,136326,80355,83634,130232,130492
Terrakion,Double Kick or Smack Down,Rock Slide,35,1.482501445040751,1.5541268306187768,1.4861184898643602,1.54583035877343,1.3641383838769858,1.3399093931634918,1.4575689502967641,1.5295225059976136,1.430221033810406,1.4883334277230766,1.4631606861226254,1.523063825035939,1.4608749965868444,1.517864456762144,1.4434136025649773,1.5120138557276153,1.4275534942552965,1.4971750816907345,1.4681518544992456,1.5137499007227384,1.4957884071559273,1.555990745081434,1.4809120888148244,1.55693513748225,1.4659677279347227,1.5367714431766668,1.4492218759708897,1.5073669939840137,1.4568345323741008,1.5275343361674296,1.5184963399651032,1.513406361956286
Unscaled: Terrakion,Double Kick or Smack Down,Rock Slide,35,792526,830816,716107,744880,785299,771351,572931,601214,707107,735838,524170,545630,428013,444710,380862,398963,135432,142037,147884,152477,98912,102893,126190,132668,151993,159334,153932,160108,89100,93424,147077,146584
Zapdos,Thunder Shock,Thunderbolt,40,2.300484299094441,2.3675734726059554,2.32020860657779,2.4244558630650976,1.226147090193408,1.2570830018378456,2.3060118603923443,2.4096211136353807,3.4455627381655485,3.5556488216114754,2.383123281553127,2.3413976468617843,3.545429101930481,3.6689921633945883,2.2507598669001223,2.387554858221343,2.280141245915463,2.3937388004637925,2.268793185608768,2.3405110793423876,2.321805011568648,2.44473513088451,2.314548591144336,2.40093415169403,2.2395810225595816,2.341885205582508,2.2399615880697064,2.321257425835789,2.274166121648136,2.3786625245258337,2.2909753554208785,2.3453235181762806
Unscaled: Zapdos,Thunder Shock,Thunderbolt,40,1229809,1265674,1118025,1168258,705861,723670,906431,947157,1703500,1757927,853742,838794,1038754,1074956,593890,629985,216317,227094,228531,235755,153534,161663,197225,204586,232202,242809,237922,246557,139088,145479,221897,227161
Tyranitar,Smack Down,Stone Edge,45,1.4545172254469338,1.5074347112817932,1.4723033885079608,1.5132194976175852,1.2504733581853618,1.2891115457706965,1.483719309135962,1.555693217290427,1.4252392779993688,1.4688695884337504,1.409937333389161,1.4754930285140058,1.441430248750785,1.4980101302460203,1.4591604702458103,1.5366555244787048,1.4198587540845367,1.4787604089807103,1.4545707251211182,1.4911345405448335,1.4755697370211864,1.543499629500809,1.4779547241553321,1.5488258558167374,1.4561298598586045,1.5387390167918904,1.4356364800361523,1.4915409021154806,1.468868541530412,1.5256213211249183,1.474400404720361,1.499117255335185
Unscaled: Tyranitar,Smack Down,Stone Edge,45,777566,805855,709450,729166,719865,742108,583210,611501,704644,726215,505103,528588,422316,438893,385017,405465,134702,140290,146516,150199,97575,102067,125938,131977,150973,159538,152489,158427,89836,93307,142806,145200
Shadow Aerodactyl,Rock Throw,Rock Slide,45,1.3212517326459492,1.364632884825108,1.2895173741968688,1.3404072518386931,1.1685207252715946,1.1622602375650106,1.3232809172850843,1.3819723053987427,1.3869649112871254,1.3349447010946514,1.3053022372957055,1.3405044034110734,1.2783803893727985,1.3339431504792072,1.3408448355579812,1.3856978268943616,1.2686729208390428,1.3193000948666596,1.2954689857834962,1.3348820586132952,1.3118090946209566,1.3676108095029262,1.3364823790355704,1.38171128140733,1.2782187671801004,1.328816272991194,1.2992270540497284,1.3471854787839987,1.3090255068672334,1.3689666448659255,1.3054296540260384,1.3323456229286474
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,45,706324,729515,621372,645894,672687,669083,520146,543216,685721,660002,467618,480229,374545,390824,353798,365633,120359,125162,130490,134460,86746,90436,113883,117737,132527,137773,138000,143094,80060,83726,126440,129047
Mega Aerodactyl,Rock Throw,Rock Slide,40,1.2348579370616943,1.2823375802254824,1.2195162950542062,1.262754636162901,1.0971018319396046,1.1195416155671438,1.2542326743378456,1.3102120980072403,1.2019360684784104,1.2433859758416193,1.2360423732361931,1.2702870940278301,1.2245924692133359,1.2551879966141497,1.2521204265866248,1.3141983309457217,1.202297881311268,1.2548645514915147,1.231852116591216,1.2671948216980382,1.2520301843422506,1.2962934958488967,1.2712677940641466,1.3273755735761814,1.2198763515012392,1.277900483212932,1.2289746462430684,1.2776297579483509,1.22514715500327,1.2967462393721387,1.2305667117503123,1.2701921389264588
Unscaled: Mega Aerodactyl,Rock Throw,Rock Slide,40,660139,685521,587641,608476,631573,644491,493005,515009,594242,614735,442806,455074,358786,367750,330387,346767,114062,119049,124082,127642,82793,85720,108326,113107,126478,132494,130538,135706,74930,79309,119189,123027
Shadow Electivire,Thunder Shock,Wild Charge,35,2.0753291793477957,2.042962137126417,2.036327677518968,1.9651540683678383,1.3094025438008317,1.112174598818081,2.044004548773383,1.993978217786518,3.319952913002322,3.0810834863795598,2.1314966014878087,1.9551843012463537,3.40131543019414,3.15938413019141,2.0845138746769147,2.098240747057174,1.8927163486876777,1.9611784547275217,1.9631681359701374,1.9310320864109285,1.955933279900797,2.0261315347739957,1.9919376606306698,2.068594430296558,1.9272576460489383,2.02772928501847,1.9175932289558169,1.9887306175094381,1.9168574231523872,1.9947514715500327,2.00546165997295,1.9485839949616446
Unscaled: Shadow Electivire,Thunder Shock,Wild Charge,35,1109444,1092141,981233,946937,753789,640250,803443,783779,1641398,1523300,763598,700435,996531,925649,550024,553646,179562,186057,197746,194509,129340,133982,169735,176267,199820,210237,203681,211237,117235,121999,194243,188734
