Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
7,Pidgeot Mega,Steel wing,Brave bird,Rhyperior,Smack Down,Rock Wrecker,2.1062858,24.534541536929904,593343
8,Pidgeot Mega,Steel wing,Brave bird,Rampardos,Smack Down,Rock Slide,2.1080308,37.89169788953459,554210
10,Pidgeot Mega,Steel wing,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1484354,29.939410019422585,580678
7,Pidgeot Mega,Air slash,Brave bird,Rampardos,Smack Down,Rock Slide,2.0044985,29.191377071603338,541612
10,Pidgeot Mega,Air slash,Brave bird,Rhyperior,Smack Down,Rock Wrecker,2.1256058,20.479529610380695,604567
11,Pidgeot Mega,Air slash,Brave bird,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1426535,26.29114338273338,588410
6,Pidgeot Mega,Air slash,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9632006,19.299505908591986,558561
8,Pidgeot Mega,Air slash,Hurricane,Rampardos,Smack Down,Rock Slide,2.0288663,26.94650477862802,549823
12,Pidgeot Mega,Air slash,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.162512,18.79615285431519,614992
6,Pidgeot Mega,Steel wing,Hurricane,Rampardos,Smack Down,Rock Slide,2.0083897,31.481274117394545,542820
10,Pidgeot Mega,Steel wing,Hurricane,Rhyperior,Smack Down,Rock Wrecker,2.1388314,22.308991614898368,608379
14,Pidgeot Mega,Steel wing,Hurricane,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1757822,27.055112780458607,593451
6,Pidgeot Mega,Air slash,Aerial ace,Rampardos,Smack Down,Rock Slide,1.903383,21.8368687879759,536298
10,Pidgeot Mega,Air slash,Aerial ace,Tyranitar Shadow Form,Smack Down,Stone Edge,1.988464,15.348865269058237,565696
17,Pidgeot Mega,Air slash,Aerial ace,Rhyperior,Smack Down,Rock Wrecker,2.1413085,13.728225769896197,611604
6,Pidgeot Mega,Steel wing,Aerial ace,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9350662,18.449824606804945,550614
10,Pidgeot Mega,Steel wing,Aerial ace,Rampardos,Smack Down,Rock Slide,2.0169616,27.12613014382703,544570
14,Pidgeot Mega,Steel wing,Aerial ace,Rhyperior,Smack Down,Rock Wrecker,2.1158464,16.200058056940346,601785
9,Pidgeot Mega,Steel wing,Feather dance,Rampardos,Smack Down,Rock Slide,1.9314572,19.414096534633615,549603
12,Pidgeot Mega,Steel wing,Feather dance,Tyranitar Shadow Form,Smack Down,Stone Edge,1.9882305,13.673316601949644,565620
18,Pidgeot Mega,Steel wing,Feather dance,Rhyperior,Smack Down,Rock Wrecker,2.0684354,12.02460324370564,615736
8,Pidgeot Mega,Air slash,Feather dance,Tyranitar Shadow Form,Smack Down,Stone Edge,1.8837273,10.702333703536556,560992
9,Pidgeot Mega,Air slash,Feather dance,Rampardos,Smack Down,Rock Slide,1.9210784,15.623579967934456,546611
16,Pidgeot Mega,Air slash,Feather dance,Rhyperior,Smack Down,Rock Wrecker,2.0494711,9.509145186027382,610742
7,Pidgeot Mega,Random,Random,Rampardos,Smack Down,Rock Slide,1.9805558,25.59420163813005,544548
9,Pidgeot Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.0147178,19.289221359180676,567831
12,Pidgeot Mega,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.1202393,16.595632684938742,608796
18,Blaziken Mega,Fire spin,Brave bird,Rhyperior,Mud Slap,Earthquake,2.188674,21.72943664611944,622505
28,Diancie Mega,Smack down,Stone edge,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.633165,44.05062838903093,710076
27,Diancie Mega,Tackle,Stone edge,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.5911422,36.54003783658799,701733
30,Diancie Mega,Smack down,Ancient power,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.5862038,35.96866363352782,698781
24,Diancie Mega,Tackle,Ancient power,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.4771302,29.77723389848954,689224
27,Diancie Mega,Random,Random,Tyranitar Shadow Form,Iron Tail,Stone Edge,2.661174,42.82674202006565,711582
1,Charizard Mega Y,Fire spin,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.58877,19.957495527461624,435673
2,Charizard Mega Y,Fire spin,Overheat,Rhyperior,Smack Down,Rock Wrecker,1.6862117,19.899093693300234,469679
5,Charizard Mega Y,Fire spin,Overheat,Rampardos,Smack Down,Rock Slide,1.7716322,34.10677397474526,457890
1,Charizard Mega Y,Air slash,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5844368,19.778740689877754,434965
2,Charizard Mega Y,Air slash,Overheat,Rhyperior,Smack Down,Rock Wrecker,1.6746624,19.472513389922355,467058
4,Charizard Mega Y,Air slash,Overheat,Rampardos,Smack Down,Rock Slide,1.7429016,33.06108911197106,451417
1,Charizard Mega Y,Fire spin,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5772928,18.777397243281754,438630
2,Charizard Mega Y,Fire spin,Fire blast,Rampardos,Smack Down,Rock Slide,1.5904089,26.278253616334485,429798
3,Charizard Mega Y,Fire spin,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.6048999,15.686767969483718,456207
1,Charizard Mega Y,Air slash,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5823358,18.784579991355816,439804
2,Charizard Mega Y,Air slash,Fire blast,Rampardos,Smack Down,Rock Slide,1.5928082,25.965849085492955,430777
3,Charizard Mega Y,Air slash,Fire blast,Rhyperior,Smack Down,Rock Wrecker,1.6049548,15.442301648218168,456233
1,Charizard Mega Y,Air slash,Dragon claw,Tyranitar Shadow Form,Smack Down,Stone Edge,1.49871,16.410834937784006,423720
2,Charizard Mega Y,Air slash,Dragon claw,Rampardos,Smack Down,Rock Slide,1.5068508,22.58235839446474,406618
3,Charizard Mega Y,Air slash,Dragon claw,Rhyperior,Smack Down,Rock Wrecker,1.5622575,13.973010232317037,444134
1,Charizard Mega Y,Fire spin,Dragon claw,Tyranitar Shadow Form,Smack Down,Stone Edge,1.49824,16.640049824439522,423145
2,Charizard Mega Y,Fire spin,Dragon claw,Rampardos,Smack Down,Rock Slide,1.5152054,23.018609119034664,408749
3,Charizard Mega Y,Fire spin,Dragon claw,Rhyperior,Smack Down,Rock Wrecker,1.5612481,14.186836382346762,443854
1,Charizard Mega Y,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5360037,16.542055685058486,430049
2,Charizard Mega Y,Random,Random,Rampardos,Smack Down,Rock Slide,1.5771124,24.757732817253583,425903
3,Charizard Mega Y,Random,Random,Rhyperior,Smack Down,Rock Wrecker,1.6010692,14.745017089833873,455175
2,Banette Mega,Shadow claw,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,1.900654,23.128484197669124,526117
2,Banette Mega,Hex,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,1.8611988,21.763758553102253,520497
4,Banette Mega,Shadow claw,Dazzling gleam,Tyranitar Shadow Form,Bite,Crunch,1.9936513,33.11638903005238,533625
4,Banette Mega,Hex,Dazzling gleam,Tyranitar Shadow Form,Bite,Crunch,1.9583147,31.075581753113696,525824
6,Banette Mega,Hex,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.0005178,26.13312064142867,546065
8,Banette Mega,Shadow claw,Thunder,Tyranitar Shadow Form,Bite,Crunch,2.0228033,27.793507790966142,547665
3,Banette Mega,Random,Random,Tyranitar Shadow Form,Bite,Crunch,1.9390184,23.753202714575128,533011
2,Manectric Mega,Snarl,Overheat,Rhyperior,Mud Slap,Earthquake,2.3598065,20.79029926214089,670826
2,Manectric Mega,Thunder fang,Overheat,Rhyperior,Mud Slap,Earthquake,2.3595262,18.33051168369642,671003
3,Manectric Mega,Charge beam,Overheat,Rhyperior,Mud Slap,Earthquake,2.3782225,18.58160605787733,676271
5,Manectric Mega,Snarl,Flame burst,Rhyperior,Mud Slap,Earthquake,2.411016,16.930681364503034,685319
3,Manectric Mega,Charge beam,Flame burst,Rhyperior,Mud Slap,Earthquake,2.2947805,13.985508898570059,665148
6,Manectric Mega,Thunder fang,Flame burst,Rhyperior,Mud Slap,Earthquake,2.3498194,14.702407458656374,675612
5,Manectric Mega,Snarl,Wild charge,Rhyperior,Mud Slap,Earthquake,2.347219,15.419162535647402,668138
5,Manectric Mega,Thunder fang,Wild charge,Rhyperior,Mud Slap,Earthquake,2.2618127,13.61084469223179,658330
6,Manectric Mega,Charge beam,Wild charge,Rhyperior,Mud Slap,Earthquake,2.2554483,12.976447908050908,664524
6,Manectric Mega,Thunder fang,Thunder,Rhyperior,Mud Slap,Earthquake,2.234662,12.578637001748502,662041
6,Manectric Mega,Snarl,Thunder,Rhyperior,Mud Slap,Earthquake,2.3180776,14.972102557500637,660325
6,Manectric Mega,Charge beam,Thunder,Rhyperior,Mud Slap,Earthquake,2.2060642,11.250598190284546,657353
3,Manectric Mega,Random,Random,Rhyperior,Mud Slap,Earthquake,2.3045878,14.673611582804737,667257
5,Metagross Mega,Zen headbutt,Psychic,Tyranitar Shadow Form,Bite,Crunch,3.1023486,22.68912935905988,881184
3,Metagross Mega,Bullet punch,Psychic,Tyranitar Shadow Form,Bite,Crunch,3.0905032,29.363553521134452,878887
27,Metagross Mega,Zen headbutt,Earthquake,Tyranitar Shadow Form,Bite,Crunch,3.9005866,75.45244115717917,1013247
28,Metagross Mega,Bullet punch,Earthquake,Tyranitar Shadow Form,Bite,Crunch,3.9989808,77.03901281105166,1039638
18,Metagross Mega,Zen headbutt,Flash cannon,Tyranitar Shadow Form,Bite,Crunch,3.3832111,48.05356779611422,914206
30,Metagross Mega,Bullet punch,Flash cannon,Tyranitar Shadow Form,Bite,Crunch,3.8173974,79.8281644749051,980258
13,Metagross Mega,Random,Random,Tyranitar Shadow Form,Bite,Crunch,3.42442,47.305601841804574,932028
18,Audino Mega,Zen headbutt,Hyper beam,Tyranitar Shadow Form,Iron Tail,Return,3.1554656,18.17880239782783,934312
18,Audino Mega,Pound,Hyper beam,Tyranitar Shadow Form,Iron Tail,Stone Edge,3.2046456,19.256965488422118,929430
27,Audino Mega,Pound,Dazzling gleam,Tyranitar Shadow Form,Iron Tail,Return,3.3834772,40.1470816924695,942269
25,Audino Mega,Zen headbutt,Dazzling gleam,Tyranitar Shadow Form,Iron Tail,Return,3.3449454,38.08707471591081,940408
27,Audino Mega,Pound,Disarming voice,Tyranitar Shadow Form,Iron Tail,Return,3.3033793,31.72499732100008,939691
26,Audino Mega,Zen headbutt,Disarming voice,Tyranitar Shadow Form,Iron Tail,Return,3.302783,29.974906700632417,939217
22,Audino Mega,Random,Random,Tyranitar Shadow Form,Iron Tail,Return,3.2461534,25.39135287450323,937149
28,Camerupt Mega,Ember,Earthquake,Rhyperior,Mud Slap,Surf,2.0984945,26.038458243526605,574993
13,Ampharos Mega,Volt switch,Zap cannon,Rhyperior,Mud Slap,Earthquake,2.481271,14.25557934572312,730754
18,Ampharos Mega,Charge beam,Zap cannon,Rhyperior,Mud Slap,Earthquake,2.5264251,14.615451903387102,741485
23,Ampharos Mega,Volt switch,Power gem,Rhyperior,Mud Slap,Earthquake,2.632567,16.89474388014807,754286
19,Ampharos Mega,Charge beam,Power gem,Rhyperior,Mud Slap,Earthquake,2.5797286,16.378718629241018,739697
23,Ampharos Mega,Charge beam,Thunder,Rhyperior,Mud Slap,Earthquake,2.5006833,13.20558576507491,745053
19,Ampharos Mega,Volt switch,Thunder,Rhyperior,Mud Slap,Earthquake,2.4816446,13.13017545923087,738107
20,Ampharos Mega,Volt switch,Thunder punch,Rhyperior,Mud Slap,Earthquake,2.453643,9.588045853067825,731185
20,Ampharos Mega,Charge beam,Thunder punch,Rhyperior,Mud Slap,Earthquake,2.4333053,9.16185346004206,725124
20,Ampharos Mega,Random,Random,Rhyperior,Mud Slap,Earthquake,2.5702808,16.39519222563789,749717
14,Aerodactyl Mega,Bite,Earth power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5535247,41.97509579762924,683403
14,Aerodactyl Mega,Rock throw,Earth power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5615788,42.87454171097666,686769
10,Aerodactyl Mega,Bite,Rock slide,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4898608,32.32175552560148,679370
11,Aerodactyl Mega,Bite,Rock slide,Rhyperior,Smack Down,Rock Wrecker,2.4909878,21.2223505933236,707985
21,Aerodactyl Mega,Bite,Rock slide,Rampardos,Smack Down,Rock Slide,2.6191165,48.06655740759701,687028
9,Aerodactyl Mega,Rock throw,Hyper beam,Rampardos,Smack Down,Rock Slide,2.4542837,37.29682970914307,663483
11,Aerodactyl Mega,Rock throw,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4871986,28.724584896736015,698100
13,Aerodactyl Mega,Rock throw,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.5208411,20.208036798051886,716414
9,Aerodactyl Mega,Bite,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3271804,20.36095315650869,661593
10,Aerodactyl Mega,Bite,Hyper beam,Rampardos,Smack Down,Rock Slide,2.3613315,28.38248544881867,654952
15,Aerodactyl Mega,Bite,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.5203137,20.309562857114532,716285
12,Aerodactyl Mega,Steel wing,Rock slide,Rhyperior,Smack Down,Rock Wrecker,2.5036373,24.27800073740716,712079
14,Aerodactyl Mega,Steel wing,Rock slide,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5377858,39.88099330067009,686071
20,Aerodactyl Mega,Steel wing,Rock slide,Rampardos,Smack Down,Rock Slide,2.6041758,53.42229962641262,667426
10,Aerodactyl Mega,Steel wing,Hyper beam,Rampardos,Smack Down,Rock Slide,2.4240448,37.56290991595484,655439
12,Aerodactyl Mega,Steel wing,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4787228,29.477237813276687,690980
14,Aerodactyl Mega,Steel wing,Hyper beam,Rhyperior,Smack Down,Rock Wrecker,2.5034828,26.470449108114284,712465
14,Aerodactyl Mega,Steel wing,Earth power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5635412,44.82441885730889,681442
11,Aerodactyl Mega,Rock throw,Rock slide,Rhyperior,Smack Down,Rock Wrecker,2.4742768,20.644607423205116,703251
18,Aerodactyl Mega,Rock throw,Rock slide,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5847723,37.27244864389169,698606
20,Aerodactyl Mega,Rock throw,Rock slide,Rampardos,Smack Down,Rock Slide,2.6201818,49.92274037957713,680866
11,Aerodactyl Mega,Bite,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.449554,28.736333144818378,684394
16,Aerodactyl Mega,Bite,Ancient power,Rhyperior,Smack Down,Rock Wrecker,2.514861,17.796847201663937,714911
18,Aerodactyl Mega,Bite,Ancient power,Rampardos,Smack Down,Rock Slide,2.5257032,42.20829710021429,675138
14,Aerodactyl Mega,Steel wing,Ancient power,Rhyperior,Smack Down,Rock Wrecker,2.4906821,20.298614888289613,707869
18,Aerodactyl Mega,Steel wing,Ancient power,Rampardos,Smack Down,Rock Slide,2.5271206,44.67134031242592,669676
20,Aerodactyl Mega,Steel wing,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5605795,32.06132288041142,697686
12,Aerodactyl Mega,Rock throw,Ancient power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4450743,29.4462362235585,678948
14,Aerodactyl Mega,Rock throw,Ancient power,Rampardos,Smack Down,Rock Slide,2.4551907,41.52789432957537,657047
17,Aerodactyl Mega,Rock throw,Ancient power,Rhyperior,Smack Down,Rock Wrecker,2.4927132,17.27476920927582,708572
20,Aerodactyl Mega,Bite,Iron head,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4923773,35.95323582248262,674241
28,Aerodactyl Mega,Bite,Iron head,Rampardos,Smack Down,Rock Slide,2.6658208,53.90762912699263,688424
29,Aerodactyl Mega,Bite,Iron head,Rhyperior,Smack Down,Rock Wrecker,2.6778142,37.95245189079028,725970
22,Aerodactyl Mega,Steel wing,Iron head,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5321665,43.58633958858799,673637
26,Aerodactyl Mega,Steel wing,Iron head,Rhyperior,Smack Down,Rock Wrecker,2.6520517,38.89313733084464,716374
28,Aerodactyl Mega,Steel wing,Iron head,Rampardos,Smack Down,Rock Slide,2.6875722,60.64178936088283,681535
24,Aerodactyl Mega,Rock throw,Iron head,Tyranitar Shadow Form,Smack Down,Stone Edge,2.546702,40.77931102290441,686908
26,Aerodactyl Mega,Rock throw,Iron head,Rhyperior,Smack Down,Rock Wrecker,2.6492045,36.104527484482304,720798
28,Aerodactyl Mega,Rock throw,Iron head,Rampardos,Smack Down,Rock Slide,2.6787663,56.04350535607061,686241
12,Aerodactyl Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4700568,32.301030811283766,680068
17,Aerodactyl Mega,Random,Random,Rhyperior,Smack Down,Rock Wrecker,2.5852883,27.19416603735219,724020
30,Aerodactyl Mega,Random,Random,Rampardos,Smack Down,Rock Slide,2.7866852,56.382499483527845,721130
3,Gengar Mega,Sucker punch,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,2.2943914,27.94178771258156,634295
4,Gengar Mega,Shadow claw,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,2.3128664,28.988141099650512,634487
3,Gengar Mega,Hex,Shadow ball,Tyranitar Shadow Form,Bite,Crunch,2.2953353,27.56320190576539,638473
6,Gengar Mega,Sucker punch,Sludge bomb,Tyranitar Shadow Form,Bite,Crunch,2.325171,28.897362238182396,637971
6,Gengar Mega,Shadow claw,Sludge bomb,Tyranitar Shadow Form,Bite,Crunch,2.3313982,29.00143216146816,639672
6,Gengar Mega,Hex,Sludge bomb,Tyranitar Shadow Form,Bite,Crunch,2.2936234,27.25802283451401,637807
6,Gengar Mega,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.4636886,33.808525735555534,668720
15,Salamence Mega,Bite,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.7195795,23.23673462940902,772806
24,Salamence Mega,Bite,Fire blast,Rampardos,Smack Down,Rock Slide,2.8043356,33.137008904901265,783758
27,Salamence Mega,Bite,Draco meteor,Tyranitar Shadow Form,Smack Down,Stone Edge,3.0062094,36.443991481583296,826731
21,Salamence Mega,Dragon tail,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.797654,32.30668358036793,789790
23,Salamence Mega,Fire fang,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.7379827,27.34610148845791,778868
27,Salamence Mega,Fire fang,Fire blast,Rampardos,Smack Down,Rock Slide,2.8056083,33.43783202830577,781705
19,Rayquaza Mega,Dragon tail,Outrage,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6065586,46.20125764305638,691992
19,Rayquaza Mega,Air slash,Outrage,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5988703,42.77600035495456,698886
23,Rayquaza Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4830627,32.26369315451485,684165
2,Pinsir Mega,Bug bite,Super power,Rhyperior,Smack Down,Rock Wrecker,2.0324938,35.67758394448748,537083
14,Pinsir Mega,Bug bite,Super power,Rampardos,Smack Down,Rock Slide,2.3621168,62.30908023818166,575672
2,Pinsir Mega,Bug bite,Close combat,Rhyperior,Smack Down,Rock Wrecker,1.8656284,26.060294377630584,504748
26,Pinsir Mega,Bug bite,Close combat,Rampardos,Smack Down,Rock Slide,2.6003659,64.71453513241846,644058
29,Pinsir Mega,Bug bite,Close combat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6854694,66.79340339727594,664482
2,Pinsir Mega,Fury cutter,Close combat,Rhyperior,Smack Down,Rock Wrecker,1.8902354,26.782799952471354,511146
29,Pinsir Mega,Fury cutter,Close combat,Rampardos,Smack Down,Rock Slide,2.7181776,68.847121826775,669462
30,Pinsir Mega,Fury cutter,Close combat,Tyranitar Shadow Form,Smack Down,Return,2.7682617,70.53531708387501,681318
2,Pinsir Mega,Fury cutter,Super power,Rampardos,Smack Down,Rock Slide,2.0341215,47.278340869062724,513121
7,Pinsir Mega,Fury cutter,Super power,Rhyperior,Smack Down,Rock Wrecker,2.0690463,36.63629039977273,546302
2,Pinsir Mega,Rock smash,Super power,Rhyperior,Smack Down,Rock Wrecker,1.9395641,32.51602916866489,517733
13,Pinsir Mega,Rock smash,Super power,Rampardos,Smack Down,Rock Slide,2.2547905,56.47781410254688,557575
30,Pinsir Mega,Rock smash,Super power,Tyranitar Shadow Form,Smack Down,Stone Edge,2.9388003,88.51323951681796,692046
1,Pinsir Mega,Rock smash,Close combat,Rhyperior,Smack Down,Rock Wrecker,1.8039626,26.86598615690406,487467
11,Pinsir Mega,Rock smash,Close combat,Rampardos,Smack Down,Rock Slide,2.2625337,54.4515611052799,564125
15,Pinsir Mega,Rock smash,Close combat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4507954,59.30215081289703,610859
2,Pinsir Mega,Fury cutter,X scissor,Rampardos,Smack Down,Rock Slide,1.6873062,25.724385671338226,454496
3,Pinsir Mega,Fury cutter,X scissor,Rhyperior,Smack Down,Rock Wrecker,1.710718,16.319788628944565,485916
4,Pinsir Mega,Fury cutter,X scissor,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7122654,26.265843269515347,461087
1,Pinsir Mega,Rock smash,X scissor,Rampardos,Smack Down,Rock Slide,1.7161487,31.22763849086367,449274
2,Pinsir Mega,Rock smash,X scissor,Rhyperior,Smack Down,Rock Wrecker,1.7278346,19.565852983501667,489005
5,Pinsir Mega,Rock smash,X scissor,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7685126,32.16764538748035,463100
1,Pinsir Mega,Bug bite,X scissor,Rampardos,Smack Down,Rock Slide,1.6629891,25.900964053312073,447618
3,Pinsir Mega,Bug bite,X scissor,Rhyperior,Smack Down,Rock Wrecker,1.7019097,16.535744834281278,483469
5,Pinsir Mega,Bug bite,X scissor,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7626911,28.188666676842587,474240
1,Pinsir Mega,Fury cutter,Vice grip,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5247512,8.69306001492037,452360
2,Pinsir Mega,Fury cutter,Vice grip,Rampardos,Smack Down,Rock Slide,1.5772415,12.357102314152458,448360
3,Pinsir Mega,Fury cutter,Vice grip,Rhyperior,Smack Down,Rock Wrecker,1.6685411,7.617353134703411,497225
1,Pinsir Mega,Bug bite,Vice grip,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5583625,9.768978996619092,443208
2,Pinsir Mega,Bug bite,Vice grip,Rampardos,Smack Down,Rock Slide,1.5655175,13.174903710036048,445042
4,Pinsir Mega,Bug bite,Vice grip,Rhyperior,Smack Down,Rock Wrecker,1.6597354,8.169262470625684,494601
1,Pinsir Mega,Rock smash,Vice grip,Tyranitar Shadow Form,Smack Down,Stone Edge,1.5596292,16.661283990533864,443253
2,Pinsir Mega,Rock smash,Vice grip,Rampardos,Smack Down,Rock Slide,1.5740433,18.320156294204526,446609
4,Pinsir Mega,Rock smash,Vice grip,Rhyperior,Smack Down,Rock Wrecker,1.7099283,11.350980725297767,485915
2,Pinsir Mega,Random,Random,Rhyperior,Smack Down,Rock Wrecker,1.7897844,19.902256455868102,500216
4,Pinsir Mega,Random,Random,Rampardos,Smack Down,Rock Slide,1.9057966,35.388524742966126,500809
11,Pinsir Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1489074,44.554984505036394,551747
3,Charizard Mega X,Air slash,Dragon claw,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3916252,25.59047977038404,676911
4,Charizard Mega X,Air slash,Dragon claw,Rampardos,Smack Down,Rock Slide,2.427198,36.14493738082945,655373
6,Charizard Mega X,Air slash,Dragon claw,Rhyperior,Smack Down,Rock Wrecker,2.4788756,22.285903524804503,704722
3,Charizard Mega X,Fire spin,Dragon claw,Tyranitar Shadow Form,Smack Down,Stone Edge,2.381949,26.42634059161463,673139
4,Charizard Mega X,Fire spin,Dragon claw,Rampardos,Smack Down,Rock Slide,2.4308307,36.75131753772506,656014
5,Charizard Mega X,Fire spin,Dragon claw,Rhyperior,Mud Slap,Rock Wrecker,2.4638338,23.092431696912872,700555
10,Charizard Mega X,Fire spin,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5014977,29.505011133599346,698251
11,Charizard Mega X,Fire spin,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.513416,25.029225975514038,715066
12,Charizard Mega X,Fire spin,Overheat,Rampardos,Smack Down,Rock Slide,2.528438,36.945777689416374,683343
9,Charizard Mega X,Fire spin,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4272888,27.456662220997664,685075
12,Charizard Mega X,Fire spin,Fire blast,Rampardos,Smack Down,Rock Slide,2.4626293,31.81680941793655,666410
13,Charizard Mega X,Fire spin,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.5141995,20.757461432716035,714544
9,Charizard Mega X,Air slash,Overheat,Rhyperior,Mud Slap,Rock Wrecker,2.4861705,22.83566897510965,706746
11,Charizard Mega X,Air slash,Overheat,Tyranitar Shadow Form,Smack Down,Stone Edge,2.508421,29.028657826947377,702116
14,Charizard Mega X,Air slash,Overheat,Rampardos,Smack Down,Rock Slide,2.5251327,36.34033693961298,682295
4,Charizard Mega X,Air slash,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3361387,24.3468958509236,664722
10,Charizard Mega X,Air slash,Fire blast,Rampardos,Smack Down,Rock Slide,2.4351892,29.658753391897722,670007
13,Charizard Mega X,Air slash,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.5041645,19.621503528241,711704
5,Charizard Mega X,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3942366,24.080558824793258,677106
7,Charizard Mega X,Random,Random,Rampardos,Smack Down,Rock Slide,2.4287367,31.37510915105405,665402
10,Charizard Mega X,Random,Random,Rhyperior,Mud Slap,Rock Wrecker,2.4723303,20.062990489398196,710946
24,Mawile Mega,Bite,Play rough,Rhyperior,Mud Slap,Earthquake,2.7902448,26.852116110868646,793649
25,Mawile Mega,Ice fang,Play rough,Rhyperior,Mud Slap,Earthquake,2.7702503,26.181239931778382,787895
25,Mawile Mega,Astonish,Play rough,Rhyperior,Mud Slap,Earthquake,2.7681077,24.966726356865784,787054
25,Mawile Mega,Fire fang,Play rough,Rhyperior,Mud Slap,Earthquake,2.7697387,25.45860785856894,787571
29,Mawile Mega,Ice fang,Power up punch,Rhyperior,Mud Slap,Earthquake,2.7577932,23.583681249316907,783835
21,Mawile Mega,Ice fang,Vice grip,Rhyperior,Mud Slap,Earthquake,2.5197263,9.99317253520918,750878
29,Mawile Mega,Bite,Power up punch,Rhyperior,Mud Slap,Earthquake,2.7410805,22.839225852547123,779015
29,Mawile Mega,Fire fang,Power up punch,Rhyperior,Mud Slap,Earthquake,2.7464447,22.115937086083967,780403
22,Mawile Mega,Astonish,Vice grip,Rhyperior,Mud Slap,Earthquake,2.5589013,7.628535862195476,762552
29,Mawile Mega,Astonish,Power up punch,Rhyperior,Mud Slap,Earthquake,2.739812,21.466592637361313,778476
22,Mawile Mega,Fire fang,Vice grip,Rhyperior,Mud Slap,Earthquake,2.5602791,7.857970159254654,762963
22,Mawile Mega,Bite,Vice grip,Rhyperior,Mud Slap,Earthquake,2.5473847,7.749582095283755,759120
26,Mawile Mega,Random,Random,Rhyperior,Mud Slap,Earthquake,2.711221,19.728226080236276,784076
