Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Mega Mewtwo Y,Psycho Cut,Thunderbolt,40,0.8823638806356331,0.8936893846010722,0.8896579587132549,0.9054777511691444,0.9352806744995759,0.967462106404215,0.9360567592569717,0.9780289492249371,0.9433807737024825,0.9711982925841278,0.9225399889919131,0.9522537424470613,0.8968411930262784,0.9104682325263631,0.8974835074935216,0.9196884809368565,0.9383680937712503,0.9579042025519018,0.9237780175274697,0.938156606989448,1.0358045715139874,1.065441710521098,1.0573768269009478,1.0823051019675969,0.9949383332557852,1.0256631981753714,0.9643481890428781,0.9991170249181537,0.9436409016615862,0.9863224258454084,0.9647690875361502,1.020488242153204,0.9309983785241424,0.9925992516131213,1.0493090071407152,1.1082921067939002,0.9696252437622886,1.0138737348710525,0.9186199716265908,0.9676890778731272,0.9392596514135909,0.9937850354108719,0.9352347263240725,0.987073459025944,0.9612810247248604,0.9944872900963264,0.9438234677743517,1.0110347547650302,0.9537551126865128,0.9919263020409812,0.900231997425453,0.9434755755091414,1.0821279369590415,1.1022417372206967,1.0075716547079765,1.088472327581127,1.0022557418389102,1.0774759666522256,1.014714345209947,1.05648107732473,0.9160974509902671,0.9925965289175891,0.9328769416589071,0.967081869919932
Venusaur,Vine Whip,Frenzy Plant,30,1.4820587685916293,1.3884231038427544,1.5191110518044133,1.5363558195187947,1.4928349919570698,1.492591054993753,1.444690400309641,1.4628231945165018,1.4636573260272265,1.4705920743274072,1.4358325077268301,1.4332988090701795,1.5678479315419485,1.5935837521921132,1.4959912114236515,1.4043139724424076,1.4758178350939404,1.452443648888248,1.4848214129174298,1.440427219549215,1.478146319286599,1.4616332997573418,1.452899247197178,1.4609657973760735,1.530604852134625,1.5060696366496251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Manectric,Thunder Fang,Wild Charge,35,1.4340644460159546,1.2177360184840624,1.4588433652132395,1.3795766946797976,1.2887604870351934,1.2752593337501035,1.2422152635378665,1.2427705171386767,1.3177233392516492,1.2790559561205477,1.2957081284438072,1.2492454863820288,1.5881028282297378,1.4830958514853971,1.3644332655048146,1.3244503266296364,1.351387686451042,1.2521554358847735,1.4243468055823414,1.300493930631495,1.4376373253383852,1.2899342636826343,1.3457549758685048,1.3095116560966136,1.299510520059502,1.2874339124652725,1.2445364088250699,1.2055215687192378,1.236419896023344,1.2348785760760561,1.2272224381004573,1.2151525216561,1.2822062265655219,1.2444229408997665,1.2325221864931963,1.2599670316006188,1.2210149741862037,1.1931781050917882,1.2787729221741566,1.2354734227160646,1.2800443831986783,1.249962817415562,1.2039547101213965,1.1910427618185804,1.2370898329245577,1.2082585135251953,1.2244776799797492,1.2079595548016648,1.2620379810914764,1.2452323681314468,1.3669401929618337,1.342114961208712,1.271264367816092,1.2681365664060775,1.2407455388363575,1.2363385018696464,1.2244751949142936,1.220889020358664,1.2643186838953044,1.240345593960614,1.2936892877138044,1.2316324332051671,1.279490088909154,1.2046790984315732
Shadow Mewtwo,Psycho Cut or Confusion,Thunderbolt,30,1.2463860612200992,1.2213080752212389,1.1016241182148236,1.1304905230305813,1.2098542423289642,1.262927605303591,1.2312687177628996,1.2795353602731867,1.233377276692159,1.287106932433247,1.2227653523495006,1.2636799670967078,1.1005189829566628,1.124738276376285,1.2703510014680863,1.2382116956613263,1.2283601148922851,1.2449526111740916,1.2835235085495882,1.2839809184013387,1.518359232250288,1.46940783950509,1.5289870723532089,1.5198230796976502,1.3204728496491263,1.3642840649433792,1.219640197894084,1.2928485259855451,1.2299800911076297,1.241825945566557,1.2376480536565637,1.2800549059754907,1.2536838774252839,1.2577540044256719,1.447798751096669,1.4804424325320031,1.2453717398513338,1.2739106147728856,1.257440585275536,1.2556363564450772,1.2352776914985688,1.2545330706081983,1.2201878541829732,1.2315124886806572,1.2550531295499963,1.2873327423458363,1.2550058418050638,1.285750249000183,1.2273234278401668,1.2299630919444986,1.09428913997973,1.119417805218559,1.428271780367932,1.4623349462144508,1.3212499271191795,1.3821904529398799,1.316495316001062,1.357227768279863,1.337121548769564,1.3425618918459008,1.2351095700599957,1.24233853170441,1.2158817237362072,1.2003504845462138
Tsareena,Magical Leaf,Grass Knot,50,1.1582686054388147,1.1599570604584093,1.2537782490023173,1.2796550271487572,1.1579537188835647,1.1868839384529755,1.129210827548155,1.179986782617289,1.1831516695025102,1.200671330587998,1.1669346107552636,1.1955658942860772,1.283471877265228,1.301013776847915,1.1246656222220028,1.159097329438721,1.1682020911181725,1.1795070954871336,1.2151856626901334,1.207538684162411,1.1773376946251535,1.1926137634244387,1.1419384174701899,1.1746049819040782,1.1929782426264137,1.2046420959695605,1.1870918288233727,1.2445794165576847,1.1645096159992483,1.2075934877644767,1.185727241646164,1.2322924602741552,1.2255989147293682,1.2203903381481567,1.1490672876408154,1.1955306337793665,1.2218184186317251,1.2586272510183691,1.1615921553664952,1.1975315342294206,1.1556810673445526,1.2079371097500775,1.1644901938051064,1.1870578400569467,1.18995750652996,1.2472728412995173,1.1979617840370211,1.2207078951184516,1.1708190622593464,1.2049659743318268,1.2423699314641146,1.2966684427684199,1.1417045975488471,1.2094389945612858,1.1855126335589756,1.2146073586712276,1.189056492148304,1.1968809675761372,1.160591508205483,1.1820382836598002,1.149623930879844,1.1967773035433735,1.1444632523471538,1.1685771424739533
Shadow Latias,Zen Headbutt or Charm or Dragon Breath,Psychic or Outrage or Thunder,40,1.714948545957229,1.713562713680183,1.455573720249797,1.4961265447776797,1.6599850063067736,1.6968081232502712,1.7054707337225803,1.7922346847180703,1.7717606876941767,1.8038612298820114,1.7478740723267585,1.7911373530995023,1.4492517335996238,1.472582896153539,1.6886663024575876,1.7227295253278456,1.7711209677527378,1.8166914397389247,1.7771855174210225,1.7820534415003795,1.480214758586754,1.48510632307219,1.4554328682221889,1.4722336014183957,1.6924098733653459,1.696796545079038,1.7333873611879107,1.8250534183345575,1.6910005710630622,1.7471824662897115,1.7744116260420846,1.846758693121893,1.7468187039299246,1.7502812428786783,1.446134605308898,1.4850303102163158,1.7239094075613488,1.7852590766293535,1.776156076648351,1.8064659017255855,1.6583870033182013,1.735917780994543,1.6607660959970056,1.7223046734873775,1.7371289872587392,1.8191749452941068,1.7639430959849594,1.829811276623621,1.6470298634788985,1.713393045286707,1.4379265687651996,1.501936127582518,1.4183438954962695,1.4488734048240224,1.6669059651899378,1.726634720703547,1.6302890834020443,1.6916102614747492,1.7644897610046715,1.8144668748913704,1.6999105978667721,1.797163281177875,1.6416716777943139,1.6945488570486678
Kartana,Razor Leaf,Leaf Blade,50,0.8548428360447942,0.857253052210645,1.0463382749347359,0.9943950932802994,0.8868998967963106,0.9005774401952947,0.8770488315723882,0.8972552313659609,0.8975334094780381,0.9130174522453343,0.8863477708624412,0.9038063060611009,1.1366907907041282,1.0929193685169158,0.8583648123287972,0.8725738346062318,0.879864158134505,0.9032326738442346,0.8984896865192771,0.8950301527329377,0.8811115073271383,0.8847216757667775,0.8836470991689147,0.887313920144681,0.8821770413262957,0.9011135174774001,0.8895663435722945,0.937336816862152,0.8929512022591917,0.9188539708355683,0.8952527639496719,0.9404967435627585,0.904101703698851,0.9219920654138192,0.883198627676902,0.9118872368331397,0.9129745018856316,0.9505458813473663,0.8764120499408875,0.8908023733028851,0.86353008583483,0.9073466063391787,0.8875363674222945,0.9057226202600477,0.8965167897513955,0.9424063474091189,0.8930819687614482,0.943006823495441,0.873606946834401,0.906072453219709,0.9842325062396823,1.0025865882730576,0.8937307813563737,0.9065154914261434,0.8659731842230719,0.9092895998523365,0.9227550888896134,0.9037093110103867,0.8874503110479108,0.9053503759298147,0.8710971301594063,0.9122493256914315,0.8789788835483755,0.8933138609275695
Raikou,Volt Switch or Thunder Shock,Wild Charge,50,1.0996985219727187,1.0938234525629993,1.1746748669746603,1.1878243444332786,1.1108822616264482,1.1364855054118312,1.1187521445649518,1.1494979316099951,1.1113732640880307,1.1379018566262995,1.08708199814919,1.1097555599910482,1.217800861737952,1.2457870711076628,1.0606014917156323,1.0824702325547213,1.0981786099069368,1.1231660298893182,1.133822280775136,1.1405343242106003,1.0956912809198986,1.1107710680010385,1.0916781558550706,1.112002788123047,1.1024948982807528,1.126728797373482,1.1328977947078058,1.1776255635622106,1.0978009203894068,1.1582852191184634,1.1407128711061127,1.194549276653039,1.0999384909045065,1.1608279235382406,1.0945725329809108,1.1466565023084425,1.136349533564669,1.19479969404168,1.078420462637341,1.1411507958516713,1.0957709146134083,1.1468642175303445,1.0862885497081707,1.1279953662656246,1.1217104850560957,1.180217484528953,1.1115989882260757,1.1878552943226686,1.103728809430738,1.159729522360561,1.1937723755280893,1.2459702724624007,1.1094696377794937,1.1335480186235225,1.0940503995427917,1.1550225252401483,1.0916701992698767,1.140616769228619,1.0866783104254814,1.1331703348652418,1.0755191771095005,1.1412105771818941,1.0871776771574957,1.1389465987039482
Xurkitree,Spark or Thunder Shock,Discharge,30,1.1279794394601885,1.0738536221698276,1.270012650167,1.2157253067153895,1.130060764953664,1.1354667004436485,1.1153016939661207,1.147124224182183,1.1262240990312375,1.135569992905932,1.0867577071727967,1.1087351708370379,1.2460671129714578,1.2411997376954527,1.1494577096572716,1.0930093435965336,1.1107015653694328,1.1225083863063328,1.2094174771263768,1.1427143783859601,1.1765864729686242,1.1136692269035826,1.2092878959030335,1.1260700184138992,1.1493244875794184,1.1249944914240246,1.101313930116823,1.1398423634943344,1.1237336390856052,1.1134442807124192,1.1131907569967685,1.14439874171886,1.133289099776426,1.1171279818651094,1.1236342886752162,1.1173901954813583,1.1068052731656912,1.1305655942084067,1.1246989172694022,1.101873444960389,1.1188464742081052,1.1119085633894028,1.105038849379098,1.0868810763041157,1.1015513252301377,1.1328902509097876,1.1188418963319697,1.119539049143668,1.1255398414045044,1.1094797724839787,1.2098376713666283,1.2117315633930026,1.13525167189825,1.1449440669886337,1.1337755913011947,1.1154371399414649,1.1183946919337082,1.0999538820591892,1.1263718397371478,1.111885703504563,1.1200120624203602,1.1140709001352274,1.1393408195698616,1.079150546258505
Electivire,Thunder Shock,Wild Charge,50,1.0790980988278114,1.050315232780575,1.1721641472689164,1.1997890266491442,1.1169940776992582,1.1527308961796923,1.1149247309171464,1.137021092911475,1.1162903095587045,1.1326629721981865,1.1004706864328355,1.1023247385579407,1.207612158397697,1.2077632318615465,1.070474082354847,1.0806719053669287,1.1234364277125621,1.1272032444166824,1.0961816139398235,1.1024076789753017,1.117053557121518,1.124132302870283,1.104668846192705,1.1267550860207236,1.1153656091623918,1.1362123038829364,1.0997897204692426,1.162366966160424,1.1157201934925904,1.160927052514519,1.1147462135089763,1.1596340412515167,1.1125789365122316,1.148819770111722,1.1047439617283235,1.1396121631989666,1.1348442803877727,1.175266190143865,1.1018847009454282,1.1153366736497388,1.1052950070785916,1.1317260375546314,1.0749919780397936,1.1122312723510412,1.1016027852122048,1.1439204844967483,1.1126553707081654,1.1829011288008304,1.1110875686063901,1.146472737952178,1.199160191514231,1.232625658646935,1.098956485716331,1.1141123594821114,1.1098140143816075,1.1467919499664982,1.1108010701846736,1.1304124527756945,1.1145875388525517,1.125051846373969,1.0958305210805692,1.1398260673058729,1.066546420444838,1.0911638097116827
Shadow Torterra,Razor Leaf,Frenzy Plant,50,1.0205474119259705,1.032259075593362,1.1183248936324022,1.1315084576422834,1.0445957531812513,1.08677806703646,1.0599208604063213,1.077959087877066,1.0692277749637793,1.092171757418699,1.0766113480067498,1.0894010512117966,1.1362502873824762,1.1579100540954859,1.0895552241339272,1.0393212398505898,1.083949683501491,1.0788664187424624,1.0966830897988524,1.0997965919365624,1.0319665010568846,1.0429569505471785,1.0137643476864795,1.0456009187510995,1.0760243545269568,1.0908005804320475,1.0500602205779812,1.130679141834821,1.074681629167988,1.1070262769439956,1.090272250973879,1.1204383540718093,1.1115658748176458,1.1077029546942447,1.0274207847972718,1.0699550052951932,1.1450248677364259,1.134164891299224,1.0560773025961179,1.0849359977553454,1.0369718307811218,1.0718963104104746,1.113924984369004,1.0829376875298569,1.074747149445822,1.1152428331466018,1.0691206859048723,1.1129445591392924,1.0364705415934377,1.0758971742496601,1.1496257350021954,1.182444352170336,1.0397313083222535,1.0736490559543337,1.0552099887412774,1.0812925924089833,1.065809369861227,1.0655644944650706,1.0664362332824449,1.0854946630918425,1.0414707884355199,1.067517197593338,1.0798622384085856,1.0738463060707668
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,50,,1.2018726724122892,,1.317637979998278,,1.2226393243138194,,1.2087258745021179,,1.229878695854798,,1.236257492454622,,1.3344420931551337,,1.177639740737185,,1.2017927697158008,,1.253333049474151,,1.1586287964075803,,1.165845444677788,,1.169195666861876,1.2035752006296099,1.2770115379701716,1.1828857183859023,1.2086322383513086,1.2041551215250923,1.2370136398403868,1.2597735641890297,1.2416534303041902,1.124617585430462,1.1708512999689333,1.2401342484927511,1.26730509816108,1.2017807503623252,1.212138977662148,1.1712410570737142,1.207369058966891,1.1939975372061,1.2209740944806509,1.2325465741652584,1.2560077664571092,1.204743302435686,1.2313994597363842,1.1672779399542452,1.207268902143633,1.2931479849416163,1.3155731936390933,1.1528734109161134,1.193684329161774,1.1744730989486143,1.1828491708423092,1.1835870285915706,1.1671606099990528,1.1752967839020079,1.1823949976325234,1.1656714532079977,1.200407971119619,1.1754800248662394,1.20140684640658
Raikou,Volt Switch or Thunder Shock,Wild Charge,30,1.2742583789523565,1.2356256014297675,1.3752394080734145,1.4053472172357102,1.3274588560455525,1.3669968121195055,1.2999092763242774,1.324292671009325,1.2979666851017821,1.319655187336681,1.2945594164504364,1.298756715235313,1.460354800923592,1.4681506976777632,1.2632963892512854,1.2794104175561445,1.33053946062421,1.3342126918201531,1.2850882822929477,1.3022604061523975,1.3296635113686401,1.3424623618933675,1.289123416321871,1.3097551188984011,1.323876986786871,1.3482667541574462,1.289684366152817,1.3614929632132726,1.2992482625755581,1.3520320150906273,1.3257771040412594,1.3755581717806766,1.315299009425514,1.3572353727420292,1.2790868169133587,1.3259993016735583,1.3261919407214786,1.384517733773229,1.288234328494251,1.3190955778847997,1.2749577265480256,1.309369501784543,1.2814154955246202,1.3227614080612802,1.3225767958872696,1.3775488030808192,1.298027639497344,1.3485165806137298,1.2989312832896902,1.3425195558954464,1.4084812640588502,1.446318624704289,1.315668584152339,1.344318135089074,1.2907583066207589,1.340110766375736,1.2841348072440881,1.3166780796924227,1.311865319848979,1.3202571070557476,1.290423065545369,1.3255499960058437,1.2885027719729285,1.3190903720854112
Shadow Manectric,Thunder Fang,Wild Charge,45,1.2332424132632887,1.1170841122242505,1.2923758495755042,1.2488843768439581,1.1778266849217451,1.1670537627570041,1.1060143208900528,1.1269659312696099,1.1982503547615764,1.1622311484270318,1.1119187579007215,1.1259112215952047,1.3199345130823692,1.297881715669887,1.2177299669754331,1.1745886510285193,1.1476570359022762,1.1244068415650033,1.3038985188812275,1.181341403700355,1.212491359697931,1.1564229672754225,1.2320060110953763,1.1962655757997256,1.1868882360045447,1.1640389161264404,1.1223097980587031,1.1060399045442888,1.1118576651775567,1.1059180166797828,1.120447136519696,1.112094745274448,1.1566903496243168,1.1238461923835166,1.1371287542264341,1.1515141249419185,1.1170267578847748,1.1165865773516275,1.141734560676822,1.1165595167271816,1.1917759870321478,1.152131872464701,1.1134272780643126,1.0952617596484417,1.1037511377639317,1.0997325809825198,1.117770328972809,1.1259661874923677,1.120252665694267,1.1054686005296184,1.2328530681315835,1.2168305544269737,1.1647565524247285,1.1580600345116963,1.1308044701899516,1.1126240182135019,1.1150076475036528,1.0966601759935155,1.14774874353873,1.123911195813828,1.1144386256029586,1.0983880965532105,1.1553624119939434,1.0851850016623865
Latios,Zen Headbutt or Dragon Breath,Solar Beam,40,1.5067108024054283,1.533759288546742,1.356487324585945,1.3651603236418144,1.4615539179386878,1.4858387710058831,1.4672821739643638,1.5496937904379167,1.5495970527392433,1.5619879398514225,1.5134420835525877,1.5521530486956625,1.3654882559191135,1.3839670240385245,1.4993580311776515,1.510916278549638,1.5685063333188964,1.5646772304583323,1.6101510861370691,1.5514363013732941,1.564833775255885,1.5390030864065585,1.5520206452616188,1.5261875501114601,1.497001851243339,1.4848084509840942,1.5425572729391641,1.6265567970259325,1.5293285966283998,1.5844498131239524,1.5684917424403049,1.6284658514061947,1.6062433797204763,1.540144272795696,1.5253404148921388,1.5809767254033376,1.5171129215816737,1.583022565329443,1.5962286353746316,1.55234679853467,1.4836780610049365,1.5643040721845352,1.4566553084369531,1.4882323576609198,1.5176658423351579,1.59668035655869,1.556487066936846,1.6102670717769263,1.5182040220454525,1.5568853460872183,1.3651431777071792,1.4184506109828678,1.5126036835828807,1.5504274363414559,1.5719593264222051,1.612591124409977,1.5414865815425751,1.586243654901157,1.5225985581596955,1.567979643037298,1.4400994773839526,1.5084541152759292,1.4412456941687044,1.4760756235043797
