Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
20,Altaria Mega,Dragon breath,Dragon pulse,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.8618765,47.02002522331718,766708
7,Altaria Mega,Peck,Sky attack,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.6137793,36.5160401233318,707184
14,Altaria Mega,Peck,Dragon pulse,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.7957962,43.98730528471271,751016
9,Altaria Mega,Dragon breath,Sky attack,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.624244,37.38127208782649,709968
11,Altaria Mega,Random,Random,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.6946938,38.530323588242275,734891
11,Garchomp Mega,Mud shot,Fire blast,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.3394308,48.82483713611224,599626
17,Garchomp Mega,Mud shot,Earthquake,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.4563134,52.56330917169093,626887
6,Garchomp Mega,Dragon tail,Fire blast,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.1182504,42.27579084688072,547584
6,Garchomp Mega,Dragon tail,Earthquake,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.1466126,43.506845972606754,553821
9,Garchomp Mega,Dragon tail,Outrage,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.2153203,51.43879620495411,555420
5,Garchomp Mega,Mud shot,Outrage,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.9353391,40.13834623308323,496339
4,Garchomp Mega,Dragon tail,Sand tomb,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.7777317,29.565004046839714,477538
5,Garchomp Mega,Mud shot,Sand tomb,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.7695756,28.061732289477803,475623
5,Garchomp Mega,Random,Random,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.0168793,39.03962550499163,525469
29,Venusaur Mega,Vine whip,Petal blizzard,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.929645,37.69534299324198,794949
25,Latias Mega,Charm,Outrage,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.939269,74.39267943624282,1023075
22,Latias Mega,Zen headbutt,Outrage,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.792813,67.63340494301359,1004414
13,Latias Mega,Dragon breath,Outrage,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.628263,61.39024692663984,974039
28,Latias Mega,Charm,Thunder,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.5887856,55.54286796233611,970559
21,Latias Mega,Dragon breath,Thunder,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.4493835,44.244061799801784,937833
27,Latias Mega,Zen headbutt,Thunder,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.5726473,52.708076655146584,965724
26,Latias Mega,Random,Random,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,3.6389747,58.532916310500305,970416
15,Latios Mega,Zen headbutt,Dragon claw,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.8709815,50.1065388382142,762796
16,Latios Mega,Dragon breath,Dragon claw,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.9051418,47.62143780751211,782650
23,Sceptile Mega,Bullet seed,Earthquake,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,2.0057125,43.18012028376015,511799
6,Sceptile Mega,Fury cutter,Leaf blade,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.6548297,31.93444510839954,430875
5,Sceptile Mega,Fury cutter,Earthquake,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.569392,26.734645962448695,422660
3,Sceptile Mega,Bullet seed,Leaf blade,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.5522385,28.110420329746002,408230
3,Sceptile Mega,Fury cutter,Aerial ace,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.418665,19.042424969706584,385530
3,Sceptile Mega,Fury cutter,Dragon claw,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.4312582,21.445249381078046,385884
3,Sceptile Mega,Bullet seed,Dragon claw,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.4544352,23.32993977471418,391208
3,Sceptile Mega,Bullet seed,Aerial ace,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.4286498,19.55938354050734,386358
4,Sceptile Mega,Random,Random,Darmanitan Galarian Standard Form,Ice Fang,Avalanche,1.5291438,24.77317791744127,408200
