(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Haunter,Shadow Claw,Sludge Bomb,40,1.7630624173876974,1.6890132441342374,1.9790172489058793,1.7155794767285641,2.003775973571623,1.7208066140975347,1.7786364530258427,1.6593685648704832,1.7709131161826699,1.731425111160723,1.7849518431188702,1.6725650730701036,1.7887209804013895,1.7069500698040072,1.7691694672726355,1.690202577310587,1.9772054562112444,1.9776972191088498,1.7155687771457517,1.7216093595948674,1.700477546839861,1.6262077235504868,1.736821181847851,1.6457732734025639,1.8966143035749,1.689770305528462,1.7703208597680113,1.7147677382888626,1.6336336320709735,1.5778775110737877,1.8181058977651274,1.652567176271319,1.785934466480341,1.6214358223591543,1.9185977929956597,1.6716958604060335,1.7337012297763228,1.6141483828669467,1.7152050120078468,1.6072818612927855,2.079979987478353,2.062224821386945
Haunter,Lick,Sludge Bomb,40,1.825980957197276,1.6827214841412053,1.8882773944548736,1.5708787997420608,1.8875590146297485,1.5781858436545326,1.7506439586320757,1.5953121110724438,1.6406053935980511,1.6076226524464827,1.7722331345421594,1.6656290981370012,1.666823118316119,1.572451528172454,1.700729117682756,1.6346425970560758,1.7430864329446523,1.7418042131441418,1.6568291162767492,1.695811324142595,1.6557982497917516,1.583135272037936,1.669894617815634,1.5823356352718985,1.9207057387817614,1.7411637766881405,1.6845200516321601,1.6290218112130066,1.700591174518834,1.6409905519043182,1.6937129440590528,1.5647643996357867,1.7221089335862358,1.5682966508047393,1.9856544125423208,1.7693811000501307,1.6062674125386684,1.5178703409465757,1.7101968543097394,1.6156876107847216,1.8984964349240616,1.8273463028017811
Haunter,Astonish,Sludge Bomb,40,2.00269980222739,1.8531053949707244,2.200749992146916,1.813401354503418,2.2102256180311506,1.8227481452275915,1.8840742523297787,1.726372170538751,1.6944965851403606,1.6523028647536142,1.8231530194384975,1.757279405377783,1.8199181358489709,1.7483207627734363,1.8302745009177406,1.7913042842367357,1.8561988863473236,1.8592813151739185,1.968277050770569,1.9910791950049018,1.7121909598930531,1.6461404473459833,1.7012899759608278,1.6168779168891108,2.084354356297383,1.9317125585861672,1.7893881689351467,1.7717051234283026,1.8352659283630683,1.7908614106306797,1.8164455684148069,1.7356202515224497,1.7996050629687468,1.670455970399744,2.2166038106980257,2.0227984012265043,1.7524119775192575,1.6361330330220731,1.738520409595944,1.6546494892893855,1.885524506355496,1.8705885881219078
Roserade,Poison Jab,Sludge Bomb,40,1.4235773712768696,1.427315708658042,1.2947756458994641,1.2576531662017976,1.2893858937026648,1.2629026396825178,1.2136877759799427,1.213542714697539,1.2326731151607473,1.2314829858965837,1.3348580600348436,1.2903512857542643,1.246927651899558,1.2463280732932247,1.326904491929503,1.2948203114277241,1.2490665622598838,1.241706548089513,1.350032733204238,1.4346414689648528,1.2543398655072167,1.223248074572598,1.2260446641104459,1.2189863433619785,1.4473137385308457,1.4468264714652717,1.2355818018316538,1.2339315464129854,1.4291869050999877,1.4345983842014431,1.209572871284796,1.216861317531183,1.2320753547228236,1.2291733839023848,1.446633845887691,1.4103318372626445,1.2385472778184088,1.2195516609213424,1.2658793684058398,1.2443577739780276,1.2208884840929477,1.2455482715327393
Roserade,Bullet Seed,Sludge Bomb,40,1.7174028872509304,1.7421903511963257,1.5686629069820401,1.5419539932417599,1.6718213244514404,1.6489062580342935,1.5796322845367583,1.6012243378307576,1.6064219879516868,1.6394763573305304,1.6462379280912953,1.5813979329360344,1.4652766668082378,1.491797068464049,1.688945032724994,1.6806787568898658,1.4774850273674045,1.491878468791347,1.7207473915918663,1.8117791786358888,1.3846348338883567,1.349580298127985,1.5709852198354202,1.571090579273368,1.7192950924236543,1.758116028595631,1.4756672201149266,1.4671698513712952,1.7137670304326802,1.7423512037428,1.4423822006245763,1.4674230575300082,1.617095674068315,1.6124227135817317,1.708457517195657,1.7325465613525453,1.5772668483827104,1.5736310038134014,1.6019633638046311,1.5955053441471307,1.4700666300876102,1.5052443601079106
Roserade,Razor Leaf,Sludge Bomb,40,1.8619272709242547,1.85135985280414,1.6832568758221231,1.6146706030873408,1.9168042858090855,1.87368989583319,1.762686544358376,1.8001339900093596,1.9422936823200525,1.9660540241571287,1.6904517534040089,1.6100741067051374,1.5577961295245975,1.5756884197913439,1.9312745369352604,1.9380975053635727,1.5761480392996106,1.586798009536759,1.7522509420063213,1.8262829022024667,1.3175490280809312,1.2890019628789078,1.8530058658486566,1.8609225836820686,1.7907397468643795,1.8037208055942986,1.5758221352014452,1.5732051010443724,1.8114532111184987,1.8447452993532825,1.5475058480420452,1.56984912569269,1.838433974973358,1.8284357306069159,1.8343982460563077,1.8473650672624327,1.814538745474284,1.8073092115729092,1.8954350399997404,1.8905358067461555,1.54109886434468,1.5838212901581172
Slowking (Galarian),Acid,Sludge Wave,40,1.919040581536303,2.0075893584370554,1.7673252499208985,1.7642635320280462,1.7738877949270195,1.7710468149271938,1.7950373530686214,1.7558994669086754,1.7565170946568194,1.7139146440795368,1.8627444046484363,1.813919448436345,1.767311393104015,1.7851989231004883,1.7880751339584375,1.7654657116148813,1.7820421420607315,1.75931271078192,1.8059930545949376,2.068999587140528,1.7981015812188201,1.7799167526534567,1.7844718462133369,1.765832716230102,2.0153169025823368,1.9756570793860875,1.7749382993099103,1.7563580858729566,2.0070240269778417,2.040446955964652,1.7220146466096236,1.7363398661614675,1.8345967296912666,1.8077141470334972,2.0659921018026743,2.011496122136292,1.7789250524921267,1.7430942396664557,1.8250933801524758,1.8125775292050335,1.7215118575572839,1.7689241502844313
Slowking (Galarian),Hex,Sludge Wave,40,2.173011416416729,2.2928029119538302,2.2635176137241833,2.3612428729800654,2.257139605465431,2.3758220738801614,2.2523817199761798,2.244420984289908,2.527465578957327,2.5470513203838485,2.4362901160492485,2.401972635462168,2.2965386101548293,2.3521671592834323,2.4202969619272623,2.451136358039852,2.678620199497168,2.725074701867581,2.0491038184202903,2.3781865447122303,2.3710404710373454,2.355652797242449,2.303600711103505,2.2834386714197965,2.3696137038107676,2.353205783883612,2.3713807169608865,2.370770060619152,2.299932833790886,2.3496543297408756,2.3141943899715613,2.366850486596565,2.2634340587529573,2.2300867449706754,2.297573515710931,2.274708470260963,2.2806877212119177,2.251157569109133,2.3570399755287776,2.3388642798148154,2.6267247324638205,2.6657425272878212
Slowking (Galarian),Confusion,Sludge Wave,40,2.7835719643951733,2.9600073241766665,2.1706508985070005,2.235011969844152,2.1744628211700703,2.251356771002361,2.1489584148717014,2.1284996945619037,2.5618317331854734,2.640836260919466,2.255167608697474,2.2575826686038223,2.179520510747921,2.2321390303507576,2.220834208128599,2.2505912030694555,2.1668397900003322,2.1963662558540684,2.630507625449809,3.126023127296358,2.233332842975906,2.21819054625996,2.172642751833744,2.155131285124655,3.0423496828029677,3.0474374112091343,2.2181703476207337,2.18355879335891,2.929481367068471,3.0660097941344007,2.19486162785435,2.2012901662456676,2.192739995040248,2.159921426793527,2.977714149954365,2.9487756452911182,2.1961610661011557,2.146464581891578,2.202780200674506,2.218991290587847,2.1116864557520105,2.166603714170037
Shadow Weezing,Acid,Sludge Bomb,40,1.6515346208511106,1.6720027410868161,1.5634123931705877,1.441963262185534,1.5669952936144373,1.451285946107508,1.4401831750908827,1.4356054037486814,1.4014203133551368,1.3921728008287542,1.6158356744682443,1.500910253871328,1.4416073731198156,1.4238235955953857,1.471282182334809,1.4511361093059942,1.4191213157081337,1.4135327427358755,1.6225554541298173,1.7246722281727809,1.4494694026159343,1.439969856788243,1.419990747821421,1.4119617568211433,1.6873634691094739,1.6551867741968311,1.4408029931832347,1.4166344870976209,1.6385736917907487,1.628877001658383,1.4159138507303155,1.4059364536215706,1.4630492869797567,1.4447174058848604,1.6951446023010883,1.6707513515167938,1.4220243453133843,1.3983589813686292,1.4488276514827692,1.4399727931001896,1.389682605276506,1.4049066958936378
Shadow Weezing,Infestation,Sludge Bomb,40,1.9338293479303936,2.0062707554963572,1.9759344017348228,1.8404646370788602,1.708828237900776,1.6093305632180732,1.5508264098838869,1.5490867424106447,1.7531999963274638,1.7807346151696555,2.041447017802531,1.9189776283823512,1.7558825526197015,1.7699593794476485,1.814492622613171,1.85080823828425,1.7359778371066859,1.7660679380820028,1.921866460737337,2.0450042417139165,1.8022724389091265,1.8143924385760308,1.521208969424379,1.5206619077961665,2.0304787856654616,2.046784903386596,1.7800171794395536,1.7728555647879547,1.9233508406053361,1.9689168799944934,1.5151182659168112,1.5191471954610427,1.5212751310871464,1.5131848535692427,1.9666986797136123,1.9678253388409293,1.5174692255245306,1.49561904018023,1.8711188844876687,1.882197475557767,1.7262964258023323,1.796276560214513
Shadow Weezing,Tackle,Sludge Bomb,40,2.0738708423260213,2.086746402323554,1.9307667802954422,1.763765342875557,1.9481764647026238,1.7699718417360848,1.7927295684558024,1.8089128180633942,1.894224338454525,1.9493228045089155,1.936151487421287,1.7926041024351402,1.7465576453316645,1.7625696364454309,1.8374475362452778,1.8355683148286124,1.7441126377952152,1.7647752262108476,2.0227839847499727,2.0838306397827213,1.8230999906219143,1.8492666155179438,1.7169180081715065,1.7313580289435766,2.152190541003598,2.1500963805859805,1.7540823820300928,1.763464959056332,2.0790580300175585,2.1374204890983695,1.738088314889707,1.7651261344945073,1.8412323532237271,1.8393840539001636,2.0805611979949683,2.067911308188266,1.755253020123393,1.7615443666958874,1.7476266046915405,1.7570736774070466,1.75215680529392,1.851316099780661
Victreebel,Acid,Sludge Bomb,40,1.64687979316994,1.6673933385380344,1.5459725571662506,1.443005918907925,1.544119742922972,1.4525613620917426,1.4069644895920232,1.432979115100436,1.4147829950408788,1.4277123170570438,1.5879908441511705,1.4995798761335237,1.4337259912415121,1.4255448796602508,1.5071800975862915,1.4843644155970657,1.4211045723805507,1.4253529603175075,1.6306073165034831,1.7191783717735565,1.4738937076721936,1.4512675409551463,1.421643654785711,1.4254951177088535,1.7282913212720372,1.7286666792069871,1.4389706800779984,1.4272396009198562,1.6609336454313643,1.6853890599396446,1.4685417807187278,1.4666145619162307,1.4545411894022158,1.4484562180996112,1.6958702280737044,1.679513818736202,1.429212578553537,1.405314740628969,1.4813429862454208,1.4465762462804495,1.4254568120661133,1.4480253936575835
Victreebel,Razor Leaf,Sludge Bomb,40,2.034466318347484,2.0605629273601718,1.9308775206299118,1.80285522365095,2.301368558332465,2.1137310988501956,1.980999172226399,2.0483669632840282,2.1575057253637704,2.22822237825156,1.9926518803658415,1.882889855713084,1.7517570958557411,1.765052097864664,2.084880833968012,2.0994689681380385,1.7507187091981404,1.790422646210399,2.0660465005125843,2.1426364470867814,1.5272260541612037,1.4929406887156864,2.1015771742932468,2.123940304590674,2.1214507058586136,2.1294902698933935,1.7979151929798902,1.792168628682376,2.055188430291999,2.0999416892616205,1.8124567170490031,1.8389134063717716,2.102281486049021,2.095432033014757,2.0248660502822076,2.0479580310766825,2.047963583932268,2.037632047727453,2.13862389560942,2.1400096415550256,1.7596448053823734,1.816550045053703
Victreebel,Acid,Acid Spray,40,2.7956000495504107,2.8716478564169137,2.4970326545668993,2.3987073072206666,2.500812735160255,2.4079732221205616,2.3946387305114283,2.412600128767613,2.525277066889254,2.496171563317252,2.6903995707950696,2.548782789665411,2.4503816918190173,2.4132512509939765,2.5191402345658624,2.46933805503157,2.3816187987755444,2.3736255840338227,2.669492976359701,2.945058774379618,,,2.370081957321639,2.361023329372392,3.040909372296455,2.977966451353476,2.480674141723743,2.4110061360749375,2.8910672194165112,2.892913606816289,2.50737708881894,2.496966420431181,2.405163448412991,2.398359184245204,2.911372639864775,2.840456505750779,2.413356371063368,2.34459547051954,2.53596332411752,2.4712857773963277,2.473636543306793,2.4942109058588895
Toxicroak,Poison Jab,Sludge Bomb,40,1.8182453582740687,1.6902150095621826,1.5250524583858722,1.4192916997603027,1.526596339072937,1.4193729955997971,1.4179073927175845,1.41983247849637,1.367674178998603,1.376659470246125,1.5925769703882713,1.5006106171547358,1.4044687186483267,1.3916906064056682,1.504031944412356,1.4518592781236035,1.3851001225415902,1.3907313849444787,1.5925100271058492,1.7148837835903867,1.399309699331214,1.3871988653943887,1.4167516411144843,1.397135291990287,1.764213290107336,1.6499617777199418,1.3933902963833542,1.3849348600034492,1.6603435831943196,1.629355999522727,1.3757516586243816,1.379906964107384,1.4412871171551576,1.4175800785653447,1.7984690318205934,1.7080403415602254,1.4047713763045737,1.3827964173105312,1.468792265056984,1.4201516643336785,1.3968122872460254,1.393005156979098
Toxicroak,Counter,Sludge Bomb,40,2.762883799128371,2.4374713828002164,2.0610545935629356,1.8995817129441266,1.7780146930138987,1.645901701310336,1.6595070916672823,1.676166810351243,1.9183450754686173,2.0029098470427233,2.0823468908466416,1.9760404934304185,1.81504646939647,1.824422412278499,1.9843796960867923,1.9682638481207189,1.578337077491421,1.5919456535618226,2.380897755006314,2.4726095431448383,1.8828371835585604,1.901618570066517,1.6609786134838405,1.641765259671299,2.5163606264584466,2.3599115660711965,1.8502308578199942,1.8606798166161778,2.36910209328831,2.4097887094166905,1.611403263495756,1.6145424878595622,1.622969042879516,1.6143262099357087,2.4085013894867062,2.3589999663703103,1.628686843505255,1.6124749588869731,2.058715364415663,2.0598283302805283,1.639329691091249,1.6442087929015536
Vileplume,Acid,Sludge Bomb,40,1.6506405520145986,1.6762852611560988,1.48516672000444,1.4500766157543667,1.4850398278909733,1.4554795394181312,1.4331851949043608,1.43629605797128,1.4310920086017176,1.4507950217343304,1.5656008794730911,1.510570984918769,1.4208394230294747,1.4318427453609512,1.5703396431924923,1.544959266597277,1.4373767367067867,1.4307044011974266,1.607907672303732,1.7098779264729322,1.481445071080374,1.4613432209974841,1.4451331142230996,1.44952942290802,1.7320191563317873,1.730894641880826,1.4681633499680617,1.4787311167992294,1.7005474637958784,1.7042010229387454,1.4682121018046006,1.4799665954395034,1.4635318574719114,1.4690761408978763,1.711208792706239,1.6759776146597316,1.4472111864328563,1.4283887126173271,1.488798936984481,1.4704255080411743,1.4538251143325864,1.470636954396928
Vileplume,Razor Leaf,Sludge Bomb,40,2.026286481856235,2.0638146289241734,1.8119926439116967,1.8241066088541529,2.07667758680149,2.15055995544296,2.038416454968944,2.0863734951939787,2.2070178968264895,2.2602351241313827,1.9361041783589685,1.8756852289601094,1.7471759436976695,1.7844663876412858,2.1975247186623115,2.2328891129041284,1.7930270354324929,1.8008432420953775,2.088905537013814,2.1691076697169267,1.5292015755184152,1.5064644098692768,2.1578403816635974,2.166746890086739,2.083767165934417,2.144447069003319,1.792138772270333,1.8243522060058046,2.1055900811003028,2.1399480926242322,1.818041418955406,1.8529374779709802,2.124897649256149,2.1341027075016044,2.0580325839890725,2.046056514796206,2.083176596110023,2.106316509130335,2.1869423290118895,2.203683205020713,1.7899713494769518,1.8290462110585368
Shadow Beedrill,Poison Jab,Sludge Bomb,40,1.8418321465184566,1.7579234041348493,1.6036503892307308,1.4724468601552418,1.616865599821757,1.4755038543090564,1.4581007995970698,1.4593408356957294,1.4807292059618031,1.4314185907089518,1.6401112856540798,1.5549274892491403,1.5024346346229809,1.4725279989047269,1.6186174458170899,1.5354188805016387,1.4898011165418192,1.4377833785427037,1.8384760281828263,1.810416015548822,1.5056302717254393,1.462601696588203,1.4546133787370572,1.4195728641052576,1.916811600469398,1.7867122764289567,1.5125995770020084,1.4687018938933898,1.7252898794976026,1.7176528822422557,1.4478680453558828,1.4241595164140672,1.4651717034961786,1.4494415143324002,1.8368846881556957,1.7521549670078789,1.4599159707642893,1.4202126773412147,1.576438498644086,1.4670590923348399,1.543332637686287,1.4624950072862946
Shadow Beedrill,Bug Bite,Sludge Bomb,40,2.0724220739149404,1.9443843165359382,2.1572023251333636,1.8790583177454925,1.6855338556843669,1.511682802429821,1.4478745910217985,1.4503104673565963,1.7889776817595915,1.7740939091650678,2.027931781520807,1.8865885472046489,1.9306323509716627,1.8604555249902992,2.0317859150916737,1.9879634701497235,1.9163278176026426,1.8460759380124385,2.197211973532243,2.033194085821333,1.8801773009869056,1.8548012130087628,1.4871035041461818,1.4653505146353925,2.10598823353198,1.9656469741491573,1.8161947808351362,1.7792206437910063,1.981667579691738,1.978486332254556,1.4520540375824662,1.4215046371086177,1.4524539603175133,1.4385105411447792,2.0260453587944687,1.9627909131704944,1.4611459562515388,1.4195047033860644,1.9906232648589228,1.9156278076514788,1.8412269002566521,1.7859638834247356
Shadow Beedrill,Infestation,Sludge Bomb,40,2.2209654498847615,2.117693103527397,2.158023871910404,1.9576078646258608,1.7381985353403548,1.6015876950307713,1.5131206522394969,1.523007412352451,1.8500643292572174,1.8109977573921614,2.104089565326594,1.99076986617832,1.9274258384580407,1.9023041935487908,2.056052037950965,2.0509932266288304,1.897834508321267,1.8503939782674659,2.3175025742619852,2.1980649553967426,1.8383366217928325,1.8163115657249425,1.4932145037268383,1.4724413177880724,2.2267428903377855,2.1235751446325524,1.8563123236025245,1.837787295180879,1.9890266896893818,1.991757285588875,1.504605491982618,1.497637142885116,1.4992451458100147,1.4979881942561744,2.1366612979147774,2.0880603467206535,1.505827487239166,1.458615882479702,2.0393682099003865,1.9668044960366742,1.8795404859670486,1.822382270788433
Scolipede,Poison Jab,Sludge Bomb,40,1.6719583615801628,1.689214727485491,1.57387037425881,1.4595116667801895,1.5757401262348332,1.4652261700559672,1.4298258097962648,1.4362150953733737,1.4267202537562655,1.4179022439210913,1.6077761953279448,1.522353427077539,1.4523236100374566,1.4315816617518187,1.5867166681312446,1.5423797472535679,1.4288437003151915,1.4214233377375667,1.641181065991291,1.725875437645884,1.4765623247355288,1.4625368739823341,1.4339012009817433,1.4289035367190774,1.7500224936805928,1.7274241081904842,1.4667080000077661,1.4501036570137684,1.693909222975553,1.6996615970243494,1.4716367635853442,1.4745773946768097,1.4614509118571593,1.4560035140470184,1.7139563652888121,1.687028615727249,1.440181787508315,1.4256768452161082,1.5229518486767906,1.4706933667145892,1.4366053345532497,1.4658990769784437
Scolipede,Bug Bite,Sludge Bomb,40,1.8468898835538203,1.8799501120373003,2.014866954536956,1.8648157480282943,1.5860742407566526,1.4902983780415853,1.422647547789154,1.4276644252765436,1.7472825030408194,1.7394708447237635,2.0015295804369657,1.839082840094201,1.8439226766104606,1.8368328873657696,1.9536584669470654,1.9267639471416675,1.8317697867714824,1.8460473341421744,1.9126538473681995,2.0359636634526823,1.8656440262512848,1.8741223397180566,1.4630580004443228,1.469964868169528,1.9314316768809245,1.9201988483668646,1.779055912296518,1.7880817626322887,1.9375110659028913,1.9438214371221623,1.5051163005530916,1.5082639419217136,1.455531603898991,1.4488624545571254,1.927791867007415,1.8825221907269662,1.4329545973742923,1.4296405571147368,1.9713296193020136,1.9455668452774715,1.7796252074847936,1.8119934184786979
Shadow Venusaur,Vine Whip,Sludge Bomb,40,1.6127820616652795,1.6147018463066731,1.4629631967640726,1.442088527739447,1.6329702629187497,1.640178345283962,1.534193391130249,1.5631320020479622,1.6094671589461576,1.6670584791374559,1.5358019352615897,1.4955753973653438,1.392716390972084,1.4273125895115077,1.6119876999665956,1.6228710185109232,1.4263923093257846,1.4408220706547632,1.609462259653417,1.6804127816706365,1.2491430084531492,1.2448254794842752,1.6200591223467278,1.6439001498269241,1.6428475077040758,1.6655709304681372,1.4401181333207351,1.4695798249487955,1.6526851002764313,1.6727128165560479,1.4095955938653373,1.4217300521108696,1.616468164869315,1.6344035352900539,1.6310915017209726,1.616266748029008,1.639337468733988,1.6555316092789019,1.6411576617901857,1.6538466656397055,1.396086778053119,1.4558438810800347
Shadow Venusaur,Razor Leaf,Sludge Bomb,40,1.7794343639264758,1.7818379368378803,1.5419119633300402,1.5680631536412075,1.7275677789319104,1.7996628408475792,1.706721372490663,1.7493552477591978,1.8768617062681803,1.977436411851891,1.6463036615371796,1.6166950104974394,1.498163943326962,1.534344894173336,1.8499745708240134,1.8901727093489658,1.539271580952404,1.5564075186531559,1.8069302638838762,1.8463344313231866,1.3144350806607323,1.2922781995836234,1.8328296825036243,1.8511176744105948,1.7319658460367906,1.7747724008926653,1.544796343228958,1.5685404516452208,1.8000382729008737,1.8202961821753525,1.5240120792370173,1.5609963664356068,1.8145073592000054,1.8308210990351212,1.7822650188538283,1.7787658764038252,1.78696432391716,1.8023059869230236,1.845831923588084,1.8669141739621777,1.522233220509518,1.564504416080832
Venusaur,Vine Whip,Sludge Bomb,40,1.9063011731944879,1.922693749073205,1.63654888649301,1.7106708704148177,1.7487350385385172,1.851557692941605,1.8792251563489786,1.9219464933023278,1.9566928175176768,1.992528050922438,1.7644096658119932,1.7712338655869377,1.6748560669701713,1.714859522451582,1.9052488523072855,1.9436877490665394,1.7305413559110208,1.7549020855196225,1.5827304045154202,1.8908043511887291,1.4768716176830246,1.477665707161428,1.8556797324933376,1.8821654295899564,1.9519968614379795,1.965403671374118,1.6863291268676857,1.7333783548321897,1.980440622300196,2.0017497925257204,1.6758281342126424,1.7049737548708608,1.9739134065231914,1.9920254034824671,1.930057910831716,1.9013228443579278,1.8836252997834297,1.8962154783659428,1.873427881842735,1.901761765666782,1.6819819583247528,1.7305401400549913
Venusaur,Razor Leaf,Sludge Bomb,40,2.0408934801402725,2.072519394627575,1.6947668469981807,1.7866999452836172,1.951189129102056,2.1150490168698033,2.041159064522483,2.080684018585757,2.2606564019287196,2.3318468637543206,1.8392660343695582,1.8503609363310853,1.729304180949834,1.791216312707654,2.1517501840979527,2.2225059170053716,1.795914081182953,1.820152593638774,1.7850868027360876,2.1161329266229045,1.5253145796135126,1.5106245021049847,2.176195194043921,2.1912289539095644,2.0904783570071714,2.1135115374545967,1.790292484084183,1.8399043556644266,2.125810713576251,2.158549704220779,1.845871620209891,1.8740158841469383,2.1371978907648073,2.1605353223277546,2.066378391252558,2.0529972526839297,2.1080341665032023,2.12457198710264,2.185451878317321,2.2159720717685985,1.8059446034604523,1.847114313718273
Shadow Nidoking,Poison Jab,Sludge Wave,40,1.6386130642448444,1.631786721254005,1.6564560774747998,1.4474095733205057,1.6531006082748902,1.4505824442547874,1.625028571565651,1.414997280903081,1.4794881283279862,1.3584257216704696,1.6088229380484858,1.456493462447901,1.3596974942452345,1.3402250082261669,1.4916630539850158,1.4518452495340346,1.4202093575324821,1.3931715010258492,1.55651183183663,1.6434836126114902,1.462751107441603,1.3888940535409524,1.4311412556397562,1.3621794651006596,1.6520962999033904,1.6085714735051295,1.436556813497105,1.384477522108591,1.5947215919653448,1.577326326428186,1.5332743207560389,1.4407144775940395,1.4846725223021293,1.3846670637400997,1.6927966497092313,1.6397505612917385,1.481963954937855,1.3665227797900037,1.4118394826098692,1.3894550928155307,1.3836592508848768,1.3722414660379594
Shadow Nidoking,Iron Tail,Sludge Wave,40,1.9137037568649775,1.860316330003017,1.9348136285414985,1.6237025854518603,2.683047341672658,2.134665613905743,2.5386011434467037,2.1231473045970017,2.0766814326562693,1.9930162449344337,1.8047468225218952,1.6451940365330502,1.6000925774027461,1.574012355067989,1.7039395196231417,1.6547032314060124,1.6034185175314812,1.5614671542901917,1.908638600480645,1.8714243201357186,2.180784486071704,2.0808604255891088,2.0829748291266252,2.018971188454716,1.937828446009719,1.8468034363356196,1.6374693316748223,1.5424605610625237,1.7962892328130673,1.802908324512508,2.788854372748279,2.575600076612034,2.1975637451044787,2.0482274108707115,1.8855546408500499,1.8853427828984337,2.1560516429841217,1.9937825433735363,1.562128674349409,1.550677483139302,1.5934649718677572,1.5714584449451925
Shadow Muk,Poison Jab,Gunk Shot,40,1.615074664224555,1.53792835617325,1.3302613303843942,1.3115848050673056,1.3293624064731369,1.3181044429400637,1.3420593836948367,1.3273383757100257,1.251300856139981,1.287053116180402,1.416381024335104,1.3922636863451128,1.2852024013496364,1.3157398518771657,1.3413008559558501,1.3377375974209682,1.3154066377494549,1.2858850655303227,1.3579402485141845,1.565280831967628,1.338670077102576,1.330285439974687,1.3309865657384141,1.3307552769501898,1.508516133117392,1.516361664487015,1.3028184037132702,1.3370556235440467,1.5436376115680428,1.5519231960242708,1.2967128206813303,1.3168638875834655,1.3378413180876805,1.3326898070718407,1.5771904966870642,1.5277049788480297,1.328340859225669,1.3275194325546054,1.3067085756732737,1.303081181698583,1.3026418463486131,1.3466673210018416
Shadow Muk,Acid,Gunk Shot,40,1.620325465386372,1.5844222661819956,1.3610007789311387,1.3439778408152392,1.3643948161679884,1.3480563104941385,1.366784433058523,1.3390701239618747,1.2935345404000906,1.3067303736692246,1.438687841553154,1.4142503137510913,1.3168641173324955,1.3453055710407473,1.371235904362085,1.3613454253142518,1.3402246998122478,1.3125213098833466,1.406347843105993,1.5860650766031934,1.3758726308840594,1.3783713355276883,1.3440418247797412,1.33965218339734,1.6071667562968668,1.6021595665325161,1.3303526703689776,1.3632416677717356,1.6017244790846141,1.5849780625249787,1.303506872263138,1.32249123122638,1.3697536796000027,1.3600453661886862,1.6231404265832312,1.55864051526615,1.3432763505966188,1.3383577896080805,1.3690753726875549,1.372090822752028,1.3443169828635875,1.3706887831955819
