(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Nidoqueen,Bite,Earth Power,40,3.4925704525211327,3.319143863564835,3.0877792094544843,3.1535952385298813,,,,,,,3.136335267675685,3.1120580394695363,3.100401613509969,3.145012351314605,3.2399832200731997,3.3226492026313856,3.243859674711423,,,3.2869139926602533,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Return,40,3.6564198764052884,,3.523075334064162,,2.9065639947063477,3.0271580463917256,3.2975288874629975,3.3393407203291776,5.97297572413826,6.008421079475298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Venomoth,Bug Bite,Poison Fang,40,2.4917841846103617,2.498677230406429,2.7030438898417204,2.4697699609046824,2.057603625237202,1.891898912413731,1.8496805277850685,1.837735296906379,2.4442257156555014,2.4224496100403354,2.62266250291447,2.468934014529131,2.451578485876406,2.466377855677378,2.432259671586808,2.440203510062553,2.528843639736393,2.5463810612173168,2.3951072189056797,2.459464990223123,2.527977588213769,2.5409892727687655,1.7814221578657077,1.7713688497769817,2.765309912405901,2.550097706570686,2.443068837163247,2.382688246733479,2.528915293692478,2.5313256293334216,1.8435105487952692,1.8261029195793925,1.833010642243238,1.8295950700867682,2.63080178463356,2.530665728639559,1.8437716129873132,1.8176831074606148,2.667298020374464,2.6267264212154573,2.476887334202201,2.4696943300493888
Shadow Venomoth,Infestation,Poison Fang,40,2.6750389698988863,2.6794774309537104,2.753392952424789,2.5181293600667294,2.148682397712273,1.979769430450987,1.9566755719384696,1.9488193289240991,2.5594216713950564,2.462969789387881,2.7648551198598272,2.6292570651512,2.496891886030288,2.4867494818095817,2.580520797191804,2.5972341690475886,2.536334115001767,2.552625675108546,2.578411418262668,2.676113535638228,2.5229961696955434,2.5045335572490015,1.8752027126940163,1.8582229723135917,2.812756074952907,2.6274380772851726,2.5275602348234263,2.4412655430571113,2.6184509531214206,2.6045222729303177,1.94273646208491,1.9224807980379486,1.8704326155097262,1.865039302665639,2.7945993239342157,2.6851072471749973,1.8860976899019481,1.8477924960463845,2.664807123761509,2.5939072795628744,2.496082355396401,2.4490451477638775
Shadow Venomoth,Bug Bite,Bug Buzz,40,2.8131859920055704,2.7136953542048774,4.315913648909964,3.8565095898207282,,,,,3.76755082969373,3.5702428265104773,4.052781936306431,3.760551619358319,3.8588426187319445,3.769033008510709,3.77560030964978,3.5985444492626963,3.8660834823377623,3.7683031589199,2.6961360427902257,2.736460579188709,3.7782873408713527,3.7000214908639326,,,2.9812717825204804,2.7220032976931257,3.730163070385546,3.529726973022209,2.6714336180471165,2.6553512371393775,,,,,2.8898607017729914,2.7467010276646207,,,5.792528202497118,5.459344063278436,3.7893991682641213,3.6175200969506616
Shadow Venomoth,Infestation,Bug Buzz,40,2.998723821685647,3.011045225991831,4.413316021071343,4.050282671844428,,,,,4.0284591995228896,3.834346166661526,4.413307896589759,4.122612632565603,3.937175186994549,3.9640990600275137,4.113037302951631,4.033826411725076,3.9248029779419085,3.8627398663352586,2.9608150053264497,3.1187461847863998,3.8187473451742395,3.722694352312963,,,3.1138010204585176,2.860642399501923,3.9270307026258107,3.7361992622784923,2.7631790106312026,2.744934029215577,,,,,3.02270161480247,2.95282341596093,,,,,3.8329534916183743,3.6776799455811244
Shadow Venomoth,Confusion,Poison Fang,40,3.0776155803781897,3.121502223337388,2.548369719145707,2.31951715565686,,,,,2.6840941270960896,2.589179928736196,2.5919182689590325,2.4460733113100734,2.3169242284172373,2.2995788524332026,2.5156671165998095,2.506488098308774,2.321247505726211,2.327567266005467,3.133010716919098,3.262195554528213,2.326340836414923,2.291414714871538,,,3.3381484600948275,3.1218529063580345,2.349435188307238,2.2763291939457058,3.0670692259468413,3.0981754336341796,,,,,3.148116972237223,3.068946271352419,,,2.4251871440718253,2.3398320348941795,2.34133456430612,2.288273195841154
Shadow Venomoth,Bug Bite,Silver Wind,40,3.3399338998394175,3.242547484717231,,,,,,,4.527961371308951,4.236359428680154,,,,,,,,,3.237806031038369,3.2148342363589255,,,,,3.5724007349484714,3.2638381151528293,,,3.220522808866668,3.1629111718451486,,,,,3.4970043312408334,3.2391848790913813,,,,,,
Shadow Venomoth,Confusion,Bug Buzz,40,3.3434158968947414,3.517971230460538,3.6038679487438583,3.4194493646265016,,,,,3.970837030818564,3.900190665950384,3.727678933601434,3.5737417042145783,3.403585958647645,3.3995950098579955,3.697835508492215,3.71837447250389,3.332377462021404,3.2643734448075734,3.598481590995952,3.978389473383565,3.2526550096447178,3.16922235273858,,,3.5997198520684384,3.4396928279337486,3.410640541665238,3.2527690577481154,3.2367599764846715,3.2553171506792444,,,,,3.460708379015122,3.4118579334226893,,,4.420299545332977,4.147551315581892,3.3375744768480833,3.2114860360784054
Shadow Venomoth,Infestation,Silver Wind,40,3.504873660845037,3.5370661444157316,,,,,,,,,,,,,,,,,3.468165410745457,3.6291294520721133,,,,,3.6144017870729934,3.4529844369483476,,,3.3127410513027287,3.3242925295618515,,,,,3.654752471111977,3.5131101874039925,,,,,,
Shadow Venomoth,Confusion,Silver Wind,40,3.754063239553045,4.049223238872839,4.211246796986639,4.037933362349798,,,,,,,4.407195458757939,4.32395069270102,4.101679188904715,,4.507127483758571,4.445815244370817,3.9346442367917134,3.8339575079209833,3.897355457130143,,3.8424739022582806,3.740648674076698,,,4.086435074207698,3.9290093999980877,4.027288054448695,3.828818465380221,3.6873269865190146,3.77832888228553,,,,,3.8876725675539965,3.890409879071761,,,4.371585956853122,4.148540019018157,3.949978094028446,3.7789047792368544
Shadow Venomoth,Bug Bite,Psychic,40,3.7715899865376468,3.8022183488205346,3.2627323915004336,2.916759359787821,,,,,3.9373680930876085,3.7912652211318836,3.1245537658875393,2.889770707702584,2.9740685122533668,2.9129529910092153,2.8138677136028085,2.7676457146365006,2.9238554323315484,2.8918343501818518,3.4680986883866987,3.7111127171875764,2.9168770606504717,2.885208860396188,,,4.1370433299083675,3.839666863303003,2.8498816223681547,2.7421319795553405,3.820642414934184,3.735907075355066,,,,,3.9896109170612255,3.8003725599981144,,,3.1537662132143853,3.0619997897493083,2.876645193746916,2.814344117594936
Nihilego,Poison Jab,Sludge Bomb,40,1.2101759620662391,1.3028292486246336,1.074449046368443,1.1065352595350668,1.0715835295759955,1.1098586665354635,1.1466873958601307,1.159155574524655,1.0882849696277286,1.1143685713613818,1.1809441474321551,1.188199651588182,1.1073900585673744,1.1214066932847133,1.1665833488282655,1.1958801514709598,1.1496961763547622,1.194812493621337,1.0706476830944383,1.28443709175359,1.1963735677732197,1.1925700413156608,1.180431456882555,1.187418126187565,1.2749402617734427,1.3079108401716626,1.1607445963559784,1.1996172081820036,1.333961891794886,1.3591345990270465,1.1523846619791398,1.179463171150796,1.1903972381775814,1.193041653388075,1.299194509476089,1.3065024939016758,1.1762045474852836,1.1793679438263898,1.2147708718322228,1.2126885053385708,1.1349393474093596,1.1903659505786095
Nihilego,Acid,Gunk Shot,40,1.3290540981974654,1.39734754302754,1.225555525440696,1.2354666652404487,1.2278728447260665,1.2390266111099701,1.2508493505760698,1.2294670070460636,1.146607235454662,1.1867736071658392,1.2527967471334778,1.2556699024608218,1.1905976855558855,1.1956649396929482,1.2365783033488322,1.2668075064097473,1.2121287795287279,1.2558632213266796,1.179582400019816,1.390031455326056,1.2814819582178696,1.2713015063205542,1.2401091996464533,1.2444493717028031,1.4103002297487206,1.4392913783549341,1.2384275004352296,1.2585861986423097,1.4213713042486174,1.4589328554748202,1.260834299998822,1.2807199267167948,1.2593724237773205,1.2475207952876353,1.38939191108707,1.3859610663524253,1.2411998108891185,1.2310788834675923,1.2628738185752402,1.2765689707095647,1.2076409687276708,1.2703823089579847
Nihilego,Acid,Cross Poison,40,1.4276128188280264,1.5246294846740802,1.3123971477598804,1.3496742410483198,1.3119138722502388,1.3574208221020523,1.354572673416692,1.3618513097168043,1.2982282010042787,1.3266925000755885,1.3929629196205362,1.3892160838537182,1.3090388210411594,1.3129865659234548,1.3829133492126542,1.4081340050673057,1.3605302937563808,1.4145758000273683,1.285211612795412,1.5161148787367338,1.4365819635505066,1.4314779904152148,1.3883581079431988,1.3904511168133364,1.5442413823014451,1.583924501514552,1.3731734508572246,1.4071876997711557,1.583509921618608,1.6184023923865838,1.3861040725188212,1.4164356679198729,1.3926886102193239,1.4056299222198831,1.5492194672108688,1.5410320152616594,1.381714696181002,1.3822988844020938,1.4189351136954604,1.427127717971858,1.3490540351905267,1.4026735044692453
Naganadel,Poison Jab,Sludge Bomb,40,1.3118927338971893,1.31797177840393,1.2156236686652642,1.1637031167475405,1.2103808586127922,1.170952902287865,1.1058847751454939,1.1137552312164585,1.1191388222576435,1.1224921075046888,1.2584219491702162,1.2018441467818384,1.144192832741427,1.1456997121154413,1.1999326462293642,1.1988100373264952,1.1455571998298388,1.147539449313713,1.26343077472421,1.3395551620895705,1.1737946125655316,1.1441667705041743,1.147964652619618,1.1340013834593372,1.3526301007053232,1.3484770294735564,1.167659874925655,1.149041353734362,1.3106310982800482,1.3122813641294728,1.1162170561331437,1.1304061355714816,1.1355596644794606,1.1413807650520942,1.3225673910680045,1.2943902101501032,1.1367627023822076,1.1332041923625507,1.1779591577196984,1.1575840737962815,1.1613762202040778,1.1410053587324438
Salazzle,Poison Jab,Sludge Bomb,40,1.5481554338373584,1.554770309550345,1.4644021747678104,1.3060140681968837,1.464149568713126,1.313749670198846,1.3075773695573416,1.309929820569475,1.3646431392837197,1.30954203217591,1.4688322726732694,1.3885781663358614,1.2889113774000505,1.2880074821030605,1.336020657308636,1.316471648543835,1.2804785799658551,1.292443452436798,1.4501034501826446,1.560607780737531,1.3332687961663856,1.3147199642425627,1.3027406326591289,1.3007004839237433,1.5839851708477608,1.5177000456077065,1.322468034884391,1.2960409894607863,1.5168015042733085,1.5021154144962159,1.3410023230971158,1.3125518140897607,1.392677704908144,1.3177277266087468,1.5811744028732353,1.5580097769095875,1.3031058122182284,1.2924892662125733,1.3569028646730674,1.3230462345284213,1.2738940801357757,1.2941264420933818
Naganadel,Acid,Gunk Shot,40,1.5519393821003,1.507424804187292,1.4214366485786478,1.260793512641058,1.4223222031165708,1.2679878884283418,1.215874208033748,1.2216043130197385,1.2386341998522203,1.217794923698498,1.441719781886204,1.2769516524785045,1.2573750850725633,1.236800599326071,1.2981520187517095,1.2926272747519663,1.2488015067158822,1.2123324328072205,1.4700724927525561,1.539089796883991,1.2779152331373742,1.23600442487788,1.2601798122178898,1.2249723021107801,1.4852128509890372,1.453629127628495,1.2790818400153772,1.2516620634884743,1.4457266328784513,1.4439493946203914,1.227717843828603,1.223654715311637,1.231638444112305,1.2183911065418886,1.4807335766996366,1.4623413013608864,1.1880942437855746,1.1727952836657438,1.233075880882257,1.2158763584308712,1.2864057759896732,1.2557431952549793
Naganadel,Acid,Sludge Wave,40,1.7050358129881489,1.6602350859797381,1.5402406029824138,1.376779426144972,1.535035590149736,1.3802961007665584,1.3444317818962321,1.3452808101698497,1.3642056284806758,1.3350018767295613,1.580588937203698,1.4019533714439827,1.401724912227187,1.3594291531775702,1.431882092966969,1.4191468955999829,1.3714410945973823,1.333419983990986,1.596612143887944,1.6865715844375422,1.3972316258474757,1.33835160173439,1.380144602261922,1.3307779519061314,1.6384208881361482,1.6008616433637701,1.4175704627220076,1.375630695076523,1.580219193664651,1.5508702787548063,1.3495549102163573,1.3362327500538487,1.3560571533256034,1.3385226550427465,1.6402574334798605,1.605526756197215,1.3124454987498824,1.2947946022390686,1.3680115896347749,1.3253988530273018,1.4065945405066984,1.3584334397991191
Salazzle,Poison Jab,Poison Fang,40,1.946527808212758,1.9682188837502705,1.7965741421836092,1.6419352652900332,1.7921430472333653,1.6457225539002782,1.6709737351238163,1.666643301506414,1.7602531814340532,1.6659448867594515,1.874245974673367,1.7622411665918059,1.6502401480804234,1.6291038116330243,1.7023698821702484,1.6720840071740815,1.627535310100308,1.6246623027076652,1.817657910890676,1.988359164605014,1.6945844312742613,1.6594036530268517,1.6724246682129777,1.6586305474710248,2.0019293353233567,1.9123311335349857,1.6866658636219785,1.6413531193214084,1.9403999739296758,1.9086746278045483,1.6837033838355344,1.6596980004993243,1.73428964953318,1.6718854564461043,2.012325269936046,1.9635672736084568,1.6567415917982926,1.6383670028934676,1.7481240976018377,1.6901041407731945,1.6106966098954179,1.6332554947114724
Mega Gengar,Hex,Sludge Wave,40,,,1.3810284915921154,1.345317262861897,1.3914760886525153,1.3633390752488777,1.3593687330620745,1.3133004809909656,1.296775952554029,1.3350693718041007,1.3266679460717106,1.295412384315074,1.3367808329496673,1.333233570767644,1.334451978305145,1.3355087928164866,1.5241107579884912,1.5310407369455368,,,1.299816115964628,1.2786782278647602,1.2871264695205207,1.2695046239688637,,,1.3091469513532894,1.2913673510064598,,,1.262757504496467,1.260046211987703,1.3045998630482816,1.2809708365463222,,,1.2964048179480947,1.2712942155367917,1.2815828592616425,1.26422035688742,1.4634114991838818,1.4956587860174027
Muk,Poison Jab,Acid Spray,40,,,2.240115811121458,,,,,,2.263800172529351,2.199443593205659,2.493974067620697,2.452487359003489,2.314168209811839,2.3068957172279076,2.30887202309399,2.310294641670771,2.299367562001119,2.316375555544368,,,,,,,,,2.331838114280648,,,,,,,,,,,,,,2.264742718855859,2.3490026159775015
Gengar,Hex,Sludge Wave,40,,,2.0616282457313373,1.8802556778689758,,1.8847527586061408,1.8103222997764912,1.7154973794539279,1.7889333718151228,1.7963051333210969,1.847681104112685,1.762888193901395,1.8366623069168864,1.8034201729380648,1.9482300113107118,1.8578974019599335,2.046971122972026,2.048499944394076,,,1.7562926036324453,1.708006536862782,1.7535424587395483,1.7078224292627482,,,1.764435874319893,1.7505501705880204,,,1.7543363549508877,1.7190169488828837,1.7713685453404022,1.6797919537990544,,,1.7064229067581778,1.6509852520019523,1.7367176413076428,1.699269341964607,2.069707151021288,2.0986850316739116
Crobat,Air Slash,Air Cutter,40,,,3.021335870565318,3.070516727482047,,,,,3.0053247779213526,2.9841918747535745,3.2094572479712227,3.16180481337025,3.1524717890628313,3.0965053581345034,3.0759671031916063,3.077114609646785,3.072689479182166,3.0368976196545656,,,3.11546225688232,3.049074072777726,,,,,2.9824404220660505,2.9996721557530437,,3.5237842430555895,,,,,,,,,3.1406143976601077,3.090659354844306,3.0394995763924113,3.0370056531832725
Slowking (Galarian),Acid,Future Sight,40,,,1.9680265938819714,1.9838074602134899,1.973009370479671,1.9931096126161303,2.0228248675017273,1.9833278336793385,2.3565099890981567,2.2484174542873574,2.1108702139469138,2.0503448868508745,2.0013033566726266,2.0087881019869522,,1.9881889225182594,2.009091852510383,1.9949549637783468,,,2.047059234564314,2.016369458052214,2.017052114560887,1.992901877715972,,,2.0034959949157405,1.9842355627642347,,,1.9365150319325104,1.9569274535432455,2.0511098842054234,2.046723915780039,,,2.000378489754958,1.9725850130919313,2.064745652420533,2.0450122360532847,1.9385574123035545,1.9940814565500993
Slowking (Galarian),Acid,Shadow Ball,40,,,2.1516116618276304,2.1508389543340756,2.1400109734289328,2.161322819506944,2.188774413728161,2.13001109939534,2.6040521643811116,2.524561335461821,2.2778438050892786,2.207060459947002,2.190963372628976,2.1659714267381434,,2.154535161938427,2.5934074982479913,2.607583458084346,,,2.2221720014490063,2.164429085049219,2.180847513969585,2.1388782211353554,,,2.196245043396772,2.1433369111481375,,,2.1012250663852745,2.1143963926256633,2.221647028728583,2.184929841933625,,,2.169313818108302,2.114784517992136,2.2374402774503452,2.19486866752193,2.5201906717877347,2.609526220437341
Slowking (Galarian),Confusion,Future Sight,40,,,2.503175813035499,2.58554291412675,2.5048362684634,2.598560245770016,2.4878622148338723,2.4548866567406797,4.012103001859022,3.989860392088356,2.6277458497738766,2.614087985385805,2.5114765810787043,2.5742502928086415,,2.604768317594533,2.5302016766067936,2.5399914600284936,,,2.6024015255019575,2.581809663748483,2.5159472093067743,2.490779186112594,,,2.563115591190821,2.536496303241203,,,2.534804762504084,2.5728204426853862,2.5183031894334937,2.4996721440001295,,,2.533366971783247,2.500679218276369,2.5553791198621885,2.5668906852481936,2.4691264838358804,2.5273287175439525
Slowking (Galarian),Confusion,Shadow Ball,40,,,2.5334059422229323,2.6296647661280175,2.5284341262465233,2.635430095975186,2.533769100446908,2.5296950671477103,4.085549489218113,4.010744391266199,2.6723574040376383,2.646295508994527,2.5828567980729358,2.6341995667164912,,2.668477018011366,3.719044431892725,3.748750468531395,,,2.669905722655065,2.6298819962562496,2.5693126851191352,2.54262317667522,,,2.5956593277334856,2.5831177619255437,,,2.582027430773628,2.612208176682527,2.5666378744110294,2.5542231803998785,,,2.5842715724290035,2.5453705488072824,2.6267513341670954,2.6227202692436253,3.6404695202937747,3.750610780989927
Slowking (Galarian),Hex,Shadow Ball,40,,,2.7431626138217813,2.840033102991756,2.749447804265523,2.854616952180818,2.7762800648096717,2.7409516700158156,4.512231341022505,4.4196463502420205,2.960398451662352,2.917872848544258,2.8314314213259206,2.8474961621647807,,2.9289110675473107,7.028081022558939,7.0160401351201065,,,2.935624221940676,2.8821472873209504,2.857672100071626,2.805424193890965,,,2.9106188206277532,2.8646104189812416,,,2.8474885503613603,2.870658753353306,2.821482709007759,2.7797883794062,,,2.7950380094439096,2.749437458800768,2.90609524132821,2.8859434548378355,6.855306427916914,6.977916187843269
Slowking (Galarian),Hex,Future Sight,40,,,2.774041672751281,2.918613590552343,2.7807883075475806,2.9308538468135255,2.7458271955204583,2.752022532735645,4.514388157508679,4.571834610802328,2.9874570957026076,2.99000626834905,2.8511549130499265,2.893722393636691,,3.0424258376373827,3.5210525072329926,3.590007867208477,,,2.959231070517689,2.918158484971096,2.8532077663728277,2.826244539353965,,,2.952095081030391,2.942027276775394,,,2.8585167517807624,2.919581075358828,2.7740504699476993,2.7706097668868273,,,2.80465761694536,2.7515641857203064,2.9223887971523124,2.903627703676817,3.4160108465656,3.5419806453108023
Beedrill,Bug Bite,Drill Run,40,,,4.1665326938430916,,,,,,,,,,3.8348578888471416,,,,3.780539228663204,,,,3.789342081309843,3.710441409744672,,,,,,,,,,,,,,,,,,,,
Haunter,Lick,Return,40,,,2.518279157251404,,2.5187347273696883,,2.6548552783382866,,,,,,,,,,2.997820794213215,3.0250229403039515,,,,,,,,,,,,,2.485316191063113,,2.615607608751505,,,,,,,,3.576653348020239,3.531094689115816
Haunter,Lick,Shadow Ball,40,,,2.5562467179171784,,2.570236907786407,,2.433557492248064,,,,,,,,,,4.767938232738433,4.601483556893555,,,,,,,,,,,,,2.285858743047603,,2.318372112117211,,,,,,,,,
Haunter,Shadow Claw,Return,40,,,2.626376805062066,,2.6269248198916997,,2.490599557258721,,,,,,,,,,3.2770152434431257,3.2979468828417513,,,,,,,,,,,,,2.455721657378205,,2.472712007068764,,,,,,,,3.6562982086858216,3.584818060741389
Haunter,Shadow Claw,Shadow Ball,40,,,2.657122329245837,,2.6591596756829983,,2.350399177952446,,,,,,,,,,4.820082132735324,4.698354568083847,,,,,,,,,,,,,2.316588785771015,,2.2707732912871452,,,,,,,,5.322746967370468,5.051114210115204
Haunter,Shadow Claw,Shadow Punch,40,,,3.0118583938782053,,3.007059062594447,,2.7787978566228118,,,,,,,,,,,,,,,,,,,,,,,,2.6814283358329205,,2.6812627484623652,,,,,,,,,
Haunter,Lick,Shadow Punch,40,,,3.0193573673756307,,3.026764989140036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,Astonish,Shadow Ball,40,,,3.1040302458138105,,,,2.708003162154606,,,,,,,,,,,,,,,,,,,,,,,,2.5549782601013185,,2.5075215927954013,,,,,,,,,
Shadow Venomoth,Confusion,Psychic,40,,,2.9293190981875945,2.7322577409935325,,,,,4.216110776457927,4.096466190006881,2.9589637270840043,2.867170010704876,2.672716899360792,2.680011719494952,2.885891907287071,2.9308768112239862,2.6125708090433712,2.59443446487193,,,2.613376828037167,2.57518372238564,,,,,2.6607894743654548,2.590478536491927,,,,,,,,,,,2.7516543472300206,2.661918038048884,2.6358763148765734,2.5647108860925147
Shadow Venomoth,Infestation,Psychic,40,,,3.3458515873549706,3.0615711580172804,,,,,4.24591699829267,4.096373040695865,3.3320769290522754,3.1374621733305568,3.019214424561652,3.007837602152369,3.005592098260636,3.016517619535398,2.9435354802801332,2.924762988330994,,,2.911093723853989,2.8709079855010176,,,,,2.9682436814027797,2.859996234453247,,,,,,,,,,,3.1556844235702997,3.0409062695865288,2.8823482095841735,2.820995434648956
Mega Gengar,Sucker Punch,Sludge Wave,40,,,,,1.4020896104338174,1.362157225853997,1.3588409771973482,1.333699501961566,1.5359852236314913,1.5670210819796397,,,,,,,1.4717143841981044,1.4761957676340571,,,,,1.345285518742566,1.3301020947066893,,,,,,,1.3280024650744946,1.3287574164365856,1.3371653423904666,1.3214420589088407,,,1.323207340681501,1.2995707104930798,,,1.4553700036072295,1.4756937656853002
Shadow Victreebel,Razor Leaf,Acid Spray,40,,,,,4.57728574135028,4.195490596158482,4.079575519491427,3.992431748195196,5.2743516077923225,5.0566019497830546,,,,,4.469929558004501,4.209548922641631,,,,,1.854668907600111,1.7943296320512085,4.235673101569381,4.110876946745426,,,,,,,,,4.011103031034198,3.9361859319731907,,,4.144450234234861,3.955445822666185,4.146959249698946,3.9247982901892087,,
Gengar,Sucker Punch,Sludge Wave,40,,,,,2.1152397426891656,1.8358873965804139,1.9406553653554246,1.8045271379984305,2.0402102766337693,2.083371458379208,,,,,,,1.983008765332785,1.9676080619893925,,,,,1.7617553614176917,1.7316893990275601,,,,,,,1.8179580304947571,1.7845502224930974,1.9352165870201943,1.8136907162309301,,,1.7952135769219884,1.7421795750684002,,,1.9915859785197092,2.0070488256728405
Venusaur,Vine Whip,Return,40,,,,2.5630298563861804,2.841747011833699,2.959805186286465,3.147024909294568,3.2040845115614536,4.952619655811528,4.905314794278984,,,2.552980639119688,2.58471825758617,3.185862104555127,3.2354369933011498,,2.6210431122109235,,,,,2.953485529213715,2.968443493435744,,2.9152057450291764,,2.635732121188155,,2.9969922697113893,,2.456683145597133,3.3041640694990875,3.325980819431121,,,3.120811602827146,3.11193785301935,3.048474623399895,3.067710134812118,,
Venusaur,Razor Leaf,Return,40,,,,2.4642390933107707,3.115078485030716,3.2623537511839458,3.1702376669269117,3.198159769592395,5.421698859238483,5.401028780693844,,,2.4501119834681404,2.4830208521933437,3.5036400394961866,3.5575474881437277,,2.4916803927105438,,,,,3.417195692621987,3.3995625742676565,,2.9547870052265384,,2.608551071346545,,3.0171855653405615,,2.5880034854804284,3.3041818028476126,3.3151775321770924,,,3.329275105675477,3.2948506258331376,3.5113873303516416,3.5141284717881542,,
Venusaur,Vine Whip,Frenzy Plant,40,,,,2.127358293121131,3.173002046837613,3.1898332114542365,3.336806856946297,3.3454842467231134,5.220042785043677,5.0817583719088555,,,2.095489918231285,2.114986797918337,3.479824286966612,3.4287048423059683,,2.1521776240847337,,,,,3.1582433837327875,3.1227081073013356,,2.447659837434275,,2.1666566098326427,,2.4582636382294547,,2.072977246470461,3.448370263380719,3.437144572750735,,,3.300769411726718,3.2383648952285173,3.2355104292859926,3.191027801036519,,
Venusaur,Razor Leaf,Frenzy Plant,40,,,,2.1458646653763225,3.339184338821251,3.4547682736236673,3.327225219763122,3.3192771379083,5.600466092713169,5.498882131915917,,,2.112870705941594,2.1339498773090235,3.7245704456779634,3.70574147886307,,2.1561254158430656,,,,,3.535706159708666,3.484137289682608,,2.5564533362854482,,2.2306941657897577,,2.57216227475537,,2.22236275920813,3.4321221875188503,3.4034089189329464,,,3.455801671760585,3.3826812086249682,3.6195365793479506,3.5753239331466533,,
Venusaur,Vine Whip,Solar Beam,40,,,,2.366310956399852,3.6119828709295763,3.519796299013265,3.684321473619534,3.6968946774971823,5.726677420809945,5.622227471839131,,,2.3577109789390933,2.349727727731664,3.820506589944978,3.7741701529618705,,2.3759580580306165,,,,,3.3821818634234986,3.326698181985178,,2.6480241440229078,,2.3359205187741443,,2.6550889877685426,,2.2187718760402593,3.6952824266146562,3.6799487282691117,,,3.5319130495201603,3.4357188923569795,3.493404888278911,3.43498351408569,,
Venusaur,Razor Leaf,Solar Beam,40,,,,2.343639217170734,3.7230563896370126,3.7695467770169753,3.5875563928262126,3.578803621047041,6.279079518786019,6.115919583741689,,,2.4101354887567172,2.350877425021238,4.126495950349497,4.105757258538996,,2.333813115583892,,,,,3.787398160119854,3.7125494400146954,,2.7881185911381667,,2.3942011368513274,,2.748474254609551,,2.3693416015586752,3.634374797532635,3.616553204430995,,,3.688382825474227,3.5732396910194177,3.9391849003772395,3.863438339971946,,
Venusaur,Vine Whip,Petal Blizzard,40,,,,2.5703120548824017,3.7740064172983736,3.722619294850417,4.034833138666863,4.024477434585749,6.299148330932213,6.039562879297123,,,2.5770300483507516,2.5752133486066278,4.201438118017003,4.042955441767002,,2.5928321904752316,,,,,3.6060485857413247,3.561054902095855,,2.9204951905301253,,2.5599443325160327,,2.9161731786596183,,2.4161676481818715,4.051184866946826,4.034976077931903,,,3.803813376607732,3.719008898452935,3.7369077775130584,3.6838266853329307,,
