Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
(Boss weights),,,,6.25,0.0,6.25,0.0,12.5,0.0,12.5,0.0,12.5,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Slowbro,Water Gun,Ice Beam,40,1.5828415643574476,1.5881707382659354,2.1093760936070445,2.071546475110091,1.4879373327686682,1.5566086253387181,2.0877308662717957,2.081580498405506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Water Gun,Water Pulse,40,1.6651177019330226,1.6456341364507043,1.6657189714109233,1.6434858876799354,1.5606280546269204,1.605132302868027,1.6580824763965178,1.6533473336554647,1.6153179994962774,1.5859656381165699,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Confusion,Ice Beam,40,1.697567338997442,1.7263953731645487,2.293386897898186,2.2954987451661792,1.7043697838572183,1.8291386972138113,2.311046397711985,2.332519295041069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Water Gun,Psychic,40,1.7618044441820264,1.7581272809469355,1.7616491822750313,1.7544496108767043,1.6435909073700206,1.712606967233423,1.7784204631657416,1.7839242551738266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Confusion,Water Pulse,40,1.7893170489477337,1.7994371802615579,1.7855580127667732,1.800618016784766,1.8043126863812173,1.9100763773758935,1.808181489314435,1.8293958417114955,1.5398494991921743,1.5398274118735922,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Water Gun,Return,40,1.8847304539730934,1.8790186992630913,2.2311314270533935,2.1961337467642883,1.7233764638657059,1.808318330013395,2.2311467109605827,2.235466433182021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Confusion,Psychic,40,1.910115747644114,1.9304692960731753,1.9060473728989331,1.9266637916422498,1.9370413382204428,2.0548842866074026,1.961080252370446,1.9893302272534823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Slowbro,Confusion,Return,40,2.1003198987977103,2.110168366752834,2.5226142205423634,2.504583979428301,2.1609448861880454,2.2930599103539446,2.6013884130261244,2.620235766020886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Water Gun,Ice Beam,40,1.6693616290089661,,2.2368284173629065,,1.6196189480857597,,2.1990157878568954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Water Gun,Water Pulse,40,1.766476352573872,,1.7675173741799648,,1.710393105336699,,1.7554586429295493,,1.8095520830240057,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Confusion,Ice Beam,40,1.8160041854133149,,2.436285694616361,,1.904980335048165,,2.427746434808612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Water Gun,Psychic,40,1.881889177764983,,1.8833981569311453,,1.7952731918325513,,1.8502849566621398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Confusion,Water Pulse,40,1.9336695694324113,,1.9311191113131403,,2.0275417181365705,,1.9147631467152124,,1.6962653055164199,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Confusion,Psychic,40,2.037050215236948,,2.0409454425954254,,2.135770490157839,,2.0506135470363622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Water Gun,Frustration,40,2.681799515590912,,2.6837802319077295,,2.293353977057116,,2.5850982458291094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Slowbro,Confusion,Frustration,40,3.210153631326889,,3.2152014652419036,,3.2953526088307825,,3.2085818990426094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kartana,Razor Leaf,Leaf Blade,40,0.9407280791275757,0.9383856005736372,0.9388373137520276,0.9353689448834951,1.015115775367876,0.974476473934932,0.9719508751367206,0.9351532704106,1.0837828340652704,1.0072581538992122,0.9685213189281394,0.9308482550405468,0.938766125534034,0.8994805953697438,0.9816268340335399,0.9425790172529958,0.9414954863855919,0.9033637300400617,0.9720793513068333,0.9259078798380045,0.9302392245267571,0.9103704281797667,0.9919054519891868,0.9381701255464724,0.9376253494360121,0.9243949982519591,0.9346826903037052,0.9091886611835036,0.9721449576253605,0.9180541162838646,1.0074769149304816,0.9300767342124054,0.9161553408441292,0.9058534836121466,0.9604883299709589,0.9158032383002864
Inteleon,Water Gun,Hydro Cannon,40,1.0516463933867783,1.0588397282225157,1.05322788751671,1.0577346623033328,1.1054962814003102,1.0458249749981061,1.0809874293100206,1.0412486784744837,1.06488725087464,1.0424311162491873,1.0572549077325235,1.0092577745296194,1.036758396879604,0.9990170416172066,1.0677602182081287,1.016544776391146,1.0661351137471653,1.0121647001957994,1.0585274920500225,1.0040651740112976,1.0363060544781861,1.0182977448247215,1.1170452801234603,1.0592652541063483,1.0033726783748427,1.0131181956065392,1.021207248472061,1.0077284537799902,1.034618349731785,1.0033361840953214,1.0921982658826077,1.0135645590746223,1.0160164510322618,1.0047184396835291,1.0607256929940247,1.0075264998294489
Greninja,Bubble,Hydro Cannon,40,1.164765426110113,1.1422501333248616,1.1669417800205664,1.141188093802952,1.2639993590291052,1.1887284214342535,1.2063442318996271,1.1569072082981322,1.306690104054965,1.2073520097102506,1.2014722219479428,1.1193221599612035,1.0965474699976818,1.0633037472234956,1.2108670919991074,1.1593369000056464,1.1712583180498228,1.0912257025332581,1.1738745167813904,1.1138686040715442,1.1376592906092051,1.087584867831975,1.1861650924754286,1.1212333985931653,1.1328462956526801,1.121725061414181,1.1266421130252,1.0970093613968033,1.1345297751683912,1.0947229200446384,1.1791362962622363,1.1373858994497632,1.1387694211214203,1.093241960966823,1.1937941527361178,1.1033494705605338
Rillaboom,Razor Leaf,Frenzy Plant,40,1.1280682380056957,1.1337484990970406,1.1295372121041163,1.1275596139891322,1.1001409607695876,1.1448726687339483,1.141894422360869,1.1340820557305789,1.1587621297558044,1.161517755678863,1.1527556724130577,1.1231663603474749,1.0975303440340953,1.0645901901919508,1.134004621961732,1.118165569745859,1.113178844077574,1.095083954841698,1.1121350936253738,1.089232209886944,1.096833683908705,1.1095193826290284,1.15380763233374,1.1362699759430526,1.1506556641512296,1.1337080271775282,1.1460609991720938,1.1188735065899187,1.156473265923196,1.1102872772671155,1.132257174716222,1.1037039908304735,1.1113839573071849,1.1020705493510405,1.1471462822305099,1.1129740518220728
Kartana,Air Slash,Leaf Blade,40,1.1316590118528373,1.153130019647667,1.2301481991133285,1.2603320644473295,1.3169652141221384,1.2279961224779998,1.291154208235026,1.2453294221115287,1.3068451251662117,1.2760536203738875,1.2554598600007714,1.2493307820854929,1.1407716347954788,1.1105150008603084,1.1910006626092746,1.1631290625401864,1.302181902764129,1.3046980600543996,1.1744098470776834,1.136187947808555,1.3017254413646664,1.2980435777627188,1.2155094197392662,1.1586150112470952,1.2744240035567331,1.264838980318696,1.3230020335190653,1.2990411272748583,1.1769855243585734,1.1359448815245567,1.395372137874671,1.3378720415484835,1.2158830939401728,1.215277787746728,1.2562150745538954,1.2257514821679434
Primarina,Waterfall,Hydro Cannon,40,1.142867137169161,1.1410007939322102,1.1426763715347519,1.1380709528794495,1.1603927531548885,1.167575459910616,1.1515233887680483,1.1527977285550957,1.1465569255777683,1.1565986476830212,1.1567265525138697,1.1331647679967278,1.118352759480507,1.1024339293119496,1.1573589049677937,1.1427258133365674,1.1333033261993748,1.1015376881597585,1.1256281398547445,1.1021569661055008,1.1117653158552159,1.105566160691921,1.1823320939652011,1.1552040695826447,1.1498753943165303,1.1347917050362313,1.154625275894188,1.1250028505106942,1.1417668569709318,1.1226255215808654,1.1383666156739793,1.1159143615695752,1.112073352737004,1.0918065182770094,1.1458685595164808,1.1199705422058628
Wishiwashi (School),Waterfall,Surf,40,1.2788941747694673,1.2151516030687277,1.28143652313361,1.2170773046410435,1.3137874776474605,1.29212688688672,1.2456830261494019,1.2134096378370327,1.3072519524741235,1.2680476137749075,1.2876037730822392,1.206613210123669,1.2171497545398329,1.1605636488607098,1.279110907808812,1.2166683318502174,1.283834035744067,1.1969211579195673,1.299716271902659,1.2007907867097507,1.2243579027760414,1.1633761777228295,1.2933641092041912,1.224617841332317,1.213141986127004,1.1926745572992727,1.2084987314362483,1.1737601344091273,1.2298868007606614,1.1811033895421428,1.2784743635640543,1.2242092124248964,1.2222975097970095,1.1623654155841583,1.2544672586143233,1.1812004326815293
Tapu Bulu,Bullet Seed,Grass Knot,40,1.2556702662941823,1.2256778235081214,1.2516428972290998,1.2247931317813787,1.226094911236977,1.2284330151617249,1.2208747009150855,1.2159648666345653,1.24719438734491,1.2646981372204598,1.2393970788812358,1.2008109796680835,1.2115972795173982,1.180060698448612,1.2674687983183222,1.2332989551257516,1.2101748847517693,1.1667637709617722,1.2099467321526025,1.1811040914512858,1.1844233661245331,1.1851780223476651,1.2566327969359175,1.2263615657413196,1.202809252307165,1.1966934397205236,1.2287364765229898,1.185075933697654,1.2596132768249724,1.1965874591280308,1.2297233723096423,1.1961868772868152,1.1964286139285139,1.1764785444426804,1.2312291379256655,1.1866730351987582
Tsareena,Magical Leaf,Power Whip,40,1.2915609014230514,1.270695788395952,1.2945491434466683,1.2673766597941887,1.283861356586724,1.2821211694274692,1.2283400871398713,1.2254779988882836,1.2798150305037992,1.2828817819375227,1.2606525708598684,1.2215548609461495,1.214013364738331,1.1762103396387744,1.265621936490563,1.2388816204883997,1.2297410385756804,1.2099465890861578,1.2271926981312422,1.1892618793188292,1.1837779209022066,1.1788958612813882,1.253732878771914,1.227156261716432,1.2115875752339214,1.1969910065122127,1.2349411267640724,1.205283781215756,1.2678150729844928,1.223796295871776,1.2454456954839976,1.2218587463075452,1.1867242698007616,1.1755182330822211,1.2335720872252733,1.1975871270702432
Decidueye,Razor Leaf,Frenzy Plant,40,1.3207535228908132,1.2764570590235629,1.3198875536263497,1.2789202232219927,1.399609518417788,1.3242043647062396,1.2646118371192325,1.271482562290907,1.330081134497174,1.323826271423894,1.3195727476762897,1.2697698434290707,1.2917085591771194,1.2355735567140906,1.3174607003812229,1.2760333810005178,1.3157714349377443,1.262164489114073,1.3036927723653764,1.2671873283018988,1.2669880157400375,1.2527001321894313,1.334580649659616,1.3016945587106792,1.2836093793771273,1.2648704916034959,1.3163722684242118,1.2717907778430957,1.3612325335223934,1.2791449363149154,1.3078554212945839,1.2633918941408309,1.2723390129226098,1.2432489232816073,1.31977890707467,1.2611302769274355
Golisopod,Waterfall,Razor Shell,40,1.3824089956333887,1.3700826843879443,1.3847907540717124,1.37051624057129,1.3009575823423083,1.3949482253860899,1.3824664403075584,1.3620890485323696,1.4317484775596079,1.403338376840268,1.4670981691820983,1.3850383253755894,1.379204311211974,1.3475257090868717,1.3965732458594418,1.3787900825056094,1.4165506069534624,1.3442876440034717,1.3740451792826127,1.3561779465185797,1.3844781128557924,1.3494426860192117,1.4563675849538167,1.4121288163038785,1.4097575992357414,1.3917180943168561,1.38746324696474,1.3557178580498954,1.376344699233939,1.35227002008115,1.3920241404058902,1.357125157753948,1.3910231157959612,1.3559719578057885,1.4301081487479035,1.3415575889361477
Golisopod,Waterfall,Surf,40,1.3948567818244593,1.3634134875355095,1.3972798596756302,1.363674005397784,1.3169684718038839,1.3952534934452763,1.3991932280762298,1.3666431239731367,1.4516673980539598,1.411094126494915,1.4688365808114279,1.376476642076406,1.378683517143695,1.3372005821767021,1.3977196291452054,1.3753957537889074,1.4186693841762192,1.3396412929411095,1.3767916902360746,1.3590128663091896,1.3991581506274098,1.347774299407854,1.4566388948946736,1.4051873209029366,1.4086665493686976,1.3874971338457338,1.3837573821778155,1.3490668440317763,1.3866339941785197,1.350552134771488,1.390131804667108,1.3523312714843354,1.391479333359812,1.3522255864637671,1.4347543155414102,1.344924895995896
Wishiwashi (School),Water Gun,Hydro Pump,40,1.3926454124415815,1.3165184066201072,1.397424080570818,1.3157096693163324,1.4707542941968361,1.4021006878310764,1.3349535973276254,1.2834880783936062,1.4411673161165863,1.4091827492284374,1.369826762458685,1.3114643640305574,1.3006904073607752,1.2549957825783176,1.3191027212258728,1.257854032586029,1.3322197950981922,1.271296708817744,1.3582121109907563,1.2602758317553697,1.2918280353184926,1.2648968429019416,1.385078697400726,1.3272060117500313,1.2400744467566387,1.2407641200097732,1.2706938021458063,1.2371723111514465,1.2782120404945851,1.2473640403155535,1.3195292940464636,1.2812378494666619,1.3081092826519716,1.256741028016642,1.306399106448564,1.2532963453347383
Tapu Bulu,Bullet Seed,Energy Ball,40,1.5667264149325706,1.5055630610731794,1.5541909130502998,1.5013232618452488,1.5303663483236585,1.505757161879244,1.5073143777953124,1.479019498632153,1.5562910855437175,1.5544210502026454,1.523652838577234,1.4587117258345086,1.4936883516627009,1.421209574281782,1.5788097456971377,1.505625268532605,1.4958303974676646,1.4185112160587117,1.4927381450452222,1.4343384417416898,1.4632743910150277,1.431249740346033,1.5557648917813558,1.492664214179806,1.4743457084392992,1.428849369016362,1.4891547237119158,1.4148767353926865,1.5720883267440804,1.4634225485712657,1.5146568395733322,1.454962562434146,1.4478244434014358,1.4182960158045983,1.507013123921661,1.4395939083683924
Shadow Feraligatr,Bite,Hydro Pump,40,,,1.722368108865315,1.6647258942643872,,,1.7580650441704968,1.7072338553108768,,,1.6994240071123021,1.6481390363826869,1.3491239034261084,1.327254277715492,,,,,1.3917272771341807,1.3257778471427046,,,,,,,,,1.6435062340388162,1.653019776525992,,,,,1.6926666592009736,1.6315435531569245
Feraligatr,Bite,Hydro Pump,40,,,2.1526810006457264,2.0633796252413528,,,1.868212229556906,1.8447816055944648,2.2974992053724517,2.2920331558297735,2.0306492602561184,1.9909009375483664,1.6314527676769952,1.5945681564649823,,,2.2184492420895343,2.196453923492644,1.698836762094548,1.657069781293447,,,,,1.8777706218639498,1.8793245508358785,,,1.9942406640041879,1.9900895415064157,2.317605756802676,,,,2.0323628596898127,1.9806408128758095
Crawdaunt,Splash,Bubble Beam,40,,,2.5902523190044326,2.5111339553650276,,,3.0021428882718317,2.5120126424893052,3.1330445178398008,2.726884723631978,2.6196785118715047,2.4492578972595216,,,,,2.6759176378588263,2.464190186163227,,,2.5492492008188736,2.445494431739355,,,2.445247044589146,2.429306879450596,2.4946061136312063,2.4453758678073445,,,2.6465111643788917,2.5304843625120124,,,2.6009187097993514,2.40849823047814
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,,,1.567428810362638,1.5268690844452448,,,1.5752391527796428,1.5374677461139532,1.6515736924939866,1.6017338791107107,1.6034776988826107,1.5099489495906802,,,,,1.5660836607966364,1.4713221351194037,,,1.5311805378493575,1.4685879390017613,,,1.5392915849602895,1.5115454840927094,1.506060272330263,1.464199539300639,1.5225063702636528,1.4702692109495277,1.53241743231271,1.4854291619084588,,,1.5802472790999809,1.4553496255263703
Mega Abomasnow,Razor Leaf,Blizzard,40,,,1.6169050116407813,1.5485825012433125,,,1.5959796042955556,1.555443672062133,1.6924184283201957,1.6374365366816643,1.6310442970705161,1.5160203316029466,,,,,1.5927149213131304,1.4901830311762079,,,1.5393288241162273,1.4686870290546723,,,1.5440791807256113,1.510679281843496,1.5024707669967943,1.4607367637734723,1.5263814837290897,1.477118538919974,1.5413058170536889,1.4951998878736088,,,1.5893161021042979,1.4595096182672038
Mega Abomasnow,Razor Leaf,Return,40,,,1.8024746027047736,1.7418567595454912,,,1.8074293171067182,1.7559487512195204,1.9319208759930093,1.8527046852952727,1.842717184082796,1.7191895558805808,,,,,1.8835271040110766,1.7650895189560032,,,1.8225699646022686,1.75600879043334,,,1.75460277485455,1.7120953560124665,1.7658761322094816,1.7238373202002637,1.5787156934611508,1.5182998056925463,1.815146083093456,1.770433877496665,,,1.8012501558974807,1.6556185415366296
Mega Abomasnow,Razor Leaf,Outrage,40,,,1.8273831763278845,1.7402436386811755,,,1.8234712876710581,1.7571770747775939,1.958677552789115,1.8673680345848505,1.8359971242273783,1.7032809189485103,,,,,1.8835271040110766,1.7653563865671125,,,1.8225699646022686,1.7562864961066078,,,1.7353653120964425,1.6827083376353,1.7658761322094816,1.7243186746634886,1.7436633188955215,1.6558969634178038,1.815146083093456,1.7701970369939939,,,1.81268018335538,1.655639255074881
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,,,2.0403534127296004,2.027673375580656,,,1.9762709137994139,1.9539849915503413,2.1443268542317626,2.1097306179347064,2.0727732929478178,1.978849349289197,,,,,2.0170532512524115,1.932520629821232,,,1.9874552006082589,1.95068204594674,,,1.9902984024578436,1.9602230903475084,2.009205863206006,1.9682843832862391,2.0083864480728546,1.9648954304179682,1.9778182054727687,1.9675086252738407,,,2.060607418004828,1.9399167110055429
Mega Abomasnow,Powder Snow,Blizzard,40,,,2.362668125420249,2.3508118059988683,,,2.216327015804864,2.162612474641941,2.5085740587375485,2.4699339059034973,2.3157037939295413,2.2250324580494727,,,,,2.294640218432658,2.1944349770381275,,,2.208670606755534,2.1868764253762096,,,2.16922547333944,2.167271329230739,2.224094860020663,2.197503627519061,2.235528574154151,2.2021812931797053,2.2675050369719454,2.1956104168831354,,,2.263241161168925,2.1314990833330785
Mega Abomasnow,Powder Snow,Outrage,40,,,2.4590976779508553,2.4303525335039846,,,2.4135938766117278,2.3415039218880955,2.585526450373997,2.5508034836674516,2.4838766890460007,2.3201674830820145,,,,,3.542998933095431,3.3140767830083466,,,3.481207270202698,3.3535068371538577,,,2.325657764533946,2.2634318343470854,3.411656127777575,3.288907162152322,2.3740427079072357,2.296672271163087,3.4903476563355946,3.370759760648519,,,2.4497342801264117,2.295188033643243
Mega Abomasnow,Powder Snow,Return,40,,,3.3031005240393845,3.271311533072294,,,3.0797102707345165,3.033257029761188,3.5458929029036623,3.477769039589935,3.306934513202453,3.1469219532310513,,,,,4.232282431623919,3.991659376976001,,,4.310289038108041,4.210911563192105,,,3.138985963314677,3.075195355045643,4.15554140897527,4.023297463667088,2.419586327421984,2.383926699484727,4.196382811730609,4.092739893576072,,,3.3088868697427265,3.117926058839648
Roserade,Razor Leaf,Dazzling Gleam,40,,,1.9192118350157121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,Counter,Sludge Bomb,40,,,2.1025919709586987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,Splash,Dynamic Punch,40,,,2.475633800273137,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8553852645659683,,,,,
Shadow Omastar,Water Gun,Rock Slide,40,,,1.7832260147646697,,2.236605117025613,,1.734997461343507,,2.569072655903725,,1.869047084535531,1.7010476879935326,2.1734129167732323,2.0021123043489526,2.354366756534143,2.183540778070765,2.3600600936443703,2.225764329946389,2.2551983740444363,2.078716681610208,2.283567867849813,2.188867936924769,2.2916217318625614,2.1113018731750564,,,2.3256148165716737,2.303458619642416,,,2.5060315965116473,2.4043623394241904,2.179992356192172,2.0151718170091217,1.7731157421249335,1.6209430785397658
Shadow Omastar,Water Gun,Rock Blast,40,,,1.960304412951849,,2.333688435317848,,1.9135764798170607,,2.6426576414574514,,2.067079501624655,1.8779216123417748,2.2629382978218713,2.143225799718748,2.493937499273229,2.378598963529417,2.3600600936443703,2.2249833275590754,2.3210346768838956,2.188303268415194,2.283567867849813,2.1895930426776293,2.405706259010306,2.2850945991249376,,,2.3256148165716737,2.3030272245971544,,,2.5060315965116473,2.4066254559502105,2.2532432478796003,2.1566421775019906,1.9434443057495911,1.7722750461890473
Shadow Omastar,Rock Throw,Rock Slide,40,,,1.9759313607453421,,3.2268992944917883,,2.0354531794148087,,,,2.049705818297597,1.8813943107089477,3.003482802992352,2.78940052381201,3.222660399244102,3.0374041071850915,4.930731996889011,4.561222405235663,3.241519531346989,3.0714372395165617,4.8143594409536625,4.54737311743549,3.170171241163642,2.9484131152557844,,,4.666617118504132,4.47285052845449,,,,,,,2.0500567060308126,1.8898116619391705
Shadow Omastar,Mud Shot,Rock Slide,40,,,1.9951379983332023,,3.010304839770483,,2.008003057017197,,3.0382818007745005,,2.0566267872742405,1.8820522406104392,3.1791504586393216,2.9576122402073,3.2347878263300696,3.022790642007282,4.235784846723361,3.8714821069237093,3.1349424546111897,2.950195168485107,4.081129537702693,3.822868888791997,3.1670368440347443,2.958614522036167,,,3.9952362146427927,3.8325437744313624,,,4.217309389074533,3.9946621309599943,2.551161198881649,2.3627565541221642,1.9691469489271416,1.8113932060108802
Shadow Omastar,Rock Throw,Rock Blast,40,,,2.1651039130096303,,3.462752811511414,,2.202213290371636,,,,2.235554021247108,2.034494284987968,3.2306023291648667,2.9920262304846132,3.4775774612116748,3.252828264943955,,,,,,,3.4348739018281336,3.1738637974264514,,,,,,,,,,,2.227156704542787,2.042165592710183
Shadow Omastar,Water Gun,Ancient Power,40,,,2.1675298356424944,,2.333688435317848,,2.1391261706962155,,2.6426576414574514,,2.255240655928039,2.0127707436459294,2.2629382978218713,2.143225799718748,2.493937499273229,2.378598963529417,2.3600600936443703,2.2249833275590754,2.3210346768838956,2.188303268415194,2.283567867849813,2.1895930426776293,2.405706259010306,2.2850945991249376,,,2.3256148165716737,2.3030272245971544,,,2.5060315965116473,2.4066254559502105,2.2532432478796003,2.1566421775019906,2.1452171419884345,1.903210607000096
Shadow Omastar,Mud Shot,Rock Blast,40,,,2.226049958806962,,,,,,3.352373984169039,,2.283609008940866,2.084985087793894,,,,,4.650346159292382,4.259970586062985,3.5539329143003657,3.296087871206318,4.529916219819812,4.2124009036687555,,,,,4.465009175235281,4.2745894287789685,,,4.675616849832329,4.377094353011894,2.7912154009900476,2.580373536083596,2.180011312059278,1.9960051155868288
Shadow Gyarados,Dragon Breath,Hydro Pump,40,,,,,1.3402771846938262,1.4337904976753726,1.612473466344997,1.3954746327186103,1.530823850044708,1.5337652602831637,1.4907777794959052,1.4427668277949899,1.3499888795494324,1.3358847129192575,,,,,1.4314849343555742,,,,1.5235771668449292,,1.418336226200876,1.4291040852351606,,1.7010100931166825,1.490654199410046,1.4441965206771585,,,1.4256013780490424,1.4074543279327782,1.4755805100612744,1.388059410884687
Shadow Gyarados,Bite,Hydro Pump,40,,,,,1.3402771846938262,1.4337904976753726,1.612473466344997,1.3954746327186103,,,1.4907777794959052,1.4427668277949899,1.1536661906127426,1.1466705023670274,,,,,1.15463603569792,1.1731704248477908,,,1.5235771668449292,,1.418336226200876,1.4291040852351606,,,1.490654199410046,1.4441965206771585,,,1.4256013780490424,1.4074543279327782,1.4755805100612744,1.388059410884687
Mega Gyarados,Dragon Breath,Hydro Pump,40,,,,,1.3615051194028405,1.4006155240973899,1.3623390929360863,1.3340805326401082,1.4702495845390222,1.4847157638259667,1.4237520635382548,1.4225653464380978,,,1.4954182670144112,,,,,,,,1.4802499537658325,1.4889743407509035,1.40378612817876,1.4181786214791658,,,,,,,1.3694072587119859,1.4034991589236636,1.391849579985724,1.3604958055370744
Exeggutor (Alola),Bullet Seed,Solar Beam,40,,,,,,,,,,,,1.3630015089850667,,1.3062142623053055,,1.3671849065999124,,1.3262293007730857,,1.3127134232281552,,1.33408312988142,,1.384174488492604,,1.3247437231370773,,1.2715727714956033,,1.3855187510726787,,1.2943049731370107,,1.2767177035443495,,1.3402821349618155
Exeggutor (Alola),Bullet Seed,Seed Bomb,40,,,,,,,,,,,,1.4796635331839865,,1.4135831334287376,,1.4771884358607152,,1.4204411061277504,,1.4348880986241856,,1.4221510587316528,,1.5108427487185734,,1.4948926056024914,,1.4567673610309435,,1.492607761984085,,1.4473121452067714,,1.4564589753137853,,1.450536656348658
Exeggutor (Alola),Dragon Tail,Seed Bomb,40,,,,,,,,,,,,1.549966847236522,,1.5208198597302403,,1.5879353726830479,,1.7137301184634872,,1.5193048784954748,,1.7363166574636253,,1.5899419048433105,,1.5728528371674648,,1.8229264532720486,,1.583547104941201,,1.757633797355467,,1.562160407713154,,1.5355008760683864
Exeggutor (Alola),Dragon Tail,Solar Beam,40,,,,,,,,,,,,1.4434570614619147,,1.4352723868506405,,1.5077082913121074,,1.6505838339622294,,1.4189600888012626,,1.6924868046753767,,1.4725399790644902,,1.4352956946155448,,1.6281937707905239,,1.5189653685197189,,1.6512349602470249,,1.4220135330173065,,1.442007821260621
Shadow Abomasnow,Razor Leaf,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Abomasnow,Powder Snow,Energy Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victreebel,Razor Leaf,Leaf Blade,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victreebel,Razor Leaf,Solar Beam,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
