Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
(Boss weights),,,,3.125,0.0,3.125,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,8.75,0.0,8.75,0.0,8.75,0.0,8.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Reshiram,Fire Fang,Overheat,35,1.2843302847427973,1.2467189495296678,1.283228005324009,1.2368818767354683,1.325776580772346,1.281095664363699,1.2543832986621033,1.2243957600835143,1.2303254507056307,1.2867999065284508,1.332577283274407,1.2820945407473616,1.3013253932857685,1.2733820057188865,1.3101306008480638,1.2798926429344097,1.2780547925174686,1.2864055277612403,1.3052151133193062,1.2739130719768226,1.297473483207876,1.283089194426969,1.2910827717367184,1.2843984433173505,1.2667318724833594,1.244730270050949,1.2789348156185283,1.3238362145584575,1.392879360075195,1.2935955697925865,1.3730147036170124,1.3506861240292318,1.3016301100930485,1.3592551179931798,1.3220038185056575,1.302281426783181,1.316599014946615,1.3529399871738235
Reshiram,Dragon Breath,Fusion Flare,35,1.5641891934942174,1.5070354226174871,1.9011170239784805,1.7875521437393413,1.609392711010734,1.5695458297771279,1.8266117066586454,1.7934827145171768,1.80556235076121,1.924226297407918,1.8364803032771368,1.7768192005072232,1.9017466496184605,1.9085541863750473,1.573567190373757,1.5021798575338485,1.776922385970776,1.8152492030168725,1.848575342645333,1.8426356106439086,1.9455106241049103,1.943899794188594,1.5314530110415698,1.5446947465365501,1.7309738115292959,1.6864252917248748,1.6048135131675931,1.686733947816556,2.0025946519701914,1.8654062263159272,1.7373782170333816,1.7412517310106257,1.5752418433877988,1.65881052444549,1.5724982314777955,1.5786629839575927,1.9123715917950261,1.98537555113068
Reshiram,Dragon Breath,Overheat,35,1.666221974002172,1.6152050230613064,1.9753456973332801,1.9111550416289833,1.7048028531398276,1.6490824251688534,1.8780766819759316,1.8609828598582987,1.8480479155706144,1.9718913499664372,1.9032510269946592,1.8420803191278585,1.9987522647538434,1.9363714388554998,1.6508338717276558,1.5845405330475097,1.812170544524868,1.883554933519944,1.9759727675342862,1.9051595078754349,2.049530996588779,2.00102722337967,1.6334753459105615,1.603231081616412,1.7499369555838606,1.7281392524036487,1.6948891288440524,1.7560825629198147,2.0047856765204326,1.9172572723855186,1.79861629745023,1.8235208894373,1.6684043642908504,1.7505514192213074,1.6363674664378454,1.6701744750438434,1.9693263914266421,2.028350989796123
Ho-Oh,Incinerate or Steel Wing,Sacred Fire++,45,1.2541156329036143,1.2815824092746173,1.2497464781663616,1.277865090159872,1.2295689632842193,1.2919184973953217,1.2881531187677095,1.320274075440889,1.3111951676859923,1.3635810698828175,1.2368751183300386,1.2890305522655525,1.2836097857517133,1.3211195610847553,1.2258145431651974,1.2837415641242076,1.2599254717780355,1.3286934582975025,1.1982643235909098,1.2518531142325902,1.386130081660655,1.3728987161288488,1.2346844918555477,1.3256012678514695,1.2078300266044868,1.2704787138425508,1.2805346215617843,1.378141260018902,1.2586529387181,1.3099139337680241,1.3055015526760456,1.4034165508709757,1.3111925680335448,1.3983824506187144,1.2843204213170003,1.350691745143689,1.306365094055479,1.3628320908368419
Keldeo,Low Kick,Sacred Sword,40,1.202254389451991,1.2230755480217361,1.1886428087325243,1.2083537644982008,1.1586095588403253,1.209881437224049,1.1872154157640773,1.2209633715096013,1.251492364936863,1.3192433174131004,1.2129071543992358,1.2603447091612767,1.1800009225942851,1.2106053465700382,1.1922142817654713,1.2074231168781875,1.25179978344805,1.3013453841127927,1.1480138259822716,1.1765790744370084,1.1387405353625728,1.1704421309542252,1.1797630081462134,1.217961518763577,1.149983757395842,1.1840726821226066,1.2293263784413446,1.3171265804546535,1.1993465345782721,1.2409633360219492,1.2407329610491997,1.3403211523376248,1.2726333293716743,1.3680518296306394,1.2085080830633237,1.2905042398138202,1.2484183631244024,1.321437816662768
Primal Groudon,Mud Shot,Fire Blast or Fire Punch,30,1.329434639531596,1.348344620385158,1.1947725629372632,1.1897888933658127,1.3688241290588699,1.3958882338803469,1.2149383500875839,1.2456958806534537,1.2553942791821173,1.3510817423785522,1.2807481980811821,1.2982160893628452,1.2264406372392493,1.2431254335553206,1.3855365419159578,1.3804682091560863,1.3009608825478394,1.3362847530483806,1.2098661973523506,1.2165378674165206,1.204437749163002,1.2257997085128784,1.3439584853317201,1.3816435574326713,1.2031545320075603,1.2223478331210453,1.4452289590950613,1.525279749991023,1.2343197895151132,1.251496515111681,1.4218646489909383,1.4819242597436248,1.4245929991521518,1.53081389039825,1.3924373969650792,1.4619311511323183,1.30830440137392,1.3473890945754796
Mega Blaziken,Counter,Blast Burn,40,0.9999999999999999,0.9778784046500719,1.0,0.9808596327874612,1.0,0.9703794710508192,1.0,0.9654189868586349,1.0,1.0139181909382833,1.0,0.9852057291552008,1.0,0.9985663843350244,1.0,0.9659580489744928,1.0,0.9890827643912465,1.0260361839589764,0.9922362127995209,1.0,0.998369632226715,1.0,0.9742726913876413,1.0433391198948148,0.9931947982578684,0.9999999999999999,1.0230624758714189,1.040420482829529,1.0053319919292387,1.0,1.0327761184125812,1.0,1.0285718430976303,1.0,1.0012326632906048,1.0,1.0348228426873598
Mega Gallade,Low Kick,Close Combat,40,1.305524962723242,1.2694884950363663,1.2886244130951843,1.2729169875110016,1.245726842529848,1.2358576136245274,1.257378589609753,1.2501957681720637,1.3482124680666325,1.37546830839434,1.2836826949748812,1.2659755458592195,1.2881654081932363,1.279264660766602,1.2803861091789424,1.2547304851654828,1.2509480588659223,1.27119364688106,1.264434364819779,1.256207490239005,1.2302365724655322,1.2432200790998678,1.3320099151282492,1.3141029690201556,1.2333041437258607,1.242521468485496,1.2669119096515664,1.310463925843623,1.2891504636801219,1.2843199793785927,1.3935102170112625,1.376585676830092,1.3158677166255726,1.3654344316933786,1.288708101709579,1.348579150923763,1.2949454698541392,1.3452027114098932
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,35,1.4123920365539306,1.4147559434466737,1.596884297107554,1.5715693502373522,1.4296045062139466,1.392272407483732,1.563986871273264,1.5562254025949078,1.6209395081070133,1.6707527505458253,1.4834225229945537,1.4895600103910287,1.3919501851370062,1.454277637812249,1.449181475604755,1.42551316611342,1.5763201719417839,1.5993101903591442,1.4731200662458568,1.394573170864932,1.5079246559535138,1.5287179941133513,1.5088844940628756,1.4627162388638555,1.5071944464417784,1.528881468793656,1.4644982990980024,1.480169379472867,1.5431071627449437,1.5311383253728417,1.5424383215141415,1.5047655265629654,1.5430338332311118,1.542013195902187,1.4419088728338645,1.4555850174245282,1.623592153282258,1.7109923054277705
Entei,Fire Fang,Overheat,30,1.537565231459448,1.4921658024527806,1.5282854679119575,1.4789738269947985,1.504065195263697,1.4795390436132076,1.5268778704871582,1.4878414568488527,1.5658812581889712,1.591628552655813,1.5445426406421305,1.5278171355104595,1.5131266268280943,1.4949532622122428,1.500522139352128,1.445114762566041,1.5339255669401999,1.5443566863605926,1.5515044058301595,1.523213470282222,1.6111716707396884,1.5610790081850343,1.4683620665565664,1.4714942411054672,1.5910410803065167,1.4982049675404716,1.5279367062711886,1.5699972837419813,1.6053183887693743,1.5330895188435036,1.509403031411375,1.5684048791393173,1.536535572849942,1.6120194881827947,1.5647833654193266,1.5701187572049884,1.5358839499333183,1.5834733732126398
Lucario,Counter,Aura Sphere,35,1.2508886250035869,1.2647915190297385,1.25157678337002,1.2553332676298101,1.2942386790795868,1.3085625781258625,1.28976261371363,1.2934562371562683,1.3440928078771812,1.3530341078692099,1.4807743958013202,1.4124187760601272,1.3762822576459457,1.3451960586380016,1.572626052344305,1.3170545168602,1.312677573179124,1.3193305689885073,1.6900280539842554,1.4130847584276658,1.2705853453426872,1.2975129382976776,1.3122551539341036,1.299376101168874,1.3251086264278082,1.3186908075848467,1.3268269889661517,1.3545810816428487,1.3879520677361419,1.343180695753603,1.3748557326569129,1.3627775482490823,1.3269981767093397,1.364158485973143,1.3452758474877708,1.3546500093452205,1.3479603015852082,1.3483983907191994
Shadow Charizard,Fire Spin,Blast Burn,35,1.3189708969354026,1.26147260945156,1.3162336541405664,1.2502083422292802,1.2867260272939534,1.2587111053840216,1.6443370043551782,1.3549920883876234,1.3503927442446642,1.3373363153342388,1.314954715369476,1.289273332482091,1.6022696037261484,1.3688299396768209,1.2703387222273104,1.2463571951347305,1.3007116505181116,1.2653239053159673,1.31351463548392,1.2614545029485085,1.73314448845907,1.4647710308590651,1.3319395859100167,1.3065114054266918,1.2768653956775413,1.2918403063111186,1.3330810277795864,1.3056024199877252,1.572259382103826,1.3054017500051935,1.4285314789170214,1.3778038817296123,1.3540101463521663,1.3343966744323132,1.3479296249672479,1.3166930601023603,1.3425091198499255,1.3375354807794415
Pheromosa,Low Kick,Focus Blast,30,2.3963105171658623,1.576111231715427,2.3042326762778647,1.562636032095429,1.9805438527289854,1.454682382062668,1.902607166960298,1.442163459472576,1.563499769082753,1.509879891557621,1.8210781572655745,1.5390353515117627,1.6770867718442308,1.596754352518266,1.8728690105178734,1.452401279934518,1.6594141492212369,1.450337767658094,2.2926406358903093,1.6252846365108182,2.2737514266113203,1.6743991476688935,2.541190731196092,1.6443579412019556,1.7331422312844111,1.6028023949174133,1.5583136492784928,1.4381178611621142,1.4908011814422524,1.4632982949589461,2.113299612364215,1.7081093848622184,1.5896359818283068,1.5559071516956364,1.5378927698923954,1.5045323214278614,1.5408807925171315,1.4355713260505543
Buzzwole,Counter,Superpower,35,1.5255515464177638,1.5070771173333648,1.5085049972791051,1.4969719040536982,1.523519265918276,1.5346469790313109,1.5222738428950942,1.514653355105012,1.5991237648474597,1.6302442895177014,1.5869708831053326,1.5981526424473516,1.5144428758647213,1.525726846627741,1.49581001322676,1.4904726483307298,1.5222976788555473,1.536158860467896,1.4848685461088205,1.4804685059068492,1.5614320174259981,1.5700494137062178,1.5533937311423178,1.549581276976656,1.523944808529871,1.547607843187608,1.576927392173273,1.6399711000874773,1.4924520332256621,1.5182625213289282,1.6518319681422948,1.639068978946645,1.563188727476676,1.6266317497429228,1.5265852741419301,1.5670037721109462,1.5560155108306366,1.6014441352742153
Terrakion,Double Kick,Sacred Sword,40,1.087305778699026,1.1142412277860314,1.0826922855091958,1.1079634693807754,1.0953271867672754,1.1220922588220403,1.10411151076409,1.1230350512232667,1.1791127803116224,1.2112454929620604,1.1422181323447183,1.1686072059140804,1.1534155023180046,1.1606311263814204,1.151869074052529,1.1554180209037268,1.1609590953559703,1.1861838463386356,1.1707020487711086,1.1393646122148444,1.0997231188489738,1.1150772820248556,1.1293429466369131,1.1486564771096592,1.1202116417741803,1.1389672271756104,1.159122879608978,1.1930283505519454,1.1656086431216595,1.1351494259086812,1.2024467267408654,1.2114828352472868,1.1598156795046946,1.233167354392135,1.1562428060581775,1.1762992397011476,1.1677625350934244,1.2112443696523743
Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,45,1.4165359204309864,1.3076735148793301,1.4029856787231283,1.2942352848561407,1.2900166446272086,1.2536231218780394,1.2761402958892476,1.2605023494708318,1.321210133984419,1.3244529319913896,1.3203723598642123,1.312158031692637,1.3222012402521024,1.3045152603031154,1.3067728768079527,1.2613851215038403,1.294431040505427,1.2761155268676445,1.3440461754597552,1.3021920998756795,1.3194285967202959,1.3066522293074179,1.3135148570767043,1.2757788285805733,1.3402326736995644,1.2941323752978882,1.294102889112156,1.299714114961039,1.3796054458206695,1.3150074124935978,1.347292434742973,1.3538242280660318,1.3345791227455805,1.363784148938242,1.3311775993962502,1.3181775803965115,1.3276166779597989,1.3372892741192774
Entei,Fire Fang,Overheat,45,1.3588580602282718,1.324594127681555,1.3459100265127881,1.310821511927112,1.311694115710598,1.327642092752838,1.331877984232384,1.3435992401818913,1.3336772527241603,1.413484570342368,1.3497362175775696,1.3549375437545959,1.2940899993448165,1.3310846141499932,1.33496666905953,1.2868989064613092,1.3508872711320932,1.389992607524542,1.3048287155688687,1.3137400068605536,1.3604587918775628,1.349460812054036,1.3388047273445403,1.327144401265879,1.310411316665297,1.3163231109787163,1.3557885276168045,1.4184347946841205,1.3959647532969792,1.3390662424744262,1.3529621709499882,1.4209335173424948,1.3665086507927358,1.4496289621393912,1.3536598136523288,1.3728320966565322,1.3831557609524174,1.4122166497679083
Keldeo,Low Kick,Sacred Sword,45,1.1264669544145756,1.1440631439457054,1.113739628675257,1.1296865112218448,1.1301678922528982,1.1850971840097473,1.1534643004289458,1.186651618594564,1.2227328774197002,1.2943771714662236,1.190618574403727,1.237535609085986,1.1502619617698495,1.1845944509167043,1.175052044784506,1.1895887740039293,1.232145129263874,1.2847249639370213,1.114416776457376,1.1450051235664391,1.1188168531404419,1.1487072451305527,1.150719976292361,1.192457373331677,1.1212193252321472,1.152951788355658,1.2118596324871609,1.2996788021168038,1.1396993143247975,1.1873666627874953,1.1708989563773473,1.2597755393682966,1.2387866829425929,1.3479354125021215,1.1830877580263957,1.2582957941205974,1.2238276273727389,1.2949918579854287
Breloom,Counter,Dynamic Punch,50,1.4962726300236715,1.347420812279328,1.4713590652344917,1.3350621151259292,1.3919465426467614,1.3471685717436552,1.2774877976649368,1.285931358547701,1.3304028582865919,1.3453847099949172,1.3999321060765504,1.3563737071755337,1.3007641030436516,1.3111779268827146,1.4531348576699943,1.3484590370621574,1.3324611837012743,1.3260256218325215,1.3524783204315591,1.3467808927022498,1.313122547888299,1.325048733991129,1.4906957614376561,1.3968862120213414,1.258798355452379,1.2814428568493714,1.339467035310907,1.34552560188657,1.2796597467757274,1.2742810260937198,1.5172802455842938,1.5148921816382135,1.4181211321653195,1.411108717332709,1.3081781945741167,1.3372106792671759,1.2985510464066488,1.348442775941358
Lucario,Counter,Aura Sphere,50,1.1200240504092172,1.1167988265129256,1.1085272784636062,1.1082344458208007,1.1601250516558337,1.1427092893283008,1.148228102148268,1.1468436331741743,1.1966283106002118,1.2235101741057623,1.2481412827636615,1.190424755304488,1.16013186889554,1.1924182574111035,1.1971257994433704,1.165346342260365,1.1656684619821351,1.18022743757304,1.5585434651040333,1.26205108709189,1.12556626589822,1.142339800637984,1.1670972912566575,1.158764629123153,1.1905827563891858,1.1584656067671955,1.1470513253566037,1.2020384898082215,1.1946068050198118,1.1648211564204793,1.1828403820586326,1.203495910746604,1.2023086667718692,1.2557423917264656,1.183826759497329,1.2023397073775106,1.1964799060975735,1.2362797890218662
Mega Gallade,Low Kick,Close Combat,45,1.2587654092685518,1.2340335106242264,1.2589092358444154,1.2339462649064867,1.2208646615514138,1.2127547639493703,1.237436966187336,1.2243127260686364,1.276129375528513,1.3178076392894658,1.2605797401362282,1.2372478744622863,1.1854674298892338,1.192989677673115,1.2508599456902463,1.2326121737351032,1.2262551947516904,1.251913374578008,1.2311578386196738,1.2332164417322677,1.200828746573762,1.2182175025054616,1.2543167933257924,1.237252036670758,1.214048183396335,1.220551067261073,1.255201902304409,1.291638752881461,1.2117772986268849,1.2162719256021073,1.3551159313014909,1.3537817595520583,1.3079721565589373,1.3477071334905542,1.22380101706044,1.2877276268133153,1.2724829384264165,1.3177630452683917
Shadow Alakazam,Counter,Focus Blast,35,1.728431407579457,1.4814203911525035,1.7187466924785724,1.5035457641565964,1.6197548084326805,1.4562367294646406,1.6493924741103227,1.4055653011341662,1.5875364474930453,1.4836857157913559,1.826685570119629,1.5524917774382594,1.4621804693543208,1.426242807753953,1.5321161083455657,1.415056847014325,1.4937774389076313,1.4307940122109304,1.8741731831003148,1.5075740295265998,1.6780739719704467,1.564844250400716,2.0038914718015057,1.542278544563246,1.5769469296984142,1.452259198578355,1.5691101416551652,1.507478649511677,1.605960462382349,1.5111934349229525,1.5946426159214269,1.5685236898629331,1.6281405257452852,1.519402404263328,1.5169172791136756,1.4452541303443949,1.5137425075137436,1.4399964325543027
Buzzwole,Counter,Superpower,50,1.3793169131250838,1.3423262073258022,1.3578942580719713,1.333004039957186,1.3307646680982206,1.341313442408158,1.3315898928519971,1.3419497448315432,1.4165909403505559,1.460198055979396,1.3461579172152045,1.3583385361858764,1.3680896857498996,1.3654514146545553,1.3330927680234204,1.348283491633641,1.3681156614872918,1.3995847215984458,1.3243780165133965,1.3364070362189169,1.368284999794505,1.3853537521853632,1.3686973455475264,1.3691503173738058,1.3453957032213,1.3611454438532338,1.3776659521154853,1.4307450309836682,1.297562085916128,1.3464188732339628,1.4287077990866426,1.4420205090691922,1.4224820642178313,1.4957347241274181,1.3724088001488168,1.4195120248463564,1.4314853914232408,1.48615339789755
Moltres,Fire Spin,Overheat,50,1.2669567388778706,1.2470142786052127,1.2515822980137772,1.2295343475285998,1.2654429493899064,1.263786957078196,1.2881539402610072,1.2767429560109296,1.2978889065336312,1.341599996463159,1.2791859773951102,1.2660769904763585,1.2744836181511876,1.250790590867177,1.2246229795773211,1.250404311445232,1.2667964121542974,1.2966999850293668,1.2232360838910263,1.219101617036896,1.456820261200282,1.3378114438729218,1.299848328407157,1.307434960736571,1.221854199194675,1.223088893910757,1.270751175716564,1.327617221880434,1.219822238642311,1.2707159260390166,1.400458732627684,1.3550227154412071,1.295921226847647,1.3452322360332636,1.2938614494856597,1.3108551694091835,1.315979568059419,1.3359786535235518
Terrakion,Double Kick,Sacred Sword,30,1.2165087831855914,1.2327742588445678,1.234862049921591,1.2220185457975479,1.2204172600051653,1.2323570940878839,1.2169113242219194,1.21920828267458,1.2862686456139811,1.3220863838329735,1.3010826923330943,1.2964407645331302,1.2282443798676859,1.251374973197656,1.2500811923392057,1.2425745727706967,1.2905043246561687,1.3054062554036443,1.4250306430785968,1.281271015908182,1.2357857664498957,1.2441269138721949,1.266294011825171,1.2606297505977984,1.2838751386720355,1.2532010128194593,1.3051606369364304,1.2975186096454128,1.2674588962320141,1.248256707039088,1.290629451946039,1.287244752460543,1.320741153542379,1.3361647933584042,1.2563868947754697,1.2666647814212602,1.2719780541624421,1.3062089049339967
Mega Charizard Y,Fire Spin,Blast Burn,30,1.1239407031818929,1.094384348721147,1.113237239569684,1.0875474992962504,1.118875088133241,1.1029834529737639,1.1668062362715832,1.1412727711622992,1.1512524439318583,1.1651387077792237,1.1326416548153173,1.1379721203421995,1.1399142009099918,1.1327810874924917,1.1179869910729683,1.086595961671275,1.1047296756246756,1.1130145865029877,1.099492013135557,1.0751759382462762,1.3582893310022797,1.2400496350088048,1.160463332177226,1.1380474495619746,1.0896438953488372,1.1089077522803845,1.1424687015705572,1.1539457484453035,1.104449260772128,1.129302524223788,1.2240496919531805,1.18853571312898,1.1637312031532154,1.194810279591109,1.1275034917543345,1.1357021000013698,1.1846313759116542,1.1663532050892031
Shadow Moltres,Fire Spin,Overheat,35,1.2732420388960726,1.2192689937653145,1.2725192754506882,1.2099022157535058,1.2316800078343089,1.1882798172883564,1.25446923949942,1.2427257400390779,1.2871965764459168,1.2591918517263279,1.2479755986949574,1.235331434182081,1.5387288905498735,1.2770608368148015,1.1829179239514924,1.1419461572672507,1.1917233055622285,1.1771386129766377,1.2041838453622435,1.1824718313090328,1.512852558732126,1.3416644483716873,1.2894279804148976,1.267969350080532,1.1788813403936231,1.193720018592325,1.239918294720402,1.2375311166502443,1.22766835808967,1.1925229081456123,1.3140464451973688,1.2645527732113417,1.2736057908061156,1.2820101590718744,1.2367171941892614,1.2253658443903717,1.2325693620658837,1.2392609114143525
Mega Charizard Y,Fire Spin,Blast Burn,45,0.9688438529322368,0.9556301450349162,0.959361932444501,0.9480818045290504,0.971527293461642,0.9718972044261658,1.0146142393856747,0.9952236483907578,1.0023464268655975,1.0286367390582938,0.9917392644384663,0.9862312268018089,1.0022030614771846,0.9939598394816656,0.9598406517830546,0.9719789890068543,0.9892833012451157,1.0102135462180581,0.9490175643286161,0.9535238994164159,1.1347233875735436,1.0755238706454766,0.9958746453892798,0.9973553161257266,0.9729709584805655,0.9752465922631276,0.9984377418911204,1.0387559210476323,0.9808827579613667,1.0064556710099242,1.063880039087464,1.045016624811692,1.0267090020951744,1.0609642890219775,0.9962307611074463,1.007841766639905,1.0391440246607242,1.0472885712115447
Keldeo,Low Kick,Sacred Sword,30,1.2789037021798435,1.297471969860735,1.2722040300814204,1.2930883401407984,1.295313054845954,1.33414212078716,1.3235307276408481,1.3397451727789982,1.3611405517861026,1.4241991893850003,1.3218027553837417,1.3433560380241198,1.3128579307735138,1.3508151697810398,1.345105191111419,1.3615036095110555,1.3275328976763023,1.3670553692930263,1.304528511718656,1.3165350270598593,1.291010625685643,1.3377570666658238,1.2999222973679023,1.3466185500533867,1.285099304585422,1.340883148266086,1.3867303271325269,1.4479936419000454,1.2701205588419313,1.3009074804200496,1.3200127342344727,1.4061115319868644,1.3946469108400135,1.4914758081088932,1.30757285405682,1.3823089896601655,1.365513022499472,1.4430473544404685
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,30,1.2699647220907013,1.1179541983036365,1.2553409577752328,1.1035152767774405,1.1000817640397578,1.0768456830259232,1.076169427305426,1.0743893777125078,1.105372050848258,1.1061099009827873,1.097512141212316,1.0831614263888094,1.1233138214263754,1.0935239381901043,1.1141649277148895,1.0644515762783047,1.1078124655472346,1.072236392100612,1.1239739211560686,1.097381628136136,1.1192079896556848,1.1106401019256487,1.1047681096562838,1.067713417476353,1.136553948557811,1.0910820399170023,1.089995454030052,1.0909803396857216,1.153003159998401,1.1239431919535412,1.119941210810828,1.103371333279089,1.1093825933179398,1.1336285829330932,1.127547456266357,1.1143756442789359,1.1203646352759158,1.1268414765446115
Shadow Blaziken,Fire Spin,Blaze Kick,50,1.2243882689419272,1.1213006325108787,1.20377863390233,1.109813455285548,1.0996451281102932,1.113949736482839,1.0871430611620718,1.118767014390035,1.1446351961237597,1.1626442675569577,1.1279752024269218,1.1523424724483642,1.1287982468747937,1.1310688962804147,1.1520398337537345,1.1355975599391717,1.1361761753397697,1.1266971417695752,1.113449416525195,1.108279093445549,1.1387029139227782,1.1447590805193657,1.1098243342852239,1.1120800001315003,1.1157523086325911,1.1020936267359684,1.1370918218879735,1.1615530886893257,1.175801452835343,1.1516231875576433,1.171130100112254,1.1648560407432307,1.1670222885060344,1.207317528831007,1.132739245374558,1.150568799159063,1.1738729195726172,1.1791423467519428
Shadow Blaziken,Counter,Overheat,50,1.3652746119498789,1.148738202192153,1.3560559591645183,1.1403900300097807,1.1103241827776582,1.1038888577396424,1.118605243402145,1.1023988236215974,1.1428463237914277,1.1385803647803012,1.1490820230804117,1.1405074432346038,1.1648006098925527,1.1380711363763734,1.1958836144123002,1.1160930807459462,1.1701237224189294,1.121923157712719,1.1876920791192271,1.1611795345747875,1.2111004113066655,1.1621793878770443,1.1642410326724422,1.1158607533139855,1.1808633233010108,1.0984449472019067,1.1434935190500874,1.137951637495327,1.1972955399281782,1.1709500165404596,1.1774221706814,1.1542194159157393,1.1716053583360395,1.1803046449591597,1.141293325480108,1.1347088113277328,1.1877819897655122,1.1734014801120571
Shadow Blaziken,Counter,Blaze Kick,50,1.1936410665018993,1.101030272351617,1.1796025874506135,1.0950021340153546,1.083441071472875,1.091444296567495,1.0607093025901053,1.084033393070641,1.122580324219302,1.1436079447289762,1.09942677627147,1.1201967690946157,1.1138475901472378,1.1179744295423624,1.1281577755279357,1.1102482224736105,1.1376322957175866,1.129421982692091,1.0991858008385607,1.091396199165809,1.1185385809445827,1.1251036170327118,1.0969465965237406,1.0908769736503776,1.0850916647834663,1.0773768772084806,1.1147323249157146,1.1360878047166934,1.140337255614989,1.1157070035723373,1.1466891227360592,1.14443718554459,1.1533588177985286,1.1864028307710408,1.1105752767444523,1.1265166099693842,1.1626943435956605,1.1690568678809337
