Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,35,1.4491765262424885,1.2401661999460776,1.4763046601509542,1.3303891215929096,1.3651946616365978,1.3441244874434202,1.4602293702662463,1.2468529539433917,1.5258116126127577,1.2460042449872168,1.4922502523574936,1.2426190825403125,1.2977153337657261,1.322063200938092,1.3609870135765436,1.3361074018452601,1.274586720559517,1.3180472924898194,1.274586720559517,1.3180472924898194,1.2763409890425228,1.3005983569098,1.376206391834761,1.2564477028731238,1.320773190323772,1.2988985750338546,1.3529648465880513,1.2628942416960078,1.388743928385051,1.239702431565464,1.3438164348095611,1.224196400897041,1.617729968708113,1.3489954358928369,1.2763476002132998,1.2342601407386324,1.4962835961929997,1.3964618666770576,1.3867185981102486,1.2976395696121437,1.3189795585730906,1.3587630604250154,1.3043226514924628,1.3322052510731757
Shadow Zekrom,Dragon Breath,Outrage,30,1.1676886000532607,1.0666999684074545,1.1681701369918454,1.1193407393917318,1.1445519418837744,1.1493986228158244,1.2314473369276393,1.0511640926405978,1.270159669405541,1.0611523371548939,1.2757728178625969,1.0459420052283297,1.129116501226306,1.1800930360418016,1.1663873684051251,1.1738735705666288,1.1220385424708963,1.188034576199343,1.1220385424708963,1.188034576199343,1.1000563284479918,1.1246431645959762,1.1558246590738308,1.116311855148034,1.1622726363412534,1.1657080973778162,1.154116134801319,1.1256096425045177,1.095826597231599,1.053866309516424,1.1891261144638723,1.0596131055481612,1.1848499758827051,1.1253057079213802,1.0742361935794134,1.1110206004455743,1.1579431028156346,1.1738510645897668,1.2304900651951318,1.1197999892606714,1.13937489813009,1.1441252676719704,1.146451033243486,1.18523510032944
Kyurem (Black),Dragon Tail,Outrage,40,0.9977984461760615,1.0150850269529073,0.9889981586029665,1.0299277605779154,1.027011266948594,1.0676270447331326,0.9853104044202661,0.9937180782228064,0.9837697576819798,0.9901854769982796,1.0280871733372445,0.9848607072911905,1.0506372066851937,1.1001232749030336,1.0663733719685422,1.0839445741111318,1.0542296804275095,1.105847979775043,1.0542296804275095,1.105847979775043,1.0170749593478654,1.0584455473956065,1.0094632740673946,1.0277772332542685,1.021199449095162,1.0557945032623417,1.0559865124164012,1.029913001359936,1.0439838552519698,1.0103805912685524,0.985023793461812,1.0103870767772167,1.0145964170668038,1.0400953057321598,1.0108809086834625,1.0348509681914988,1.0447007556200663,1.0848749346503919,1.026893686200518,1.0434850232654596,1.013859928171175,1.0404152358042524,1.0414894679045623,1.088868922831187
Naganadel,Dragon Tail,Dragon Pulse,35,1.6905419196689233,1.4337507629351625,1.571778061069629,1.430196887836662,1.4501573586729812,1.41781516525196,1.5561417600739957,1.4014121646565327,1.5766971909118683,1.383429676319725,1.6162656267524826,1.4118625277161865,1.4496097726501527,1.5247752488048347,1.4973766138458804,1.5080252541109804,1.4408181570461875,1.505943730414642,1.4408181570461875,1.505943730414642,1.4295671211911873,1.4558098011499507,1.5579623494664758,1.4332964146394056,1.621520297303952,1.538338283269728,1.433489819109894,1.429913001359936,1.4085964214421522,1.3783377916291086,1.5020657465312597,1.3991230149324485,1.4751955439964903,1.427663870353179,1.3840084011345457,1.4031399567511689,1.445377469078676,1.4718387837341984,1.7586446967158023,1.51573311657171,1.616402601125206,1.552731237670228,1.4717480283518019,1.4973544973544972
Reshiram,Dragon Breath,Draco Meteor,40,1.169278151687224,1.2073132607642088,1.21949452639673,1.276488799854307,1.2300614222790134,1.251597249688156,1.153536902487211,1.201080320160973,1.1470851891752827,1.1812742197424067,1.3889174079218685,1.222001259630566,1.3710016193253811,1.3657227044881513,1.2981203163951232,1.3371438947165344,1.298187550146086,1.3639962456666213,1.298187550146086,1.3639962456666213,1.2316034477261375,1.2805645598410051,1.1642130437339502,1.216696397650272,1.2252265942385818,1.2686122737904717,1.4231114588572813,1.3069505765755696,1.296099569011134,1.1881370405917795,1.1273688624719675,1.1849909748937955,1.207995307428854,1.266225849377192,1.2441007220133935,1.2572912884029666,1.232004909744479,1.2753580833812295,1.2362920801153923,1.3019519655748966,1.1945189773104095,1.2620504375488273,1.3157632025556554,1.3633123689727462
Tyrantrum,Rock Throw or Dragon Tail,Outrage,45,1.308955246099313,1.3476437088655961,1.3060766102106478,1.3406968979542282,1.3461873903475412,1.3863282187539085,1.5079107184149354,1.3554468338870835,1.4545894904407393,1.3438861732405012,1.4589865150508599,1.338551597401365,1.3711777263297151,1.4348618848603814,1.429505244880898,1.4308065352010382,1.3774221505669346,1.4532695248043357,1.3774221505669346,1.4532695248043357,1.337241606529849,1.4066956457046902,1.3005655421167153,1.3412888218035925,1.3711932937338422,1.401341099347532,1.3901507107062352,1.3790607127554537,1.3422967582776502,1.3057156203356677,1.3003409484566157,1.335972797053622,1.3241703771751012,1.3746106692973505,1.3566327415244395,1.3463079827135533,1.3615059147483919,1.3923152107910468,1.42652725289823,1.391298551486749,1.4172726404118636,1.3948393406136361,1.3623939303184587,1.4132574623140661
Flygon,Dragon Tail,Dragon Claw,30,1.8690728828445862,1.7427556308336627,1.8549667132074708,1.7675468949189583,1.69615409318473,1.7280450001859233,1.775390363527937,1.6972121816950032,1.827028830538181,1.670492916981557,1.8131411390166257,1.68584727410769,1.8043751852345014,1.8804169011180645,1.7823251485702831,1.8654866787969118,1.7858724283573277,1.8766406285480721,1.7858724283573277,1.8766406285480721,1.752584200401739,1.818516117375732,1.8198335064918092,1.7400923947490508,1.8199268281423122,1.8001758125076943,1.7870917863596565,1.7554015536802101,1.6902828615325103,1.6810755380062112,1.7702499680930588,1.6934836909949496,1.760283784209595,1.7719570397050661,1.6837600965737898,1.7587487282161003,1.7506518724895197,1.8073185066843314,1.832092447104177,1.7720003481023792,1.7815324606711893,1.8087779545084108,1.7591394629130477,1.8332534691025257
Goodra,Dragon Breath,Draco Meteor,35,1.5399248725960306,1.5734195870473873,1.5640037232643316,1.641303951921326,1.6021817247592294,1.645386906271022,1.6183849152741774,1.5173609843367775,1.6375118586290622,1.4861394735572673,1.6424547266342846,1.5499840389277613,1.6439825095677645,1.7462770549754523,1.645557266231138,1.6792697642924423,1.7082330411614213,1.7868715654661884,1.7082330411614213,1.7868715654661884,1.5166296457684583,1.596114399889469,1.5285205078444055,1.5860793653905212,1.5501585005539826,1.6223647359349995,1.6736638163900222,1.5803312282270534,1.6614930972443718,1.5205349225059392,1.4503673856364068,1.529573176290408,1.5383343796280362,1.581127428999411,1.564230403077799,1.606196818168435,1.5756805289015745,1.6464269594329115,1.5592903525647555,1.6131897472739696,1.579614777178892,1.6269127656345723,1.6564240790655884,1.6956673654786862
Naganadel,Dragon Tail,Dragon Pulse,40,1.6028287733656648,1.361777651334082,1.4091988911147535,1.3596187701086626,1.3888136744855841,1.3761024403270898,1.4480387503498973,1.3435158478058913,1.489658873470438,1.331916997636314,1.549692857204483,1.3413490988464891,1.3994665246356517,1.4504731265006678,1.4235548679228154,1.447791400135425,1.3653908745477392,1.4347325037467642,1.3653908745477392,1.4347325037467642,1.3920545004304345,1.416173704179996,1.429852847966858,1.3784509177399225,1.450524359842423,1.4318659208420537,1.3746586188267294,1.3534100858808846,1.3367187186383525,1.3181307272070388,1.4302295476507376,1.3323901033784893,1.3736532490480335,1.370417410990215,1.304923889254203,1.3344292757292924,1.3902662367393062,1.4113891784295962,1.6708941972444364,1.4347974618152057,1.5126981896663163,1.449817055692631,1.3903763601876808,1.426115603474094
Shadow Latias,Dragon Breath,Outrage,45,1.1257896068795663,1.1494244698324272,1.111230498391307,1.1609178655982517,1.154038252862373,1.20177489089686,1.2737635952795323,1.1308757368124267,1.1740605553858277,1.1265215224067793,1.2364762266299707,1.1171585840372023,1.1964194439313955,1.2477782598050795,1.245300790987808,1.240950547185014,1.2176756437622054,1.296914028793315,1.2176756437622054,1.296914028793315,1.1858626223549542,1.2046656959751731,1.1255823678931514,1.1631936957246192,1.1628516250153884,1.2109942447371662,1.1895638890441327,1.1671622049591088,1.1906113035132344,1.1404691611226876,1.1015023611136434,1.1475267562492024,1.1645332758073235,1.2111560061759665,1.1494603710501092,1.1961835032861916,1.190548092440877,1.2106579122545533,1.134007380511081,1.1566812511688278,1.1527525952237765,1.1880285291952137,1.1870220624937606,1.2292902066486973
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,30,1.5231576666506774,1.2691304441316433,1.5445921609097715,1.4028308949998989,1.520615507350729,1.3991205830552935,1.5141257033440028,1.3291609364667891,1.5940610377707387,1.3283513691691726,1.5524299654032976,1.2768232289680521,1.3238435997989801,1.394645058480411,1.5567517675229712,1.3757173173748738,1.3635799385379295,1.4038671147645216,1.3635799385379295,1.4038671147645216,1.3905198159228833,1.3619240947593287,1.4524173576669999,1.3280977397918177,1.3360481041487136,1.3425747106980181,1.4430652582946777,1.3509864192701055,1.4218344579430044,1.2816353491155787,1.3615019964628876,1.2534869728517513,1.6847857438912952,1.3939990353082046,1.3646347567498602,1.30050740497198,1.5694784045928192,1.4628245967807403,1.4567242084836993,1.354826495034912,1.42416888204448,1.4413347346886012,1.386083657781771,1.4151043226514923
Mega Charizard X,Dragon Breath,Dragon Claw,40,1.1925855107654493,1.2471463330317432,1.2399886683259476,1.3193670450636394,1.2273545488656992,1.2897241913183985,1.1888775299086007,1.2245934093573656,1.1576373591034073,1.2117026579408596,1.2852351454183095,1.2525796543780792,1.309937589395781,1.4173327949899703,1.3360884877417696,1.3861579025015793,1.3188893682728553,1.4216169368878393,1.3188893682728553,1.4216169368878393,1.230833979870551,1.3105419221817178,1.2616881971262226,1.3417478551218969,1.233857564939062,1.3082066354795028,1.3148661487732634,1.330736414612791,1.236976363125454,1.2330314100014232,1.16795996134702,1.2426769011978778,1.2441736736093774,1.310165379199015,1.2573338175108695,1.3117056462297947,1.2654801450842483,1.3303686529700383,1.2866993413828922,1.3508946045982844,1.2404422137666293,1.2917082108552576,1.3312668463611859,1.4000598981731056
Rayquaza,Dragon Tail,Outrage,50,1.0323004831509182,1.0537371003997864,1.0212246302029584,1.0557882595762764,1.047239715909283,1.0826065424699396,1.1558188404915193,1.0636427438428242,1.0936429708478719,1.0420277853708737,1.2218179229899835,1.0343831692650143,1.084340221551202,1.1293484470368922,1.1367830136219375,1.1167151498186139,1.0985512511921522,1.1542739603675614,1.0985512511921522,1.1542739603675614,1.05988032861804,1.10508975353647,1.0305935088441507,1.0548994047268996,1.0444474793795397,1.0849728394681768,1.1025708377577823,1.0725870452132118,1.077634560854825,1.0332127829618898,1.008868306379565,1.0369828796470182,1.0350609719148647,1.0804063340015078,1.0390842501627557,1.0705230753125072,1.0740423238158328,1.0914212606223557,1.0742032066154266,1.0754326745927851,1.077385160996611,1.085923686088926,1.0848357791754017,1.1230008984725965
Mega Charizard X,Dragon Breath,Dragon Claw,30,1.3385397627747186,1.395424539302946,1.3012060138813006,1.3794087294360469,1.2961453040859168,1.342463009725476,1.3934852191269,1.3458606658796517,1.2653539097297037,1.3288317441430433,1.3281165071997378,1.3071190695989028,1.3935068058914235,1.499201075541314,1.444125846878984,1.4962266363536636,1.3879111979048397,1.4832928380035424,1.3879111979048397,1.4832928380035424,1.3606678640890202,1.435525183067456,1.3327828200654734,1.4114833473820398,1.3779122553243877,1.4507070971316018,1.3864937871420853,1.3958475381434081,1.3619503614686466,1.3641709941938756,1.3416832278884898,1.3680110124528233,1.3639578541182402,1.4348239195088313,1.3785254176849118,1.4489078197943555,1.399014154481603,1.469877483691011,1.4485113994271124,1.404456080774565,1.3808175446681992,1.434561017968447,1.4670560047918537,1.5384346610761706
Shadow Flygon,Dragon Tail,Dragon Claw,35,1.5097515105702703,1.3973234001518426,1.4844493008761812,1.4206175762358608,1.5252272489106589,1.4629108481142312,1.4418927306582934,1.3691567174169679,1.4944907623289545,1.3560302133749258,1.4871729058641843,1.3750355888772896,1.430068338108267,1.4932306185651143,1.5697230596966936,1.5045374934273492,1.448056224170035,1.5295956522397325,1.448056224170035,1.5295956522397325,1.4262448055605745,1.4654047677248623,1.4582377694574584,1.4127640666758146,1.4593592268866185,1.4708447463991137,1.4566869725591014,1.4303582406527693,1.377002127574164,1.3678221742129253,1.4425729757324923,1.3854850766678215,1.4937452583459172,1.4131886457229978,1.3650142472511475,1.40172013884118,1.4274724882208347,1.4861686133543752,1.4915372238094622,1.44684310025904,1.451547017530055,1.482220960752685,1.432095437755815,1.4829889188379755
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,30,1.3812872887145142,1.4019464977761165,1.4096035937594853,1.4914466096035939,1.4963136491324145,1.5742940832462875,1.5143711384537994,1.4561076831331312,1.4322389895644065,1.4430926500619061,1.4345531331153427,1.4101844582294427,1.5005046969026643,1.5855858564599055,1.5087137274780313,1.5624411298528862,1.5117322918085896,1.5799139379626688,1.5117322918085896,1.5799139379626688,1.4589110541922183,1.5501907727625386,1.4638654199256398,1.518204509961513,1.4966703342361198,1.5788540256063033,1.5195588591441718,1.5267776970509883,1.4873641071304755,1.485698176417136,1.4215855014859518,1.4755538133352781,1.4314668890143905,1.531806954991553,1.4707481524374086,1.468984830194358,1.5424780571439705,1.5982419737692355,1.5407289041626009,1.5841167179870794,1.4999589710155516,1.5943582336179134,1.5101727063991215,1.5594389537785764
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,50,1.1030644769118039,1.0849078605892093,1.123185414516684,1.170699528521419,1.1267514814702135,1.1508344573238547,1.2758163252887411,1.1044681360319024,1.1926263446479395,1.0638577125307522,1.33469505724417,1.089632205129975,1.1534450395811229,1.1969091073092997,1.1150280117872693,1.170688435538844,1.1213005434700336,1.1968697488532631,1.1213005434700336,1.1968697488532631,1.1260736946147878,1.1409146464592788,1.1100716157319375,1.125990760525095,1.1792806690877755,1.1848493475317001,1.1907282177387806,1.1376404180405746,1.2447659121016272,1.1123235080523026,1.2096267799515015,1.093695188433278,1.256915846395858,1.1833423419711224,1.0812305960945194,1.1000088329685644,1.2949678366276032,1.20868687065486,1.294205761835018,1.1711571256371847,1.1308633510001518,1.1350157090426758,1.1417090945392832,1.1634920634920634
Guzzlord,Snarl or Dragon Tail,Dragon Claw,35,1.6113372578662957,1.6707593623929617,1.6018778202715556,1.6983366721301525,1.6721953478623899,1.7667060485901949,1.629944706106669,1.6033058689417081,1.7118272740428682,1.621729832290846,1.669288740110606,1.6219878868403117,1.6895598613479486,1.8478907964761415,1.7236914277500162,1.8231039556956041,1.7025977564830375,1.8532971524592399,1.7025977564830375,1.8532971524592399,1.618509740570299,1.7377071133264608,1.6252180816654578,1.7087425427505407,1.6447221623784318,1.7616394035454883,1.680312598967939,1.692062072691369,1.669361107360385,1.6574222413610635,1.57118347402775,1.6774901088482506,1.6054580225757271,1.7020992953871736,1.6289858770647065,1.7058228891658733,1.6774051091216688,1.7767689854818336,1.6300791932912524,1.7145227201608677,1.5914063949011652,1.6939687392860956,1.7003494060097832,1.8224019167415393
Shadow Garchomp,Dragon Tail,Outrage,30,1.0939208333815769,1.0986117474647397,1.1134482688844372,1.1041745077804084,1.094044202406185,1.1223848205502651,1.2594695356205452,1.1072652849278501,1.22805349648663,1.1027198469231883,1.310056769651531,1.1015749695876869,1.1484624999463087,1.1758106291315347,1.1762870101720049,1.1807545214164394,1.1203714216509983,1.1798030488820261,1.1203714216509983,1.1798030488820261,1.0990190347642177,1.1420029545865173,1.1138860029142899,1.102537588457844,1.142702434445402,1.1466668718453774,1.1383073455168689,1.139212727509827,1.1102981158378373,1.0720072549184188,1.20507958502744,1.087003847065473,1.1230175947179488,1.1327687381685885,1.0562954529840713,1.0893732845230033,1.1482535012777675,1.1520137420890444,1.2492079745070557,1.1322594621818243,1.2015680940631621,1.167176812441337,1.152650494159928,1.1780373365279024
Mega Latios,Dragon Breath,Dragon Claw,35,1.042932780656761,1.0886559604878154,1.0410672008741577,1.1028491066189117,1.025103018379358,1.0742873224010465,1.08314976409832,1.079163979050795,1.0637411361772604,1.0756218745477641,1.0715185450404205,1.0637752681028756,1.1111578820770316,1.1916774406927446,1.1336394896218316,1.1733401928481992,1.1468485550358025,1.2347782975309203,1.1468485550358025,1.2347782975309203,1.0827007896610727,1.1445770583796537,1.0454720692111161,1.1008190722626259,1.0840110642619722,1.1518489166564079,1.096756645988189,1.1103429646602954,1.0853784928892312,1.084015458669226,1.020828851167794,1.0913778328805586,1.0526750806535665,1.1090998552962308,1.0917647289750814,1.1514101670739647,1.108855399582412,1.1600602677629166,1.0843796463798279,1.1536223940926287,1.0635297291524985,1.126582847636337,1.120145752221224,1.1814415493660777
