Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.3779170921706598,1.4083043724157502,1.3784317937916053,1.5715759351755705,1.5556480797529277,1.7085069385855056,1.4977530110406219,1.4810026992358145,1.592729459345044,1.405911672562977,1.4775694681244051,1.427655981380447,1.4526306799093636,1.5061116920771631,1.4613404640339347,1.4178879893344345,1.4751873102135324,1.4111720561449999,1.4563045885870811,1.520641821341105,1.4716606550946978,1.4866767520905684,1.52697190264674,1.5620998430519604,1.454380277307509,1.4898980653293135,1.479732371273169,1.4328792994418496,1.4590999780136937,1.4795193049113735,1.3937045044893634,1.4205182137264807,1.4363254172611886
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.485398951211762,1.5336209773635205,1.4857011672965124,1.6646427564612802,1.6849537692377916,1.8132847976916,1.6305086214322608,1.5972990212295417,1.702485840994799,1.5634004305016838,1.653705529034,1.5954921421010757,1.584533086107549,1.6551510948918935,1.6051384816243204,1.5941059368111532,1.666207487917198,1.6047200810366662,1.587895966576741,1.6431209697441873,1.6292655053765939,1.6179513234990237,1.6870229098727099,1.6635348873241569,1.6133299697129277,1.6538813904577538,1.6306856564075305,1.5572495704800475,1.5903515038157963,1.6134602429052354,1.535506403349293,1.582390735777903,1.5753063625915242
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.6903315833544834,1.7479620773521292,1.6907586028414006,1.9190032706291413,1.9271314401132238,2.094950806292234,1.8560177406125888,1.8308110746095863,1.9406566989683376,1.725793826279073,1.8487100489464787,1.7566645399102059,1.781919100482025,1.878313221270119,1.788690832367177,1.7581083928426777,1.8421746534476044,1.7500698048706098,1.7573533970938926,1.8415696190851893,1.8049575371393392,1.824242223302522,1.8901068293570722,1.8454166466838482,1.7929417673499526,1.8498122038192146,1.8220746978504159,1.747729024432672,1.8003554862720028,1.820122175657306,1.7261436096143348,1.7599985013529567,1.7814450249092277
Mega Charizard Y,Fire Spin,Blast Burn,35,1.0621548921135042,1.0332054489824876,0.8843481145593309,1.0388474351579176,1.044673162768452,0.8871951539326045,1.051939172839916,1.0450079891078645,0.8918252673007676,1.0641907491865934,1.1098615343904068,0.8894597683389456,1.0587368961925496,1.0920245577306245,0.8994952454438553,1.071568066594706,1.0976581425476757,0.8954557573464685,1.0482938238653494,1.0885925879932228,0.8891486103430372,1.0836015116267108,1.1123141045564924,0.9162878316681558,1.0752775273784796,1.1073783128560994,0.8899281941556362,1.0409399449211059,1.0702414116093928,0.8799847719006809,1.052087287089785,1.0672625562283915,0.8876103520622443
Charizard,Fire Spin,Blast Burn,50,1.3269699252778349,1.2964676840125742,1.1074779620573676,1.3247064043441827,1.3368349998977984,1.125205039968595,1.320987421554402,1.3137612760048227,1.103064184026678,1.3499664336558546,1.3955445118139325,1.132032437698024,1.3311648270811418,1.392413821248388,1.1284938105447606,1.3399288099166113,1.3753179372680786,1.1257602486554328,1.3209517758122602,1.3748545164317407,1.1141428889938585,1.3611748742646659,1.3954443140853343,1.1335798979307197,1.3383419590552412,1.3857195384479069,1.1231253851600327,1.2879584722779895,1.3300448530483495,1.0954487690373784,1.3149583818120028,1.3400794345315545,1.1034944768489765
Chandelure,Fire Spin,Overheat,35,1.3680391377074144,1.3206759967784933,1.1525130049341807,1.3875451267757666,1.3456097664631848,1.2172471484421339,1.3942100168362865,1.346719488294876,1.177994960175127,1.3736290190813123,1.3907135778526067,1.159273856968302,1.346517024811718,1.381484704712644,1.1335172488371257,1.3394154218752023,1.3594576748750933,1.1294216100755496,1.3145145533865834,1.3702858922846208,1.1171657299032351,1.3818356841137125,1.3608436459458895,1.2114004917079555,1.3534059206229616,1.3994856009066647,1.153875717311903,1.3009669547949412,1.3229867896894225,1.1126366991619134,1.2985160146711088,1.3103808664311924,1.1160632597118083
Entei,Fire Spin or Fire Fang,Overheat,40,1.3296573452148037,1.313726575630462,1.0952027131000603,1.3853112588394594,1.371973268392696,1.2035980577031697,1.3663564037048546,1.3501253755316436,1.1774241420214338,1.370769930238836,1.446796678530327,1.1363093271812796,1.37723984511424,1.438095374211111,1.1645541524168312,1.3710031083074843,1.437757142295725,1.159993909188475,1.3829858999419928,1.4384907050514633,1.1399070630890291,1.3972479603253622,1.4344641227321222,1.1713233971073094,1.426304885169413,1.4735083563744908,1.163124732607137,1.339376867749827,1.3761529079554196,1.136595788564858,1.3412902048352175,1.3660264311212333,1.1338798025257304
Shadow Mamoswine,Powder Snow,Avalanche,50,1.0952777550176163,1.094018929348684,1.0950815568749785,1.3418505480190492,1.2024394938404241,1.4267204460566778,1.2808456320679806,1.166908837022535,1.2667316253032996,1.0985045216884761,1.166627372732052,1.1234340146057997,1.155712708164116,1.1809541553785814,1.1675450035360198,1.1327325321403166,1.193541035811474,1.1291638619640623,1.190416646901743,1.1765839898829027,1.2265917903430563,1.2373889332909713,1.1851895917677087,1.2483547999063274,1.2376463485817522,1.1867763881298823,1.2401402747876162,1.1779593920630582,1.1522001635938577,1.2235708941966807,1.1667963518659596,1.1483537642947819,1.213565166642928
Solgaleo,Fire Spin,Flamethrower,30,1.6463434301850368,1.654192405078469,1.3851795710120367,1.792053011969329,1.80413749002486,1.499487823420673,1.7210732956653685,1.750857651762045,1.435029380543313,1.7903598436412205,1.8684479029026897,1.486066259785744,1.7746812373296927,1.85589707711416,1.479514934194904,1.780207291535502,1.8530324759641523,1.4879249890666726,1.7596977410578498,1.858953414992892,1.4705002336669248,1.8612441677449865,1.9086346513909027,1.5462780305996269,1.7932812152807944,1.8745901528450866,1.5051761952090539,1.755335040318885,1.825526117879064,1.4564659988578925,1.7376290842328994,1.8036118090965125,1.465566721874539
Arcanine (Hisuian),Fire Fang,Flamethrower,45,1.3937760173625613,1.387543041685735,1.1538715534176547,1.500462484451729,1.4891582147590652,1.273084136204863,1.439101445748645,1.439641008005197,1.275054408723898,1.450595980208289,1.5127554327749602,1.2219312547063923,1.45775233810376,1.5193039301564202,1.2430343337448215,1.4366565340280557,1.4967944755560358,1.2151119725120623,1.4351903602789293,1.5007840351333765,1.2157001973139185,1.5568851740430654,1.5239866550142243,1.3248113586995311,1.4675845948368127,1.505220131512741,1.2587252371652509,1.4202771782961547,1.459254865884352,1.2155386784377293,1.4152187497184763,1.453172848441997,1.2075358461125807
Shadow Weavile,Ice Shard,Avalanche,45,1.205672609400324,1.1488920075861282,1.2011561551359247,1.4133808971113409,1.2930338770235532,1.4172091090884864,1.3432732114001402,1.255849796727734,1.3836887623234546,1.2312075092707047,1.2516273904920223,1.2358801574954181,1.27125998536,1.2570523663264843,1.2700842394079117,1.2477468293923133,1.2626842353046854,1.2626598308115549,1.211742406865584,1.2433132192173852,1.2421140122887382,1.2568882025084145,1.2457160519274408,1.3383358753843597,1.3122200859958593,1.2614376218232806,1.374546790441726,1.2726799569324168,1.2317284040286258,1.2830895137780032,1.3449712107664507,1.2358523306447653,1.3348865528041076
Crabominable,Frost Breath,Glaciate,30,1.905165551862858,1.5496695557638387,1.9062062963266428,1.8990616819568364,1.6255433840147078,1.8905435281758258,1.795125052079196,1.5558628353808042,1.8384766462305056,1.5525860292968474,1.5605538180384468,1.5488082393830898,1.6311701478998177,1.5949763550739,1.6318851006228803,1.582251906844498,1.5800820838824823,1.5948874763817784,1.5576023007151532,1.5980369333360271,1.59161792210137,1.6153303625131077,1.6002614091304135,1.6921155049588619,1.6252622795053777,1.5961503292955401,1.6879877035551547,1.5985549701102644,1.5312984659919717,1.641631570827303,1.6078114078194552,1.5121593979196513,1.6185696313010858
Crabominable,Frost Breath,Avalanche,30,1.8337570220649215,1.6495878190280722,1.834621003343412,1.8922874880797338,1.7226124895797887,1.8777044370993874,1.7866907362213447,1.671937014255706,1.8298323376696073,1.6688025251125984,1.6811878845033605,1.6674003754457754,1.7237825269480525,1.7332132906129567,1.7316504507973223,1.7069972264809146,1.700133170621436,1.7179137114410443,1.6873709769636238,1.7063286100152355,1.7342994167822716,1.7342997051229412,1.7287084936971315,1.8387537003960197,1.7579854043787317,1.727989854646477,1.8647632293292347,1.7225434729608602,1.6539488209289959,1.7452711816582067,1.7742461798949272,1.6226244916906831,1.7629380733097844
Alakazam,Confusion,Fire Punch,40,2.0524114335504318,1.9005613655031004,1.8141677341737492,2.2072883425565477,2.0207048933198735,1.9710682722478818,1.7364666993135771,1.6512109188161173,1.6459007681409061,1.6929139049912623,1.67590533669352,1.5168507487603544,1.9950642088502262,1.9961951841597334,1.7750270044462413,1.6606878331915085,1.6418490539707085,1.5165387416745448,1.9638442167891397,1.9748588437576067,1.798845731353193,1.9970358451932368,1.981138821013602,1.8110951682173817,2.075989972888761,2.0022343727270377,1.8776084357853613,1.6768393365021375,1.6137351946984964,1.53097068804022,1.683978272333341,1.6230070429989323,1.5331062012154197
Mega Charizard X,Fire Spin,Blast Burn,35,1.248216580366796,1.1927369715839937,1.0513131835958966,1.2174490938919265,1.2157066924865922,1.043265299076176,1.2299622884612613,1.2218699439606067,1.033190997497182,1.2123892665842606,1.2534076943295966,1.0321087389710584,1.2228995982179218,1.270228710827625,1.0140633198085813,1.2453782415726302,1.268964210295236,1.0393850021901028,1.2275321381993518,1.2736417031418032,1.022735457908691,1.2535231872562695,1.2840731136684316,1.043480312378944,1.254619685944054,1.2900277366968635,1.0279516930972228,1.1996757306757828,1.2381860330063479,1.019977813669252,1.1986641418402642,1.2165836157256147,1.0133918094352126
Shadow Glaceon,Frost Breath,Avalanche,40,1.2732610459504343,1.2319559660822523,1.2747177684472217,1.4189904130159088,1.3034987154075506,1.4311163111681469,1.3632362607288173,1.2838757781712837,1.3679816265602391,1.282882585283378,1.2849351938678375,1.2832253527130133,1.3017445741855573,1.3013522972591585,1.31651616555977,1.3131673697948683,1.3017976945430523,1.3142660532011077,1.2832389357692158,1.307075715454823,1.3172360424445626,1.302278963715276,1.304678433904776,1.3642738102928669,1.3104419358038106,1.302503351342702,1.3841695559725649,1.3040047868172666,1.2516117142908203,1.3379905171962918,1.29871105162107,1.2524850010072017,1.3182097193242153
Shadow Typhlosion,Incinerate or Ember,Blast Burn,40,1.2847171289421986,1.2508128708379713,1.0731197053480603,1.2789940826806272,1.296915557490225,1.0732523701316625,1.3175764227634104,1.2937352121060375,1.1330037302614402,1.2490598315644403,1.296254599832346,1.0468885419774663,1.2172056851139508,1.2871793926931212,1.0275796629011686,1.258230495510891,1.2870821976555418,1.0559002674297062,1.2311479268163341,1.2947833132764526,1.0198517808506897,1.2705964428658725,1.2958325897897243,1.111867252720402,1.2673710738090953,1.3057139943825884,1.0660939931696831,1.2259356107823731,1.2506089682159334,1.0480421284515098,1.2215177019517254,1.2554718735526467,1.0410918267536864
Mewtwo,Confusion,Ice Beam or Flamethrower,40,1.4974252428620247,1.577298870674098,1.355764887976706,1.622061698201187,1.6621000660383798,1.470132004229765,1.3570427329284984,1.3606377476715614,1.2836161782534707,1.3374156845403011,1.3885447524615322,1.2185745092920168,1.5722050247469728,1.6623764911422145,1.4524162974093122,1.328833358673523,1.3776511901315105,1.2059949809238213,1.5742438605088673,1.6732039061096897,1.455969242512447,1.6063557521796807,1.6771855578131616,1.4871301672141826,1.5948615561425898,1.6712580762593863,1.4845497470633098,1.3053905143434825,1.329129593125451,1.222798012411688,1.3198593319391831,1.3487179384620078,1.2254793555957157
Darmanitan (Galarian Zen),Ice Fang,Avalanche,45,1.0552710701916714,1.0527288878408112,1.0547471257246892,1.0537484198472875,1.0945740092909293,1.083514124163064,1.0404608845435652,1.0780527626358458,1.0642739397547192,1.0541311023258457,1.1115925543099898,1.0532977379125643,1.0509988588651986,1.094295686331368,1.0509935208270447,1.0526797451070997,1.109407863356837,1.0592358002227569,1.0419371859599347,1.121554410139089,1.0541570035340984,1.0652474635151363,1.1052285922090133,1.0913278717535553,1.050200529241473,1.1117381865957696,1.0669343337789623,1.0439074240427226,1.0734412471301802,1.0385246647498192,1.0338698635308299,1.0817987720304831,1.04306421359478
Shadow Typhlosion,Incinerate or Ember,Blast Burn,35,1.3431154786195483,1.3030567840491458,1.1310858895215103,1.3438460855580951,1.3588163634917392,1.1544714253182768,1.3800915688851483,1.3490841267973819,1.2084457456282804,1.3114614857280877,1.3482918904422945,1.117248083699189,1.27859593065854,1.3402512011877308,1.0808147981438092,1.3146700449512434,1.340200123718177,1.107737014890522,1.2847531312625358,1.3454298712616217,1.0686265319188846,1.3407574059604261,1.3512455555497145,1.1667001496461809,1.3166919173402143,1.349207491630887,1.135537927219165,1.2801568586044418,1.3057924653371373,1.0895826389174672,1.3011256200702601,1.316321805683274,1.1096863037072453
Pyroar,Fire Fang,Overheat,30,1.6835964463505244,1.6343291792152872,1.3585293482844276,1.761432770897173,1.6839343313438697,1.514755534812872,1.7758865027148218,1.684020728441727,1.520143629645942,1.6814016035477317,1.7015266026597335,1.409316924896637,1.6317339136067799,1.689779396102578,1.3675972129930603,1.6794542009585123,1.6685562771621723,1.4298051730880084,1.607019451546568,1.6702297150963228,1.380329711011813,1.6959020542057885,1.6835134055389567,1.41627349564209,1.722335468750591,1.713918138518728,1.486246045897312,1.6224921715797562,1.6190134493563224,1.3744595852835044,1.6642961634800817,1.6616672929071339,1.4098015663246817
Shadow Ho-Oh,Incinerate,Sacred Fire+,50,1.0455716275602682,1.091114127665187,0.8712293185074752,1.0447478508154815,1.1318955544607436,0.8886456965088972,1.047696331445913,1.100812083513076,0.8883778172624394,1.0983533843399687,1.1783562792151516,0.9028431936689258,1.1191191823778617,1.1907621117072302,0.9263367954241648,1.1260940746234405,1.1701923062601194,0.915787197861204,1.0961095822864426,1.1626542498719363,0.8881597860306462,1.0914196771488227,1.1350247887468032,0.9188961337334176,1.1176176355016776,1.1593390602564673,0.9311238321292999,1.0606720398947345,1.1238181540651466,0.8935106950017304,1.0548768842555514,1.1124056288581148,0.8798135160532933
Mega Charizard X,Fire Spin,Blast Burn,50,1.1208091936840885,1.0714911658376416,0.9291547342357015,1.060540536457987,1.0930720362617063,0.9126911116368713,1.062015135563446,1.0776729992957788,0.9087032003692386,1.1135269258911955,1.1484384989983378,0.9361615642271572,1.0926425131345874,1.1335887785483876,0.9239794488974971,1.1121641961795854,1.140805790533142,0.9390188545905827,1.1033167695324344,1.1342705043485288,0.9311131130895016,1.1281257092422345,1.1395427655913315,0.9400429010014673,1.1020916559464908,1.1346000047379707,0.922808919585218,1.0803724916387274,1.1083370072817138,0.8969798586744503,1.0780949047596777,1.0980130028180546,0.8986890379491449
Shadow Charizard,Fire Spin,Blast Burn,40,1.2539723254201247,1.1940573995727306,1.0343865348220478,1.2102621376618192,1.1943370395828066,1.0094319134831886,1.2333159708081651,1.1875161097754035,1.0482267599416377,1.230641188213063,1.24792394825455,1.0273675816603443,1.1999620482706737,1.2369000669321106,1.0059834241861687,1.235414242210126,1.2587812350300491,1.0164317858325846,1.1914985000482596,1.2184537727560754,1.0169697948318546,1.2031359097521197,1.2301782669521573,1.0204104373623222,1.2121106065116012,1.2474435609954533,1.0078961722861577,1.1857682197371449,1.197855228453461,0.9939571924487121,1.1968001720581847,1.2008396570043136,0.9985875325005776
Frosmoth,Powder Snow,Ice Beam,40,1.7123021781141397,1.7170616942486514,1.7113817405328273,1.7406338881248582,1.796325455982216,1.7673533870939415,1.7405149664631767,1.7799393786428206,1.7571638013472382,1.7319217708821735,1.792106447934871,1.7372268072545929,1.7210530675036253,1.770446967710207,1.732989609594831,1.7184383736708289,1.7711312261676664,1.7297203531524934,1.6879757836253815,1.7699962996594245,1.6851505558185578,1.7042022746516194,1.749147087079151,1.719726787917733,1.735682696869404,1.7740218729784716,1.7606101045934286,1.695737394640752,1.7274796528295029,1.7030386190042024,1.68476843802356,1.7273880481026804,1.6996495371321823
Shadow Alakazam,Confusion,Fire Punch,40,1.7524485048572405,1.6203023859532721,1.5533024938697446,1.8487005988171115,1.708057311747009,1.7161224819233647,1.5461874173981218,1.4576022553853158,1.4043397765731271,1.4339118199707317,1.423057259032721,1.2974977089638122,1.7062894315282098,1.6778352085631776,1.5160890536295473,1.4210169432490127,1.401594495629591,1.2911764237472447,1.7324224500278413,1.6634752277070957,1.5596588645010208,1.7565910162042893,1.67698462768405,1.61516926363752,1.8021058265804555,1.73935020220202,1.5866830248957775,1.4609377446509415,1.397232545438776,1.3269925274431236,1.4535277312911172,1.3962691578163224,1.3381263128642575
