Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,25.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,1.027560256454212,1.0985343024651146,1.0529153656269603,1.10450851355362,1.1901699657595126,1.2557215622318922,1.0122884200855153,1.0763719566062404,1.056104616774388,1.134083258950176,1.0664406477227104,1.1506446000802961,1.0285281631107865,1.1005921959925367,1.0692581467051325,1.163568588961921
Shadow Latios,Dragon Breath or Zen Headbutt,Solar Beam,45,1.3417543799499434,1.4057993622930025,1.3846125137953156,1.4011899959302707,1.420238214857125,1.4698444106075945,1.344835506555002,1.3855878299586557,1.3981954466753417,1.4091647219503802,1.3839229156443769,1.4331801757594682,1.3609150644925774,1.4078130211009257,1.3712141490448007,1.4362192546768582
Kartana,Razor Leaf,Leaf Blade,45,0.9961771865464395,1.0344121781465354,1.085217286219257,1.0324529804102074,1.0362346284945778,1.0879045285556388,0.9796105869465351,1.0231898653662672,1.0270037747211975,1.0689451213610506,1.0225186242583753,1.0648525672480706,0.9989454043968524,1.0394256510099782,1.0103401441473594,1.0728667876156204
Calyrex (Ice Rider),Confusion,Glaciate,45,1.2096547468028938,1.2790928103678816,1.3737770819152961,1.3040958536745744,1.5217771044759967,1.5872436794224718,1.2495936252164386,1.2908583342167568,1.263488444621291,1.3183993461451602,1.2696792612749253,1.3158852656466073,1.2590609592313171,1.3108262801618848,1.2412237654779963,1.361974442098167
Calyrex (Ice Rider),Confusion,Avalanche,45,1.2720454623375734,1.3496091473240306,1.321890700224457,1.3661263464317004,1.5473067499362336,1.642028459023489,1.2852132584190252,1.3569119050143115,1.3074730876359062,1.3806768688096185,1.3308025159477181,1.4022393719052504,1.3236166319641618,1.3888122729690022,1.3449920193518325,1.4329972538639226
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,40,1.340336681866493,1.3753608530188226,1.3589981002006428,1.3906122543278636,1.407925552060226,1.4690328414966878,1.345992791264709,1.3835736245097,1.3794401367933151,1.4201877681826491,1.363831021100058,1.4079404023731987,1.3330448969290536,1.3983216606725977,1.3631343623908239,1.4365662393797896
Kyurem (White),Dragon Breath,Blizzard,45,1.2753214248980012,1.3385847018891213,1.3243840758071481,1.339776182665086,1.360916377464658,1.446015195665448,1.291989116223188,1.3786441217004133,1.3451772828459891,1.4180907008506565,1.3311861533657492,1.4205379845652852,1.3242115320479886,1.405235120737676,1.3361389525027512,1.426483855297465
Kyurem (White),Steel Wing,Blizzard,45,1.3231443069222066,1.3910566736380157,1.3866633729702447,1.401692936265197,1.4220004792122367,1.5050742392505738,1.3692621647408034,1.448664263754903,1.416552851473862,1.4929828900814093,1.4159164919480751,1.4962037739215772,1.3977538015016722,1.4952813606987372,1.6945344952363957,1.8417254062199486
Shaymin (Sky),Hidden Power Grass,Grass Knot,45,1.188675557993623,1.2521719751774265,1.2128166258212767,1.2474057697741743,1.2455421668122337,1.3188384513715516,1.1617901692639314,1.2293013887416515,1.2201060363276588,1.2755976641896178,1.2229914796805994,1.290172636838114,1.194865832003822,1.2579432681647333,1.2194826953771725,1.3089551794902299
Crabominable,Frost Breath,Avalanche,45,1.339806973634587,1.402022834024754,1.4518981110414062,1.3617882638961702,1.4060009738829329,1.4879694540845112,1.3147902752747447,1.3707021449521184,1.3634163915386022,1.4299955907815072,1.3722621224963196,1.4425391443993396,1.327140964278954,1.3865498499229334,1.3580584718793682,1.440948160485382
Crabominable,Frost Breath,Glaciate,45,1.3399321150615422,1.30570164912401,1.5172572513155531,1.2813160331336382,1.320121503489747,1.3747130523500721,1.2433919926499168,1.272597971659776,1.285695849957521,1.321539570047426,1.2813846634250792,1.3368068876299237,1.2398799383467185,1.2923483230127182,1.2513358911062864,1.3400053534782739
Shadow Articuno,Frost Breath,Ice Beam,30,1.5990022971166045,1.6689940686392155,1.7349930956777342,1.6770501038758394,1.6823209330726006,1.773355799627451,1.5840930774939044,1.6771794056327078,1.6022132125996107,1.676331100046243,1.654092875942365,1.747450595530178,1.6435917543242926,1.7092110362979187,1.649505794644539,1.7606896073124547
Kartana,Razor Leaf,Leaf Blade,50,0.9491240100113142,0.9882589913258134,1.0314559856119965,0.9925252047749119,1.01394353024834,1.0625681138360938,0.943072193363723,0.9846549348033499,0.9884715067697636,1.0337681611408047,0.9838336976401837,1.0284516215372261,0.9589158396654138,1.0005318046203906,0.9741843381018945,1.0342820886496347
Shaymin (Land),Hidden Power Grass,Grass Knot,30,1.6310162169575206,1.6955926217986081,1.6646489814125336,1.7008322507379716,1.7148996359532844,1.80931990508506,1.608740591540337,1.695669458284745,1.6690397582457763,1.7500725907922614,1.7011196859526252,1.7796226078422626,1.6533354966063654,1.7306905347791208,1.6821322705687576,1.8062635695803468
Darmanitan (Galarian Zen),Ice Fang,Avalanche,35,1.071738608701615,1.107525628278534,1.1887074788827259,1.1210842185142467,1.123598110976279,1.167531052180029,1.0734213223082087,1.0991466129545213,1.116209792766731,1.1407938744125523,1.1789713164116518,1.1748672882187625,1.0991590276087722,1.1345916371470035,1.092149223249958,1.1574319166443605
Shadow Cacturne,Sucker Punch,Grass Knot,45,1.362478143106936,1.3224311722151747,1.5235520027866092,1.3269840818495409,1.2126233778279318,1.2616885275044636,1.3348351531856248,1.3378034559525072,1.213287878950821,1.2383451450202716,1.3176517821296336,1.3762947762858544,1.294745950623293,1.3531543224899274,1.287422300211165,1.374148648246736
Shadow Tangrowth,Vine Whip,Power Whip,50,1.0891075530565366,1.151143415503823,1.133325395288,1.1650817233614896,1.1727328237194599,1.245441686827074,1.091407823598007,1.159060390826531,1.1276522524653985,1.1931560325636916,1.1282241156265334,1.192139893830575,1.1283902544549904,1.188204753792488,1.1431956299755128,1.232340957082949
Avalugg (Hisuian),Powder Snow,Glaciate,30,1.5060445023485447,1.55976788836699,1.870545290399171,1.6059897883563092,1.555298773371258,1.6580975274194418,1.508410191172833,1.5678999257924306,1.599836536290019,1.6522847279727273,1.5685774189231385,1.6314225810768612,1.4913694419656942,1.5678862118385117,1.4891988618901744,1.6494760530985735
Avalugg (Hisuian),Powder Snow,Avalanche,30,1.6282768196934894,1.6966931806493641,1.971144020430396,1.7485173923165644,1.7158271435086063,1.799101863517263,1.6602000070673875,1.7202816353934767,1.6937743985718434,1.784668824674417,1.6969799705580586,1.766364812419146,1.6600506566435016,1.7491684919282875,1.6552558268645472,1.7876949310491825
Avalugg (Hisuian),Powder Snow,Blizzard,30,1.8293362361573011,1.9259642746940036,2.2739780803318337,1.9784890819295136,1.9186498581686362,2.041490504641402,1.8493056291741756,1.9569949468179086,1.952477227999613,2.048737995633798,1.917937279743052,2.0152741223178836,1.8231163750754893,1.973734259935282,1.8517185656643766,2.0312484509611477
Shadow Weavile,Snarl or Ice Shard,Avalanche,50,1.0886447012034148,1.106613638701272,1.2550049672022476,1.1166519457393134,1.0374094713979856,1.07222192164107,1.0840930774939044,1.1188292872539665,1.083172916644262,1.0771613236258832,1.1097024579560155,1.1530980951956105,1.0818438297143578,1.126226981422893,1.0802526048637342,1.153040081690113
Mewtwo,Psycho Cut or Confusion,Ice Beam,30,1.5588730414509548,1.6583381904206809,1.6013140426983903,1.677643680101512,1.7676284404733378,1.8909714868719032,1.570938902434715,1.6753242164034063,1.6587695054147353,1.7005495391828966,1.6164607217736537,1.7151893652139,1.6067530173151978,1.7039921401079834,1.6017210441265404,1.708800523451209
Tapu Bulu,Bullet Seed,Grass Knot,30,1.4527479685946447,1.5031885349881715,1.5952716499819617,1.4979784642014888,1.5221017321203594,1.586679445659651,1.436720378811972,1.4871815258489698,1.4680976910750965,1.5214277264563865,1.5141901235669357,1.5718249542757727,1.4429571942348773,1.4893774280486376,1.490130763663762,1.5907761552112145
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,45,1.3535656735351596,1.375940274968286,1.4892027773680403,1.3852860628657646,1.3613492143238082,1.4195039380424952,1.3230502844623484,1.361770733948196,1.3545979545527869,1.4095411186509943,1.3894633537047776,1.431386893875184,1.3398862478930622,1.3786088351676087,1.3591787367774044,1.4605081838820648
Shaymin (Sky),Hidden Power Grass,Grass Knot,30,1.34650461137587,1.3890784105324512,1.4761867525871215,1.4043906868956495,1.4123389421776331,1.4897935522766443,1.3320081981695466,1.3967012968656136,1.369782872874703,1.4325120715798982,1.3728241959227372,1.4397287772672525,1.3598063870636272,1.4113824216038866,1.3768947843242225,1.4714431589487356
Shadow Torterra,Razor Leaf,Frenzy Plant,30,1.3172060890732677,1.3413875269996915,1.5512901397036738,1.3679497272925993,1.369812720766121,1.4424829377255968,1.294339022580303,1.3425209371355877,1.3339929237420285,1.3927645799950532,1.3613239951822278,1.4138912432528883,1.317478344735585,1.3721280297089498,1.359327444507232,1.4298049945969524
Crabominable,Frost Breath,Avalanche,30,1.651645695477766,1.5842098947440602,1.8684873225269285,1.5747239603974472,1.574969662773711,1.6582752997008787,1.5284374006148627,1.577838439520831,1.525740157226279,1.5887382107176273,1.5444082615871881,1.6115626533434446,1.5210152961430645,1.5987939752846057,1.550813431282158,1.648593720568262
Crabominable,Frost Breath,Glaciate,30,1.706639352693112,1.486117872938595,2.0861787375309007,1.489668397042071,1.4914166904984578,1.5416875999969082,1.4448302060143468,1.4733382805046114,1.4255003387570306,1.4772279996128492,1.4399250568764776,1.4921443547307847,1.4332495065033395,1.4782996673967714,1.433978724880786,1.5390357790797966
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,40,1.3674289436692153,1.3761545582336203,1.3009147116268076,1.3006659072208369,1.3168984147350031,1.3755323506906065,1.2626506236969504,1.3004081416304463,1.3359716949681137,1.3589964188542485,1.319721639826917,1.3517241379310345,1.2293520095905104,1.3081131752341293,1.228980162388841,1.290832664148549
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,50,1.3166986663009566,1.3374035725305997,1.4502773280539407,1.335034681557018,1.3139690367061114,1.3829369526739268,1.27437365277925,1.3311866143679987,1.3245507436523385,1.374041532687365,1.3280902886202435,1.3628228576526742,1.2958005462264406,1.3595540052098827,1.295561569957073,1.3898422706678961
Kyurem,Dragon Breath,Glaciate,45,1.358914183837899,1.3954880515651251,1.4161289233344765,1.3900844335523403,1.4251849218188422,1.5206795538688658,1.3346584684971199,1.40488179794339,1.3862260315958146,1.4915955993848602,1.3870901547932373,1.4463755185796492,1.3615910873151078,1.4354217931730708,1.440402898809347,1.5849963814452408
Kyurem,Steel Wing,Glaciate,45,1.4528953954811945,1.4869132924195152,1.5241935627191476,1.4911079082480436,1.5288261618964436,1.6208735575325206,1.4057740556203397,1.4661560479168874,1.4811640336821277,1.5736070633529418,1.4909845206762724,1.5897934603202926,1.516598613702532,1.5961710067331873,1.6853344436843827,1.8742031744143395
Kyurem,Dragon Breath,Blizzard,45,1.5896646895464053,1.632235060170741,1.6476272056954882,1.6532928374543043,1.6739733650747028,1.7766484514488439,1.575382522350613,1.6703152054842927,1.6194091647219504,1.725413229806317,1.6140964446625328,1.7131105857161975,1.6104305814697637,1.7088144362420343,1.671405486323846,1.8496961405387187
Kyurem,Steel Wing,Blizzard,45,1.7009771316899236,1.7435612164432408,1.7795024267315454,1.7718214792843674,1.7930962520965534,1.8983374427070852,1.657258207003781,1.7335153185624932,1.7345650467269618,1.8334068203082152,1.759985725119329,1.8745773297051345,1.7782645142099998,1.856448807045059,2.0514330468231075,2.2387948725574756
Kyurem,Ice Shard,Frenzy Plant,45,1.3257722768882643,1.374159152466829,1.3029868968936769,1.3395184923874737,1.3974524459147155,1.4728278932438803,1.30939255804092,1.3703664440439591,1.355985245249336,1.4195747792702207,1.3474862827318552,1.4096623098541285,1.3309717602732936,1.409011834906213,1.3426820926151741,1.434137346459269
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,35,1.4593838927555114,1.45570164912401,1.384964394312331,1.4220966747291142,1.4150287140880666,1.4715680288145678,1.365993498003463,1.3735821053747481,1.4245969866755568,1.4419650058610343,1.3829682829995091,1.4028995851362804,1.3232831273717134,1.3643943286192008,1.3270281255886347,1.4068742626575064
Mega Venusaur,Vine Whip,Frenzy Plant,30,1.3310127884252752,1.366030102513114,1.2925211172739566,1.2949309656632146,1.3329056492939346,1.3919801513383159,1.2831902187356443,1.331990529700696,1.308397948100272,1.3548453009560477,1.325877682116251,1.3743944327965383,1.305697520348287,1.3559485501563866,1.311512952443268,1.379631006553054
Celebi,Magical Leaf,Leaf Storm,40,1.4110930160798163,1.483020194054925,1.4472419143010995,1.4879445379435605,1.4889356077879716,1.5574165822892432,1.4239195731297924,1.4830824410756562,1.4576123544151334,1.5186316366803962,1.4629968327608511,1.5299281795066244,1.4345474703225982,1.4946413924267417,1.4278717941091912,1.5195451526237
Shadow Cacturne,Sucker Punch,Grass Knot,30,1.829080810505023,1.5198014879829946,1.8294054818719332,1.5507623189281505,1.3634129186343995,1.421312577775373,1.6275398423972578,1.5569808120428283,1.4228978244270705,1.3774075946099993,1.514859258598385,1.574555025204086,1.4727202257014864,1.5439009220951299,1.4829828787833725,1.5481267782966026
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,40,1.1212191860664449,1.1617478657386773,1.3277358265904378,1.16331343490477,1.1346045339660995,1.2111393657394167,1.0887928902081345,1.1596699530018728,1.1364706894512135,1.199393463602439,1.1338448498907079,1.1796672168443592,1.099411409462517,1.166139368865093,1.0574606668054605,1.12709553975949
Mega Glalie,Frost Breath,Avalanche,45,1.2396509754174239,1.2886927006548496,1.3743937614072377,1.3102910833832422,1.3197041250898522,1.3805872668671113,1.2213329092900809,1.282642496201279,1.2882768559045887,1.3400905502919762,1.2899228264263727,1.348003747156176,1.2549777813832328,1.3007670605626314,1.2775580207992545,1.3398863872944116
Mega Glalie,Ice Shard,Avalanche,45,1.2642369801487983,1.3211163300990847,1.3465969777373372,1.3135610841474272,1.3127941938027035,1.3809196237411017,1.2331972861231846,1.2978373794127,1.2939228064137998,1.3436609418520868,1.2966944729446401,1.3510103938974884,1.2671461921887817,1.318100285732313,1.2956408807463144,1.3696973302005573
Mega Glalie,Ice Fang,Avalanche,45,1.2585730448794872,1.3213803270819762,1.3901981727093555,1.318890829958183,1.3015095185462864,1.3649510353303085,1.2288773454892399,1.3038888299939926,1.2757267144869713,1.3454784002064806,1.2858901726368381,1.3443814961859302,1.261765050521439,1.3115473711725842,1.2659786455699968,1.3491260942410452
Mega Mewtwo Y,Psycho Cut,Ice Beam,30,1.1091061816436385,1.1764476977405973,1.1287847148790366,1.17715229139972,1.2541525286174726,1.3609472943831686,1.114261988056115,1.1867380472808227,1.14057879058363,1.2331293621689055,1.145693000847571,1.2237230673149841,1.157513317649604,1.2164534941366287,1.1417878634664764,1.2474694901307637
Shadow Victreebel,Razor Leaf,Leaf Blade,35,1.4894006925635137,1.4139901258271335,1.4662292448253125,1.3648094602543845,1.387613136598675,1.4436423221697492,1.3296494575780062,1.3574154563765504,1.3654166711475797,1.4085517330379516,1.3831734844091537,1.4268100102600705,1.3301154646980882,1.389515336704434,1.3569976900732634,1.4437736073521101
Zarude,Vine Whip,Power Whip,40,1.2143535502451401,1.286186443583502,1.2288574013090665,1.2952259766017227,1.3067190193153446,1.391346354508846,1.2041503233329798,1.2767323933707904,1.233000311871552,1.3146783959048038,1.2434580898425303,1.3176428603292143,1.237302037983469,1.3138097942186528,1.2598915424957122,1.3410859629816891
Kyurem (Black),Shadow Claw,Glaciate,40,1.1778122535742448,1.1983474474577434,1.2266999116744357,1.2004581555418514,1.0232108765719319,1.064732298131845,1.1757659281246686,1.2254761652355206,1.031391484831213,1.0905933087420823,1.2279966097158406,1.2842753267609404,1.2060607699449266,1.253382367522061,1.2296939594920144,1.3072202559755723
Kyurem (Black),Shadow Claw,Blizzard,40,1.3978194534919601,1.4241334384749889,1.4418712934807913,1.4368330042598867,1.1892501874338184,1.2508676060257073,1.390906039082653,1.4725078624686383,1.1950810328325465,1.2569283878391604,1.437132533345229,1.5271891867778917,1.4093904076868302,1.5184914776056173,1.4280403295363293,1.5564940665615798
Kyurem (Black),Shadow Claw,Ice Beam,40,1.2590753248534303,1.3486560153598246,1.2651988391497286,1.3424632702495685,1.1794727119547994,1.2433547948275994,1.2633926993886708,1.3664882151312767,1.1596889887833783,1.2265908137696668,1.3231476111879377,1.4218584110273453,1.3073380023976275,1.4112021488512119,1.3511584332153586,1.466575459259039
Kyurem (Black),Dragon Tail,Avalanche,40,1.1559365035828162,1.217262659855316,1.1344983303447185,1.1850162878027193,1.2287774677497894,1.319827792763895,1.1414272589137424,1.212560514505813,1.1850581264047664,1.2563046447352857,1.1829236739974127,1.2538519873310434,1.1714664287066332,1.2273780229487214,1.1951045415340689,1.2817515787803984
Kyurem (Black),Dragon Tail,Glaciate,40,1.1435149312579285,1.1574587718997498,1.1525011062910193,1.1344307977202408,1.1842571050943351,1.2349685806815633,1.1293420262200078,1.170686243330153,1.1492574230806456,1.182358824351791,1.1497970290404602,1.2021590757014764,1.1279395725733035,1.183878207728293,1.1384865518642993,1.2240628934558686
Kyurem (Black),Dragon Tail,Blizzard,40,1.3312253574244866,1.3547348030308226,1.3403679817164305,1.3369664700519468,1.3900864900795336,1.4707951058517996,1.323571504293438,1.3748542351319835,1.3362943207114972,1.3953455859421209,1.3324530490252933,1.4012044430566089,1.3026689381033505,1.385459199769251,1.3149827994725833,1.4052880468726765
Kyurem (Black),Dragon Tail,Ice Beam,40,1.2288219563204992,1.3013799842287517,1.206180656879175,1.273988743377804,1.3089373082184896,1.404339189512981,1.2069066044736563,1.299136011873211,1.2564552034155312,1.3380902706829987,1.2526029352723378,1.3388945889280457,1.2508405217093463,1.3139990806089614,1.269973926578037,1.369736985595178
Kyurem (Black),Shadow Claw,Avalanche,40,1.1971526039702405,1.252017691226386,1.1875256579543656,1.2483761069574597,1.101871246492862,1.1661011446989078,1.1878511608184035,1.2767677303084914,1.0867970791616033,1.1531181778098014,1.239603872061382,1.337038854440826,1.2340661420729564,1.3231839773577423,1.2669303750408947,1.378352120076535
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,50,1.2311910721020332,1.2410961017588371,1.3185727157534064,1.2051143522821584,1.2251833759729167,1.271891110613005,1.157293543941482,1.1771970741015583,1.2312258702829428,1.2375063180874746,1.2260695008252664,1.2710799839407592,1.1439387793731917,1.177983288715827,1.1763772814244218,1.248133717990661
Weavile,Snarl or Ice Shard,Avalanche,35,1.4414903829670518,1.4722048890869819,1.704256865668724,1.502115726037914,1.3712348990176149,1.4256564048261309,1.4346266652531892,1.4833121311707127,1.428403970447482,1.4240807854861433,1.4474729000312263,1.506856403622251,1.4305454152132175,1.491198182850653,1.449771485788498,1.5225589626148768
Mamoswine,Powder Snow or Mud-Slap,Avalanche,35,1.3725648849727432,1.4345098913155279,1.6647431716519367,1.476277388477868,1.438649239830266,1.5253711962528693,1.3512491607477295,1.4340877769532492,1.4053684923699012,1.4797659887941326,1.410670473301512,1.473194450640139,1.3707579567886212,1.4592177965261441,1.3248867342791144,1.4118113592877892
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,45,1.0632615627249975,1.1079164809545035,1.2694338455742138,1.135946727422333,1.1066942857805362,1.1602887640188901,1.0442418460016254,1.0976447931022297,1.092604342542506,1.141213287878951,1.0900298880314048,1.1546058794664762,1.0511343662962063,1.117420657454729,1.0290475765596963,1.096838473663861
Shadow Tangrowth,Vine Whip,Power Whip,30,1.278503102821682,1.3319642061233585,1.358388529406015,1.3394083075791152,1.3458366504610484,1.4309354686618383,1.2997367398141275,1.373105056715785,1.3261101014120253,1.389979244410509,1.3309006557523309,1.413248873622697,1.3331260196677572,1.3973211468952524,1.342830800345002,1.4376666765805153
Zarude,Vine Whip,Power Whip,45,1.1855350224568861,1.2613964411835294,1.1605179396862575,1.2124096529000818,1.282526530580697,1.3521514310668654,1.1822325877239477,1.2507067387540194,1.2139869013948186,1.2950950132814265,1.2197974751304812,1.2907079448632734,1.219319830904158,1.281685189692004,1.2404306575855812,1.3332936779387126
Celebi,Magical Leaf,Leaf Storm,35,1.5115850104570234,1.5701357698769158,1.4978949370080559,1.5313520209137874,1.5652617503613413,1.6347475247142116,1.4573394819604932,1.5178628220078447,1.5217288438168777,1.591964468151462,1.5280099924164696,1.6027568363295712,1.5001667522962243,1.566768520771928,1.504446361121851,1.6180392390129772
Venusaur,Vine Whip,Frenzy Plant,30,1.6249254294236637,1.6156632495628622,1.6137204966846812,1.5412117840875363,1.6726052914306029,1.7439615393533725,1.5125004417117212,1.5664422771122652,1.5935023175282568,1.642068246098917,1.6283088727305168,1.7022081456037828,1.551247036766628,1.6045627033701992,1.6030098444517147,1.6941676828361538
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,30,1.5994171495182912,1.5632392772654027,1.6674178190161206,1.561302739869662,1.5164671237217784,1.5648830181095847,1.4856973744655286,1.5466182550620162,1.5620247991654748,1.5993741060578361,1.5681402507025917,1.618824998884775,1.5040876846669011,1.5550868463986012,1.520229208180908,1.5953761809872211
Kyurem (Black),Shadow Claw,Glaciate,35,1.2212534713888985,1.220857475914561,1.2794091250793063,1.2470912099180544,1.061130477125345,1.1029997140185037,1.2123308244107565,1.2735609032121276,1.0624603439190425,1.1089507135406025,1.2475264308337422,1.3267787839586027,1.2582226909313792,1.3113670984199093,1.2527238299180126,1.3563037206674002
Kyurem (Black),Shadow Claw,Blizzard,35,1.43708300476566,1.454501662838139,1.5031162751847815,1.4808411721530998,1.217686023234064,1.2825883644177183,1.4400597194247147,1.5062634722074983,1.225687461688193,1.2868895652080399,1.465548467680778,1.5508230360886825,1.4739190395067738,1.5431347628962622,1.4520318432818804,1.6014632840615055
Kyurem (Black),Shadow Claw,Ice Beam,35,1.2874138581273358,1.3906589638975555,1.309473583192196,1.3834662363535226,1.2082022584808971,1.282518801351069,1.3066627796035195,1.408123961977455,1.1870906685880822,1.2577241980061729,1.375018958825891,1.4640496052103313,1.3640878649396537,1.4478696267452655,1.396484549266871,1.497794168674221
Kyurem (Black),Dragon Tail,Avalanche,35,1.1906795350910275,1.255057085061885,1.203849004160365,1.2583336147192685,1.261363899860101,1.3405343989364578,1.1768525389589737,1.2486571963673627,1.2099540796025252,1.2850613526622001,1.2474461346299683,1.312905384306553,1.2069260791577656,1.2801348440190008,1.2506022663058025,1.327256144107704
Kyurem (Black),Dragon Tail,Glaciate,35,1.1785253882812767,1.1886584153323962,1.2364192780762442,1.2134492998821733,1.2217206810997148,1.2749132393974292,1.1647496377963884,1.2004046079366761,1.1783044941766054,1.218923075268586,1.1962617656243029,1.26195298211179,1.1677798509144335,1.226422577359545,1.169269051938653,1.259723007068574
Kyurem (Black),Dragon Tail,Blizzard,35,1.3671700894846917,1.3911235300168,1.4305115951739054,1.4141331565637267,1.4229898206045801,1.5010009352367848,1.3538729283720272,1.404625605145058,1.3701270070009786,1.4364265972662846,1.3948699647588882,1.4724271758040772,1.3599956734539358,1.432988111011961,1.3612705588436487,1.492629053524869
Kyurem (Black),Dragon Tail,Ice Beam,35,1.2663540988102993,1.339057839338979,1.2830505552781188,1.3447611566561397,1.3406271496919901,1.4468963278430038,1.2477472702215626,1.3266281494045724,1.2918364932732533,1.3734930689236131,1.3259669001204442,1.400963554445287,1.2749880569301353,1.3701900976176955,1.3314695297861583,1.4189195887735577
Kyurem (Black),Shadow Claw,Avalanche,35,1.2197980594507492,1.296389755545651,1.2249778297502536,1.2949451830578416,1.132154368174124,1.1960364510469241,1.2257588607371284,1.3168044807237005,1.1207373073655458,1.1790357791949413,1.2917250301110763,1.3690681179462014,1.282902030772559,1.3522439450889197,1.311780626356958,1.3987349929115982
Shadow Tangela,Vine Whip,Power Whip,40,1.4300630849933145,1.4602118832927624,1.4184676847506001,1.404850975046695,1.412578548296091,1.476344692724476,1.3619827555744017,1.4253242164034063,1.428317936915913,1.4535365158570552,1.3984208413257795,1.4654324842753266,1.3872889682089,1.452187159171827,1.3897629598786545,1.4804151919816793
Shadow Weavile,Snarl or Ice Shard,Avalanche,40,1.1783865327253402,1.1870932903623959,1.3497425762985367,1.19076366958064,1.1130709002233745,1.1477287658739053,1.1597494611117,1.1988144457401322,1.1803477905513675,1.1555486250766236,1.2007851184369005,1.2403086942945085,1.1433619065646323,1.189385540322508,1.1676828361538234,1.2427207566249294
Frosmoth,Powder Snow,Ice Beam,50,1.4775259711317585,1.5661758151335414,1.610320762194526,1.5855807183694068,1.5500970018318272,1.6470833751999936,1.4398211950952329,1.5419361108166365,1.4722918257390818,1.5820921204039275,1.535388321363251,1.626524512646652,1.4788134447418946,1.5377175666783844,1.484013919043512,1.6122594652470035
Shadow Weavile,Snarl or Ice Shard,Avalanche,35,1.265255254225666,1.2475811705009086,1.4239218327643413,1.2630253549461428,1.140370539268351,1.184164354338803,1.2111470369977737,1.2618908795363792,1.2158366223235506,1.1942529600911955,1.239523575857608,1.2840255163491991,1.21079292970264,1.256879658923952,1.1985446470174186,1.2716097116061427
Kyurem,Dragon Breath,Blizzard,30,1.9153101107415915,1.9740254397092605,2.0203912982436183,1.9516821843605103,1.9879810479289528,2.0803762588982755,1.852282766175483,1.935448249054737,1.8667985847484057,1.9644789056534784,1.8735334790560734,1.9867065173752063,1.8610367486006327,1.9665774316540927,1.8017825099882026,1.972082602186995
Kyurem,Steel Wing,Blizzard,30,2.0129015668392363,2.053018822642027,1.9580871206399248,1.90373402098132,2.0736595583518187,2.1538657741982856,1.8739266405173327,1.9583112477472702,1.9336466387774636,2.0535773817845504,2.0237319891154035,2.1156443770352857,1.8950361897550996,2.007895946567156,2.340550615154309,2.557981143859858
Kyurem,Dragon Breath,Glaciate,30,1.637029862515857,1.6648901155415368,1.7313960948371308,1.6564508762358026,1.6910781502407652,1.77162445219085,1.5873617442312449,1.6424785328103466,1.5992127931861444,1.6889027498467528,1.601900343489316,1.6867555872775124,1.5799104044419205,1.674382340481148,1.5355758458991364,1.658656276953276
Kyurem,Steel Wing,Glaciate,30,1.7223728871670039,1.7488377275688278,1.6884542315409345,1.6278223749802287,1.7701249816430795,1.8304670773464007,1.6137849393971517,1.6665783243224142,1.6503489735124266,1.7457171432565843,1.7189454431904356,1.7996698933844848,1.6234913424010529,1.7065069450077968,1.945275555423371,2.127353299824525
