Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (Black),Shadow Claw,Blizzard,40,1.299695055392296,1.2701706056984319,1.0768903512387547,1.0638966192981587,1.3829909691757196,1.4782020821288868,1.0642596915695295,1.1072039592726708,1.3322685160092376,1.3284944878371208,1.3202225635071945,1.3388316393158066,1.5054017904005035,1.487563554581314,1.2872198785785034,1.3037648009418055,1.6798036754335137,1.71633904149469,1.2719066850967866,1.311275853024547,1.0958594541734301,1.1177008203750411,1.102195423156233,1.1409111987570586,1.6934939941734364,1.8654159950569213,1.604969673525459,1.7523018860438704,1.3733145045683564,1.4773158820921974,1.6989292296699066,1.7965605147553574,1.704170812939008,1.7840001937870906,1.3217692139440091,1.3467479332223358,1.294807166717279,1.3650286168880883,1.6178955212147352,1.7225743330691423,1.0841781977288256,1.1575631289140795
Kyurem (Black),Dragon Tail,Ice Beam,40,1.141045666194281,1.167830878867165,1.1295164446767616,1.1568081483977046,1.1142398567015912,1.1676319928538654,1.1367676051640607,1.1955331152254185,1.1332876474001186,1.1754062269026757,1.1234294157019395,1.1790825641002292,1.1350783496935668,1.1706071508284976,1.1419842937990448,1.1752435297810744,1.1594704175284294,1.203775828579984,1.1377738886329272,1.1776766499743094,1.1675286120546318,1.2107669862187298,1.172815549395463,1.26609075930006,1.1924877642393787,1.258815445687277,1.1330689797112663,1.2116402084914129,1.2015363758073858,1.278959401983571,1.1560229644921287,1.248425489586853,1.1653898418796826,1.25058796863331,1.35076406711603,1.439985866813749,1.4145552024567691,1.549201983843541,1.1745794483558587,1.2520558048252222,1.1741112948203583,1.2431441518964395
Kyurem (Black),Dragon Tail,Blizzard,40,1.2362719342622013,1.2177968588614658,1.233607157256007,1.2200956417809483,1.1560079708331004,1.2144499763533205,1.2089473394982746,1.2585849451946725,1.2386688039281402,1.2433499866936908,1.2226593478327743,1.2530834198916079,1.2421895530846412,1.226760128896382,1.2347264590623253,1.2599876608722835,1.2646586517638085,1.281086944452406,1.2115904685633956,1.2267215649101824,1.2332511820473335,1.2566016804633868,1.2374819624903581,1.3369491747371454,1.2069836934348177,1.274127269478455,1.1943344888637615,1.2764178556727617,1.2531251923824118,1.3448170458765951,1.210216860656388,1.2885101364812777,1.2381483297434417,1.3177584889451601,1.6129653101398997,1.676129078300884,1.651577090847545,1.7739168078620524,1.2171372231058644,1.3411619329469084,1.2354452295427272,1.3172942298725507
Kyurem (Black),Shadow Claw,Avalanche,40,1.1120392187700083,1.1183810888638444,0.9669823536381489,0.977222454745629,1.1836088825100517,1.2531544482762345,0.9789375618269164,1.0111882582540435,1.1194609009868675,1.1528808988100967,1.1062412356623572,1.1493423699690744,1.1972552464346007,1.2356725345103654,1.1056037954181848,1.1246160492326585,1.2985459451236439,1.371197278810668,1.1038473273669362,1.145456206213636,0.995610758926351,1.03090597745741,1.018138759924396,1.0814503508876316,1.4191408835175006,1.5628598982582027,1.3136564652671359,1.4025651783633128,1.199764277753486,1.278733147112796,1.3539888517031367,1.500815346201985,1.3407259359581245,1.4764909656501566,1.1192105654947226,1.1555058382907122,1.1393050681862202,1.218507293380691,1.3573513426911399,1.5055617839012903,1.0127023723442679,1.0701082167184628
Kyurem (Black),Shadow Claw,Ice Beam,40,1.173473518830216,1.2043309657460337,1.0333291010833587,1.0517291038400642,1.2576273104825473,1.3403853821721412,1.0487291928939608,1.089041972339801,1.1857414502508132,1.2336552291170182,1.1718201647592752,1.2382105186822057,1.2641473334221163,1.3276585104378171,1.1679671995285703,1.19698926601295,1.3669431656494542,1.4538651699671035,1.1735959272096752,1.226464931023956,1.071392922850132,1.1064684548080592,1.0814541262780697,1.1511420931028349,1.5007000614186292,1.660735465548356,1.3830541909055292,1.5025865036029737,1.2763649877427738,1.3621796642573152,1.4274639439766263,1.598456033402581,1.4100250647164532,1.5737437741030804,1.1874918583192897,1.246477571256957,1.2051647876936686,1.3010347691982445,1.434651579934678,1.5890696125873456,1.0740367935869732,1.1419277312961653
Electivire,Thunder Shock,Wild Charge,50,1.1200858684127486,1.0975631350351338,1.113996510116712,1.1315133598171456,1.0739650761789408,1.0920630753457885,1.1225269323009281,1.125776197148577,1.096711644305378,1.102026603741608,1.0899524361679693,1.1004741390750945,1.1148658790267216,1.1185975205456882,1.1103614909856183,1.1144837840606534,1.1263123863941336,1.1323888032944174,1.1109036053088202,1.1151572196586765,1.1277193348577061,1.134483382839872,1.1605238607649453,1.1879467195179954,1.1397433547331526,1.1964887591425801,1.1308049137319665,1.1804539796368758,1.1665639123781784,1.2210248127928862,1.1035615473339475,1.1822109021529712,1.1334058665148667,1.194953922577299,1.0761764485248506,1.100949567022389,1.1129258087241944,1.170590564339575,1.1177008663727295,1.189861958931348,1.1361221028322106,1.1787856325155461
Shadow Electivire,Thunder Shock,Wild Charge,40,1.0242401988768028,1.0004365823378067,1.0412289711736065,1.0334805078381886,1.0453823693926019,1.0267509462194195,1.0046312645752467,1.0149659200113832,1.1006047634774598,1.009530718320028,1.046699100708299,1.0033121103142406,1.0947706197067697,1.0061234185845642,1.193590735574733,1.00968017086365,1.0159727167538302,1.0256095608011482,1.0238483731566164,0.9981152542321472,1.0636368223617718,1.0300632684392212,1.0485996184735231,1.071936004959932,1.0,1.041739702902117,1.0145824964416605,1.038827905315936,1.0655510723015105,1.1030000118013337,1.0119181385692435,1.0488132571912905,1.0313056989193123,1.0540974614972518,1.0057462418099805,0.9790802246409561,1.004730264367865,1.0499177421040056,1.0312737707546111,1.0639098413798285,1.0,1.0466815140198507
Shadow Tyranitar,Smack Down,Stone Edge,45,1.0296011400204912,1.0458975471162604,1.0000000530135695,1.0179457824922156,1.0349585748683934,1.045845910063717,1.0332357357373494,1.0396124296435039,1.0609921586859756,1.0344214874922257,1.140978636199931,1.0373172128565054,1.1340447689811168,1.0450616146432734,1.0831619657093468,1.0777724086431868,1.043954759886629,1.0623211042695662,1.0672516121340814,1.0683999366789514,1.0448885921173048,1.0681519084895257,1.0851544226488052,1.132852705443495,1.0532351344147974,1.1321723817737617,1.0775370637624666,1.1043891310708742,1.0838242349935705,1.1277018195326505,1.039124290477651,1.0819759102139792,1.068886336301491,1.1140232643997758,1.038010563741177,1.068984156053613,1.0923189455591733,1.120750161460717,1.075652061613722,1.1429850027971369,1.047055124213694,1.1035501276685498
Glaceon,Frost Breath,Avalanche,30,1.4632299057089122,1.4162777892481755,1.4905480781388205,1.461236769469697,1.43420577918275,1.4257537467189352,1.4731533172829638,1.464896211025175,1.4706723252708414,1.4561906096152637,1.5444424590242403,1.429626373655663,1.5608331120814045,1.4442503519301715,1.6394906107670584,1.5171533144853653,1.5385798457455562,1.5076153135246324,1.5149099293032,1.4792810420140234,1.4468849581748806,1.4232027227587793,1.4628438097444223,1.5059256692338545,1.4095422867378524,1.4703795541844302,1.4676812521387232,1.4564367012333923,1.479289918255844,1.5398145431669863,1.416083902386196,1.4443997650515894,1.5121081245454058,1.4929646418583145,1.4740336744934806,1.4346194292811318,1.4502033457960026,1.4676694237700725,1.4880387730019773,1.504678940282394,1.4244496790706023,1.454720600165499
Mega Manectric,Thunder Fang,Wild Charge,50,0.935891174525834,0.9248729625844474,0.924181742179637,0.9440647465328462,0.9281124971410296,0.95194839716841,0.9550380800427819,0.9661499983771946,0.945325603233424,0.9546287045818653,0.9328725727081177,0.9477448075863141,0.9395432559225152,0.9511941653342196,0.9376597358715176,0.9370907064232967,0.9298340905888594,0.9461145064958153,0.9505640184092612,0.9492468410318746,0.9508799392899409,0.9576911363564838,0.9755909371700815,0.9890016153240718,0.9537869774475508,0.9978550404768878,0.9379686866132048,0.9730884799071609,0.9763529082883774,1.0237937627470377,0.9162148094282669,0.9750096132274528,0.9437514801678594,0.9731469487941403,0.9123169121373451,0.9282676876612862,0.9268425615948956,0.9811830747619639,0.9506164506322695,0.9915336072455316,0.9597625039749645,0.9887801673951809
Gigalith,Smack Down,Meteor Beam,30,1.4297729440329028,1.3860623751820735,1.3840784346365218,1.3948593271676784,1.339967725922068,1.3628238503181618,1.4003728941771092,1.403498102177418,1.3827685387959407,1.3754418479272323,1.4122230796917685,1.3772139826049796,1.5836275603247827,1.396124884572488,1.4325110487237436,1.4297034524852998,1.4055426534722681,1.4185079276826817,1.4103373243738082,1.3823579006484308,1.3949721799472394,1.393259248764772,1.4390924664747267,1.484555511259365,1.3660958301674346,1.4228383682200547,1.3829747221519646,1.40894279380477,1.408879496430322,1.4938286165206196,1.3673711955929848,1.4180404129025923,1.3870318803555042,1.4481178536955046,1.3705147222282021,1.3900503475779775,1.3901587478102748,1.440408377993439,1.364860033128987,1.445478479087614,1.3936665081982604,1.4269125760005579
Shadow Glaceon,Frost Breath,Avalanche,30,1.2957009701392623,1.208630574651889,1.3394379872444049,1.2385261273401844,1.2257362289205231,1.2189615373958032,1.2025858705878232,1.212314965253694,1.4005145356348092,1.233050521903023,1.3718633985490194,1.2380508768307867,1.3940478521246307,1.2458118236692353,1.5159731754083097,1.2915458199640235,1.5327171867574718,1.3390720601672905,1.2940660848412044,1.2481062164926735,1.2866271611376467,1.2388058503070987,1.2628901332679208,1.259109933085859,1.1784864896352305,1.2289083410751935,1.2623169128987943,1.246398167021261,1.2472341093725066,1.2711419015677057,1.2311475359885546,1.2140967653502808,1.287203282441873,1.2847794298463695,1.2443042522233478,1.227184895251484,1.260052266224129,1.2423064044760515,1.2720599456398907,1.2609272149944022,1.2535411663381968,1.248428960340097
Xurkitree,Thunder Shock or Spark,Discharge,40,1.0176218457898536,0.9939461495997098,1.0071529088943252,1.0126636694561522,1.0068535450998772,1.0171270528816778,1.0232061175680616,1.0429998658050967,1.0343840410308194,1.0157467058835519,1.0191821761733066,1.0183959053503175,1.0364899003359476,1.0168513027409463,1.0631491753108087,1.0023718893194078,1.0177045266369618,1.0195000730565016,1.014743788204643,1.0103228376151228,1.029163421123863,1.0208414174605427,1.0466885727232127,1.0616751402201987,1.011296450872378,1.0722076888172094,1.0,1.0497621987809898,1.0524921823680407,1.097051895275415,1.001128393108006,1.0599037484579008,1.0043387545416145,1.072823717982685,1.0,0.9951924684135852,1.0168510302629625,1.0560481015458067,1.0,1.0679703391612718,1.0198785473086573,1.0618061775582912
Crabominable,Frost Breath,Avalanche,35,1.5407908775022099,1.4075033992379502,1.5908370286000255,1.4443831195251893,1.4841487406675455,1.4079959591652134,1.5115726804396634,1.4553602051283374,1.5636624539710162,1.4380154475717972,1.6465958637934612,1.4315108693612137,1.6047290999279755,1.436146975357809,1.4084826891524707,1.3576461252800267,1.7112184722111707,1.5277023439612338,1.361563385017444,1.3546178348385214,1.4666987995858338,1.4650652303206133,1.3872065774955646,1.4454582660712616,1.419709531722826,1.455409612789869,1.467410768750093,1.4409928634837508,1.45554409372935,1.4847209935430166,1.4085111950897977,1.4253958268711928,1.5987737775787039,1.5316615231622073,1.4187732297350308,1.427402339812807,1.4287683892605556,1.4305482148890916,1.4528998878897768,1.447330311867361,1.454947487053226,1.442958765193422
Crabominable,Frost Breath,Glaciate,35,1.5470424430788705,1.33092083688551,1.7058925907970033,1.403876405224063,1.490913287837153,1.3396385040269803,1.4699733351216435,1.3639797809191183,1.600413498955469,1.3627681899624606,1.6297138629430006,1.359964444566852,1.6163239983351252,1.3354942412734097,1.3733691253679752,1.2852322282468525,1.7531806636176017,1.473619688095839,1.3138815903315755,1.2576514376072134,1.342762160801058,1.373481558790589,1.2908347975254229,1.3221273539009881,1.310162922333982,1.3656613690690975,1.3409099231795436,1.356954894638438,1.3674585812646984,1.394063560781116,1.3395264137190095,1.3376202915752609,1.4506546045737647,1.4431832903620552,1.3482906125769343,1.3287702940154842,1.341991319309724,1.3285629354627613,1.3649052299012856,1.3441479577344484,1.340074347043863,1.3447012302939148
Kyurem,Dragon Breath,Glaciate,40,1.3043424449839733,1.2590265066963917,1.401754059977962,1.3780197258191191,1.2895735754577993,1.3175371008654169,1.2405325424073448,1.2921699960687272,1.3776708188478357,1.3573708983231052,1.3076301253224627,1.3034421226380364,1.3929440461345668,1.3170746304049281,1.355618124090253,1.3705624349651222,1.356580967749112,1.3883821923324144,1.3716495187545912,1.4072414473353323,1.373919504906454,1.3912671143280053,1.417735548225609,1.499575850399585,1.3570340049315208,1.457421540995028,1.3455523980975903,1.4359539573197646,1.3897329598699777,1.4965237555211637,1.3831419727222005,1.458053029148211,1.36293893262676,1.437409473204068,1.688411612616193,1.7396137991994771,1.644705005007268,1.7763507861624652,1.3748119672260668,1.4852773243076118,1.3438559947707296,1.4488974195447868
Kyurem,Steel Wing,Glaciate,40,1.4007490368512714,1.3568749209061943,1.4293206920709458,1.4218274360596708,1.3926476907737562,1.4202955670577098,1.3876368807716615,1.4486191143838525,1.4259281174226008,1.417092065344888,1.4239098071848497,1.4297094429460013,1.5154376312387758,1.4410257425561628,1.1627652327783362,1.1722230621788607,1.4149497052586049,1.454658469373091,1.1675666463844352,1.1770583746315029,1.411462353396886,1.4325533870147922,1.460715885914631,1.5242076095476726,1.418205619030205,1.5262420744656382,1.369033569894713,1.4870472478042442,1.438795689671826,1.5515940783162065,1.3749623588931865,1.470295975973069,1.4159486343092689,1.4946093232786093,1.1728235100121212,1.1736653833700244,1.1815721232954972,1.2516673072140707,1.4736933668698324,1.558011773734486,1.4183108216007392,1.5349219993755323
Kyurem,Dragon Breath,Blizzard,40,1.52306365434136,1.4866015811114248,1.646030251133231,1.6345229666711638,1.5110995212897609,1.5440349548177,1.4579799790948271,1.5031602434021856,1.6097836788566466,1.5945122117036636,1.5219917617030805,1.5245942292830132,1.6170289585918485,1.54044843436833,1.585451012246568,1.6162340231189007,1.5921169328936446,1.6370135103418544,1.6265204482131923,1.6519990432936653,1.6200422918534412,1.6521615686100803,1.6360451730120507,1.7517723712635174,1.6042502061349744,1.7652991447854613,1.5944754734947109,1.7045391814083586,1.6015454786196286,1.7281642063140743,1.6099022380255141,1.7421727609058661,1.5887010230703962,1.6703867588049306,2.053978005296247,2.128689092115689,1.97906173756783,2.1435569077996677,1.6186369458619478,1.6986810223470377,1.572783928871026,1.6883485078402563
Kyurem,Steel Wing,Blizzard,40,1.634087378261842,1.614730651417359,1.6718839617782764,1.6692737856645474,1.6399835060300207,1.6703342893761832,1.6505912206154896,1.7114034358050776,1.6725958981058657,1.6609541120809477,1.6754057485059466,1.6951568604739102,1.7648753918725608,1.707810105659994,1.3306297434904184,1.3429566836008513,1.6650218097207838,1.7228771474252143,1.349210192235892,1.3420966464291089,1.667643040865546,1.681781392109633,1.6775268099913483,1.7873979639319366,1.6739442849583996,1.8411261638506637,1.615409638016455,1.746202074003541,1.6844560498410164,1.8008577915976156,1.6032216173431417,1.7140127295933403,1.6562775013836526,1.7485000424990662,1.3540711905744864,1.3694867183242607,1.3664600723075164,1.4315977859260023,1.708571459196564,1.7980706016557282,1.661530066039896,1.7797752223650554
Kyurem,Ice Shard,Glaciate,40,1.1528536337932147,1.1180502817142903,1.1650112561061692,1.1478064442765092,1.1382283917017295,1.1546320017771408,1.1069028267694259,1.153149557246378,1.1665451688407182,1.1395865298014134,1.1606863255843087,1.1468773332003632,1.2092273307304293,1.1645483169370003,1.1781848602921534,1.1775394112595694,1.176159969887493,1.1867483523203406,1.1440515939613427,1.1615400690508022,1.148126630643853,1.1669512545823373,1.1599502600067435,1.2099745453350306,1.1522235416196165,1.206726183637772,1.151958817490664,1.2205882790531595,1.1830242548979857,1.2696286435960362,1.1222530741216619,1.2074993707982666,1.1598492613272988,1.1949648231011514,1.138060569181822,1.1380986034894531,1.1717646296851867,1.205561947451487,1.1575002055465233,1.2265192333135677,1.1393933907260168,1.1948421134847607
Shadow Luxray,Snarl or Spark,Wild Charge,45,1.0573547282989915,1.035098046261992,1.0409993694035893,1.0351887640920008,1.0500213923784896,1.0560035091954352,1.0510070671922407,1.0774241900893375,1.0963746261527214,1.0546637067083118,1.0501896212029254,1.0391296892642161,1.1043047305495584,1.049930567224515,1.2230233102789942,1.0513910999512166,1.030491218287816,1.0343046875015658,1.0505056246390159,1.0545720716491873,1.067161111770082,1.0581368949881056,1.0642927528768797,1.0885448266975546,1.0488463491745008,1.0899433177941351,1.0473650434687733,1.0695565837957934,1.0856439705970895,1.1341568484455424,1.0244981163994042,1.0624832361592813,1.053068789442756,1.0903015400666705,1.0293828618879266,1.0171504113840186,1.0499147328550713,1.100665899435483,1.048429477611507,1.1129596014701746,1.05197635226737,1.0775330784241217
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,35,1.2848712351735168,1.2246783901644016,1.2443077872427615,1.2463274452045117,1.2147732337433186,1.2331746712360099,1.2539481279739342,1.2576624537491499,1.244710687326361,1.2315588524278718,1.2504946121013965,1.2261113321726582,1.279207976192672,1.234330695852405,1.2629667070834039,1.2529295546484025,1.1984970203169227,1.2386300933860515,1.2517133172001922,1.2428255226026486,1.267080840358794,1.260259140348516,1.264377223359106,1.3245339325757157,1.1826689896485223,1.2254188521674165,1.2119672087245026,1.2518120006546352,1.2197276996321516,1.3033284045852014,1.1942227136471788,1.2451233274573017,1.2106148609177505,1.2771138959834814,1.2281110171723306,1.2524805262753023,1.2407014207932074,1.2732052197790447,1.2255334497236663,1.2723703956004326,1.2470691359993873,1.2987757688770918
Crabominable,Frost Breath,Avalanche,40,1.35030461530342,1.304137966914246,1.5361214053155114,1.3816684377616715,1.4057525068533103,1.3607197889598421,1.4420806414645344,1.418430097316023,1.476018917277141,1.353949642073719,1.5392615117877877,1.3898493436248929,1.5783007050899904,1.377121529609205,1.3717723842679745,1.3195862900630495,1.6474189007692277,1.466656271063873,1.3197570194057782,1.3156564985105328,1.4088713418694105,1.4142342172435731,1.3544991547650715,1.422802587652606,1.327347193709549,1.388868803843877,1.3912904547235407,1.360221266719236,1.3840146874739965,1.4179348402509067,1.3674486759863103,1.3831282700099428,1.5155666617859427,1.4506674516197335,1.3246143173036484,1.3386615406314286,1.3533345533266405,1.3560011755928831,1.4002935616802699,1.4023740950673849,1.39704831105775,1.4112714337002081
Crabominable,Frost Breath,Glaciate,40,1.3222268501629706,1.219673097647826,1.655403315309603,1.3366390828228347,1.3781572309291994,1.2829494054985222,1.3667728332484674,1.3245121141171103,1.4897358874195583,1.2673449789952862,1.5177166917410803,1.308665604016467,1.5807220388186156,1.2861568379198902,1.3332142571275263,1.2479640109872918,1.749816957887186,1.423640923586507,1.2549697058104943,1.2344325658774553,1.292622210978491,1.3388995700528652,1.2495088307545994,1.2943589952051764,1.2514929904862382,1.3135928418748841,1.258745381597806,1.2822240538784662,1.2824218155998748,1.3080075394737702,1.2795621609090175,1.2998051585749424,1.3669090375075346,1.344967926722526,1.2520600181864239,1.2310762482067485,1.262800306240724,1.265522378119308,1.3166114907928124,1.3131100993126212,1.294373134077557,1.3055191278651415
Shadow Latias,Zen Headbutt,Thunder,30,1.9839796338781708,1.9717825568006797,2.345290102181005,2.3669387234703527,2.841175843472601,2.8391574925220606,2.2654801845427106,2.303823422720895,2.098859095717344,2.0958659419182255,1.9042228851230565,1.9657478551631395,2.791162038820872,2.8378006480918834,2.067656777906571,1.9969343229669512,2.0596826521774947,2.0792484660640027,1.952399326547053,1.9409258070742559,2.4981276409813753,2.4239730527951395,2.2098973049840818,2.150621425387282,1.9334586825068325,2.0290389683519536,1.9818904081055748,2.008562034130302,1.6140682347106392,1.6448886957579316,1.9631771383739756,2.024848397422532,2.04239626821431,2.0185916652950895,1.9279877081346666,1.9488473094474452,2.0161540148879915,2.085601370140063,1.9696345855778286,2.0222369601569707,2.3966708461258555,2.472754393344132
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,40,1.1988280480437714,1.162480634587479,1.1836056066090956,1.1714004515165723,1.1504654897023054,1.1786090774131706,1.1556441638364296,1.1813287674108572,1.1631222872023563,1.1679276871946418,1.169893245966947,1.1558288821483318,1.2339083852873474,1.184799876854758,1.2123116397238225,1.1949204198729129,1.135981900427095,1.1861760262835046,1.1613926957887992,1.1866936846584417,1.168615172027373,1.195038066892107,1.1958164691684938,1.2632961170342074,1.138484099463506,1.2010232893802173,1.1592101527978218,1.224722737168901,1.185620623499793,1.2724848294605788,1.1318031158783703,1.20878002593765,1.1633475941311058,1.2123171161366468,1.1576323552883374,1.1914526061301067,1.1835418218390206,1.2297762585228955,1.159639198365349,1.2294820422727142,1.197883614081141,1.2418563887025036
Tapu Koko,Volt Switch,Thunderbolt,40,1.2832963650597458,1.2723082546240843,1.3172869033422139,1.3209547531833985,1.263780190610554,1.2952046318374009,1.3003384391162454,1.3138583069475203,1.2929237878239737,1.3009091363176852,1.2850216740883007,1.2976521486793706,1.285846154523024,1.2948830478379667,1.3671978321872043,1.3282567012893498,1.318089912209936,1.3265158622801765,1.3109199482452798,1.3116261530041406,1.3123588024771877,1.316964799954883,1.3382731472743348,1.3863125081503826,1.2718050581489022,1.328242467896226,1.3010334310326872,1.330764901631133,1.3295949601840285,1.3878748135558387,1.2765168158135218,1.3262649740653973,1.3037688344939289,1.3559723948559044,1.2904796895205344,1.3016619718910059,1.2865461826531615,1.341662333551873,1.2971463770576048,1.362767891827675,1.314295767613636,1.354302072917198
Shadow Manectric,Thunder Fang,Wild Charge,35,1.4269428278698217,1.2209502236462315,1.3808833067956239,1.2890152968004454,1.242919498436783,1.2327046964137356,1.329806292917024,1.270571638046899,1.3284792967016918,1.2462583702062202,1.3134047736633923,1.2347681961448076,1.3708950011391163,1.2673131679051417,1.4547224667978316,1.273790948297869,1.2495552973580004,1.2529308284206426,1.3259281181474627,1.2260680617529576,1.2408022468079898,1.255620834902591,1.2790519849800486,1.2447565192524095,1.1783424089741008,1.2257332267849947,1.2059464091767962,1.2275168990125918,1.245636851461272,1.2381301696137301,1.2188163833945762,1.2128916579472204,1.2332932710244395,1.2326819549397432,1.2239575507737803,1.210616141823835,1.22862967357745,1.221571457289134,1.198018840237486,1.2111734225591713,1.2858738857701895,1.2417164766810989
Thundurus (Therian),Volt Switch,Thunderbolt,50,1.0212555528106164,1.0170252525111885,1.047263611830402,1.058655379724271,1.021067665196831,1.0471695605474758,1.0476509407865169,1.071660902304176,1.0089846501390864,1.027141182724291,1.0081488974828339,1.0330887860789195,1.014690620424252,1.0326121676772058,1.0623924731979717,1.0639434284263067,1.0178670748477388,1.0392559941907553,1.0342329130222625,1.0573110053719863,1.0270607964800829,1.049763023526556,1.074935940545565,1.0951663702080114,1.0343158387711282,1.0779978682627034,0.9943425626986843,1.0507241952201707,1.0426216257111525,1.1160604050894265,1.0116950995044127,1.0574309921747416,1.0364013045158664,1.0745549980091404,1.0147827206295368,1.0217530401791928,1.01394412634324,1.0897893434093782,1.0242278409301822,1.0818690628760455,1.0588703454365496,1.0906134396452623
Kyurem (Black),Ice Shard,Glaciate,50,0.8426561144313383,0.8442876514031701,0.8427821097227152,0.8597795324680281,0.8353611554796191,0.8644480742867368,0.8399894506900363,0.8607315191300102,0.8392778496804018,0.8403851771777134,0.8424082275911983,0.8545689942096929,0.8551935033552172,0.8694698228444689,0.876668260937306,0.8735269054581042,0.8736940273453793,0.8662682698877535,0.8523256778308727,0.8698548536567848,0.8369589609270325,0.8631404403024284,0.8729226334320598,0.9443557356985688,0.8301914749463079,0.8696585036369213,0.8218117130118677,0.9182461726154167,0.8926769416445091,0.9449885147465182,0.8362511433799055,0.9205565669116761,0.8701828497992162,0.929666186596638,0.8461569320023725,0.8576261248132174,0.8749012446986809,0.9382285208365284,0.854438460111885,0.9009710810551752,0.8745246088161301,0.9160492131038788
Kyurem (Black),Ice Shard,Blizzard,50,0.9953603015419442,1.0010503701623268,0.9964240756885335,1.0185462671952825,0.9907101659118671,1.024537269468356,0.9844324239819547,1.0132194159748966,0.9833116937797178,0.9959449670799345,0.9992755869239608,1.0100522170449522,1.0032809588136362,1.0256471738781823,1.0365792881186322,1.034213904345738,1.0252371630506871,1.0265607985426382,1.0036748033906335,1.0402300486729046,0.9921290901592859,1.053106955319526,1.0412257896300212,1.0838326739717368,1.0058275345471122,1.0829334110639985,0.9798394754982915,1.0654163728247017,1.0304340237414271,1.0893673289920962,0.9986310346235502,1.067031422304098,1.0084536590398325,1.060663967345145,1.0047527700205017,1.0230821592230734,1.0249807377517457,1.100184007170872,1.0304030043060175,1.0809504570023472,1.0195668748961233,1.0777065416364289
Kyurem (Black),Dragon Tail,Avalanche,50,0.9748381469442353,1.007448244085463,0.9758272966339829,1.0090356858193206,0.9848681445176102,1.0328715616624156,0.9874731601237516,1.020980259019807,0.9740063418926943,0.9971499429457212,0.9803772123167769,1.0161259370421403,0.9639525471159439,1.0115246167236902,0.9902681141590008,1.0095416603669918,1.0042306629261202,1.0205286765308643,0.9998240587443669,1.0427721550189342,0.9927866467399947,1.0471604815934579,1.0481567341445301,1.1039457303657005,1.03463197018804,1.1132687123978484,1.0090249802865519,1.0729337082608028,1.0688655934067677,1.1429197710000036,1.0205114976986147,1.0995224509015888,1.0116854048257744,1.0927571858567433,1.183839009616998,1.2637825689576325,1.2483155843655922,1.3844914919214648,1.0492908836356738,1.1000107509043615,1.0509771143453401,1.106243391977871
Kyurem (Black),Dragon Tail,Glaciate,50,0.9708061806480206,0.9761286219216847,0.951554556662096,0.9650969790482421,0.9461389222468056,0.9830416439866752,0.9457453158419985,0.9819961739048446,0.9451393086508015,0.9552731713108094,0.9642671561683779,0.9758467709201067,0.9519768528460049,0.9698822116213077,0.984419627843212,0.9807810509735099,0.979221247756945,0.9958362303727044,0.9626489720723217,0.9982435711752604,0.945885523164756,0.9862683904737234,1.0207329186144514,1.0994626093735134,0.9812509520812177,1.0187509434128,0.9380675960503673,1.0342607729655473,1.028229166267338,1.0887506529257047,0.9853413189792054,1.049536523604489,0.9949727822138056,1.0674804282608192,1.230370054220563,1.2708511213520464,1.2503456206415533,1.3417934726488294,0.9866344747098992,1.024513864875531,1.0066392062113827,1.0598516195307675
Kyurem (Black),Ice Shard,Avalanche,50,0.8955007884959031,0.90912054848568,0.9003732950504675,0.9236009785244679,0.8955203748902789,0.9336848007972712,0.9017167418566514,0.9284005350314255,0.8891407199885524,0.910395681566545,0.8937000716639212,0.9141820379095813,0.8961567256722576,0.9283280816670906,0.9150521382496161,0.9201884730938832,0.9240602218071553,0.935174731309411,0.9123911620023991,0.9479705457226947,0.9023988457112618,0.9460354564919932,0.932953797987184,0.9843290524801768,0.9215789049083818,0.991577765300393,0.9043647905415123,0.9568229360391591,0.9654560302222386,1.0277139478460722,0.9127488067366503,0.980467192842692,0.9188836652405868,0.9879443666676687,0.8925621548059017,0.9296051825797386,0.9334891828957345,0.9943783563818379,0.9471074028682465,0.9795122290240483,0.9362159488626707,0.9825004061509194
