Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
Mega Glalie,Ice Shard,Avalanche,40,1.3055354376069568,1.3129827758564534,1.5086577293537424,1.3377167524041502,1.3757116950187684,1.4261687072446032,1.3218779184564262,1.3180804424393184,1.381139587492679,1.3860289013339222,1.3485363098847076,1.3639595756520937,1.341137166136781,1.3841413928140067,1.3378234656296581,1.4143787030855006
Mega Glalie,Ice Fang,Avalanche,40,1.3112789994973388,1.3125354168980727,1.568618292525563,1.3464666908780274,1.3578574603748284,1.4104694811094067,1.3014531917234524,1.3066343651095966,1.3647616659712336,1.3823764732738442,1.3472063067363844,1.364236572058147,1.3224824444646957,1.3587183721195892,1.3175530190125437,1.4173098928736205
Shadow Glaceon,Frost Breath,Avalanche,45,1.1461184491681617,1.104275490282827,1.3449702573238012,1.1286801305285008,1.185933274192673,1.1877462456321506,1.1245144513298135,1.1075450862028131,1.1897758210010871,1.169478836686694,1.1815906849487408,1.1790882193848904,1.1479163751975037,1.159642516547961,1.1424952109312267,1.1954375048473027
Darmanitan (Galarian Standard),Ice Fang,Avalanche,35,1.368904951870671,1.3243713441760028,1.8054157966170807,1.3555161427055247,1.3963612827818357,1.4029524511777247,1.3309565719306673,1.3362932903896967,1.3924731166700035,1.3836576297762702,1.3665849379350548,1.37639623160325,1.3408076188006914,1.35271255642736,1.3207721132068715,1.413160116584079
Shadow Victreebel,Razor Leaf,Leaf Blade,40,1.4925337413611006,1.3181673861434975,1.4697755354595679,1.2746785281640847,1.4297511647428998,1.4199894699187707,1.3466514753702896,1.2892905295327548,1.3816830358562904,1.3454050696150541,1.3761188615089592,1.3440122532373078,1.3370958632985024,1.3473020437710739,1.3039170263560032,1.3747595980561558
Shadow Venusaur,Vine Whip,Frenzy Plant,45,1.205354234872631,1.1554324109094398,1.2503522201162511,1.1153017031662538,1.25598370570505,1.2676352784278995,1.1254255053663655,1.148863611427281,1.1892413540179514,1.2038561931296181,1.1851461728252044,1.2080376914412625,1.1723716433983356,1.2171106624446955,1.1699824495662157,1.2600893818331527
Calyrex (Ice Rider),Confusion,Glaciate,30,1.3715526297458642,1.3964292706895869,1.5289541810590987,1.4121001226975005,1.6822262540015263,1.735634602464883,1.3475914803432525,1.3741963769408894,1.4402725100525973,1.4310851191623366,1.4318314180254126,1.4532439253084406,1.4117634600994224,1.457708583889852,1.4150488330165916,1.5084974328156144
Calyrex (Ice Rider),Confusion,Avalanche,30,1.4064277081101637,1.473832160143682,1.4777775527773422,1.4798643907593405,1.697695845858947,1.8008305273665801,1.4082766081125275,1.4539394233814906,1.5156319056056913,1.5336773139684792,1.5047691494201758,1.5567540567750766,1.485065922302557,1.558192476180819,1.5023822479360749,1.5971021093607933
Venusaur,Vine Whip,Frenzy Plant,50,1.31883148239839,1.302020010429747,1.3641556667320482,1.324961346321147,1.4299197621482602,1.473015320648325,1.2580873827944872,1.3121412478807022,1.3643462209906088,1.390835904565348,1.389342769584144,1.429004217383167,1.3271557112767438,1.3997077874570496,1.3902981244391137,1.4882017868425659
Kartana,Razor Leaf,Leaf Blade,35,1.053534677026129,1.0530851530480654,1.2363316546494263,1.0777356632801802,1.123114843981548,1.136520399397623,1.06076790958954,1.0476747615785207,1.1529477452057204,1.128671448004356,1.1108546156569765,1.1236965676423978,1.1211877437912254,1.1297065584733132,1.0921024989096604,1.149937950115334
Crabominable,Frost Breath,Avalanche,35,1.6348328134148384,1.5022217808510596,1.819086396077858,1.453190408458072,1.5420409702003475,1.5506672435600573,1.4687288874199025,1.4701445927505221,1.5263721397577645,1.5217718579669524,1.5031785298668765,1.5356587329539775,1.4500876974556507,1.506307606607119,1.4578972672727868,1.5546770878120793
Crabominable,Frost Breath,Glaciate,35,1.6368442578971445,1.4083673304177733,2.0264332482585337,1.3533542662570741,1.431614417001498,1.4246020941859434,1.380266539300707,1.364801684572208,1.444593040552804,1.4361847657075926,1.4153642853072324,1.4163633719508986,1.3532043745403342,1.3947274351526568,1.3526717802418522,1.4449023052910797
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,35,1.4490285650814327,1.3552085196348458,1.5145782791378726,1.3633980886229418,1.3758471968755306,1.423936521001628,1.4101856749313797,1.4335563902344088,1.374769618235196,1.3998941694000624,1.4455722614958177,1.446942809817911,1.4255305647934344,1.4343625457098519,1.3672470841848192,1.45890012399389
Celebi,Magical Leaf,Leaf Storm,30,1.5535177333938281,1.5803916520606278,1.5850736911736978,1.5427058299468717,1.6065615560181428,1.65975641106554,1.4757934304529043,1.5408874846751481,1.5975358459992628,1.6272911595149306,1.5867711872666979,1.6661304240458417,1.537189112038393,1.6055053658135872,1.5831027730497127,1.6727640225901286
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,1.4507917853505354,1.4284032226788634,1.558870682412033,1.4050818335617252,1.4716343953193018,1.5291750756826699,1.4313004569949959,1.4367891186853703,1.4897178162521822,1.5150100572750118,1.4856749728219658,1.5133899346450412,1.481286235767213,1.5275812188181475,1.4622159215989452,1.5565946211551243
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.5207226270913619,1.4962840261082546,1.6398983812631067,1.4724977615330748,1.5319749048391076,1.6000854082173832,1.4679718802112252,1.4777831452279155,1.54637227073623,1.579365652581492,1.5315698985405295,1.5662247180444393,1.5183559791502748,1.5587765001623668,1.5518358780771164,1.642691132394293
Mega Abomasnow,Razor Leaf,Blizzard,30,1.5963408814077522,1.5309667001146519,1.764321766323712,1.501268682200861,1.5642278733233153,1.605869397884953,1.5432690888899683,1.532957833785909,1.573289318331933,1.6166475500478072,1.5974960396831996,1.6032442989966782,1.5829856025999263,1.6272370391952755,1.5205312017172268,1.6243608950112425
Mega Abomasnow,Powder Snow,Blizzard,30,1.7766012203180508,1.7458775201299765,1.8672199016794082,1.6718695964482517,1.7072886720027267,1.8103300349143117,1.631343800163778,1.682629634892825,1.755023866147493,1.7906921089216918,1.7312493363141195,1.7661989958374245,1.6653833466606938,1.7611413953810746,1.6679619570899793,1.8510763945474455
Mega Abomasnow,Razor Leaf,Energy Ball,30,1.752799935237672,1.6758819631268906,1.885434836580952,1.6266593392072244,1.7061594898630437,1.7406762481263882,1.6816607697861792,1.6531417516845042,1.7328420081618294,1.7302128025836438,1.734686489582039,1.7438633384746605,1.7293461742345964,1.7419079603490697,1.657375157087897,1.7393526324283066
Mega Abomasnow,Powder Snow,Energy Ball,30,1.9413314965180835,1.8607275783972452,2.0747042176298813,1.8052721248060666,1.8788795968614949,1.9332757931955198,1.8209329344672174,1.8036506026047368,1.896377696986934,1.9078046325212046,1.9117443362097983,1.9055241397930327,1.8713749793030152,1.8916408569385916,1.8581235673711753,1.9608381185786754
Mega Abomasnow,Powder Snow,Avalanche,30,1.5260689078699405,1.5218100788255426,1.6609477796817413,1.4905539479520782,1.5319074930044623,1.6006256523570057,1.4561820842888429,1.4758370157622942,1.526437441878306,1.560502564371238,1.5285122568184868,1.565708249759516,1.507963589993056,1.552888175957099,1.536522963574843,1.6140980337884896
Zarude,Vine Whip,Power Whip,30,1.3073187078409483,1.3115262823976368,1.2842788204741398,1.2729228842539784,1.3582569127954132,1.4404157983662924,1.3001649128876465,1.346140906765121,1.3403516584680384,1.3969206962815213,1.3335339572058458,1.4104950341504339,1.3549966050527595,1.4362008230019545,1.3713476087919991,1.4648460779046562
Shadow Glaceon,Frost Breath,Avalanche,50,1.093043838824639,1.0740857498404475,1.2260610416984767,1.0719587360368958,1.1534934650601274,1.1651224134489349,1.0918754107877575,1.0799849449077148,1.1451308755536178,1.1461915204541584,1.1308685791407849,1.1320438286477499,1.1117356395015265,1.1394372698463224,1.0898774381325371,1.1567194356120722
Glaceon,Frost Breath or Ice Shard,Avalanche,45,1.3508180950462467,1.330282177369708,1.4891876861827282,1.3271726900186571,1.3608322618988566,1.4111990751910113,1.3192470153521685,1.3175256377718767,1.3857630711830538,1.376796229317097,1.368802886617072,1.3821901743037643,1.3649238254701903,1.392891901414326,1.3629089303570447,1.4426269516817352
Frosmoth,Powder Snow,Ice Beam,35,1.773051246957206,1.7440899669222645,1.799824174477097,1.7049402754409348,1.7404706216850958,1.7642256298791603,1.66031743725645,1.681304823092829,1.7613955942586526,1.7406277423616168,1.8024347657114883,1.8247413065324127,1.6880803979982002,1.7569084609273016,1.7052554686175816,1.805305152641834
Mamoswine,Powder Snow or Mud-Slap,Avalanche,40,1.311806793643502,1.320255218168092,1.6926057351362864,1.3785814793338496,1.3727453030193841,1.4446040129139373,1.2831242676192478,1.3090395174985179,1.3602173494075096,1.3882259715327663,1.3536197778236583,1.4058523626283113,1.3213165143325816,1.3887216194604277,1.2726495313987416,1.3523785642066974
Avalugg (Hisuian),Powder Snow,Glaciate,35,1.4235322578519616,1.431216712822376,1.7827131376982466,1.4782829168944795,1.498934018150765,1.5785609586163627,1.4419567019299062,1.473690893288483,1.5133916125133084,1.516690772941346,1.4739318822396257,1.5249243826281056,1.4512281173509398,1.52603873191982,1.461036687032911,1.5518945706946492
Avalugg (Hisuian),Powder Snow,Avalanche,35,1.5369648871459956,1.5509149561442315,1.892763478507392,1.6040436914057603,1.6589811071483713,1.7185331559140653,1.5703089305542253,1.6066077750441112,1.6398816328898154,1.6564088698616681,1.6054540421078132,1.6641282336099559,1.6174812186897942,1.6916231120820329,1.6051874321212203,1.7240378120923912
Avalugg (Hisuian),Powder Snow,Blizzard,35,1.7533806311691293,1.7690820598938575,2.17693489001445,1.828007252765867,1.849892914876472,1.9476048093637397,1.7548184089213075,1.832069586367847,1.8664236704282435,1.8701512052825486,1.8412947612334576,1.8988276465768756,1.783501198178922,1.9049007250683156,1.779603221317667,1.959226453888576
Mewtwo,Psycho Cut,Ice Beam,40,1.369166730989715,1.4152893219346614,1.4191903462791193,1.4344135472860835,1.64365841069723,1.7463239221122306,1.3745568637706347,1.450914587776046,1.4918587528230536,1.5145177840689021,1.492983754215281,1.5694462220586298,1.45745694706321,1.5235438628466984,1.4873484851225423,1.6108846218018724
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,35,1.2603391926923995,1.2919830262456864,1.4133790284583014,1.3228450447784537,1.407366502153306,1.4715507069853457,1.2666641544578616,1.2908763991754506,1.351437862880516,1.320434511702926,1.3124080376603005,1.3588331024251432,1.274604334622429,1.3507361548403989,1.2956198384223652,1.3863213907856298
Shadow Cacturne,Sucker Punch,Grass Knot,35,1.6306453829543293,1.413900226479885,1.816943193023226,1.4111775387944685,1.3292625944194638,1.3082597794938542,1.6108966905583777,1.46715409571001,1.4725822030203635,1.3450816650730955,1.4978322968155846,1.4886451714964313,1.4731456785337933,1.4529970517225665,1.4397646718970625,1.510603449576539
Kyurem,Dragon Breath,Blizzard,35,1.8476589077381569,1.8260077225310773,1.7363952378017287,1.6448676719062043,1.7357300912608395,1.8183260008382125,1.8203057902932187,1.8075271223964777,1.8345186260733217,1.8877812060871306,1.8435727024479382,1.9015512110145851,1.8353840461866846,1.926766206862029,1.7731678563862592,1.929194221477104
Kyurem,Steel Wing,Blizzard,35,1.8095000122370677,1.7917139990172692,1.8619778021139564,1.7760405280638691,1.8651993348283027,1.9521654844706122,1.8556209385642362,1.8343849045913037,1.9467059851545268,1.961351997140927,1.865306410341448,1.9173879628167745,1.853671837597019,1.9307193309194337,2.1483294441680303,2.332026925547109
Kyurem,Dragon Breath,Glaciate,35,1.57320355138533,1.523220165558114,1.5093913621610133,1.415177685225409,1.4922327121095404,1.5575612904806202,1.5334445364074296,1.5304115739578381,1.5719874485207854,1.61134361451915,1.5702284761024814,1.6119442282761793,1.5557006234124289,1.6338278254753245,1.4900077406845105,1.6377200829778793
Kyurem,Steel Wing,Glaciate,35,1.5491534773040045,1.5284884585624645,1.618135452265903,1.5204605952713353,1.602269171874909,1.6751246817147512,1.5830028492382635,1.5497631486511785,1.6535037675019975,1.6802896869427568,1.5859461147789649,1.629567988370822,1.583254984283127,1.6515644995051975,1.806244834507024,1.9610844652235215
Kyurem,Ice Shard,Frenzy Plant,35,1.4359067102431786,1.4244429780881183,1.4038692947177405,1.3848562323585083,1.486729492055081,1.5577749195340738,1.4266605284022609,1.4255191381126138,1.469862510033886,1.5011239823441027,1.4724470320278844,1.4835788309350333,1.446402190222295,1.5004248497302652,1.4597147619962303,1.5533795327407662
Mega Mewtwo Y,Psycho Cut,Ice Beam,45,0.9622328318645713,0.9862070831913519,0.9817104700635196,0.9707684525279711,1.1212796279930124,1.220856673663798,0.9497286284807901,1.01964751591734,1.020798145344932,1.0600235012789112,0.9964362598416246,1.0684391322585436,1.0208894023737676,1.0869867789587715,1.0659048214326523,1.1435525956704227
Roserade,Razor Leaf,Grass Knot,40,1.4838734273014629,1.3384064137296134,1.514782947417349,1.323045771444459,1.4312176773307983,1.4309244290682162,1.3032874219607304,1.303476488373997,1.41329798162185,1.378006563892231,1.3986838233164642,1.3972047497020614,1.339147688547925,1.3732425211686832,1.361927778963532,1.4316201271208688
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,45,1.298451963861115,1.2305697955280106,1.4073161864278718,1.2440333702908868,1.271125895778835,1.3066516749257013,1.1986474631004198,1.2135118696569216,1.2826958736170078,1.2408110186569468,1.234725773558007,1.2663104172135748,1.218607327181783,1.267877541878503,1.1994409025251678,1.291927638673
Zarude,Vine Whip,Power Whip,35,1.208100468209039,1.2110826416252332,1.2524322095448437,1.2464216431630721,1.3256006940407816,1.4121178835771029,1.2118922516670245,1.2601717594133295,1.2910705431302731,1.3608836555715433,1.297361885605934,1.3775405584085614,1.3193007242981956,1.400619818533973,1.3367469519676103,1.4182661625501398
Tangrowth,Vine Whip,Power Whip,30,1.4786451400955998,1.474516918216852,1.629920876543887,1.4984403281846501,1.5872463699235684,1.6588382808669195,1.4828260260594748,1.549506933620633,1.576913286642629,1.6490451482769783,1.5333068326091566,1.6179311809513666,1.5642708757166932,1.650410121178438,1.5659723285307796,1.6788129268107828
Glaceon,Frost Breath or Ice Shard,Avalanche,30,1.5626475272651283,1.5025182473506746,1.8031733634433187,1.4842842697547634,1.6481549292693194,1.6395305548345291,1.5250324203573058,1.4867740529994335,1.6114602414868675,1.5763924414198813,1.592723262373051,1.5938902595981044,1.5302700619561824,1.5433852116354916,1.5067434305870242,1.5927139979863456
Mega Abomasnow,Razor Leaf,Weather Ball Ice,35,1.358796474971431,1.3418662563797483,1.5152893462080226,1.3661432253247483,1.4290021744996166,1.501104082421371,1.3377413517590229,1.3596998122350925,1.396000479006959,1.438697699831038,1.3982591733455654,1.4339191519270011,1.4011155835137767,1.4545507695427666,1.432963210440298,1.5292420614308417
Mega Abomasnow,Powder Snow,Weather Ball Ice,35,1.4157197372607417,1.399825857112466,1.5729319943081133,1.4128936680295288,1.4716113369452783,1.545487383291905,1.3947262683665542,1.4181435957365698,1.433681860792345,1.4807600867451665,1.4585363939645613,1.5031233174297847,1.4578721702890132,1.51335955058343,1.4697300236649835,1.5561053160141292
Mega Abomasnow,Razor Leaf,Blizzard,35,1.5015169728130005,1.446270941858867,1.7192764163362733,1.4568724666819108,1.5071937990009947,1.5740560305196298,1.4358847235155305,1.4534570944246974,1.5013445875020348,1.5346595214795329,1.4894118551970534,1.5134026400451164,1.4627961273214314,1.5113909945976056,1.5081791585973878,1.5985864361290298
Mega Abomasnow,Powder Snow,Blizzard,35,1.613677370649487,1.6169414202152594,1.7882651958930162,1.6195949824640081,1.6345476402080368,1.7452853458187103,1.565723846809139,1.6258609801155648,1.6390590881279248,1.6785221512651585,1.630403181581654,1.7018533068139245,1.594672820784008,1.6934895308555136,1.5650711162705873,1.7409956198472458
Mega Abomasnow,Razor Leaf,Energy Ball,35,1.6288041749109987,1.565626453151798,1.8385291435755866,1.5659553384646245,1.648913956687177,1.6928074705659515,1.5775253260158442,1.567997244439884,1.6276244809978315,1.64321548389994,1.636188031201722,1.6578798548719447,1.609406506746896,1.644190276203666,1.6153467606960281,1.697582494141547
Mega Abomasnow,Powder Snow,Energy Ball,35,1.7904535339710415,1.733085266005614,1.967906890418268,1.7259777012086517,1.7906661248220046,1.8500488979948668,1.7415814899244537,1.7310361151203038,1.774679055982067,1.7933987601952703,1.8040470747529063,1.8453612677747144,1.7598912333349164,1.8113530822141986,1.7427620982275485,1.8538615586560452
Mega Abomasnow,Powder Snow,Avalanche,35,1.409343566032159,1.4056488187464347,1.5789439402545997,1.4165910000055677,1.4603926241578489,1.5313276427165166,1.4018099405075661,1.4226996528763052,1.429608991858753,1.4751913688933629,1.45598552020361,1.4997879319252136,1.435107252095048,1.4795049313373523,1.4335154786779127,1.5444823954352462
Darmanitan (Galarian Standard),Ice Fang,Avalanche,50,1.1566318318137405,1.1606934087387724,1.3998829932041164,1.1826484065510208,1.1901066364346968,1.2411713046347996,1.149179498983842,1.167410719352831,1.2157307007909228,1.2229642672035537,1.2007205643439762,1.227259435861552,1.1790152791878823,1.2104947509880002,1.1648575923162434,1.2626688394346628
Shadow Articuno,Frost Breath,Ice Beam,40,1.4306739518010139,1.446469558881946,1.463124653969449,1.440350109874939,1.5381727245016532,1.5967291940595063,1.430186610199477,1.4769787995304289,1.4488700113577042,1.5174534418333991,1.5058085165417767,1.5712857024077664,1.5160734547214152,1.5630773014725983,1.5467928305008911,1.628866956312205
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,30,1.5475002965135654,1.3992694941196182,1.599638150029338,1.4525315184962428,1.4814503451411334,1.4698852141933731,1.4194585100392252,1.356159323071717,1.516897531804378,1.467692739489446,1.4440869908848095,1.431554125782838,1.3701653448406426,1.4076190894867018,1.3398548725328168,1.4321063970453227
Calyrex (Ice Rider),Confusion,Glaciate,35,1.311886946437413,1.3098397320646944,1.47169983115606,1.3639507028315616,1.582667248117477,1.6384297209311451,1.2942429103121784,1.3289975636114726,1.3576427618493412,1.3891257935891657,1.36442413241269,1.399560854039554,1.357484334468405,1.4073714316152375,1.3489805510559159,1.4702267756744691
Calyrex (Ice Rider),Confusion,Avalanche,35,1.3410258992832844,1.382799624604413,1.4054701810289454,1.421364835890677,1.6037657959865326,1.7066886117281372,1.3507883417166953,1.3966247112662424,1.4570839141604561,1.4804013180175848,1.4067275716212433,1.482667716730614,1.4085770871224321,1.4741793084062484,1.4238447846730036,1.5153754452570023
Shaymin (Sky),Hidden Power Grass,Grass Knot,40,1.2111893394430815,1.2278084541194676,1.2793616576691949,1.2300168449778697,1.3091203858311606,1.3657761129270032,1.1718726745988903,1.2324114737721619,1.2394259400979346,1.2960377143135138,1.2760833611263958,1.3211254524352483,1.2517823473011773,1.3100518996943904,1.253350777593361,1.33758650698016
Shadow Torterra,Razor Leaf,Frenzy Plant,40,1.1909011753232939,1.1873684750542666,1.4010718823672759,1.2095777561350352,1.2682857144678559,1.3103525982114812,1.175129511174108,1.1957641284126126,1.224970763735431,1.25997840726444,1.2065577303172956,1.2549171299622295,1.2222029870401578,1.2781822335800712,1.2546169922892267,1.3439684732763744
Avalugg (Hisuian),Powder Snow,Glaciate,50,1.1964625931664448,1.2393904622411154,1.3407591853019993,1.3182688808089098,1.2923997551092168,1.4006932730733923,1.2665763784875625,1.2892680255900248,1.3337631609968583,1.3639268466560261,1.3255772004086903,1.3564880686016865,1.2784931696742003,1.342435877853777,1.2674806105691006,1.4107700600240543
Avalugg (Hisuian),Powder Snow,Avalanche,50,1.3240229172039994,1.3625119311410783,1.3914629677777532,1.416178855047017,1.4537542539139587,1.5382056844127574,1.3892417836016628,1.4271074291613868,1.4737528511205207,1.5128640499664134,1.4310075755947946,1.4847455011828787,1.4307222188707722,1.4964271228688522,1.4432935522912664,1.5189802942977724
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.4779378375783405,1.5339082558789698,1.6225456743083222,1.6144941404713196,1.613871467496095,1.7378324724218115,1.5667514310131572,1.6149401360315667,1.657935517430427,1.7028865782624398,1.6088521138142264,1.6882831298756582,1.5835625511006943,1.6970744411172392,1.5861754003993254,1.73850391882631
Mega Venusaur,Vine Whip,Frenzy Plant,40,1.1843574974631617,1.1505198871177562,1.18515379461346,1.1646911053599687,1.24590512100309,1.2900647556455953,1.1187578005218433,1.1703901081929635,1.1796917889600123,1.222683879731831,1.1745461945614035,1.2293547369499502,1.1909249498459116,1.2427067997776917,1.1985625426220725,1.273569449063199
Kartana,Razor Leaf,Leaf Blade,45,0.9656504095652452,0.9739680857272489,1.1354042767590105,1.002653346378103,1.0367339294357059,1.0725488741565772,0.9698429006870891,0.9861271592321176,1.0618714203117663,1.0583787859793166,1.0347461551372945,1.0512294654420902,1.013685263361909,1.0394275149884673,1.010864045857181,1.0728708022139084
Crabominable,Frost Breath,Avalanche,45,1.3658542979405954,1.3614896653256094,1.5244881359158982,1.3275129005313642,1.4310459602630698,1.4679816775989807,1.3470983458618397,1.3367538720931589,1.3923880929348347,1.4078682506329068,1.373625426744182,1.4143393518938052,1.3283465900995892,1.3865498800537543,1.3580612307291324,1.4409461122890712
Crabominable,Frost Breath,Glaciate,45,1.3666028770287646,1.2659982246838601,1.596688985560244,1.2490123178869879,1.3384923189911195,1.3564689393461271,1.2727134321902633,1.238852247465885,1.3090927121710803,1.2972991304901027,1.2750053639832424,1.3106804613679541,1.2411917484170816,1.2923457095953144,1.2513357820354534,1.3400096332831966
Kartana,Razor Leaf,Leaf Blade,50,0.9177409243316207,0.9259693169645294,1.0746242521465903,0.9631755254183075,1.0108653228598943,1.0475640408020912,0.9291697861187146,0.9483548134753065,1.0162887626090162,1.0210054655442435,0.9887239574331729,1.0123402755265656,0.974795292382611,1.0005341105559113,0.974214106115935,1.0342802120734034
Shadow Cacturne,Sucker Punch,Grass Knot,45,1.414543849179081,1.2780382756653668,1.6233213345692261,1.312881877678234,1.2353997664892025,1.244993637041688,1.4156726416375,1.3520665414497048,1.2927202169003384,1.236919929121939,1.3859451182769982,1.3747105239638482,1.3487636038552224,1.3536531782225365,1.2875394390655135,1.3741472254723845
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,40,1.4093620628307537,1.333659325681087,1.319924654087697,1.252545777282974,1.3241208482871973,1.3658446098616026,1.273801248870452,1.2772564440047576,1.3386494997558187,1.3291904221061712,1.3247105706748779,1.3322353127287867,1.2293464951180786,1.3081047787251683,1.228981694556101,1.2908320666745312
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,40,1.1329643543628911,1.1246578798244637,1.4066519752878572,1.1367211205494687,1.1469005333768132,1.194039920311887,1.1170442622437264,1.1258457706586422,1.167965286964462,1.1825625375393638,1.1399264706111327,1.1566086920506857,1.110185852503982,1.1661343102737904,1.058574897012191,1.1270987220944266
Mega Glalie,Frost Breath,Avalanche,45,1.2480405159900823,1.237840684673355,1.4283737144242903,1.2764080096147778,1.3087739134158325,1.361098111387599,1.2375574913688223,1.237493626783536,1.307951796182539,1.3197120719109197,1.3018814735648268,1.3222794795643915,1.2714983429576983,1.3007632855388083,1.2775554648323844,1.3398857540964615
Mega Glalie,Ice Shard,Avalanche,45,1.2724637265071832,1.2702804924196072,1.3994717351085966,1.2795957895093661,1.3010220271628459,1.3614248621112623,1.2486673564647228,1.2525052245619563,1.3160283961312704,1.3228197418227337,1.3114457437376856,1.3274237652639966,1.283060464716294,1.3180984380675624,1.2956397085027447,1.3696986391730166
Mega Glalie,Ice Fang,Avalanche,45,1.2641942926315908,1.2742483616448876,1.44657411462616,1.2862411034704577,1.2910444652666082,1.3456784341280645,1.2422778711784728,1.2579216678160778,1.294052829228406,1.3238721350799625,1.2995813446112443,1.32032769032954,1.2792968223550536,1.3115426601754074,1.2659823959205279,1.349128217869961
Mega Mewtwo Y,Psycho Cut,Ice Beam,30,1.0742042611352611,1.0859165940286872,1.1170001444108637,1.1090429136761524,1.2368627118110023,1.341731247407713,1.074814788919222,1.1421283190856286,1.1480637266367162,1.2053550732637401,1.1247937163077235,1.1998032531429514,1.1575135188210997,1.2164485835561334,1.141789523085425,1.247467292674196
Shadow Tangela,Vine Whip,Power Whip,40,1.4736893629759042,1.4068043744693348,1.4650557489491782,1.3621872249646818,1.4473231377612923,1.4559972911564747,1.4177019312680859,1.3733615971957696,1.4959943043078818,1.422479160390615,1.4549477568273619,1.4404252198454612,1.4010624772974936,1.4521845747459563,1.3897622322535346,1.4804169858129217
Frosmoth,Powder Snow,Ice Beam,50,1.4876873918666798,1.5129505829550824,1.6488786577741896,1.5292277783041475,1.5659370413884384,1.6238287515869416,1.4446362904301038,1.4899619097690266,1.4779517026264926,1.5464604940881934,1.5770120075372918,1.631986062674368,1.504974271562407,1.5418878088663954,1.4847223169501933,1.6122634395020907
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,50,1.09516391081625,1.127299297968835,1.131739512364275,1.1417699332443416,1.2672353377123355,1.3361139562205844,1.0955134220808929,1.1478507069976063,1.2182396868492007,1.1950619808808864,1.152552228380812,1.2067967817968985,1.1484753542232757,1.2301172572420191,1.1552802488665805,1.244562837496889
Weavile,Snarl or Ice Shard,Avalanche,45,1.2962579988064151,1.2913628893034848,1.5301280428209005,1.3522197713598127,1.2620607673064592,1.2968949173063635,1.3607064210089665,1.3608211351218746,1.287250836858837,1.2980359966244979,1.3687288652053586,1.3816994905072286,1.3758514643196817,1.390498672184151,1.3532398951332687,1.421629853048756
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,45,1.1315164739171606,1.1674040284427105,1.1760023535374036,1.183193038992362,1.293914690282565,1.3902765847895,1.1484817708226924,1.1843139498263473,1.2674292108173242,1.249967723163916,1.180863238513057,1.2558806850826458,1.1818686392871764,1.2391275049769026,1.199517577036046,1.2901904360150325
Calyrex (Ice Rider),Confusion,Glaciate,50,1.13531735423299,1.1441171237995906,1.3004750087663948,1.174185811699172,1.4183204505519476,1.4845807228710735,1.1600398079159093,1.2026269683193822,1.1701642282842382,1.2131680135618845,1.2232081259752872,1.2673931944520997,1.2161750303876657,1.2772688868808713,1.1976112669355599,1.337558095941607
Calyrex (Ice Rider),Confusion,Avalanche,50,1.1829109348554991,1.2157440701993512,1.2566935371383996,1.242759884248608,1.4466920165005182,1.541359527429204,1.1999562330851543,1.2634256751674668,1.2461310832480414,1.3220966284271918,1.267506702254243,1.3442732121898349,1.269168616568626,1.3367149104285845,1.282096378183746,1.405647549772919
Glaceon,Frost Breath,Avalanche,35,1.4486746314289318,1.41496310994723,1.6838982182773898,1.4406670155979993,1.5211549662847914,1.533687463841587,1.4548478592727214,1.4315211984265097,1.5545184763836473,1.5319916772540927,1.496385344819264,1.498594932226967,1.481674825664004,1.5075539982723631,1.4623899171518235,1.542788126974049
Shadow Venusaur,Vine Whip,Frenzy Plant,50,1.1342868989952426,1.1198963426228365,1.2039392287947477,1.0893990946212397,1.1777373243472409,1.1919513063565819,1.090583076096772,1.1227544825901659,1.1619466393732494,1.1686152395315461,1.1531937109515253,1.1788598958717726,1.14518132483805,1.1946458344831656,1.1639465156022926,1.2308466586545188
Breloom,Bullet Seed,Grass Knot,30,1.9101502711922478,1.6607852808783579,1.817081100224539,1.594187342030602,1.6956592488826896,1.6841566468197815,1.6503479030850376,1.6259472427070656,1.7078828453761796,1.6344877525779369,1.6349392896747137,1.6318565174186985,1.5425626910058925,1.5853603008090114,1.5457987264972552,1.6124056711609345
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.3473920925950678,1.3719630892383459,1.4954899319613464,1.4291906138161339,1.434902948049741,1.523232254509326,1.3330641032451231,1.3618021072589064,1.4581782018153617,1.4757016235716331,1.4391953184337605,1.4861536518838714,1.3385359241893517,1.4302741050880567,1.3743434028112635,1.5246315145651133
