Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Glaceon,Frost Breath,Avalanche,35,1.3433028306822854,1.3679790966969774,1.3508668493235145,1.3960628586182047,1.3482291715099868,1.393783501936221,1.4102804548223664,1.4556023059302554,1.3556851179981397,1.4077188233456837,1.419426856132663,1.3914914317127478,1.451307782903131,1.4312125821964863,1.3910653313455805,1.4354681638934308,1.4020550133096716,1.4381827861579413,1.3672163449582002,1.4071030933751651,1.3566040232927477,1.4133911240515264,1.3917277440770823,1.4665922476976632,1.3482991251901055,1.4292807840792399,1.356703665255929,1.4166733210891957,1.3978782983306408,1.475670436187399,1.3620502389509854,1.4286109246020775,1.3584403268164575,1.4163627079077912,1.385090901129057,1.4467766773466066,1.3758264732784529,1.4348360120214296,1.378637543192573,1.4279707470060088,1.3868963296844818,1.448551191242756
Shadow Magnezone,Charge Beam or Spark,Wild Charge,40,1.0309789382901342,1.0671244997783904,1.0281114283842576,1.0667930621225958,1.0513164973995524,1.086746351734628,1.084915092667923,1.1291297661345918,1.0490597040936653,1.0881811741646656,1.0813463264926775,1.067102760123551,1.1051297150521804,1.088469591389407,1.1500703327883044,1.0926950081754352,1.023318544809228,1.0738952972493345,1.1291871520670327,1.1054272760316033,1.0590810834656785,1.0938216869595907,1.0736160274958506,1.1052098174287266,1.0348494105107173,1.0916275623610767,1.0626276223177924,1.1029534228448226,1.1072805600430802,1.162121701669359,1.0302243374540858,1.0937339547375489,1.0441348117887366,1.078044450928898,1.0430019632600334,1.0904924206485327,1.0644191820201228,1.1179493880395488,1.0652363969414802,1.119260071328458,1.0834299205838163,1.1226121485297276
Zekrom,Charge Beam,Wild Charge,45,1.0930552199855033,1.1188787355613763,1.0778179828364218,1.1296959958073702,1.056195242808085,1.1067860724937064,1.0867853950852178,1.137484042284873,1.0620602088138171,1.110753255218648,1.0419318096428332,1.0886945276071678,1.0691125233094514,1.116052442176203,1.0687728431278254,1.1195416947196306,1.0518083407275953,1.1103034605146407,1.0507240831786966,1.1179576454383717,1.0600185283218635,1.1308342156343745,1.0748938795293979,1.1379786437142898,1.0435195174896985,1.1015585394704346,1.0747766965925554,1.1172243072746146,1.1114593430263866,1.1910285406569736,1.0843832694814173,1.1378510209723924,1.079576403073631,1.113303666958467,1.0806104352014714,1.1414131093222009,1.0822248355764623,1.143107278191559,1.086399023049916,1.1287381523986624,1.1004078128353725,1.1570830650354154
Zekrom,Charge Beam,Fusion Bolt,45,1.1183747137876356,1.0915799562541102,1.0514579792911836,1.0961568845061522,1.0135004084994454,1.0678806517392778,1.0421102598892562,1.0950788799397777,1.0323518827419658,1.0690764979211416,1.0129285626712965,1.046145753823398,1.0538325645303759,1.0743714626885204,1.057417404058863,1.0960944262768106,1.0235598935226264,1.0664738243123335,1.030053756241272,1.0682761655156583,1.021638433033351,1.0779071819304746,1.0446954452653379,1.1170923725452755,1.008163159194603,1.1129193693049617,1.0149325241555538,1.1054630907701257,1.0635218093699514,1.1586968228325254,1.0167660650104664,1.078498360914728,1.0561715786402102,1.0982516292189477,1.0587372369851917,1.116781129348913,1.0532253146914063,1.1375669672024042,1.042616671986234,1.0820554807732339,1.0613329040566646,1.1401695642841811
Zekrom,Dragon Breath,Fusion Bolt,45,1.2905101500384817,1.312015079051415,1.2700219265287878,1.3253237920178187,1.2506276942697159,1.3414540587574975,1.234851003121051,1.3332203736207164,1.2867647890926128,1.3164029522733909,1.2434674966679982,1.3037361924611728,1.322952448719207,1.339904962868453,1.247234779263249,1.3031042608444743,1.208145519077196,1.2873895297249334,1.2465039312838369,1.3300174086048246,1.2539924122110464,1.3518506264337393,1.3046575503429636,1.3680654495248445,1.3238746409119861,1.4258751348611094,1.302985364072963,1.3994706882193906,1.2690360796984383,1.3543457189014538,1.2876002211777717,1.3878905170030413,1.2185463476315535,1.3018432059138216,1.7458125634045412,1.810534459227687,1.6360381549719065,1.7633172176488523,1.267384576955635,1.309612689249386,1.246909207984546,1.3279029834728484
Zekrom,Dragon Breath,Wild Charge,45,1.2549022117755486,1.2942143100581944,1.225592767713668,1.3042546714296173,1.2436798825647124,1.3278623190812415,1.235581792101529,1.3217722085477734,1.2269452661550058,1.3135896466732606,1.2152334774234628,1.2959153809951316,1.2460414826446822,1.3191636405273661,1.198299389246898,1.2938377657016447,1.2011464063886423,1.2841490683229813,1.2266944694201596,1.3275400302259293,1.2224391212281631,1.3327377801305806,1.27741139491503,1.4190914031402846,1.3169723518477596,1.4040763801328464,1.2613362840944091,1.3493685903651567,1.290780829294561,1.3753688745288097,1.2767783087799678,1.3605592637939887,1.2604926563563856,1.3197646143371269,1.5442536327608982,1.6706686031660305,1.5262598545232806,1.6746286859183763,1.2820388282149846,1.367591346220563,1.2677398583386994,1.347166773985834
Glaceon,Frost Breath,Avalanche,50,1.1889825640467668,1.2264177812481498,1.214253785120018,1.2667001922906478,1.2223631858971378,1.262499086688232,1.228011335636504,1.290299131977903,1.22350502117335,1.2828628270213138,1.228187746933965,1.2586226671043421,1.2135943174011188,1.2567863218503614,1.2183983360584785,1.2849529912474753,1.220472049689441,1.2834321206743566,1.2043884988426148,1.242123084575211,1.2139028586553733,1.2686275807305454,1.2612987089288075,1.313558450714569,1.2103963291780946,1.2861135303063784,1.2284596342729377,1.282337641596605,1.2816370490037694,1.3595045772751748,1.2096153086614796,1.26563055412931,1.2264128003112538,1.2735628829880363,1.1980119255274893,1.2644708320865294,1.21750076222832,1.2759789189424626,1.2257254270687334,1.292890745340753,1.235157759175789,1.2855011805108394
Shadow Latias,Zen Headbutt,Thunder,40,1.7765087451777917,1.8223747265881884,2.2145004103998795,2.322385483019464,2.58560222117422,2.6449525409993955,2.2097222096471905,2.2842782068378567,1.8827215959115406,1.92201055159349,1.7848436430941543,1.8398701211385362,2.55150979814833,2.6636732423855793,1.8289680917572377,1.8884353659709532,1.8224560780834071,1.8962874889086068,1.7772655099190788,1.841734738775276,2.218270248808894,2.261271395800247,1.8932920112215972,1.9870892880748496,1.7731343671601825,1.9089703760512668,1.8133605594277957,1.872235087439112,1.4674313408723747,1.5317824448034463,1.784312176626249,1.8793396263675501,1.8199226728917421,1.8788298803618326,1.8544633147711598,1.9391681324215244,1.8268130145041162,1.9348490787926305,1.808384563078503,1.892799156270382,2.268652071259927,2.386413393432067
Crabominable,Frost Breath,Avalanche,45,1.2512636545898783,1.3071940707838579,1.4341144418368958,1.3514313900031985,1.272118750456656,1.3379569049690803,1.2982097610126018,1.3265501457050948,1.378689492993896,1.360161963112426,1.3000581370055884,1.297220497447113,1.3514717669382013,1.31728457159682,1.2880548475521785,1.3375282533423103,1.428773735581189,1.3601348713398402,1.2327396552713639,1.296950624605437,1.2986258161284632,1.3391124051526382,1.2870466930070648,1.36207276412614,1.2615980554002937,1.3347675189455486,1.2850526459885239,1.3440184346516695,1.3331394722670973,1.4215616585891222,1.2567933172716144,1.3284193688534303,1.3221719677074215,1.3671335473202997,1.2365691848456761,1.3184057452724844,1.270795766366131,1.3384555076440612,1.265802583921955,1.3326070967652406,1.3137905129856193,1.3656149388280747
Crabominable,Frost Breath,Glaciate,45,1.2590543911496976,1.2221103951690713,1.511221450233716,1.3069425016281122,1.2143791804770476,1.252186966542899,1.2344422786647127,1.243725238864522,1.3697855957847946,1.2701475005035885,1.262536039011117,1.213475525111627,1.3300843229626722,1.2334380213956226,1.203703592382418,1.2666063527940752,1.5021898846495119,1.2863283052351375,1.1634974078396114,1.2095345589501272,1.2116309334745015,1.2783659784718546,1.207496731930144,1.2889561270801815,1.1818512693192602,1.2427499967503348,1.2084621439408632,1.252221626492967,1.245589660743134,1.3092945611200861,1.1849105414905803,1.2303507247521626,1.2510213014298222,1.2506687092695263,1.1924578701912902,1.2320587956239006,1.1960189903741452,1.2478156714142603,1.1978046377374725,1.2447370977366399,1.2282786005580597,1.2841704228375188
Terrakion,Smack Down,Rock Slide,35,1.2658626852680035,1.3281517761567299,1.303871246189832,1.3328073278536279,1.2553387224262875,1.3064659152048144,1.3198437016984053,1.3764740272422609,1.2740087228316839,1.3121162259607224,1.3059133639969784,1.330303222055677,1.2934435011613832,1.336833840416135,1.274327931133981,1.353954265653554,1.2682271517302572,1.3465874001774623,1.2695177242553517,1.3176113863753756,1.3172203105699665,1.3573760367037233,1.3073160700909183,1.374954100142473,1.2775214152942247,1.3524067021096826,1.293699592749341,1.3565553666967065,1.3395476575121161,1.4196553581044695,1.2858623958292192,1.345965480469213,1.2852592160295693,1.3434490808287132,1.2876723326302575,1.3763328638052212,1.2854653948342698,1.3523062851169476,1.2713950680673318,1.3450132526609402,1.2985619231594763,1.3663983687486585
Shadow Omastar,Rock Throw,Rock Slide,45,1.2187438497343084,1.2466138537184805,1.2069436576841115,1.2529469794183496,1.1867573114758454,1.2305564227404666,1.2338822226849833,1.2801133563650426,1.3574663501037731,1.2774648110468079,1.2496588900182322,1.2223483395359322,1.270645221971407,1.2488897340268916,1.224045998845821,1.2597143406751947,1.198072759538598,1.2377000887311445,1.204053717980602,1.2523482486178334,1.211355214399153,1.2587678665960826,1.2308505794398013,1.2983270419928616,1.2133600239175366,1.2726989120120629,1.2040474099086251,1.2634238715050021,1.265654281098546,1.3387722132471727,1.1930763458272444,1.2534065326434694,1.2151055344810817,1.2706813539538957,1.2125356707561836,1.2772137763927105,1.2134761966984624,1.2736181889455116,1.1974854637043617,1.2433077531535783,1.2333977248336554,1.2808971882378193
Mamoswine,Powder Snow,Avalanche,40,1.222947231320393,1.2853771282919422,1.2284983217920409,1.3098692500664733,1.2213834514549886,1.2973660088607848,1.2392680727995167,1.3035192986495276,1.2481412492163257,1.308761987103608,1.2388402656109725,1.2698229392013478,1.2658647397520202,1.3031210128570025,1.2265407088583244,1.3073933586611521,1.2124259094942325,1.3079432120674357,1.2212136284506343,1.2975914908270045,1.2220089994706194,1.3049894123875068,1.2763685501520203,1.381828062805693,1.2279965163588151,1.30488359698951,1.2346311358528879,1.285634432643935,1.314248788368336,1.382186322024771,1.231742959832537,1.3041293100043447,1.2579637194825406,1.3164453846902053,1.217075253435705,1.3069400147426962,1.2268652815889194,1.3210505684045473,1.2514119981682186,1.2963461511774748,1.2448808757244045,1.330457179652286
Tyrantrum,Rock Throw,Meteor Beam,45,1.1590580713086804,1.1878673158680455,1.1796934910193717,1.2270262771528653,1.1592931963254978,1.2172187497924292,1.1931546414154282,1.2385528050009247,1.1725758155304429,1.2124826573176501,1.1696038378333484,1.1809089147363467,1.2054155625347596,1.2156349167402754,1.1604128594786958,1.2058586611522555,1.1586193433895298,1.2097142857142857,1.1847225144912288,1.2293440208138045,1.2001941062290453,1.220244397388389,1.2020181249357402,1.2716096529236374,1.1645500513447116,1.2160117507896686,1.1816315123030765,1.2305358141020522,1.244695745826602,1.3165751211631662,1.1546467080058456,1.2123997788222285,1.1752383036669585,1.2250632234218461,1.1634833633782669,1.2113898275396484,1.1822901694324666,1.244000174223616,1.1761979434090564,1.2487475888483368,1.1828825928310798,1.2371860914359305
Terrakion,Smack Down,Rock Slide,30,1.2978256660687741,1.3530776529546076,1.40210710473482,1.4051244108931302,1.3207119182204037,1.3744378981209027,1.34799007161732,1.4067545596705369,1.316325999425117,1.3729859289453612,1.3593321758664194,1.3644755211567285,1.3853236333300618,1.3959457912127458,1.324501659132442,1.3890996200827161,1.327318544809228,1.4172031943212067,1.3161096550800606,1.3719032770263808,1.3726177871889889,1.407931886359626,1.3606920964117326,1.4406680081665026,1.3262014012556707,1.4123435286165524,1.3360787579425286,1.4113003502127512,1.3982983306408183,1.4701669359181475,1.3450373237489632,1.4096034598522849,1.337734656161852,1.405043283727264,1.3245874599502252,1.3977170716042535,1.3377411908184154,1.418781305806002,1.3340364413483021,1.4080986941618907,1.3565250053659585,1.426014166130071
Shadow Golem,Rock Throw,Stone Edge,35,1.313746353842486,1.322274722268002,1.3230309476191027,1.3751671464299065,1.3029305683788217,1.348848562945447,1.4152136037985505,1.3980083736776276,1.5202261508411625,1.4048081950256774,1.3848313829093022,1.3308549303740147,1.4255855988484312,1.3660647103085026,1.3693312974896605,1.4017354765797827,1.3238402839396628,1.3719183673469386,1.3221548409312647,1.3752415204790236,1.3368294512087524,1.3693201870478209,1.3902442606818148,1.4300779930379095,1.3187791657459282,1.3811727392078617,1.321659574953514,1.3725373883482963,1.3763058696822832,1.4492084006462034,1.297059520518188,1.357646431533631,1.3240321953117402,1.3760577764808872,1.2925987286249152,1.3551384134815387,1.3354588614486693,1.3953830741757045,1.3203258350564107,1.3799975021162627,1.3446125778063964,1.3962438291478858
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,40,1.1241349626303856,1.1787677227656235,1.2034080530860916,1.2970774904336366,1.2605778108415089,1.3729799204256365,1.2278975136360049,1.294839077679635,1.1412288464541713,1.2044252414395615,1.09842160007277,1.1548085631458844,1.246231638695325,1.3357215297543101,1.1437644272386265,1.1910707415600654,1.1304738243123336,1.2053948535936112,1.1027872898054445,1.1793851510339948,1.1942606317275455,1.2857662784542085,1.1697927529632948,1.2413377788875344,1.1402165576945575,1.2033120588579376,1.1296699786678226,1.1949897902145765,0.9999999999999999,1.0505008077544427,1.1304553892333822,1.1928986136893243,1.1446600525240735,1.2048560451317967,1.1300860477167067,1.1897939671719568,1.132984886101311,1.2087373143429592,1.145848655999778,1.1978046377374725,1.2654432281605497,1.332131358660657
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,45,1.1866464631272071,1.197602136412293,1.1628844367887847,1.1892001248540478,1.1138418210440315,1.1622074911491787,1.1479207436715613,1.2084430055733977,1.1653082980066949,1.1902613907190338,1.1163353121008024,1.1532345136068278,1.2137906075179115,1.1998131154513036,1.1977343224006924,1.2218187938828509,1.1322981366459626,1.1931748003549245,1.1247393491860043,1.193312034893731,1.1443775366154934,1.2160534674430916,1.141048426185685,1.2449216397632301,1.0987768259869233,1.1926141607414436,1.1511732697550792,1.2066255233228003,1.1711254711900914,1.2392137856758212,1.1089103045143964,1.1919210869307635,1.1048779301624356,1.1588366890380315,1.1611113949363947,1.2326061729566404,1.1545102138594887,1.213563308506468,1.0961130153619851,1.1405475916237633,1.1535415325177076,1.2069435501180512
Electivire,Thunder Shock,Wild Charge,40,1.1882353317663323,1.2177966088135006,1.1948609457308779,1.247548197901373,1.1963122131370765,1.2435171470133044,1.1905600171767745,1.2359543004667994,1.208485635845542,1.2513981653535644,1.1957180315679985,1.2400069606210773,1.2184156933948376,1.2617569601203913,1.2031114744637876,1.2421612003462537,1.1903141082519964,1.2375581188997338,1.2064450098521227,1.2607082050006697,1.175677166049056,1.2409895006176108,1.2330978364643155,1.282170292143413,1.2184554990835945,1.2693972520830354,1.1998722350874391,1.255062114281151,1.243338718362951,1.3034894991922454,1.1725087878668194,1.2430388245981279,1.219324482054275,1.286706059721817,1.2156301772772722,1.2745133815511944,1.2234940546191035,1.2965982838973824,1.206672125005204,1.2722415731116694,1.2172247263361238,1.2963833440652501
Mega Manectric,Thunder Fang,Wild Charge,45,0.9923996716658159,1.0121429245743416,0.9760368858934193,1.0269476653449092,0.9556412777065579,0.9993523789280709,1.0038026895621344,1.0338840334895367,0.9854921247813069,1.0312790695042653,0.9641350044097117,1.0012319508327039,0.9894166912029312,1.0265625511172178,0.9905411416754832,1.031616692315091,0.9854196983141081,1.0179733806566105,0.9839974747957837,1.019426855164234,0.9815047644256221,1.0300533792129876,1.0000293759088172,1.0610872023853237,0.9723258504374049,1.02727119106732,0.9807211873010803,1.0223132293722408,1.0068605277329024,1.0764781906300485,0.9814566136103322,1.0278447016074885,0.9912459877443829,1.037168077035308,0.9881036659684564,1.035404365881606,0.9794851692146871,1.0436168822683916,0.9662369381496233,1.0016375015611774,1.0076733204550334,1.0422193603777636
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,45,1.1372603296462407,1.1792701444702411,1.1416727359606633,1.185417894976166,1.1333817111809288,1.1796700121553494,1.1909868496786469,1.2310754756272173,1.1922078451165496,1.2174212195215797,1.287928463798838,1.1927083539317622,1.2763601269342755,1.1973758465011286,1.313266447052034,1.239991103202847,1.1413593611357586,1.1957054125998225,1.1319801809729688,1.1955598492529604,1.1583068643021,1.1962568378330687,1.2265176328892675,1.27959990012191,1.144558110514617,1.2081345621400996,1.199518600061601,1.2196872041158553,1.2226386645126548,1.285492730210016,1.1527706465500218,1.2256210750819543,1.1761258632428753,1.2222546444898357,1.172686600932731,1.229664932088719,1.1735092991855047,1.2270569275665317,1.151260737430788,1.2023147055966474,1.1834943120841384,1.2293839879802533
Darmanitan (Galarian Zen),Ice Fang,Avalanche,45,0.9213678030890934,0.9582461962356773,0.9368870494753432,0.9868652770873554,0.9343129570710258,0.9865062337679591,0.9336999781410021,0.9877266254234371,0.9079123371259017,0.9736142263183268,0.9577775053292255,0.9534923729785526,0.9662380999116694,0.9727995060032061,1.1687055160142348,1.0250102192940271,0.9207772848269742,0.9881668145519077,0.9463011497331318,0.9928452547204102,0.9126191106405506,0.9618404799717665,0.924210155251678,0.981889752214209,0.9130259583262924,0.9562075106264055,0.9180707498203305,0.9907940817467288,0.9610231556273559,1.0148949919224555,0.9064832734310202,0.9792349618863305,0.9304299192685537,0.9760237330998931,0.9285928023529927,0.9899866439930811,0.9217735964109935,0.993109455986759,0.913059768806983,1.0026227779242587,0.9327752736638765,0.9906632324533162
Crabominable,Frost Breath,Avalanche,35,1.4776590348703063,1.4285177119651569,1.5043352099975722,1.4481778630690203,1.4342033596588533,1.4249589839987777,1.4596080642887352,1.4687086506013811,1.4915431083066073,1.4659902360415455,1.5129344950188055,1.405098259449241,1.519958206562633,1.4474371871626264,1.3601068817928248,1.4040708858324515,1.545274179236912,1.4733593611357585,1.3157940045530199,1.3943240296137587,1.3983699488265398,1.4383050997000177,1.3694020533760263,1.4614220877458395,1.3775461127503867,1.4567729523859043,1.392660362076636,1.4500747196586852,1.4352073236402798,1.5143457189014538,1.3463110707373909,1.4347920533986336,1.469421748857115,1.4736528547806635,1.372114409160907,1.4358218323273755,1.3752079794416134,1.4515092120736965,1.362748227196403,1.4314955385021024,1.4086713887100237,1.458413822708736
Crabominable,Frost Breath,Glaciate,35,1.4798367289466905,1.3536520777697596,1.6058388535007302,1.4065270921723447,1.4290439784524847,1.3528571713240032,1.4147466749101387,1.3808134910112955,1.5195946848215034,1.389050967682067,1.4953292650612415,1.3351637921147237,1.5275746720319299,1.3496622174240194,1.325854212753679,1.3264793930941619,1.580777284826974,1.4207524401064773,1.2707516308610565,1.2935358598129054,1.2782336333156874,1.3533064231515795,1.2738128460849256,1.3367213548169146,1.273751803564233,1.366939205261858,1.2758467277352528,1.3672328629607235,1.3537425955842757,1.422154011847065,1.2848947430783206,1.3467257790592047,1.3425493629024414,1.3990492170022373,1.3036411540173847,1.339227979009904,1.295143516703689,1.3486040332767106,1.298566492277376,1.3333564618864573,1.305194247692638,1.3589182227945913
Shadow Golem,Rock Throw,Stone Edge,30,1.3968459437447698,1.408449645024665,1.3622848290771206,1.399912525096049,1.4074084529494988,1.4454719663104199,1.5418263516039201,1.5172718418598514,1.5944086965771826,1.4701253199767332,1.4613408687329692,1.402468252053581,1.5148689763470409,1.455378758137861,1.4918425988265847,1.4240165432336251,1.3985909494232476,1.4521526175687665,1.393673598224705,1.4525758996040021,1.4042703370389977,1.433264955002647,1.4458822319815519,1.4849375027539913,1.3733865411862578,1.4444242243048966,1.381264188179464,1.4379826832913154,1.4625632740980075,1.532504038772213,1.3644693708282318,1.4320865752991825,1.3864653243847875,1.4400958078007977,1.3735010984038478,1.4475430056124423,1.399076614835141,1.4710048347053444,1.3815656180180682,1.4500908952137772,1.4009658725048295,1.4613972955569865
Xurkitree,Thunder Shock or Spark,Discharge,35,1.043321871504849,1.0695582049144523,1.0568432734881676,1.0882494614705802,1.0434703190281034,1.0794780506273622,1.054911354649952,1.1025251669497125,1.088993705709675,1.1054027689445465,1.0491554314596343,1.0772470743639535,1.079113095822292,1.0978219975790886,1.182098802539194,1.1015827883043185,1.0319822537710737,1.0799645075421471,1.0408623955005452,1.091500392171867,1.0687312511028764,1.098961090524087,1.0835303967216485,1.1491561770192265,1.0611457019926949,1.0974639612119952,1.0744116539852386,1.1070601521771368,1.1010554658050618,1.1674959612277866,1.0422805008096687,1.0906335163316088,1.0406088901857797,1.1149085692053302,1.0584963909587861,1.109161636877176,1.0632867285160503,1.1152227884489743,1.0587418992242683,1.089646271908522,1.0824533161622667,1.1287293410603134
Mewtwo,Confusion,Thunderbolt,45,1.2986273006993903,1.3655661924595142,1.504048122757733,1.591180063428939,1.6562958731592616,1.749073403697086,1.482320727115634,1.5861225112754918,1.328425703156651,1.3954425807269328,1.268679973581279,1.3330657185457047,1.6201847580724311,1.7232411587659895,1.295286500913725,1.3694635471770702,1.3109210292812776,1.3828003549245784,1.302861898111836,1.3657050484953992,1.4988088935944945,1.56359184753838,1.3492942437906672,1.427771984195761,1.3113959262195993,1.4057792047419115,1.3133434480555777,1.3904016609438632,1.1618309100700053,1.2250726978998383,1.3221888700185631,1.40603894308622,1.3133328469993193,1.3862221573776872,1.2987512498449099,1.3895720968930863,1.3303366871379416,1.4248442876431902,1.315676995878492,1.4054065305782601,1.5499141446662374,1.6334191886670961
