Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Mega Latias,Zen Headbutt,Thunder,45,1.6598525056282432,1.7178006089863083,1.960869431181913,2.0768526760769626,2.3273807546944227,2.4859947791778203,2.0616359067021754,2.163696731627124,1.6778731138064726,1.7673421165201924,1.6171955024896085,1.6754313805363632,2.340641050806425,2.47481761376648,1.6381738722708474,1.7174996393190343,1.660866015971606,1.7256503992901508,1.6092055171886062,1.6839286055898839,1.990041026998412,2.082042968060702,1.7356608845086143,1.8214972900724116,1.6518178627601356,1.7375570316257425,1.658411380203283,1.7480065251366057,1.3626709746903607,1.4415078082929456,1.626456416130179,1.7450235001382361,1.6720649742242975,1.7530760626398212,1.6702963865797675,1.7644087959888188,1.6808049131059715,1.777281240472146,1.6626746783974689,1.7338504877811856,2.0476711740716893,2.1798025327323463
Kyurem,Steel Wing,Glaciate,35,1.451643510999675,1.4922388647189557,1.4680080769779154,1.534689387020574,1.443006024536536,1.5149633678952648,1.5050993549655494,1.5666861112584185,1.5052995615950968,1.5439910010433902,1.5161320303261605,1.5171583264452186,1.5381068636110837,1.5521150260084404,1.2340969750889679,1.3089983889583534,1.4567417923691215,1.518399290150843,1.228569242247432,1.2743863945057678,1.5263256573142756,1.5924320628198343,1.5304554734662104,1.667303144691039,1.489555575775695,1.5722530579350327,1.4538506291281186,1.5253761649992585,1.5072697899838448,1.597059773828756,1.4968501915557488,1.5891721631975988,1.4833673767143276,1.599455305904095,1.2056314179992265,1.2744987848223213,1.213606864410471,1.2966157062589834,1.4688389003760705,1.5572362304158978,1.4971131144022323,1.5876368319381842
Kyurem,Dragon Breath,Blizzard,35,1.7303547513252573,1.7942935134797822,1.688564294054404,1.765744519331183,1.5664459219799272,1.6476310353302204,1.5553905711406903,1.6253626459476134,1.6893300349230134,1.7462479828168818,1.7112548496940887,1.7560678027771295,1.7659976445185985,1.799086842019171,1.6239299798018658,1.7457379532557469,1.6047737355811889,1.7098136645962732,1.659307864480707,1.7410517858167698,1.6738905064407976,1.749095641432857,1.6928014335443502,1.8092622240500564,1.663139696611249,1.7939452236419648,1.6779297521132543,1.7859367335531193,1.796004308023694,1.9257081313947226,1.6663375330779258,1.806884158142107,1.628550238303667,1.7394465518918394,2.121714823708007,2.3202522314749263,2.2403066335641797,2.479594058974694,1.636752196056119,1.7484769847767865,1.6393002790298348,1.7452672247263363
Kyurem,Dragon Breath,Glaciate,35,1.4747117075457659,1.489345939744597,1.4434592278316627,1.4973718993614717,1.3442986097734322,1.4137136252831266,1.329479768786127,1.3950645228465328,1.4482526045144164,1.4821820206459966,1.475886984825055,1.4880384099726716,1.503508685837668,1.513368174829064,1.3835210878137925,1.487499398865057,1.3853345164152617,1.463566992014197,1.4197673751267386,1.4786122855011192,1.4367279865890243,1.481151844009176,1.4493926530852048,1.5824508320726172,1.428591855038931,1.5087415996152396,1.432735195811136,1.5026408551123076,1.5306408185245017,1.6061281637049003,1.435670840080572,1.5352008373158499,1.3897237622799339,1.502042602859644,1.7395505667179985,1.9027346971543677,1.8488348795679255,2.0248007317391874,1.4049069538307823,1.506501436283149,1.4056342562781714,1.5135651427344925
Kyurem,Steel Wing,Blizzard,35,1.6925019160827748,1.7430112980880774,1.7237604189546942,1.792433998836237,1.6905699729659718,1.767897589521159,1.7772115420682233,1.8416774776009943,1.7449805241394296,1.8258285445274078,1.7620930903971113,1.7853103210981962,1.797367258808519,1.8184152844570942,1.418465062037126,1.5036939742233337,1.6989600709849155,1.7907932564330078,1.4100300346259063,1.4639871444148989,1.7618779777660138,1.860232486324334,1.7910197846745883,1.9232701261695282,1.7299658135212073,1.8577946471513433,1.7036310331846545,1.8145127251571394,1.7737102854065696,1.8811200861604738,1.7566748291796674,1.8745112366207197,1.7395195019939695,1.8679238400933762,1.3907325368384946,1.4733062320733923,1.3936321268347924,1.4769023041073217,1.71132790274906,1.839372198554003,1.7408242112041212,1.8559776776132217
Kyurem,Ice Shard,Glaciate,35,1.2249233166872808,1.2233280477716637,1.2053386666050103,1.2442245369032343,1.228837736049578,1.2661025167551196,1.2052262406274696,1.2767620745094335,1.2458485070015777,1.2553521837634019,1.2364317325223155,1.239704410898118,1.2537029312657442,1.2616997088363266,1.195795662210253,1.2721939020871404,1.2199254658385092,1.2806495119787045,1.1919346507757351,1.2277275075086564,1.2266851949885302,1.2569481206987825,1.230365876944318,1.2944347340745854,1.148041751699575,1.235223771951489,1.1813121000216744,1.2603894548316812,1.237716747442111,1.3239849219170705,1.1827382598048897,1.2357221849204156,1.1985944946989593,1.2702071782900497,1.200376595604925,1.2693753329878774,1.194938803954876,1.2493314168735572,1.1988454226280514,1.2915446635489378,1.2318523288259284,1.3001502468340846
Kyurem,Steel Wing,Glaciate,50,1.3204378429148138,1.36317408912065,1.3414315056087984,1.4033691325341133,1.2902139474330958,1.4041304939854269,1.2491899883203106,1.3641618497109826,1.320827741049139,1.3867808586579877,1.2935384870931892,1.3380113189190472,1.3257454935060686,1.3819253606830895,1.1094786957776281,1.1792253775127441,1.3393859804791481,1.4001206743566992,1.0879038891970998,1.1299236699634612,1.3244551791071115,1.4098729486500794,1.3069782471395208,1.4314292848434997,1.3653793659253097,1.4844471019484993,1.3139594574554248,1.4109923455128277,1.3696392030156166,1.465158858373721,1.3073778585252183,1.4486354121410798,1.3476437117011966,1.404544791362708,1.10591386470292,1.1611770802163235,1.1047258155843025,1.1828041290996996,1.3369228847781742,1.4009797255103316,1.3257029405451815,1.406868426701009
Kyurem,Dragon Breath,Blizzard,50,1.4531011739707156,1.502930526598749,1.4484745841088542,1.5171674315903863,1.4288048568259262,1.5455111556881058,1.4133691700177329,1.5389006088183594,1.4498505077756327,1.5316015924712956,1.4475046568927945,1.5191911441916386,1.4859366310072954,1.5540636143553506,1.5085872126574973,1.614669496008464,1.4947506654835847,1.5900621118012421,1.4381994528724198,1.548705832839133,1.4564805011469915,1.5474898535380273,1.494969375615058,1.6722529853267334,1.5074807294848631,1.5960276091562569,1.4632846990109627,1.5869428822395364,1.5818739903069465,1.6883575659666128,1.4549745250602315,1.5895375014811013,1.5098604221379244,1.597826086956522,1.9930227635986775,2.13933307545779,1.8947950694716669,2.061204756304717,1.522279735224324,1.6144655222658582,1.5340845675037562,1.6386885597767762
Kyurem,Dragon Breath,Glaciate,50,1.2424536739987166,1.2860955593281629,1.2339780272289722,1.292900274755976,1.212663814919861,1.3161038452086005,1.2009527418814516,1.3154977707702515,1.2307906452496329,1.313711865902872,1.2400188253160953,1.293617585059976,1.2704877809402295,1.328170494323944,1.285274598441858,1.3697430749254593,1.2744844720496893,1.344958296362023,1.2178179939930749,1.3260669944330725,1.2534078877713077,1.3357596611964002,1.2562754285210698,1.3675660590749525,1.3113309329139098,1.4082099543746995,1.256670583269641,1.3651224603871732,1.3511362412493269,1.4457081313947227,1.2488249930881947,1.3635017180773332,1.2941226534383816,1.3520693512304252,1.6313085237598255,1.7519723829889722,1.5480552288862757,1.7105100396358728,1.3122215900417702,1.3855761091297651,1.3098089718823782,1.3895149173642414
Kyurem,Steel Wing,Blizzard,50,1.5633155352311219,1.6066918090861524,1.5911665761089466,1.6504028855157744,1.5199699769513322,1.6537734721124404,1.4716861306598958,1.5973249243019023,1.5380316819402982,1.6440410203947682,1.5108265342039382,1.5835333852743314,1.5534686099388229,1.6291629862269768,1.2790708858324515,1.363470231797634,1.563488908606921,1.6560106477373557,1.2392917949993305,1.2941193350295563,1.553996823716252,1.6480942297511911,1.5703773335487565,1.7341039613413038,1.5951177028766037,1.7071531632241879,1.5299391975907188,1.6427259556701383,1.6101669359181474,1.6932471728594507,1.5361783640744107,1.6807832062877681,1.5720990176052914,1.6533411146775607,1.2643102680689258,1.337797499580344,1.2691493531948257,1.3515745459297008,1.562190366495053,1.6508929934361167,1.5732882592831081,1.668158403090792
Kyurem,Ice Shard,Glaciate,50,1.0949129002372902,1.112924878354745,1.093862113347437,1.1284224074480835,1.0466669102164714,1.1055090965852103,1.075333349716803,1.140236465206037,1.0811467785048061,1.1173802534464692,1.064820783781753,1.1011979387069855,1.1006416233192657,1.1270078843196911,1.0875192363181687,1.1469113686640378,1.0886140195208518,1.1262253771073647,1.0767222084058692,1.135356685095556,1.0820209105346745,1.1398557437797778,1.0681961723190811,1.1704390229572728,1.0952671874796895,1.1400995697443164,1.0685937874311267,1.1236239604841378,1.116004308023694,1.1957889068389875,1.0649018523638374,1.115338283502508,1.0704333236066532,1.1459609960120611,1.1152338760883687,1.155491654320267,1.1051178187203277,1.1573065028964677,1.0451423099873718,1.110378706928852,1.0730414251985405,1.1673427774200473
Shadow Glaceon,Frost Breath,Avalanche,50,1.012784552292659,1.0395489085128478,1.0177377525500668,1.0504541373317458,1.0287394304919928,1.0634021029418603,1.0394897670141254,1.0732121215256805,0.9937985057567521,1.0519680690946045,1.0669742259275226,1.049444139038406,1.0684929826283247,1.0528633820787123,1.033567375204386,1.076728864095412,1.0232333629103816,1.0873114463176574,1.0227746637843629,1.051470166242611,1.01223089818246,1.061584612669843,1.0461789286606054,1.1075452021796923,1.0076692100713627,1.0878449519699471,1.0261803994935033,1.0672819155610818,1.0658696822832525,1.109951534733441,1.0160946324894349,1.0750819542635965,1.0251921019356094,1.0699105145413872,1.0208368304662925,1.072589532685725,1.0084934012805435,1.0637222875560783,1.0304186730686502,1.0621001651378694,1.0455999141446664,1.0832045503326895
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.3370881622086073,1.3396946748099519,1.3996986547361687,1.3812846094264806,1.2672815192194007,1.3295378310340018,1.2694425438182366,1.3553509921268805,1.381658967609641,1.3627172503389322,1.399950959260592,1.3567654468441888,1.4178198711028234,1.353432623417411,1.523880085601616,1.4249933875156295,1.3910842945874,1.4058846495119786,1.302383639737532,1.3441834216517132,1.2723001588141876,1.3472075172048703,1.2997223976616776,1.3785232730637604,1.2517970649023151,1.3255904641821892,1.2665723639931097,1.3535893955122573,1.3233171782444801,1.3883791060850834,1.2687902365812236,1.3464098108140132,1.261209999027332,1.3582944266121975,1.294926906880168,1.3681586956363079,1.2597064332070211,1.36062546278148,1.2715754707816989,1.3306226669072037,1.2916613007083066,1.3701867353509338
Mega Latias,Zen Headbutt,Thunder,35,1.7776623950154646,1.810798226483384,2.2098723328824716,2.3196282894610083,2.5821997196963156,2.6650503815982622,2.1360159971647974,2.265121188094736,1.8502497572590302,1.8960231220675874,1.7405547140410755,1.8169218235245264,2.5914323453397454,2.6801800143946086,1.8276786573049917,1.8814862460325092,1.80472049689441,1.8580621118012421,1.7574751783903737,1.8250530866795478,2.19603626257279,2.279634286218458,1.8638573505867837,1.9481074570744532,1.7842742197553652,1.902120081631592,1.799990873934817,1.8743683051756197,1.4540010770059235,1.5248465266558966,1.7840752004423557,1.8786681938465186,1.8073144635735825,1.8687019745160978,1.844588627688535,1.9203018603530948,1.8082843329413303,1.91546670151139,1.7872496912338158,1.87076227085386,2.2668491092509124,2.389697359948487
Mega Latias,Zen Headbutt,Thunder,50,1.5633347360605978,1.6208924225526542,1.927307198760708,2.037356022859081,2.1409655199899036,2.2756076014108175,1.989274863316592,2.1070301899922006,1.6099079055471688,1.6790545663593834,1.588473053300165,1.6433195834701069,2.182864690679491,2.2956354074655674,1.6031757959026642,1.6807222035202463,1.5988358473824311,1.6770825199645074,1.5949342872993706,1.6620052417117825,1.9687444856184932,2.045504676195518,1.6589016347693255,1.7614529324500976,1.5873445035161378,1.696182293223798,1.5841252096143097,1.6934440629242193,1.3127948303715669,1.398546042003231,1.6134128520083733,1.706929578577353,1.6016559673183544,1.6685512109716956,1.6390009998759278,1.7308874081318377,1.6538525197090466,1.7464610827997735,1.6284675483271118,1.6800072161085748,2.019381841596909,2.137389997853617
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,35,1.4654009053191097,1.3561705865693396,1.4504745609877343,1.3704542914725455,1.5212104203891041,1.407838539763934,1.3941216110469423,1.3952262018245147,1.6498577503966467,1.4480647490318654,1.406328232832775,1.3990887914226164,1.541102332580888,1.4330507573527005,1.636442603635664,1.4207553861690871,1.4638686779059449,1.444379769299024,1.3407399613567235,1.3411130028886806,1.3675445562025763,1.376841803423328,1.5015055153268804,1.4228955833321093,1.279757185009944,1.3204039983881661,1.3039778236616055,1.3439956194887122,1.256499730748519,1.274151857835218,1.3172123701567993,1.3287649591216084,1.3945019939694583,1.3962163213695167,1.4172620915652803,1.3672609968106149,1.3015810793153013,1.3143342480073175,1.3185079307808663,1.3288880254229056,1.3524254131787938,1.3881948916076412
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,50,1.240010368447917,1.1952756359074712,1.2897384615977465,1.23224972350994,1.3700207902969759,1.2610178610570504,1.1784224529417167,1.2160328635157804,1.4462020374398241,1.2714375923717094,1.2015040478384502,1.1971754116060447,1.344196764484575,1.2611210619295319,1.2547249206501876,1.253516639415216,1.297416149068323,1.2637231588287487,1.1681939050752779,1.1860903334417385,1.1992676901358745,1.2180496735486148,1.317274503179942,1.269832410440198,1.1464559150407507,1.1931601045092355,1.1968948563215112,1.215580474783541,1.096661281637049,1.1464297253634894,1.153214976894822,1.1993858367234094,1.2343400447427293,1.2297198716078204,1.1786055744907566,1.2088572950801726,1.1679167211115467,1.182046256370051,1.1597674192697853,1.1968609927700145,1.1852758102597125,1.230424983902125
Mega Aerodactyl,Rock Throw,Rock Slide,50,0.9754213382018103,1.022000950441059,1.006560617796326,1.0483828703329057,0.996258742884471,1.0498983733087126,1.0296195887662858,1.0757317267185504,0.9859221554040138,1.033433749255934,0.9819379792842425,1.0189281434520725,1.0101825498086172,1.050626492622763,1.0122421131095507,1.052617341540829,0.9914711623779946,1.0408269742679679,0.9917930862969411,1.0365389397968359,1.0059886183165696,1.0613640374095643,1.0309034560756722,1.0753051422528384,0.9833357164212086,1.0602617930353173,1.0028975256955772,1.0517105668427236,1.065589660743134,1.1127732902530962,1.0088273628500337,1.0759706149531973,1.0058238498200565,1.059697500243167,1.0124072195421006,1.0578687316172446,1.0187551722636004,1.0761182978352717,1.0218426055702807,1.0566048209156131,1.020025756600129,1.0669349645846748
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.3806404436671664,1.4542788248452332,1.425137667001923,1.5000346816799806,1.4132137946609455,1.4899934241552697,1.4453221097942537,1.5152605553737564,1.3932245280413917,1.4788255184698154,1.5036048898363068,1.471758070958786,1.5057108155854353,1.491461379919521,1.4668654419544098,1.5261163075887274,1.4028358473824312,1.477483584738243,1.3955101103820329,1.4759818644424465,1.4245301746956063,1.4762881595200283,1.4652262679376642,1.5239780855720224,1.4559150407508026,1.5145130051604685,1.4192628420848494,1.5110026123361586,1.4901992460958535,1.5781798599892298,1.4196848216754216,1.5119574232789605,1.4267702558116915,1.4884617255130825,1.400081741681689,1.490508477050293,1.4180495666187551,1.5103096824774598,1.429386214457196,1.4806760938649202,1.4732667954496674,1.5587572440437862
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.5905631123264525,1.6722786424373532,1.58810688123066,1.6923792788522676,1.5812515360243373,1.7033829067890616,1.6173860518898977,1.6988916582701383,1.56457815127572,1.6736497604276768,1.7448042523066944,1.6361552851283958,1.7320128733601596,1.668928092387215,1.6528956670193324,1.7635976724055016,1.5715527950310557,1.6992085181898846,1.5672335622596751,1.6724121439366404,1.5942628374801484,1.6873455973178049,1.6402038688071912,1.7255115080122791,1.6214919863254085,1.7505946887470591,1.5626333261085317,1.6934098401797835,1.682250942380183,1.7820140010770058,1.5437418539436787,1.7031774556657058,1.5625790292773079,1.658581363680576,1.5543837625988017,1.6851047680214863,1.5910884620410297,1.726512478766497,1.5453435283995505,1.7034456918444096,1.6264863704657653,1.725917578879588
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.2967696204476034,1.3575498461533537,1.286894563839339,1.3636220005163717,1.2754216179234943,1.3736125963959058,1.3118619339133943,1.3728692327491763,1.2713266897374325,1.3646093850788428,1.4441944069827686,1.3253418020889773,1.3965816894036052,1.3457854876173652,1.335796984707127,1.4027513946330672,1.278622892635315,1.3453416149068322,1.259579515237312,1.340567788341974,1.3122573672136935,1.3693422445738486,1.3086673618965086,1.4453240897140254,1.2623389790851542,1.3995918420402698,1.280672134700722,1.3587798450850435,1.3694022617124393,1.4330102315562734,1.2484991508353411,1.3843358742446386,1.3038736504231108,1.3811764419803523,1.251034543158878,1.35080318500624,1.2908924604730172,1.3800339736051221,1.291586294944561,1.3443610274628441,1.305891822279459,1.3850504400085857
Kyurem (White),Dragon Breath,Blizzard,40,1.2394983463285614,1.2670899382853338,1.2632493651325802,1.3180175181019103,1.2005449980405312,1.3064858420070276,1.3036758039002143,1.414627679182344,1.265749871556643,1.326187280599508,1.2436395347457594,1.3093363285096757,1.2952612294304315,1.3431805541924298,1.2813010964701357,1.382691521592767,1.302204081632653,1.3722448979591837,1.2567769211638897,1.322173971266237,1.2770425269101817,1.3630448208928887,1.3088436173494118,1.4563694314292848,1.3301399955804551,1.4191938230362273,1.2958099953228917,1.3783324397394507,1.35322563274098,1.462089391491653,1.2829199415458747,1.3571527311505194,1.2618787082968583,1.3639237428265734,1.612303582767102,1.7405577410102397,1.697608780870247,1.8476066030750469,1.2620696354477456,1.3663840357474917,1.3225799527795665,1.4145846748229234
Kyurem (White),Steel Wing,Blizzard,40,1.3566714082048343,1.3879975614946565,1.3416376689286829,1.3928779243399882,1.3139899436071498,1.4354670510325405,1.284380387951941,1.368555637616619,1.365614298744537,1.4330838401281945,1.332150159580148,1.3909594978861068,1.3939624431576536,1.4322553734419472,1.1025476098874676,1.171428657304992,1.3348642413487133,1.4159680567879325,1.0931934268169037,1.1444148987048763,1.360056026116111,1.4373897123698607,1.362719034120118,1.522920552854604,1.3859042518620581,1.464689137018887,1.3263138681968036,1.4056650049622978,1.4094668820678513,1.498255250403877,1.3407223824005687,1.4035309451400135,1.347959828810427,1.4462236163797297,1.0807053139391463,1.1359393359948036,1.1137244653512783,1.1833355111285335,1.336992270437546,1.4314955385021024,1.332002575660013,1.4374758531873795
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9598238643909417,1.0241386427893684,1.0232791143069637,1.098112545905057,1.0540879834740386,1.1499807374245272,1.061383687496524,1.1410267520504127,0.9491092707812299,1.0291447596241985,0.9458337123444241,1.0015661397423778,1.0729708509176563,1.1694638008309615,0.9582361498509185,1.0247397085697798,0.9715492457852706,1.0406459627329192,0.9462437587282154,1.032626786295028,1.0527836597847187,1.1193863596259044,1.0028053992920405,1.0541104240412438,0.9787731863618048,1.034511445321132,0.9650813930938501,1.0618747219402014,0.9461604738826063,1.005029617662897,0.9861665152652159,1.0638354595363166,0.9643760334597803,1.0430284019064293,0.9675879635373713,1.0417758380346964,0.9916024217082626,1.0672067598763013,1.0125865586100666,1.0780033582659136,1.0667310581669887,1.1590899334621163
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,50,1.0270059666577596,1.0768513199770229,1.1411737051209427,1.2235735232347988,1.1617641197999349,1.2351512112174612,1.1442486907236362,1.214097889507293,1.0554309472669292,1.1064506856725114,1.0349573464214101,1.081623169376431,1.174215657408316,1.2530895246507672,1.045184307973454,1.1263164855246706,1.0610292812777284,1.1305874001774623,1.0433971648843572,1.1024812044458898,1.1272939827068997,1.2068113640374096,1.0855573344300338,1.1312221846863386,1.0509417529994411,1.1120874549921358,1.0594563146667275,1.1305483624416788,0.926117393645665,0.9941410877759826,1.0666890477507012,1.133842173861527,1.0758437895146387,1.1352859644003503,1.0536137851507477,1.1271083150266026,1.0740363256239382,1.144954048521277,1.0652502740733545,1.1408112571293765,1.1503648851684911,1.2295664305644989
Electivire,Thunder Shock,Wild Charge,35,1.222272002150493,1.2595344118865934,1.2356234802680508,1.2816460696022782,1.233854308506752,1.2806557246381625,1.2354058853734848,1.2779727266965621,1.2701633437370567,1.2970991039519815,1.238292512190974,1.2799277044583568,1.2968969804037034,1.3115839794549677,1.3429685245743965,1.3270354429162259,1.2288447204968944,1.2729370008873113,1.2416543913683928,1.2912019589463013,1.2547754543850362,1.3116397564849127,1.2886036161743752,1.3408046061425025,1.2262027011217844,1.3131637441343542,1.269504112433123,1.3255609678192126,1.2903392568659127,1.3560581583198708,1.2454678304830364,1.3210434851297446,1.237294523879,1.3159712090263593,1.2532167541254005,1.3223979506192662,1.2662223964458383,1.3227840933838582,1.2468047903859232,1.3007035705860313,1.2778707877226874,1.3190491521785792
Shadow Omastar,Rock Throw,Rock Slide,40,1.2496299840153093,1.272262961759948,1.2660990431709844,1.3122584324651352,1.2548787454085326,1.2969857390518829,1.263183627222601,1.3061902353657888,1.420185184766052,1.3317912586091,1.3095380283249818,1.281092422019292,1.3454951418196093,1.3136348022377073,1.2829572232374724,1.2901347744541694,1.2530434782608695,1.3045465838509316,1.2254031718095384,1.2775715952786333,1.263168343038645,1.3133381859890596,1.2675851534156837,1.3366772909536888,1.2449337718215023,1.3227047614095748,1.2585528342136183,1.3164919405436852,1.2874851911685514,1.3606462035541194,1.2399778822228367,1.2972273786484458,1.2621461920046688,1.314804007392277,1.24205025653751,1.2985979841917425,1.2685657040811882,1.331686920162028,1.238894825217524,1.2923911685932752,1.2846211633397726,1.336413393432067
Electivire,Thunder Shock,Wild Charge,50,1.1214708475406137,1.158198834189637,1.1274378330886348,1.1829073266975718,1.078581344527768,1.1323206089630757,1.136491980075976,1.1752341434959133,1.1007154351570405,1.1553021644120238,1.0923350115285286,1.1374129428003052,1.115195717603952,1.1615058723459941,1.1153878522650764,1.1758500048090794,1.1257888198757764,1.1746228926353148,1.113605494232204,1.151655730491841,1.125011028763014,1.1708355390859362,1.1611121719078183,1.2014012308505795,1.1409054867348662,1.1978396225188805,1.1361152622032602,1.2083252529631192,1.1892730210016154,1.2456327409800754,1.112800663533315,1.1935601722026936,1.134665888532244,1.1958345491683688,1.1012137180057948,1.1683513724574324,1.1296659262162987,1.1881353717496408,1.1179833751960147,1.1903942493165514,1.1471560420691136,1.2033376261000215
Mega Latias,Zen Headbutt,Thunder,40,1.7207271354122498,1.7607064625191808,2.0128572694728,2.1338366030450513,2.384942644020963,2.57061560534304,2.089050194208788,2.1990630379867993,1.714717684896193,1.7958463568484642,1.6981404068008432,1.7627674005639684,2.4327481434226454,2.568932590702391,1.7708623881889005,1.8376454746561508,1.7517480035492456,1.8262750665483585,1.712289327186119,1.7867924167352172,2.1186584612669845,2.1924188283042176,1.7788434704698677,1.854868322488727,1.6950774070270762,1.7813885169827508,1.6982010244008168,1.7950742063175185,1.4173290253096391,1.4933225632740978,1.7504838263754494,1.8346794897112841,1.7039076938041047,1.776043186460461,1.7176700701372822,1.803812665581643,1.7041770111938674,1.8033189598850126,1.7088716504072938,1.811853846047099,2.112663661729985,2.235318737926594
Zapdos,Thunder Shock,Thunderbolt,45,1.211085918911697,1.2521340921927826,1.2190764653973172,1.27623187400531,1.2241649009305817,1.2818430299366992,1.2263945458566852,1.2787371449044607,1.1929932168327566,1.2451287715383101,1.1748005742512388,1.2232421465606227,1.203922939771649,1.2528727876468086,1.2201927238626527,1.2705287582956621,1.2025341614906833,1.269249334516415,1.1858225087521284,1.2486465288007194,1.2099545614963827,1.2717156343744487,1.2347135114492604,1.3288192353450934,1.211566208680506,1.2849306521428292,1.2157059581798062,1.279234779434412,1.2731179321486268,1.3540333871836294,1.2046190607843912,1.2834827599826217,1.1993361540706158,1.271945822390818,1.1916988402898911,1.2554062634563594,1.2155581689097958,1.2731564963630821,1.2298746894991743,1.2680229250218567,1.2504400085855334,1.3300815625670745
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,40,1.3489542748246723,1.2678323703583994,1.4180703113258806,1.3293006246555916,1.4168753445676217,1.3257284906775777,1.314993332358948,1.3350686876970057,1.546792990048186,1.3831052284933765,1.3175664719538385,1.313093481932047,1.4801194916085976,1.3908320247325547,1.3891747619505626,1.3307234057901318,1.391031055900621,1.3668535936113575,1.2630899317047042,1.2692212040632833,1.2914791776954297,1.3115515263808013,1.4277572962413525,1.3450641129209935,1.2276845484915053,1.264236783611288,1.2902088728168741,1.3037496720320325,1.1756381260096929,1.2063866451265481,1.2667759390181288,1.2830285556301593,1.3617960315144442,1.3288347437019745,1.3252954013005687,1.3074581986176899,1.2628337471144213,1.2799773509299186,1.2800821526206965,1.288561080195945,1.2873256063532947,1.3201116119338916
Mega Glalie,Frost Breath,Avalanche,35,1.2860123557337677,1.3066516473511656,1.2788291464838557,1.3399421201296324,1.2450697770190833,1.29892860226767,1.2806022735944598,1.3244470255595062,1.2654330068872799,1.3187839639317473,1.3357550494164547,1.308598739969389,1.3414221218961624,1.324956243661465,1.2961912090025969,1.3355264739828796,1.3137107364685003,1.352305235137533,1.254280412450022,1.3086679547758882,1.2685393506264337,1.3292637197811894,1.2988704963059794,1.3569907319007681,1.2760265692633659,1.3400059793841235,1.260001597061407,1.3320518816805649,1.31983844911147,1.384437264404954,1.2682175441368144,1.3347979778032308,1.2822925785429433,1.3321418149985411,1.2873147127728677,1.345263726398914,1.2831656431029226,1.3436212378587917,1.2877006980197334,1.3534089174449426,1.3039278815196396,1.362631465979824
Mega Glalie,Ice Shard,Avalanche,35,1.3163176649231247,1.3418131663287853,1.312021440985268,1.3459401240062736,1.2760725601291256,1.3292904065731879,1.28835898424212,1.3338489814871102,1.2893676060195234,1.346864963594513,1.3589604154225214,1.354738561445278,1.3443685183367684,1.3476216180848628,1.344393214388766,1.3895324372415119,1.322204081632653,1.381614906832298,1.2801159298299314,1.3458477607942916,1.2826451385212636,1.3386491971060526,1.29584477769781,1.3841046957390244,1.2863865021902745,1.3509508520622375,1.3096017613305801,1.3630919108839734,1.3431556273559504,1.429854604200323,1.2958450175757337,1.3514159326987638,1.3012109716953604,1.362695749440716,1.3203909003992205,1.3794565637840561,1.2984276318654995,1.3629426368744284,1.30354838262028,1.3514244875869057,1.3275702940545182,1.3824211204121057
Mega Glalie,Ice Fang,Avalanche,35,1.3031122944511202,1.331823934793983,1.2961507188741557,1.3546298116014073,1.290366719583397,1.3389881169836135,1.2883990806286596,1.34328974036943,1.2794633217828617,1.350805402089949,1.3323933858280173,1.3477838727155518,1.3514390519187358,1.3444871102823306,1.3416670674232951,1.4037613013369241,1.340578527062999,1.3996237799467612,1.27948462877585,1.3403382243223079,1.2730832009881772,1.343920945826716,1.3000602206130751,1.38290028347752,1.2510301438951787,1.338069178874576,1.2809116939117737,1.3468475148583747,1.32082929456112,1.3934733441033924,1.2660946324894349,1.353055017970694,1.2716297052815875,1.360227604318646,1.2989774991424423,1.3789237831801893,1.287355721067991,1.3572629469924649,1.2793744188951028,1.3357155743051028,1.3027688345138442,1.3810903627387852
