Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (White),Dragon Breath,Blizzard,40,1.2330807538174424,1.2072822065179623,1.2572910267564723,1.2502652236689569,1.1919000647163118,1.2484973484719353,1.2705580713091336,1.3294651583828134,1.247309920276731,1.2452822215216504,1.2456068186426246,1.2641226616808128,1.2894281349204266,1.27906106245399,1.2876902612058636,1.312884857076045,1.3226516361089142,1.333225671568651,1.2575219449957797,1.2794339897130076,1.2772425299733272,1.3209323217295683,1.2955393837372258,1.4405913858434658,1.3292006773394942,1.4181902250416494,1.2691892638128988,1.3464201849822588,1.3264906563666803,1.4332122318226057,1.2710096884520643,1.3445526743304443,1.2657117001478488,1.3629787149008152,1.593744823135346,1.640452401495859,1.679930344304629,1.8203384694336047,1.2620677834449363,1.3663767975468317,1.2951825744405696,1.3852885368883747
Kyurem (White),Steel Wing,Blizzard,40,1.3502324775170673,1.3301780045623068,1.3353774234063944,1.325916206496798,1.3049427259231796,1.3829100570989268,1.252042623510233,1.297653274306072,1.3481698043298207,1.35559000901387,1.3321819291184285,1.3509121826628765,1.3865768740673519,1.3746873825330932,1.1078750921977853,1.1168930871147973,1.3562387996732066,1.382630596468056,1.0957094915700472,1.1082371560465119,1.3537203453353472,1.3929804769097887,1.3499232814315256,1.5064205751982784,1.384923106134016,1.4636537183915597,1.2986688215763906,1.3731275577031923,1.3816262956336371,1.4686590881287385,1.3282750663270473,1.390508595413525,1.349370753432354,1.4452158116891007,1.0644296489423064,1.0706097096156193,1.1148409687780694,1.165872956268545,1.3369899758011368,1.431487985675771,1.3044087883562716,1.4077029721603278
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9326989057058179,0.949272204517633,0.9880182835220347,1.0239787006786292,1.041052173969392,1.1112915830008065,1.0171972111611611,1.061185868964827,0.9328845840195008,0.9737988888665923,0.9332816446567963,0.9522553371037685,1.0527124485712498,1.1045771467781564,0.926594965097567,0.9514348860369115,0.9728404241699828,1.0060585046322035,0.9156575211541703,0.999245255911956,1.0212649866637242,1.0848012685632968,0.9999843539687763,1.0426951744769113,0.978089586883301,1.0337773339128424,0.9427448975857533,1.0372956676377048,0.9281738314374461,0.9851732175048403,0.9772823920342142,1.0539632950926847,0.9650861993272014,1.042303843750619,0.9140408752070899,0.9818614294213286,0.9769666377035497,1.0514558167437045,1.0125792986600455,1.0779924569460337,1.0446405651929176,1.1350794386308072
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,50,1.0160137281109565,1.023225123146657,1.1154697337542419,1.154178871125789,1.1830564882023507,1.202810646983742,1.1236060796139098,1.1482601939087964,1.0789831049484138,1.0717036814209944,1.0357687565761389,1.0561385872251412,1.1775038183179634,1.2116236408110985,1.0422225318917295,1.0783597012894646,1.0845180762282374,1.1095038898783494,1.034490206697073,1.0668434546091699,1.1365350034434605,1.1713009432418755,1.1151428677902862,1.1189646630634935,1.0501974617849725,1.1113075177997223,1.04985182516232,1.1043760595162897,0.9229834230679681,0.9745099955256397,1.0719149116519862,1.123318978536131,1.1019059883248612,1.1344984639409565,1.0224776784921712,1.0622850112772237,1.0581833862110346,1.1280549453081063,1.0680334194139716,1.1408092647062493,1.1367499798431338,1.2040941167579229
Electivire,Thunder Shock,Wild Charge,35,1.238980487905344,1.2187296061207429,1.253020729538442,1.239596213265488,1.2455456704543224,1.2503051039297388,1.230172022642105,1.2428949557415596,1.3026050952901513,1.2580599869008509,1.2629117390778992,1.2535236338046165,1.3276412709948253,1.2729548565455981,1.3977144744164471,1.26943088131329,1.2446610596032133,1.2337586273676173,1.260696878727074,1.2494590671191725,1.2828275948663896,1.27188412469513,1.3041042022576164,1.326281869640216,1.2253411148115783,1.3122350746677591,1.2700593601858015,1.2948695832330408,1.2811914689864436,1.3292709235542095,1.245719514257873,1.30878849790459,1.2386376484598274,1.3150577428959052,1.2530645508266025,1.2470290536204716,1.2660985758738232,1.3032605780405881,1.2468009874387085,1.3006998569044323,1.2610664937135831,1.2917296237466032
Shadow Omastar,Rock Throw,Rock Slide,40,1.2579436189979845,1.227057093006122,1.2693111245928874,1.2640985226145722,1.2652217864913928,1.2596717828334327,1.2585125335154248,1.2574736122418255,1.5187902522677048,1.30319153757716,1.3501568893237166,1.2531220095687141,1.3816299993619447,1.2721821383223728,1.3078773474990397,1.2424899085557652,1.2714699413480552,1.2735404344167238,1.244787397273003,1.2370195467350686,1.2824903830421928,1.2772703059543333,1.2839085379047606,1.3224209204971362,1.275531362789435,1.327552160565289,1.2648535592656207,1.2863049675290767,1.2781276314585308,1.3337667443212173,1.2320156565368643,1.2851838593800773,1.267215621893052,1.313886937438326,1.2190854631252963,1.2238896424995778,1.2734535097975244,1.3120275173850504,1.2388863557977148,1.2923808940159347,1.2677705458329724,1.3087341057731323
Electivire,Thunder Shock,Wild Charge,50,1.120444179187435,1.0973570814178244,1.1140475559874814,1.1316095720987458,1.0739495385570133,1.091872932888593,1.1232896368803507,1.1258913122063072,1.0969985920008922,1.1021199754270616,1.0895723062661207,1.0999932230072964,1.1148091613905815,1.1185385408798516,1.1101004325157484,1.1141760252751778,1.1259453745985546,1.132450577011775,1.1107475327480014,1.114427919303507,1.127265549793202,1.1346676584848012,1.160713317304384,1.1883818365042493,1.1401009896002334,1.1969951996275456,1.1312581021104686,1.180347318526858,1.1665642192861283,1.2210251340287979,1.1036894530078054,1.182485633681488,1.1338880066631043,1.1950005609969812,1.0758928205205436,1.101151083699517,1.1131337051668762,1.170600066326536,1.1179824451223892,1.1903860458120716,1.1358357654081237,1.1784181976375592
Mega Latias,Zen Headbutt,Thunder,40,1.6972974869834956,1.6483771919318224,1.9352336311458151,1.9912406212181908,2.3325306482121406,2.489448358007895,1.9943425199800617,2.0482710991776325,1.6788806822809972,1.7030840387863337,1.6652207232111333,1.6766371529836999,2.385065850858557,2.4331772495552655,1.709295289967951,1.711375023427559,1.7454519125955497,1.7680006553905752,1.6569323186822476,1.7290282550418832,2.066213943542465,2.124687139720794,1.7895789053017623,1.8347743931518692,1.6938740488699364,1.7801255174692743,1.6588857644945894,1.7535187122986255,1.3895823322711507,1.463826064831058,1.7342382477505498,1.8176494529479061,1.702715372450524,1.7748013218594094,1.6480153224786456,1.7000647823583348,1.6790216695404703,1.7767034428385216,1.7088608517317143,1.8118467054734755,2.0688977589493214,2.1890149100947647
Zapdos,Thunder Shock,Thunderbolt,45,1.1789060806034612,1.1667223688708093,1.2061032827512268,1.2138299167209343,1.2193926640383825,1.220996954266858,1.195078559327619,1.2075987970588962,1.1645970523851559,1.1640685604232786,1.1605353013882955,1.157337959523537,1.181783753194578,1.1790632457200512,1.210408248212859,1.195779821029499,1.1800710156775138,1.217859393167453,1.1801366216956057,1.2085146039933063,1.1910700221066368,1.2324292188100463,1.2347090625666168,1.314418272930041,1.2099603069511922,1.2840250657600945,1.1875577765830299,1.251385869373871,1.2479715512613057,1.3272912868737752,1.193444749794941,1.2715756488432992,1.1985066839957206,1.271061608714424,1.1589492891632984,1.1832051950284468,1.1976143040440428,1.254361501375142,1.229867143258323,1.2680113465687903,1.2245381365103423,1.302537071329865
Deoxys,Charge Beam,Thunderbolt,40,1.4428950166518801,1.27647419986163,1.4965803481931395,1.32550403099687,1.5499156603050093,1.3694057979466776,1.3764726368599591,1.3318404499321117,1.734326015526311,1.4298860141485061,1.426779422652395,1.3554770783624055,1.6384606744419146,1.4394707537407332,1.510743423841975,1.3408902661774036,1.5402891084157813,1.4321732135157772,1.3290642046511414,1.296592019878717,1.371740850097216,1.3329033129515973,1.6082047322236064,1.389353866236467,1.3025457294100027,1.2648055183034863,1.360399566756828,1.317343284319253,1.385443689864625,1.323366834973525,1.343713040756148,1.28344469303,1.4717381658833038,1.389388393911059,1.374589202589286,1.2999964370315107,1.3253250589951133,1.2613252071207102,1.357397230169163,1.3110596687349092,1.3677239091113338,1.3631509662294388
Mega Glalie,Frost Breath,Avalanche,35,1.309679711294931,1.2717968057842843,1.3038241298299282,1.3102979623315596,1.2813554569017631,1.2799360838376295,1.2870470313102345,1.291027113981705,1.2948459405922272,1.286319991193051,1.4011521775654234,1.30047004355536,1.4069163386549175,1.2909441226618672,1.355270198671463,1.3106380337789802,1.3979265506588605,1.3638271001497428,1.3020427022705094,1.286166468438566,1.2986962411107348,1.2953640746222657,1.3108751063186614,1.3422978454535723,1.2751259560779955,1.3390657204186394,1.2951212935091576,1.3012250991047225,1.3044174395947257,1.3570906021331481,1.2711524017821125,1.3224111086273063,1.3610411775244453,1.3413794660571738,1.3188624164003317,1.2801901278346568,1.299226935930974,1.3237862088102832,1.3194577737406408,1.3534421003902937,1.3006826396347033,1.3351073869910672
Mega Glalie,Ice Shard,Avalanche,35,1.339722218514635,1.3085426261522335,1.3373772300152402,1.3219602229172336,1.31460617386665,1.3180970136112744,1.2941187559048555,1.3001291609576469,1.3189032647787864,1.3149130066847918,1.4254347918150578,1.3476132136593757,1.4074596729038686,1.3158177851786923,1.4056368373992822,1.359972172545691,1.4046225579122504,1.3949587537357389,1.3256775109162753,1.3260481279924714,1.311453121373427,1.3248752934551415,1.3081988074207083,1.3691160998359546,1.285479387771589,1.3499969503167994,1.345457338628968,1.332223646067979,1.3297822521799119,1.401604681146857,1.3027982817426502,1.3388718270966367,1.373638955145934,1.3743461487189588,1.3551777584569384,1.3196806747650123,1.3121480985873621,1.3428227770726264,1.3317056833105456,1.3514171095130036,1.3265330021683364,1.3537863948355022
Mega Glalie,Ice Fang,Avalanche,35,1.3279763605797403,1.3008038353995008,1.3219564059865592,1.3313445180711523,1.330432509883771,1.3302722921679928,1.2920097708055096,1.31014674162716,1.3044236852668454,1.3208760763866554,1.3974442023437958,1.342714463650981,1.4040845805170188,1.3146618952994733,1.4026930107802578,1.3861125956681921,1.4254779077507702,1.424770105972347,1.3248769813267975,1.3231464574230258,1.3007828070482503,1.325490493385131,1.3127311652623557,1.3679191655167264,1.2501507616323682,1.3371256224856587,1.3086213546515473,1.3185656163961177,1.306619027851719,1.3659496289625856,1.2731248790044836,1.3404970282508661,1.351397392873582,1.3733229239629796,1.32957960522554,1.323610592276782,1.3018205851926588,1.337228178988274,1.318034524785303,1.3360362688266045,1.2978947252240312,1.3546782730307863
Thundurus (Therian),Volt Switch,Thunderbolt,45,1.0739831489709708,1.0664307786602427,1.0876485501706912,1.0855675277591585,1.0640292351313312,1.0865955623073644,1.076042909061275,1.094918377664404,1.0451379896013235,1.0696564783493645,1.0353527569011682,1.0611248664513384,1.0648828311059788,1.071849255125471,1.1056556782188849,1.0944428800921349,1.0717309451328358,1.078139141723953,1.0717613183192916,1.0823015394571673,1.0646922383255268,1.07494777735078,1.108505614455464,1.1623104796884387,1.0572414669794685,1.103933850868503,1.029540452211693,1.1024835909793305,1.0773047700890983,1.1317608740957086,1.0366194116526304,1.1016846406641678,1.057547044376375,1.1230709727358927,1.0530586003019096,1.054045824182565,1.0573913359113951,1.1159513913387222,1.0474307057532886,1.0930755019503569,1.0845744693786803,1.1230266615010214
Mega Glalie,Frost Breath,Avalanche,30,1.34870036489437,1.3177281420705858,1.3616553477001192,1.367176166830406,1.3647706599852312,1.3772370257694138,1.3219344305570007,1.3311525901554488,1.4102322270197423,1.364958144799421,1.4807789001412623,1.3713429007893227,1.4528334703375099,1.3389733809093523,1.5287133185333992,1.4113629155876135,1.534298898688292,1.4522868897082386,1.3930828470442977,1.3764430382395432,1.378504339521416,1.365736044472009,1.3817987727459997,1.425857479448162,1.3237059528290078,1.413669965642394,1.371396390030329,1.360395262491271,1.3810320945625343,1.4335727363560669,1.3407335778590541,1.3487477079413839,1.420977779242627,1.4238118520798455,1.3598110867580377,1.3267562894046254,1.364307175823556,1.369410298187704,1.3657350646486615,1.3959560403578362,1.3746163414099855,1.406581951083635
Mega Glalie,Ice Shard,Avalanche,30,1.3800068451394165,1.3513866224726174,1.4210331116615504,1.4093944948408883,1.4007947118011055,1.4088708679959103,1.3809536523207493,1.4006880676325923,1.4319467202085159,1.397938006154987,1.4759083459747466,1.3931368989713568,1.5005579739787407,1.3947211334569616,1.5883557479274484,1.4758277387732297,1.5693955650401241,1.484803682212735,1.4079783913521913,1.4015782240925978,1.3897786292363126,1.373924175376783,1.3843559290557739,1.4242895143686556,1.3392149907351132,1.4212061282031325,1.403093378462665,1.408453081670662,1.4072351215302803,1.448315312178247,1.353625836225066,1.3861094866161328,1.4391343794953828,1.4487950329837676,1.3949308141309533,1.3785924609300915,1.4063318559679003,1.411201347478513,1.4024841040809743,1.4176431788720782,1.3816623587405878,1.4015739753250027
Mega Glalie,Ice Fang,Avalanche,30,1.3770052020054209,1.357042480790253,1.4097336185287388,1.4119290428346565,1.401863080344301,1.4058952418437587,1.3651791074831254,1.395227799884769,1.4310710889203668,1.4053993449425275,1.4721010192630328,1.3927977163144194,1.5219963491503907,1.420825266672974,1.5752977182853818,1.4823044865761426,1.5920334970724137,1.498429893626803,1.402826245587235,1.4113241598673523,1.37395431041371,1.376686154244208,1.3673157200744503,1.4135904737444984,1.3233002224210952,1.4125094444226334,1.388796214943914,1.404558613931281,1.3853739717756373,1.4425292745503984,1.3484715970001226,1.3759187867124207,1.4280670595981217,1.462186294770219,1.3839779306548379,1.3924759165981315,1.3882964645829803,1.4122141806915962,1.3983300568645005,1.4258630659078215,1.3716436011630557,1.398494791858609
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.2181316287427617,1.1844103894437061,1.2257521526958877,1.2215203958750855,1.1985920656918931,1.2197817038318237,1.1816067356502271,1.2145500010518226,1.2504544912095856,1.2123632486414648,1.2940230199067637,1.218492464911024,1.3196094469866049,1.2229703058326997,1.3372062233474218,1.2756748556874706,1.3120480379244666,1.2961382813985576,1.210154858461182,1.2315685348326504,1.190492053405982,1.2233913711822295,1.1905363337955852,1.2542264132781995,1.143264544595825,1.223186313632195,1.1964963675073175,1.2031843234284643,1.1946500856630482,1.261017947991809,1.162830093790657,1.2051004379014705,1.2299083278163583,1.2647900993245802,1.1889621562546564,1.1984004108065935,1.1954266405230691,1.2202184137594014,1.2106984482043868,1.2286541248147762,1.1932083613861413,1.231709397664198
Kyurem (Black),Ice Shard,Glaciate,45,0.8933967651943048,0.8896449322588422,0.8932517937983784,0.8818764391684096,0.8568464570519321,0.8847380041211453,0.8497439591243432,0.8780045888138461,0.8833406193208133,0.8786615837917628,0.8894951118234322,0.8974798079197125,0.8891964830573759,0.8918667246388683,0.9214712334267253,0.915409823219775,0.9108100111411388,0.9082263793203229,0.881946722415471,0.8896713576348517,0.8845672083617117,0.8948407066513961,0.8720939533571896,0.9531907727311038,0.8954915416493086,0.9346337977869057,0.8544667714170187,0.9213312557813773,0.9172716887619139,0.9909420980935392,0.8712223236523104,0.9371328279071216,0.890509933712389,0.9675364196039421,0.8785014276973905,0.8845729219047507,0.8861458019073126,0.9471848681391923,0.8766440175463311,0.9086337108911287,0.9133234734611239,0.972886349134134
Kyurem (Black),Shadow Claw,Glaciate,45,1.0461165634253347,1.0493171345843333,0.8974654201984763,0.8879371419374443,1.1417018164237436,1.191892598533191,0.8444842365109477,0.8775542581921129,1.0397222285257006,1.038669370515062,1.0471768053012178,1.041643926368668,1.1902779557205434,1.1840944046501423,1.0621294340436738,1.0572551024750452,1.3331823797141586,1.3287709196988713,1.0298899088524183,1.0901294597821571,0.8865021478823668,0.9257362156938097,0.9389835557108492,0.989960937420194,1.383718793405674,1.4453851449307027,1.237654806034818,1.3276745134221182,1.1406000378469627,1.2168908325598886,1.362958445242396,1.450778736633206,1.336425434504489,1.4176683512147337,1.0313306634333033,1.0419127533089998,1.0595858129654017,1.1503711908913024,1.2992397787054004,1.4208497437749255,0.8812360246506782,0.9382833795366745
Kyurem (Black),Ice Shard,Blizzard,45,1.0422258653811052,1.0518289047502916,1.041598023762938,1.0320935483056966,1.010128840024677,1.0497708445267384,0.9984931520251458,1.0427799397382658,1.0333567572673428,1.0371842293347546,1.0476978733397269,1.0595308023198962,1.042195593898296,1.0470750525069847,1.0785095882815865,1.0817194416763045,1.0691455595910624,1.071101910478558,1.030557167869353,1.0562228164031047,1.0367307860602624,1.0795587804441873,1.0779156062385822,1.1401092268835642,1.0208179837621827,1.0846363619253967,1.0140750475477538,1.107063726238396,1.0761193746569298,1.1562619904307694,1.0348487285715395,1.108870385685038,1.0512524160284407,1.110187506212274,1.0298440852335524,1.0466625208895861,1.0411587198159722,1.1180453153110599,1.0483925640694838,1.1331659245364105,1.0626118098097248,1.1216813239665795
Kyurem (Black),Shadow Claw,Avalanche,45,1.0709922455637195,1.0905405812729043,0.9364895603765276,0.9533533962519014,1.1473452647635318,1.2165179957083065,0.9243136713689531,0.9447601724243776,1.0462721781114181,1.0837924818236335,1.0440385747978793,1.0801115467467355,1.1465147542243237,1.2028693080575437,1.0681524053569826,1.0911151583982852,1.2547295223640762,1.3135601462402855,1.0717628011171068,1.1230191180417448,0.9477355536361802,0.9776293961197334,0.9853133420328716,1.0527315474910193,1.3568336510414216,1.4370870239933538,1.2436567374004277,1.3929249973792575,1.156418076265576,1.268188575591791,1.317876982850754,1.4263457304597922,1.304937154064477,1.3981385627075678,1.0470417750096817,1.0872905240832793,1.104806284533995,1.1781569619244496,1.3280009232258971,1.4064877219922187,0.9575791594278107,1.0368804242314154
Kyurem (Black),Dragon Tail,Blizzard,45,1.1445315742220747,1.1639788769463324,1.1851493936063444,1.1862343561505917,1.1361123687794838,1.183094194774968,1.1321913537452397,1.186015324070867,1.1691503725918342,1.1875933917625143,1.1624642188938672,1.1811080532930271,1.178679791988339,1.1974943552417596,1.2040562004610527,1.2214054757562112,1.191076967555912,1.2033481038393212,1.173263606688209,1.2066908944846015,1.1630437528774775,1.194391344547727,1.2139203231161475,1.3010166325587498,1.163446441667098,1.2543759716963505,1.1470522574533961,1.2536604654497892,1.2269417756238876,1.3233435517626744,1.1345574791518565,1.255398685428443,1.211276393999642,1.2638349338399866,1.5662096884092227,1.6187837984598914,1.5828185551264624,1.7155866626099154,1.2036630005143003,1.3023430685794855,1.1860600350982018,1.2430894873196943
Kyurem (Black),Ice Shard,Avalanche,45,0.9392175662683127,0.956670108388151,0.934233383257373,0.9473414653748196,0.9254629338756318,0.9587983145396827,0.9214080246651881,0.9525643024715181,0.9276310463459443,0.9468230437748755,0.937523342743603,0.9563409034913501,0.9352127925625886,0.9588557587196516,0.9583524876178612,0.966370988989932,0.9493202602622114,0.970774039818986,0.9391604761230833,0.9628833629590844,0.9413525380778259,0.9707467553468764,0.9782044578361828,1.0133709948390597,0.9483685859601649,0.9962776292858743,0.9295297510537764,1.009621124462599,0.978447996412995,1.0570081619023155,0.9575184589662783,1.0099976991045103,0.9532469787263197,1.004003861839203,0.9239857202100019,0.9469047905029625,0.9575968021247957,1.0046839220358275,0.9647348258637527,1.027786663975242,0.9543678479369752,1.0323218857922247
Kyurem (Black),Dragon Tail,Avalanche,45,1.0161597088411465,1.0367523172396835,1.034191110750152,1.0551380552017238,1.0195393299274391,1.06413953742159,1.0146087239355386,1.0488295507197676,1.0162691630691516,1.0449368200799938,1.013542551660416,1.0513335273370066,1.0209311466146656,1.0651221441455438,1.0425777006841548,1.058635939476604,1.0523814904273143,1.0687223616708754,1.037351775823377,1.0799143997296694,1.0372296122396951,1.0824087292678937,1.0948355088773383,1.1404295438137106,1.0591620043970005,1.1159050944137066,1.0249793191941183,1.1156894347438133,1.0901969789705064,1.1936653881258632,1.0504982655872783,1.1118002227902044,1.0647088391064983,1.1185672093847485,1.229638951302057,1.3026223815395623,1.281072322994953,1.3969467489089638,1.0589827130545195,1.1577862368943408,1.0524832417404084,1.1356083622840805
Kyurem (Black),Shadow Claw,Ice Beam,45,1.1355051211701936,1.1674144845943262,1.006496946137383,1.0230314127032967,1.221866083722115,1.3081352939999782,0.9907503036398836,1.0148554990955938,1.1167559020405702,1.161878513238461,1.1071874919693192,1.160789507994215,1.2041021481927663,1.289699830252474,1.1233489281104618,1.1642670892365914,1.3265084192385195,1.3987143221129432,1.1415654094243664,1.2028518485628474,1.0121244059554746,1.050067252118394,1.0418900116072862,1.122769958885592,1.450455457122541,1.5304008560014504,1.3260408760430031,1.4925085448101316,1.236814044943926,1.3330746936303413,1.41468008236976,1.5164797503958483,1.3935379116742475,1.4890410515704582,1.1130117282882679,1.1610759283277665,1.175273431969256,1.2631338487704873,1.4072723256788036,1.505538231484419,1.0252191860442277,1.1022315100738498
Kyurem (Black),Shadow Claw,Blizzard,45,1.240926499873554,1.2547174139233,1.0439889597400756,1.035189344147405,1.3723708587453565,1.4442459253657798,0.9911160225635495,1.0266010076067027,1.2311918531469994,1.2453608639261975,1.2247433942498578,1.2396192540079582,1.4209045299498688,1.4332622671768176,1.2496882704498002,1.271613914155168,1.6095853376902445,1.6488418301531276,1.2336633986352,1.2921139704761775,1.0391979400114908,1.0616164479466699,1.0466058288629865,1.1143012923389042,1.6875846263966983,1.8563225111891466,1.5762914705820803,1.739091488552885,1.3318223988998448,1.4325149381811022,1.610231925877385,1.7160187912153084,1.6073281517454878,1.6953570990167024,1.218498307957284,1.2485703129792327,1.2412014525841348,1.3476906492233702,1.532605626011554,1.7017437424187891,1.0225285483894804,1.1166976861039968
Kyurem (Black),Dragon Tail,Glaciate,45,0.979379857240304,0.9962718121419373,1.0127501918537793,1.0088254328876503,0.9723878947908675,1.0118865391855814,0.9536415695803279,1.0054014230175283,1.005044616436675,1.0036588722541657,0.9966147228584633,1.0129538802057474,1.0104418789469798,1.022073158368535,1.028167066461341,1.0312955973144795,1.017109251554486,1.028311419754865,1.0002304103049835,1.0336395750169656,1.0006808920275323,1.0241059368305703,1.0137641369327204,1.1155847324010144,1.0081721567669417,1.0473090719127323,0.9710189039574547,1.0451804870782277,1.0490247829954011,1.1440666993521105,0.976341260656007,1.0582581723144706,1.0161845033861812,1.102102142627838,1.2868254526224976,1.3169452699879165,1.3094236478238157,1.379465759124436,1.0087558253995461,1.0372466911913367,1.0210873558363154,1.0900254472252084
Kyurem (Black),Ice Shard,Ice Beam,45,1.007167728986222,1.0363315674511853,0.9985237490486832,1.0210088635491816,0.9947038935252792,1.037719955398243,0.9942458669729939,1.028370040750155,0.9891647895324834,1.0255165846391379,1.003100710052334,1.0343695656746927,0.9995080599469574,1.0369484213829867,1.0274730263089122,1.0521743367624066,1.0283756560482205,1.0537633223291518,1.0006607182310157,1.0338570520298926,1.012207733898492,1.0521768759250734,1.055284566007412,1.0969503092134203,1.0257182859420888,1.066734790901558,0.9988681963471066,1.082540242651483,1.0459724085495048,1.1355885287246985,1.0158511047937573,1.0856382017883603,1.0242214231295292,1.0881791880587317,0.9925973881114637,1.0295492526520544,1.0262053674630025,1.0864404520739446,1.0197569749116278,1.1092597191102005,1.022841330573916,1.1067459559527109
Kyurem (Black),Dragon Tail,Ice Beam,45,1.08883517454089,1.1168090247647493,1.1028952267373449,1.1263947965904633,1.0847277486847076,1.137391903520761,1.082582343291054,1.1292024213208867,1.0761173457200746,1.1256228644101796,1.0735885941381178,1.1217571937278017,1.0777572182189097,1.1378563272150546,1.1042982996427817,1.1434851466600182,1.117108324587694,1.1530399625405205,1.1017818781347788,1.1474037775427635,1.1035471449715961,1.154998915595262,1.1556355207114273,1.2249827654440357,1.1319465205334316,1.1862534708932362,1.093826840190058,1.1965046983438792,1.161392865941511,1.2738953112424085,1.1132147319857242,1.1832674575613287,1.1250787969352696,1.2028807735650955,1.2969577513971182,1.3996279330362722,1.3655111546090861,1.501491094345678,1.1175025040057052,1.2345739255426318,1.1206724330581586,1.204884490399813
Zapdos,Thunder Shock,Thunderbolt,35,1.2778778777274598,1.2394745153355786,1.2991872482283613,1.2957735338692165,1.2805407507561744,1.293588398809881,1.2780345415699854,1.269536925301202,1.2781451820055925,1.281367707690808,1.2793430324439228,1.2894789935705155,1.2972465968551832,1.3035163502651541,1.276427500748406,1.2667584316371685,1.285730999748717,1.2896864923150697,1.3128774235300573,1.321666625203246,1.305604165636165,1.3264364557848236,1.3416334710037534,1.4177430080149318,1.294543351443226,1.3680397917299898,1.2506493837511594,1.3365658962725555,1.3149449086157465,1.3992489050407682,1.3118747694359587,1.3690136624854816,1.3144085737986122,1.3671792717108642,1.2999668068468253,1.3126342005549658,1.316076222596841,1.37646169379787,1.281461554332904,1.3566742308647193,1.3118772487065464,1.3763468387766848
Zapdos,Thunder Shock,Thunderbolt,50,1.1474530008785362,1.1361872485058742,1.1354352499061142,1.133830813699643,1.135951493663934,1.1385644229706375,1.1515882540327724,1.163923320800935,1.132942546847399,1.1284241093607028,1.1267305961128258,1.1228964611498764,1.1468102567470115,1.135902219467659,1.1764760061874273,1.1539952620565401,1.1477450280131871,1.1839817131999821,1.1561120843573562,1.179516284991763,1.16115871499941,1.1939872610980262,1.2026808608151562,1.251688963209405,1.19568748899721,1.25422626207752,1.143493800122007,1.1920076334265295,1.2149000898442546,1.3143254135964555,1.1723066001920186,1.2263602316385702,1.18206432528932,1.2649455521503572,1.1236272439508201,1.1588515217977147,1.1684914306225596,1.244216670106024,1.1889548184223189,1.2473805478309243,1.1531879931300162,1.224520177724633
Shadow Aerodactyl,Rock Throw,Rock Slide,45,1.1460496765839572,1.134321806586449,1.1586273978011512,1.1557941749820977,1.1436622764570774,1.12843844733068,1.1740584475821212,1.1768151189242324,1.1799345092560798,1.1432997140179586,1.132393020507868,1.120671820326327,1.1767321719824682,1.1382334624506727,1.2328472610395145,1.1746425450399711,1.1501002251527177,1.170538389828619,1.1609781325215949,1.1761135935160216,1.1820561455309206,1.1604558304828074,1.1975846769028606,1.1924475029748796,1.114779509291869,1.173838901906882,1.1150885632391323,1.1655483014465604,1.1707787623291557,1.2204794725328583,1.1205683166586609,1.1711733908802142,1.160027892406575,1.1824451717364441,1.1325798205953534,1.1313504128084675,1.175142217988937,1.1853877703865032,1.1312766658483215,1.1923680568878676,1.1504495402083181,1.1860542359069832
Shadow Tyranitar,Smack Down,Stone Edge,30,1.1842677234439927,1.1752050735353068,1.1521730210433752,1.1587900944711547,1.1542873124379756,1.173323731540097,1.1819887605131647,1.187083703546843,1.183431408163519,1.2010413054539133,1.2883957293068191,1.1783633434962322,1.2803927983361143,1.1909518910271546,1.2176605233303097,1.2115514554800653,1.2118216826551738,1.2110344122642218,1.2237777503551712,1.2011683128742932,1.1864192575061734,1.2036325656255111,1.2050112143252063,1.2664479549770842,1.2139616577828172,1.2549582785303643,1.213101371106933,1.2307612966391717,1.2249094275581136,1.3079979802425326,1.1688519485715205,1.2354448858218485,1.2059480040142643,1.2609090555985638,1.1960879095745534,1.1936337466744096,1.219479878720334,1.243272094439112,1.1924352684050317,1.2464146632459685,1.1966483293746057,1.2567622965769993
