Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Mamoswine,Powder Snow,Avalanche,35,1.284843965286857,1.3292147615671803,1.2828491100144332,1.3587614006216506,1.2698161544349236,1.3500819360483747,1.3231609180531476,1.4012885864362046,1.3110071020862661,1.3834289180295218,1.3432962975408522,1.3488289349623548,1.3387595108056656,1.350245067467677,1.2939720705333302,1.3607255406673242,1.2842463809253477,1.371909594095941,1.2618304980960215,1.3285080081899767,1.293740693762753,1.3557271273368996,1.306773961438494,1.3942936019618497,1.282355846079871,1.3816163952747924,1.2842399361386703,1.3616033755274262,1.339310716208939,1.4270328486806676,1.2731878833371193,1.3660776896561941,1.287988035455905,1.3678367763821844,1.297524882519483,1.3850004378155922,1.277630662020906,1.3753310104529617,1.2897143095003538,1.381817929541702,1.3165652206584866,1.4027782250705827
Kyurem (White),Steel Wing,Blizzard,50,1.2167283038856251,1.285375256243869,1.2610662869189369,1.3346681029249954,1.2102045661706229,1.306027404993201,1.220531994721453,1.3239682252179987,1.2560553319965055,1.3272685711181826,1.21829901543169,1.2759736473304382,1.2446462419921112,1.3113184977374455,1.0443028458707209,1.0808835911376267,1.2115632983252909,1.284164774340051,1.0264069346906752,1.0829235155666965,1.2501847460431257,1.3071857938565048,1.2975080397656353,1.400049927311708,1.2509714226305735,1.3304396418406996,1.2575892348044246,1.3660964762230585,1.3209800753904146,1.4392137856758211,1.2190540153482998,1.3458602060267262,1.2836958768527411,1.3748647301290078,1.0143676483465165,1.0670295671463181,1.0293815331010452,1.1021864111498259,1.253805275353471,1.396428521874263,1.3001728339398624,1.3951778257275664
Kyurem (White),Dragon Breath,Blizzard,50,1.1722742933590231,1.2356675462839237,1.1793286712747693,1.2541406441194665,1.1688895382525955,1.2575298979410559,1.141227003389655,1.2351424431391829,1.194485811670235,1.2786810669877469,1.183405250372104,1.2483954560818489,1.2142873209024043,1.2905721103611294,1.1654087180350743,1.2331966128605452,1.1626845018450185,1.24336148169174,1.202089592223349,1.2679347098107503,1.221022445265538,1.2871670435118292,1.2621477554736487,1.3579788249460345,1.1868510312024847,1.2876840504749898,1.178218725054168,1.3117459231383282,1.2518793753365642,1.3533333333333333,1.2078045215261386,1.3300279508933421,1.2323480417786314,1.3272132582712206,1.5271737544146406,1.6475949330142146,1.5718641114982579,1.7603484320557492,1.204978424054058,1.3111098777594317,1.234495936792159,1.311723723336876
Shadow Magnezone,Spark,Wild Charge,35,1.073599800285809,1.1018574379933845,1.0946677946047816,1.1323849917427993,1.082289693325076,1.1216239774597003,1.1178991901053121,1.158384868165705,1.0901408195689863,1.1227384449644897,1.1121174445105524,1.1015641214689655,1.1398878231015706,1.12304901962789,1.1817851042844427,1.1296759604512978,1.08396962815782,1.1306485949474878,1.1513806234332842,1.121586712336631,1.0697843710362323,1.1259692273755033,1.1268741097519788,1.191559347420667,1.0773759243135064,1.1515029435080377,1.1028737598357852,1.1660052457520813,1.1286052773290252,1.1758212170166935,1.0945885885292694,1.1599521970587363,1.0997531704825942,1.148973164889413,1.1103587169084381,1.1635460144187268,1.0819686411149825,1.1413240418118467,1.0946011571922132,1.1338957416991577,1.1093147832061232,1.1713310360374867
Mega Aerodactyl,Rock Throw,Rock Slide,40,1.0544669247375151,1.1010284960785286,1.0637259341620724,1.1107409127434527,1.0738304396985552,1.1171909632923183,1.109541490930732,1.1573485652185163,1.0741305715617802,1.1180105105444933,1.0457159122131143,1.0807361827371433,1.0743974530159555,1.1132217835022666,1.074388366330679,1.1239264836777405,1.0638908600624468,1.1120564859494748,1.0619797546834038,1.1044796111674544,1.0727954557988197,1.114388132134782,1.097975006975139,1.1641433794916225,1.0771939856268438,1.1229775565634381,1.0801117573269472,1.1430037632569279,1.1201938610662359,1.1768874528809907,1.071921697992079,1.1280012642100168,1.079775786389115,1.1244847585812774,1.0730495315373165,1.1260981874434488,1.0844773519163764,1.136855400696864,1.0805178227026127,1.1170234907244245,1.1008877867594173,1.1708479598080577
Shadow Magneton,Thunder Shock or Spark,Discharge or Zap Cannon,45,1.1925081573965464,1.2148095753993085,1.1983597364632974,1.2458969324065743,1.1837476070855173,1.228874695126507,1.2290358889435142,1.2804849018035034,1.2149048754984815,1.2514586662200515,1.307204683864821,1.2275892604767278,1.255354780400328,1.252083124594877,1.3237388438499844,1.269503716711973,1.194294635254045,1.23050667045132,1.2730917162594002,1.2438048948506477,1.208062648210445,1.2398169083990513,1.2557159429653886,1.2925299930982834,1.1854604998115634,1.244408634290244,1.2555935682517962,1.2763485003991333,1.2546257404415724,1.3206892837910607,1.2093452774842222,1.268318699443945,1.1894629330155757,1.2316792918546258,1.2329981611745133,1.2776042730801787,1.207787456445993,1.2694337979094077,1.203424400937964,1.2513077382026059,1.2435455648234623,1.2794542312110184
Terrakion,Smack Down,Rock Slide,30,1.2980462255138079,1.3531884658653561,1.402282725781929,1.405300409873184,1.3202296533781395,1.3740916056642964,1.3488459647579372,1.4073110461355343,1.316097156902241,1.3728482127095207,1.3588643762588775,1.3638376223297957,1.3842661982746105,1.3961607119123032,1.3251250932185041,1.3891301210036324,1.3268804995742265,1.4168038603462958,1.316184772000995,1.3726056755774123,1.3727237633044724,1.4080405889814152,1.3598731258902481,1.4404616807882642,1.3258261965717553,1.4120001559474458,1.3352263656061125,1.4107423879575778,1.3982983306408183,1.4701669359181475,1.345188594455254,1.4100386176653597,1.337767347980983,1.4052138175893387,1.3244286506523453,1.397521963748869,1.3376829268292683,1.418719512195122,1.3336570881491863,1.4078755671490615,1.3570577437119578,1.4268568913507884
Shadow Manectric,Thunder Fang,Wild Charge,45,1.1737337432168387,1.1305967581649978,1.1648299132271298,1.156709529599704,1.0758311071411375,1.1267360563441082,1.1005097420239605,1.1480554764923538,1.147383001163312,1.1315741826263688,1.132854457439806,1.1172883553696626,1.1780496432872778,1.1382049651466417,1.2011925954437201,1.152625754769179,1.088983110984956,1.144543003122339,1.1175204271034653,1.1199123595935627,1.0818397397010975,1.1360613246567033,1.114876870438626,1.1690186346348699,1.0562580410401694,1.128318756579033,1.0918690842741476,1.1529706922111986,1.122250942380183,1.1739687668282175,1.0781341050281978,1.1316556212900868,1.0873873764332527,1.1418236202473158,1.091525349522781,1.1394442660751292,1.0869337979094076,1.1214547038327527,1.0606762775596288,1.105715197513563,1.0940817794381286,1.1536397110130645
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9599467428823815,1.024269754982053,1.0234072852212486,1.0982500900873124,1.0539217232636946,1.1497993521490157,1.0616542034310554,1.1413175666934043,0.9490813458204517,1.0291144798366838,0.945450448402572,1.0011602923066887,1.0730213127927877,1.1695188007745645,0.9586741321657967,1.0252080877577041,0.9712390008515469,1.0403136531365313,0.9464972540615013,1.0329034233337797,1.052864942370264,1.1194727844261843,1.0025697881026154,1.053862758630817,0.9785442305942897,1.0342694511949473,0.9647622305850154,1.061523548865321,0.9461604738826063,1.005029617662897,0.9864294955999565,1.0641191517940918,0.9644346631324245,1.043091813285021,0.967397332243659,1.0415705904672952,0.9915592334494774,1.0671602787456447,1.0124460601351446,1.0778537830750232,1.067040245617425,1.159425890738892
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.3530540428521363,1.4343351581790802,1.351053395280003,1.4276112313345832,1.3354845350897147,1.4075816164396753,1.3897547028229875,1.459065386705307,1.3493013339610087,1.4357326827236887,1.3799749756378148,1.417224904972653,1.4485072047995189,1.4416694441661264,1.394954773990233,1.4795129784214198,1.3624219415271075,1.4356727221118364,1.3567615147630072,1.4553474042748615,1.3631169690619314,1.4487729553852093,1.396804652050691,1.4845739291325863,1.3880752186513146,1.4808769444697136,1.386589120766336,1.4510206408940587,1.479870759289176,1.5545934302638664,1.3621862931979576,1.4515106322037747,1.362036890677626,1.441289836217064,1.3618837745541579,1.453584250313768,1.3925348432055749,1.4738850174216027,1.3888110335641244,1.455731154000916,1.3985593593335695,1.4965594237437334
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.2506445103401702,1.316795035310045,1.2170901894435013,1.291333696894252,1.2089211504584934,1.2891703290226284,1.2785973038010712,1.339146634926385,1.2425075026819543,1.327297993400356,1.2681144953519123,1.2901462126438257,1.3574222623908851,1.3195671599369387,1.2878166422093387,1.3672448218624456,1.2478072665342037,1.3143698552370138,1.2295585449396276,1.3264413785185325,1.2456515744774719,1.3310318204378757,1.2968912906210077,1.4258799688688528,1.2462929992592495,1.3532989382578071,1.2239708062492873,1.328555137415897,1.2875175013462572,1.3720947765212708,1.2446838981125738,1.3370304891900167,1.2242379290638716,1.2928638303563829,1.2418201453547766,1.3305653658678964,1.2430226480836237,1.3314634146341464,1.1999833497523276,1.3026182514464903,1.2573078698485287,1.3663757474262772
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.5333745137167483,1.6314937117234471,1.5008893111162926,1.5927783697954103,1.4955113656174093,1.586866323869042,1.5796724195927239,1.6561194918104898,1.534231693682357,1.6370037253135736,1.540927482719156,1.588129834139476,1.6762083145042725,1.6276569423513798,1.6104609203974114,1.6918136111044288,1.548431734317343,1.6539348566562588,1.523651428462083,1.6340247612851373,1.5319362488281034,1.6560414713505762,1.5524750730554047,1.711008972231604,1.4998505503645272,1.634784077765793,1.5332078914357397,1.6763028851636448,1.610123855681206,1.715971997845988,1.515560647512568,1.6534385524795305,1.5073258514402441,1.6316890191262476,1.5341642100347335,1.6501999357870465,1.5415331010452962,1.6836149825783973,1.544560225333352,1.6133534986332922,1.5410990520970875,1.6670638626775305
Luxray,Spark,Wild Charge,35,1.343295572201961,1.3766628846858582,1.3272356587743115,1.3634016198373227,1.3081974235388072,1.3589429834683437,1.3563678940150592,1.4058426268533133,1.3438763177787536,1.3775082495552708,1.3135279804390925,1.3579867445993037,1.365709775503068,1.3840637645716483,1.4141607928985542,1.4041653636123073,1.336212035197275,1.3979988646040307,1.3258290438010676,1.3811113875121988,1.3432746925494954,1.4065074725638338,1.3724871143482285,1.4347494089487365,1.3168722140638605,1.4109864975503255,1.3185083817995211,1.396989394457749,1.4174367259019924,1.4793645665051156,1.3248920976997303,1.407055872156762,1.3299976897729897,1.4128983621706406,1.338825486705,1.401841744257319,1.3378919860627179,1.412404181184669,1.3178116024475865,1.4093324638203995,1.3560057110345345,1.3996758021749165
Shadow Magneton,Thunder Shock or Spark,Discharge or Zap Cannon,40,1.2348562073827039,1.251079784859168,1.2342771143540403,1.2768060338265814,1.2235650399552382,1.26978128803136,1.2582373793567416,1.3112777188397546,1.2521421684674612,1.2880667750010186,1.358674618062213,1.2795316135178996,1.2917642199452406,1.2871573196141899,1.3615464649137579,1.2943840361808079,1.2395153278455862,1.2826142492194152,1.3103867276449988,1.289366424922023,1.2652953179286384,1.3010974466442398,1.2956284233248654,1.3481548921423223,1.2333883481266812,1.3083730782726222,1.3975253734747406,1.3110616946059985,1.3194507269789983,1.3848142164781905,1.2515086568756235,1.294748590109532,1.2471456537334484,1.2952834891723306,1.2702635649864278,1.3101996439099852,1.2456533101045295,1.2952700348432056,1.249392959720276,1.2806815501380584,1.271188260174122,1.3185189956308438
Shadow Weavile,Ice Shard or Snarl,Avalanche,50,1.015911524052918,1.0337561790578547,0.9404652937424486,0.9762420005357064,0.9980258974363232,1.0497294533113952,0.9555398866664941,0.9885023417082826,1.0161664124279721,1.0615853630935945,1.0474810587716714,1.0376254924324035,1.0664309711296822,1.0675821850162253,1.1043656330438547,1.098462796795689,1.0437233891569684,1.0938795061027533,1.016064218603494,1.0609655753076024,0.9278994099156235,0.9722825787238736,0.9471798411136728,0.9858588231838941,1.0153478277820374,1.0588831563763013,1.0065799977192382,1.0669631656973428,1.0536779752288636,1.1075175013462573,0.9930567215478672,1.03786704066213,1.0259474970514206,1.076346923142395,1.0415341058346226,1.0785660079974315,1.0294076655052264,1.0790243902439025,1.0303867020021924,1.074551483953324,0.9525726492973925,0.9843912702757829
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,45,1.2731059557396227,1.2356051355992146,1.3227129866400997,1.268916890359405,1.4117423405982743,1.2934821409300032,1.2315820115403524,1.251662483504541,1.5059251949792007,1.333266190176579,1.248215581124594,1.2535584603494319,1.3858590856948894,1.2994791932914698,1.330627992013279,1.299508046861844,1.3519053363610558,1.3200823162077775,1.216259400294686,1.2528942383130177,1.2612474494016435,1.2725086858214305,1.401048473545867,1.3229122307229182,1.1847717319263409,1.2195220210788964,1.2235716729387616,1.2424905918576805,1.1365858912224016,1.1779429186860526,1.1939871011071714,1.226471372556766,1.302627579246866,1.2801089454421652,1.2340854032281603,1.2486938501503166,1.201567944250871,1.2269337979094077,1.1987207059705014,1.222211430395027,1.252981653838309,1.2895344218651037
Zapdos,Thunder Shock,Thunderbolt,30,1.3386835826293462,1.3668612066385766,1.3748942558017192,1.396856290021409,1.3221705498431842,1.3879352281840083,1.3475405594224648,1.3823931999896497,1.3385531479578674,1.396979010596548,1.3385325761454179,1.3869920756186414,1.3599905121981641,1.414136415778378,1.3845924847843345,1.43569727441122,1.3775298041441952,1.4341967073516888,1.352456036280832,1.3996153772555922,1.3560690453868638,1.4247835438151437,1.376686882333074,1.4597424338096008,1.3671262784441642,1.4602139079130332,1.3645683658341887,1.4515566199110503,1.4426709746903608,1.505589660743134,1.3590949046410334,1.4392240911021343,1.3543645051858515,1.435307564169595,1.3702387554362103,1.4458349143340825,1.3741898954703833,1.4508536585365854,1.373992313135658,1.4554120242538608,1.3847755842538618,1.4295084430989877
Shadow Manectric,Thunder Fang,Wild Charge,40,1.2477608166518108,1.1871744442648582,1.2237325630466662,1.205281525260097,1.1060735614702997,1.1630602076377348,1.1662535255000388,1.2137759722617538,1.193010171056622,1.1876100506515905,1.160594733814713,1.1518500435850858,1.223558375541101,1.1920952706170547,1.2607080997858982,1.2100573744857948,1.109164774340051,1.1725234175418677,1.1984442871084406,1.1723339520465375,1.1354105774003198,1.192753543263663,1.1512210164613284,1.1948193071851276,1.1038480032229139,1.1521007420499292,1.1225453301402668,1.1763599042080055,1.1730102315562734,1.228723747980614,1.1243962903337317,1.1632016118677715,1.1233904405238135,1.165971572048685,1.1425673506319138,1.1925731881731416,1.1340766550522647,1.181768292682927,1.1263198790082003,1.1601337569896353,1.1398666709606775,1.1980075789292883
Shadow Magnezone,Charge Beam or Spark,Wild Charge,40,1.0308996900269325,1.0673747345545557,1.0282536935798097,1.0667397642506566,1.0512751972027183,1.0864437762639487,1.0855305715838228,1.1291355085776384,1.04902204860561,1.0880541007871594,1.0805602610756522,1.0665873371983388,1.103529503178618,1.0885003343223276,1.1486744930116193,1.092755418701436,1.022970479704797,1.0734352824297473,1.1273273503128647,1.1056660096825426,1.0595157999227927,1.0939392268240224,1.0730700891349358,1.1048326700832611,1.0345423592249412,1.0913462163250984,1.0617174136161478,1.102018474170373,1.1072805600430802,1.1621001615508884,1.0303114104830664,1.0941737696174776,1.0443320404168135,1.0778911275123717,1.0423221739003532,1.090438107469134,1.0643728222996516,1.1180313588850175,1.0651302188120049,1.1189382692067544,1.0838190933195924,1.1229375328760212
Shadow Luxray,Snarl or Spark,Wild Charge,40,1.0611864751245412,1.0898281785841737,1.0766137190933074,1.1254824729593538,1.0755405537781069,1.1086304310649695,1.082336274484436,1.1346081196470619,1.1138008609412415,1.117136895089195,1.0578169505462467,1.0826653910699002,1.1300871691793664,1.1085371813458365,1.1945199547739902,1.122741706560177,1.0636921657678116,1.1238717002554641,1.0654911115788668,1.10584779655179,1.0723983896762808,1.106579165058181,1.1100603533091529,1.1490036564413575,1.065640879023769,1.1355053347022053,1.0824837495723572,1.1356483065343825,1.1087237479806138,1.174711900915455,1.0717044118954262,1.1375124692589555,1.0731977189548045,1.137884075240446,1.086534251773153,1.1317824932138585,1.070740418118467,1.1285975609756098,1.0493679843487673,1.1217271856918871,1.0817472330467082,1.1387824332012926
Weavile,Ice Shard or Snarl,Avalanche,45,1.2187670529194599,1.2649365571385822,1.1785964107673126,1.200402357878834,1.2369055900806742,1.2986556510968805,1.170033896550832,1.2080497839418325,1.226551572734145,1.2983826797814604,1.2989146226480361,1.2837932663513254,1.3124615324844748,1.315367171796691,1.3066106954701822,1.346387933315692,1.2356017598637525,1.330137666761283,1.2418530779387282,1.2896821600107158,1.1665030607180278,1.2095737053989963,1.1588422737485131,1.2093569655942085,1.2473196532768456,1.3222913878023106,1.2440871250997834,1.3155890067282472,1.289326871297792,1.3602477113624123,1.2396764412488024,1.3008227241750536,1.260617924929781,1.3259243947813186,1.268658241148828,1.3171536148974052,1.2672996515679442,1.3349564459930314,1.237779411968753,1.3023823729377975,1.1755713718291412,1.2200787951005334
