Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (Black),Dragon Tail,Glaciate,40,1.0649775241521349,1.0826589512124476,1.065198163182327,1.087765275821336,0.9925867384803894,1.0703570817816401,1.04798043832639,1.126215488912464,1.0825227117385854,1.1181576219553597,1.0454332515659992,1.0905818658370017,1.0745037818296326,1.0895063684825037,1.0549868892684453,1.1175876253939234,1.0559395401646323,1.112837070678399,1.0342907441780362,1.088291012074475,1.0629018915788893,1.11917498483428,1.0468876194951469,1.119311590478568,1.0822362863714927,1.1270841726338223,1.0459573497548182,1.0969323754133882,1.0866558966074313,1.1894345718901453,1.0377386443322898,1.0911712708273662,1.0344710188101114,1.0992668069014992,1.348114474183474,1.458969382096261,1.3842073170731708,1.4961411149825783,1.0626604320739272,1.1023573975662888,1.0740180133758441,1.1482077871888183
Kyurem (Black),Ice Shard,Avalanche,40,0.9716751507858146,1.0165180278863741,0.9846668503741274,1.033504772218807,0.9789108067587694,1.0371177770509332,0.9911713716459233,1.0514516003829533,0.9741151814449509,1.0245743953721014,0.9660095630224527,1.0123738157408377,0.9870135712372379,1.0363235585800195,0.9876169741874955,1.0389623276961197,0.9801021856372409,1.0387347431166618,0.9747985992843338,1.0288945444803765,0.9942204819941542,1.0509899079027187,1.0215274820481945,1.0882244966886445,1.0171412234077115,1.0570767651301511,0.9931235032500856,1.0503250085528566,1.0443080236941302,1.1036618201400108,0.9916641152011377,1.0636944562415431,0.9903092056466811,1.0468611310385079,0.989302705700359,1.04429234406468,1.00095818815331,1.0670470383275261,0.9889692109170124,1.0391003316174328,1.0022114156280528,1.0672334761091966
Kyurem (Black),Ice Shard,Ice Beam,40,1.0484658973616283,1.1043890714090252,1.0538828113407883,1.115097862762819,1.0494588236075437,1.1182950660718347,1.0659572541206301,1.1316686935596552,1.0417570081612886,1.1118974656098788,1.0297505272708225,1.0874528322399175,1.0647746953781727,1.121411146940286,1.0532097235920999,1.1263231013495634,1.0474879364178258,1.1220621629293215,1.0418588185767044,1.1110622093802023,1.0672144708542437,1.139800363977279,1.0866826238270753,1.1692829556968531,1.084783427984769,1.1372467478459758,1.0695062150758354,1.1340517732922797,1.1183952611739363,1.1905438879913839,1.064978419539946,1.138361860364053,1.0611845385017569,1.1280473718127986,1.0611701351390794,1.1271708356440269,1.0762020905923344,1.1559233449477353,1.0622025502629353,1.1149422097653703,1.0813607720631648,1.1439567163698432
Kyurem (Black),Shadow Claw,Glaciate,40,1.1024287357995688,1.1199293319016215,0.9295892982053837,0.9580376189200699,1.1661334320661334,1.2736747030959708,0.937554014541879,1.0039045721530777,1.1420077765355037,1.1785887262867722,1.119055478576102,1.15158714941679,1.2552504963715292,1.2868751393009699,1.0883561067141378,1.1502321441458778,1.3452668180527958,1.4205151859210898,1.06213283836277,1.1408943913966971,0.928097942976893,0.9764076545524734,0.9786046784827971,1.0501475792596073,1.4369647428816488,1.5624504541969355,1.376394115634622,1.4466643859048922,1.193096392030156,1.2846742057081313,1.3907890448300724,1.489160386769252,1.3304718942645575,1.4177133616234816,1.1348982808441086,1.2058098129068038,1.099547038327526,1.1931358885017422,1.308459713338236,1.432295930401965,0.9621482936674074,1.0087812523482873
Kyurem (Black),Shadow Claw,Blizzard,40,1.3063004386350943,1.3279761495167972,1.0821307239165916,1.1184161590623982,1.3920876508179494,1.5394529959372338,1.0925660465236628,1.1721970657489584,1.351111935940902,1.4078245164561087,1.3175741786533888,1.3800402050179184,1.5142920239076247,1.554177597745829,1.2811500156366522,1.3697978060573985,1.6543322452455294,1.763170593244394,1.2729482003099943,1.354694885091563,1.0904648982518061,1.153135167925881,1.1122777133291237,1.1532327934330902,1.69469388815969,1.8667299120196492,1.6422853232979815,1.7930436765879805,1.4009908454496498,1.5070866989768443,1.715424349870122,1.8140031012651976,1.7053609425726202,1.7852461607674817,1.3362277808587024,1.4283295875777124,1.2950435540069687,1.3855662020905923,1.6179045663304243,1.72257912336446,1.107114102605391,1.1820553283308106
Kyurem (Black),Dragon Tail,Ice Beam,40,1.146024999479911,1.2130412726658804,1.136603197666016,1.2110162812342828,1.1215824698364103,1.205930941276675,1.1662975133904312,1.2501772453230522,1.149008016440266,1.2368041064452904,1.122417756623253,1.2090799297104013,1.1410697087612898,1.216191015624201,1.136186220500854,1.2266983810050758,1.1416761282997445,1.225581890434289,1.134627528272642,1.2146807248512217,1.1619698891523742,1.2487839849997242,1.1832332339681935,1.279769159605868,1.1933228501994828,1.259704479590378,1.154738282586384,1.239810696772722,1.2257512116316638,1.304728056004308,1.1672411579373623,1.2605457831682287,1.1543474824605133,1.251462130515667,1.3668748723037858,1.5239922944455797,1.4111324041811846,1.5725087108013938,1.174577846845472,1.2520569993478654,1.198952261333505,1.2694491857481778
Kyurem (Black),Dragon Tail,Blizzard,40,1.2413789240718012,1.2676426204166154,1.240146760421705,1.277748337479598,1.1639368486416215,1.257642798676405,1.240897094211711,1.3219939451962635,1.25615038860045,1.3101402763883923,1.2206986659603445,1.2829136580438696,1.247339223676973,1.2735779032366898,1.2288814982318554,1.3155777141619958,1.243734033494181,1.307365881351121,1.2113798580148873,1.265915918789108,1.235096233386643,1.2965973639221309,1.2480800011747604,1.3514001674033393,1.2078389582710627,1.2750263161314637,1.219489109362527,1.3061010377466074,1.2783737210554658,1.3719224555735055,1.2219676243715987,1.3010202569901925,1.2334788371046774,1.3186775774230024,1.6327748752225564,1.7768526896471206,1.668432055749129,1.800609756097561,1.2171331048549348,1.3411635748081754,1.261591145749466,1.3451633334406836
Kyurem (Black),Shadow Claw,Avalanche,40,1.1176441406768838,1.1704595826805548,0.9719929625911231,1.0277989212646526,1.191727032586805,1.3014466236869064,1.0045242839030195,1.0683520066240586,1.1351772805663563,1.2229620543090065,1.1058949569782588,1.1862872029839475,1.2049119822349088,1.2920893407409073,1.100300103442469,1.1825909932882677,1.2796693159239285,1.4075184501845017,1.1043360952180485,1.1833846801507872,0.9916616114266806,1.0636519053659075,1.028164877604664,1.0931291208387788,1.4201484099858348,1.56395794617214,1.3425019956665527,1.4351807503706238,1.223941841680129,1.304501884760366,1.3671344902171874,1.515382867978943,1.331724280485877,1.477523923008645,1.1357155366159775,1.2247745249700828,1.1395644599303136,1.2368379790940767,1.3573559406696176,1.5055708953670686,1.0341266518523289,1.0927506360503687
Kyurem (Black),Shadow Claw,Ice Beam,40,1.179790780181567,1.2585626659284068,1.0386383037763445,1.1054493670764114,1.2661120141325157,1.388979559985987,1.076051181204233,1.1482249592465132,1.2030454325301805,1.3059125207653415,1.1714069977288315,1.2756613369650944,1.2728376911107067,1.3842007651585013,1.1627534941903823,1.2555780750078183,1.3459125745103604,1.490501703093954,1.171023173041964,1.267073614114315,1.0659129763414767,1.1414768653835548,1.0925711097079251,1.1635853683607689,1.5017609065744844,1.6619059376989953,1.414174934428099,1.5375299349982894,1.3020893914916531,1.389628432956381,1.4413179389426067,1.6139714960147755,1.3972131366803253,1.574845275585764,1.2028545576603136,1.3208020781646772,1.2046515679442509,1.320609756097561,1.434654715488893,1.589071887444326,1.0964327504213498,1.166092342705012
Shadow Electivire,Thunder Shock,Wild Charge,40,1.0027460701272057,1.028398461816663,1.018913518107068,1.0617661738039585,1.022432379930898,1.0442902943554613,0.9999999999999999,1.0406396356767667,1.056796320856777,1.0391135292706444,1.0080508868230722,1.017426127727033,1.0556120143380314,1.0363072003009923,1.1303164617864274,1.049646371093844,1.0,1.0530833096792507,1.0020570619414837,1.0303392717043953,1.0419345943859262,1.0593062372470081,1.02330430696486,1.0832170810144055,1.0,1.04246968771524,1.0089862013912647,1.062983236400958,1.0726871297792138,1.1252234787291329,1.0,1.058993175241237,1.0090098853397858,1.0545456756198095,1.0,1.0373967484895363,1.0,1.0657142857142856,1.0312747152113888,1.0639092006493598,1.0,1.0680171331036037
Shadow Tyranitar,Smack Down,Stone Edge,45,1.0636556978554728,1.1035745319598715,1.049217541107756,1.0947429476568626,1.0520372771663244,1.099628257725814,1.0693132714052835,1.1053509974901026,1.0700929291466181,1.09567220861756,1.1289466245772444,1.0821732057473012,1.1430286126748035,1.1122157493420903,1.09021446270057,1.134336885659987,1.0505606017598637,1.0959303150723814,1.066113014026292,1.103685489580742,1.0579275354326365,1.1020018750344676,1.0968736692168755,1.1450975785253823,1.053334026433092,1.132971188709405,1.0785152240848443,1.1300718439958946,1.1056650511577812,1.1504254173397952,1.0492153008918605,1.092474987407283,1.0696351057232834,1.1147939642279585,1.0761872099471703,1.1248358191529728,1.0841898954703832,1.1376132404181185,1.0756476252584257,1.142984001887028,1.0692087211361954,1.126898757957339
Glaceon,Frost Breath,Avalanche,30,1.4322692044878083,1.451469291542712,1.4582255015502725,1.4927496574755126,1.390731181688829,1.434973327201274,1.4649701141097626,1.5040093668331305,1.434300043907098,1.4941970206544422,1.4608989399237409,1.4337397980261193,1.5031888420178754,1.4798517122006178,1.5524850248983617,1.5443509586470687,1.4458770933863185,1.4885218563724099,1.4557109780133564,1.4972923324212095,1.4055699553300611,1.4522472839574256,1.438802331899147,1.5221956269548746,1.410531650833669,1.4714161327632587,1.4207777397650816,1.4903067624586612,1.4918147549811522,1.5708454496499729,1.3984730713389761,1.458424280733637,1.4317084736694916,1.485634035723405,1.4397346837512042,1.4950016053238377,1.4153135888501742,1.4897473867595818,1.4341413328523263,1.50459963091951,1.425815593700686,1.4851051495926058
Mega Manectric,Thunder Fang,Wild Charge,50,0.9419244574671184,0.9685514160024196,0.9380102940411338,0.9852834908014592,0.9320304367100062,0.979176455547826,0.9694892229668538,1.0050650762025513,0.9484453718750142,0.9896727789571839,0.9354624466552153,0.9730266630032792,0.9439483569131109,0.9824148500457008,0.9448086314320768,0.9843783829295869,0.9339235026965654,0.9766179392563156,0.9518456151093591,0.9806731854800129,0.9592235151381459,0.9876688909722605,0.9736853698292193,0.9996916254276862,0.9544633458524477,0.9985574861271751,0.9422625156802372,0.9954384764511347,0.9949488422186321,1.0444264943457189,0.9251054331400804,0.9844739207300812,0.9443721654122539,0.973821480247559,0.94123785061732,0.9845961880855784,0.9407839721254355,0.9959407665505227,0.9506181404448392,0.991536124099846,0.9688362156881689,1.0093072686869988
Gigalith,Smack Down,Meteor Beam,30,1.4196606459025785,1.4372668600864469,1.4021439816857793,1.458404712674466,1.3582605981414546,1.4059279527277981,1.409562191114446,1.4589166041348616,1.3833813897275498,1.4282345272744557,1.3950508690332413,1.4087767119253143,1.558287615351427,1.447210811186609,1.4157785850032476,1.4873914455483654,1.3913000283848993,1.4416548396253193,1.3870146768977591,1.4259266346466637,1.3904152649864887,1.4372359786025477,1.4320474603151294,1.5005947223894625,1.3604465295195518,1.4238391662009902,1.3841258980499487,1.4375413388071616,1.4356596661281635,1.5239310716208938,1.3823741469051547,1.4302165947317997,1.3808591612660044,1.4491324489622217,1.4128017279122034,1.474402381716821,1.406637630662021,1.4620818815331011,1.3648624273286065,1.4454773764759752,1.4143183794402756,1.4571081983403646
Shadow Glaceon,Frost Breath,Avalanche,30,1.2443474322804065,1.2296281123328314,1.2698514860070798,1.2465848718833161,1.1801845927022958,1.214992885593368,1.185088105156933,1.239206147954563,1.3170680922139588,1.254724539541284,1.2722792924391242,1.223734797106978,1.3145144965023954,1.2562503961770701,1.381080252110948,1.2900057735331618,1.3913816349701957,1.302739142776043,1.2268221741709562,1.2441971717790237,1.2301108476258755,1.2443390503501903,1.2251868603063187,1.2714870996637249,1.1759736968641568,1.2297755656343812,1.2053597901699167,1.2682289884821532,1.2444264943457188,1.2967582121701668,1.1863129512390245,1.2258787741113493,1.195712705032647,1.257189061683061,1.2148652987361723,1.2611205160386445,1.2067334494773518,1.260993031358885,1.2065601975829392,1.2588281000679886,1.210911081768703,1.2693847755842538
Xurkitree,Thunder Shock or Spark,Discharge,40,1.0028276840995178,1.0269150078493439,1.0,1.0506011280665817,1.0,1.040579512833327,1.0295003493156,1.075293036975703,1.0088855292163263,1.0470281231752527,1.0,1.0353780437906572,1.016630235416083,1.0478806827127751,1.0381023118189034,1.050109456566191,1.0055244110133408,1.052473034345728,1.0019326814519987,1.0434757649400102,1.0095075277119065,1.0524127281751503,1.0360064024435014,1.0731435116521535,1.0120079533197313,1.0729574133517004,1.0,1.0741703729045502,1.0593861066235863,1.1191599353796444,1.0035358373909866,1.0701932858596135,1.0021521588463456,1.0735746507301533,1.0079244622165144,1.05548582936867,1.0152177700348433,1.0719337979094077,1.0,1.0679746361227125,1.0265691926185951,1.0842699644670595
Crabominable,Frost Breath,Avalanche,35,1.4778482076131434,1.4287005935416144,1.5045236356348795,1.4483592547129636,1.4339771442423117,1.4247342266880736,1.4599800760731751,1.469082981861464,1.4914992237044011,1.4659471032631575,1.5123214345719667,1.4045288956270618,1.5200296902764343,1.4475052602090996,1.360728547715846,1.4047126464432629,1.5447807266534204,1.4728888731195005,1.3161465010811533,1.394697564055952,1.3984779131969338,1.4384161473556498,1.3690803095493327,1.4610787236229608,1.3772238755539383,1.4564321823545465,1.3921997947314404,1.4495951647850382,1.4352073236402798,1.5143457189014538,1.3466700905687958,1.4351746683917865,1.4695110830101041,1.473742446165631,1.37184407927381,1.4355389509938414,1.3751480836236933,1.4514459930313588,1.3625591430672532,1.4312969155416189,1.4090796861078012,1.4588365377389885
Crabominable,Frost Breath,Glaciate,35,1.4800261804820984,1.3538253749041835,1.6060399929857152,1.4067032668453638,1.4288185768198187,1.3526437865578393,1.4151072528268687,1.3811654203431054,1.5195499748778976,1.3890100986325429,1.4947233384792067,1.3346227666349744,1.5276465139485,1.3497256921085616,1.3264602227621545,1.3270856888546754,1.5802724950326426,1.4202987510644336,1.2710920606976788,1.2938823934633268,1.278332322285336,1.3534109082887553,1.27351356113893,1.3364072893875094,1.2734538460538798,1.366619449245604,1.2754247918804882,1.3667807047553884,1.3537425955842757,1.422154011847065,1.2852373850605932,1.3470849094805875,1.3426309837919337,1.3991342728256508,1.3033843145267214,1.3389641283091562,1.2950871080139372,1.3485452961672473,1.2983863134964133,1.3331714559254069,1.3055725526821464,1.359312099449293
Kyurem,Dragon Breath,Glaciate,40,1.3012003655025741,1.3133336427196336,1.4033753355391076,1.4495038935061981,1.2839652730620505,1.3732763959428789,1.2690105312184645,1.3682096928610241,1.3911194499391186,1.4395870016883865,1.2972799348496857,1.3465953228557817,1.3832049549227172,1.376007312150725,1.3437026389857827,1.4379375255599125,1.333000993471473,1.4255783423218846,1.3657169100059319,1.453443426012744,1.3719186014448794,1.435548447581757,1.4316803477290416,1.515778498950058,1.3579903572496068,1.458446503528311,1.372767704413274,1.469346561751625,1.4177382875605815,1.526677436725902,1.3965668796728856,1.472212071230333,1.3603467772333206,1.4384081319990758,1.697841569131082,1.845173812790053,1.6520383275261323,1.803074912891986,1.374810950312886,1.4852853436194864,1.3722907474799524,1.4795551404678324
Kyurem,Steel Wing,Glaciate,40,1.3978553128295563,1.4094909048429092,1.4309102576208086,1.4873270757176635,1.3866966407050318,1.4706018107285586,1.4201943229746163,1.5156105260434185,1.4406303610792999,1.4932532443724227,1.4142421433188312,1.4663742545566674,1.5059349881095758,1.4951139865330467,1.1524934446342225,1.2227080276167337,1.3902533352256599,1.4827739142776042,1.1601350963470407,1.2156470655772211,1.4124193459438592,1.4781448188385815,1.4752933229562843,1.5406834167902612,1.41921272531157,1.5273232920505788,1.3959288402326377,1.5216216216216216,1.4677867528271404,1.5828648357565966,1.388310008000079,1.4845677488172722,1.411487907785465,1.495653125493963,1.1791103587169085,1.2426811826858528,1.1824564459930313,1.2704965156794426,1.473699546280751,1.5580191755352362,1.4483269459920776,1.5673998690326667
Kyurem,Dragon Breath,Blizzard,40,1.5198746025319534,1.5543877111761533,1.6477557178947124,1.719322620490576,1.5047874892702795,1.6088720054325178,1.491529743576474,1.586273190674567,1.6265701314044387,1.6916839051063504,1.5110682398148276,1.5729491784063079,1.605941326942699,1.6110287517201751,1.5729900887680723,1.6974067213548558,1.5649659381209196,1.6769337212602895,1.610784745211351,1.7067012380642568,1.611327414106877,1.7047482490486958,1.6508318771200752,1.7707014787294968,1.605387984249308,1.7665466737709392,1.6263542023035695,1.7441783555707606,1.6338179859989228,1.7629940764674203,1.625527165700402,1.7590889786565793,1.5832593655387084,1.6715465145969868,2.066402031464347,2.2562753568197076,1.9893466898954704,2.1758101045296168,1.61863995226929,1.6986860179545171,1.6060674374416282,1.7240775927774736
Kyurem,Steel Wing,Blizzard,40,1.633311622949849,1.6770711145748152,1.6729281363391986,1.7474221539635528,1.6340140030117931,1.7299713265338312,1.6882384143659275,1.7870947292157215,1.6891467990820248,1.7506438953290997,1.663234547061021,1.7392188682900216,1.7533989436641317,1.7725647123294392,1.3190809256898168,1.4024603671004836,1.6360807550383196,1.7564753051376667,1.3345643812549033,1.3857804397328688,1.6620526112612364,1.7353113108696852,1.6949441254643975,1.8067225656764416,1.6751224837229852,1.842428101729717,1.648523206751055,1.786805793134907,1.7184060312331717,1.8371459343026386,1.6187912967041649,1.7306541299173326,1.6517879941150007,1.7497173011684883,1.3591109424710313,1.4491331251276962,1.3648954703832752,1.4531358885017422,1.7085790401132217,1.7980741213525553,1.6966925380825093,1.8174401253851191
Kyurem,Ice Shard,Glaciate,40,1.1502817282318734,1.1583375073812636,1.1656855018200527,1.1979897522068983,1.133428745523403,1.192145429429569,1.1317075064041193,1.1993634693507904,1.1775544199057582,1.1949407254176834,1.1530083592438927,1.1714030444330676,1.2019613576553678,1.204087933928911,1.168075970073853,1.2225516610936034,1.1551944365597502,1.2050276752767528,1.1401098375399452,1.1974875141124015,1.1477306568135444,1.2038052170076656,1.1660817339461667,1.2230429228035655,1.153036426724194,1.2075790458615445,1.1712852092598929,1.2489679552970692,1.2068605277329025,1.2952180936995152,1.1331469940443857,1.2192219182411679,1.1492406648590152,1.1957978186593388,1.1436545926855608,1.202686728350019,1.170897212543554,1.2237020905923346,1.1574974677748333,1.2265266195834663,1.1631616802464761,1.2201217352098161
Shadow Luxray,Snarl or Spark,Wild Charge,45,1.035255635764843,1.0659088836008725,1.0254826656594873,1.0683083433376819,1.0328109460583532,1.0764836069792578,1.0504385851424431,1.1043496261029315,1.0653400989493982,1.0858406398667397,1.0213675636035873,1.0546167576254133,1.0749004700960434,1.0813619903118092,1.1605493276239505,1.0927644398470013,1.0163816349701957,1.0631670451319897,1.0317935666583746,1.0891042691211081,1.0462251144322505,1.0867368885457453,1.0498685736941806,1.0998399389124658,1.049591287736033,1.0907094309217793,1.044406431748204,1.094423537461512,1.093193322563274,1.1570166935918147,1.0202767434740097,1.072800719019447,1.0488430626314702,1.0910594214705203,1.0264878433203934,1.0783543971279297,1.049677700348432,1.1172212543554008,1.048424470313996,1.1129580552510718,1.0580872328320075,1.0994278230438097
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,35,1.2868507088413537,1.2768778014796134,1.2616578763289084,1.3033389152138684,1.2215610519027924,1.2707542267212797,1.277915491499987,1.3078169068750485,1.2729844605085077,1.2922809511092201,1.2598224574872456,1.2684386656045479,1.29578222223131,1.281499399855638,1.2784827635978735,1.3176104789626886,1.216083593528243,1.2810105024127163,1.2644616238351287,1.2839702252243632,1.2684828765234655,1.3001047813378923,1.269607483222955,1.338844916959133,1.1834981611197026,1.2262797437263642,1.2211312578401186,1.2809214277568708,1.240893914916532,1.3295961227786752,1.2058193167339923,1.2572074785923812,1.2114587259705993,1.278005422953929,1.265688392049269,1.3215463646712005,1.2410104529616726,1.2923606271777004,1.2255414799295141,1.272370301508235,1.2734533509387782,1.3262589503290285
Crabominable,Frost Breath,Avalanche,40,1.3107588019068865,1.3339467716873128,1.4545063889729275,1.3871615463029516,1.3614035553769805,1.3792817188804896,1.4022666701166973,1.437855460967216,1.4126429809750998,1.384261794940273,1.4228623047318973,1.3659447289719255,1.5005612934491226,1.3982586611975487,1.3333373427313624,1.3701526377829631,1.4901930173147886,1.4209090263979562,1.2840946057138483,1.3561300445856215,1.3516682291953896,1.393547675508741,1.3399756237242837,1.4381708982510757,1.3023431103718046,1.3898426230360368,1.3248032842969553,1.3721861101607937,1.3752504038772213,1.4465051157781366,1.3136722337998399,1.3938508034647255,1.395717568668458,1.406709385601206,1.2925045970637168,1.360220075304282,1.3053919860627177,1.3764024390243903,1.3241248213567178,1.397566288798546,1.3747920088456624,1.4265241055038484
Crabominable,Frost Breath,Glaciate,40,1.2833173039224315,1.2467734476142316,1.5600232010960784,1.3450739101362197,1.3291886587890733,1.298376719868371,1.325681165420343,1.347910575206355,1.4194146323799006,1.294777318588998,1.4015006710719558,1.2844929997015262,1.5011256540755629,1.3069099415396002,1.2933646467319397,1.2938578026895042,1.5792967641214872,1.3803931308543855,1.2231385981362062,1.2727855489006676,1.2394308718910274,1.3284178017978272,1.2363911364337214,1.3083452033069503,1.2342460590780906,1.3145200067577225,1.2072414186338238,1.297901699167522,1.2784383414108778,1.3343672590199245,1.2367035723809618,1.311489496192555,1.265688265262697,1.3108349646778448,1.221936020548145,1.252926067540352,1.2187456445993032,1.2845644599303137,1.2637815487505377,1.3070166918732917,1.2775219262933024,1.3243051753566712
Shadow Latias,Zen Headbutt,Thunder,30,1.9741987828316208,2.028496078528644,2.3872733123804055,2.4784532345680916,2.7854786410072077,2.8836491510030733,2.2995523585271815,2.402283489015965,2.0676599327361367,2.1461336857971856,1.902549282773316,2.00672257944642,2.7608705876098303,2.8991144036691616,2.0491171305540186,2.0756423055642426,1.98008444507522,2.079715441385183,1.937427046059052,2.005185709638531,2.4587326972922297,2.4986378426074007,2.0853610185171587,2.172410754930322,1.9348269633133632,2.0304747300159844,1.9759379632797356,2.0552628577945034,1.6111577813677973,1.6780398492191706,1.9478414601625695,2.0445041432507973,1.989531023916929,2.0200017022725336,1.9387058171098335,2.0437888561337965,1.9915156794425086,2.1169773519163764,1.9596231493943475,2.0222419558490934,2.4036584973108757,2.525082391334686
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,40,1.2105496460994123,1.2137133877319797,1.2039923613667065,1.2312401602494312,1.160574731155124,1.221215708477019,1.1847724273552926,1.235212306259218,1.1934492420367462,1.2325989833469884,1.1834882695831446,1.2009934632254544,1.2572012211455292,1.2375324354001336,1.2297445211575935,1.2637031201135462,1.1606230485381777,1.2279236446210615,1.1828488872730054,1.2259802139344418,1.17575690729609,1.2330667843158882,1.2039236993201075,1.276949734944713,1.1392870602606922,1.2018739684726247,1.1788801459687537,1.2531987683886419,1.2143672590199246,1.2981260096930531,1.1427865954231646,1.2205157581803276,1.1641598677091058,1.2131609985044318,1.2002057733282743,1.2598070692624268,1.192151567944251,1.2482752613240418,1.1596342495594623,1.2294820385453233,1.223234893132803,1.2681287773877383
Thundurus (Therian),Volt Switch,Thunderbolt,50,1.0220485747159913,1.0585668266407209,1.0472288757296109,1.0946986266261483,1.0210808917165728,1.0733605734029112,1.0610254353507387,1.107530985587497,1.0266701671638279,1.0690156209685815,1.0140954760459926,1.0605328647360088,1.0243186265588928,1.072244294538993,1.061851981043566,1.1110142173254107,1.0217570252625603,1.0725234175418676,1.0334966225913238,1.0850666870778238,1.0337506204158164,1.0831743230574091,1.0682535720054627,1.1070059765929015,1.0350491884235014,1.0787534600839517,1.017459231383282,1.0751511004675562,1.0628863758750673,1.138546042003231,1.0214224338018154,1.067694495748106,1.0371217003270794,1.0753012414430407,1.0295452555383673,1.083644668865474,1.0281533101045297,1.106184668989547,1.0242261103633916,1.0818637177228012,1.0706257447425203,1.1135014438611746
Shadow Manectric,Thunder Fang,Wild Charge,35,1.3262750582899792,1.2381191660012194,1.2987892650609607,1.2796502877976494,1.1860687133798995,1.2290855538528207,1.2565140890625404,1.2704957693999532,1.256947053471603,1.246803155879251,1.230069953568541,1.2199593996525053,1.2888626702027812,1.2603522346431544,1.3354452837450985,1.2779625442036133,1.182873261424922,1.2411226227646892,1.2341893262404562,1.2213111617137717,1.184635746980643,1.2375117189654221,1.2120442297243719,1.2495190825122249,1.161834461786378,1.2265916386177858,1.1665868400045616,1.235682517960999,1.2275498115239634,1.2625201938610662,1.1585200841489793,1.2206046479471402,1.1728171394525977,1.2264995197159636,1.1885015031668662,1.225745016199177,1.1892421602787457,1.2384843205574914,1.1591069917165018,1.2111806413120396,1.2213562633516901,1.2483119169538286
Kyurem (Black),Ice Shard,Glaciate,50,0.8515921925833703,0.8845962428767805,0.8573209671234302,0.9083556704904797,0.847713511063442,0.9002057117810257,0.8661137992599683,0.9118081610474292,0.8580918065733906,0.8904133151669602,0.8472229085582923,0.8811204430853892,0.8751556592488686,0.9061075679533134,0.8807163992398181,0.9169693762178547,0.8638695713880216,0.88905407323304,0.8609139095658164,0.8983620046307812,0.8464346771080351,0.8906082832405007,0.8816429022452607,0.9545514618423179,0.830771030162835,0.870264720789094,0.8408256357623446,0.939594024404151,0.9106623586429725,0.9640280021540117,0.8443638949520489,0.9294906616361643,0.8705908101601352,0.930316257918607,0.8745731297977293,0.9096640495023497,0.8860975609756098,0.9523432055749129,0.8544352097237446,0.9009726519681981,0.8930254527497772,0.9354288106663231
Kyurem (Black),Ice Shard,Blizzard,50,1.0060010273758868,1.0495060754401153,1.0133676082637526,1.0737020200754999,1.005736353538691,1.064282026036902,1.0166183662380004,1.0734610707170025,1.004954259667483,1.0544131160007424,1.0052143971125127,1.042025510617564,1.0274716848413963,1.0707700046416615,1.0420265101397677,1.0871593014024874,1.012886744252058,1.0542861197842748,1.0123615071088232,1.073824604374366,1.0077758782330557,1.0866265924005956,1.0510433339696619,1.0955373794035155,1.0065367970993775,1.0836917958647936,1.0025202417607482,1.0901927243699396,1.0512008616047388,1.1113193322563273,1.0083260081581054,1.077393356971427,1.0086451126539644,1.0614034021132497,1.037272700738449,1.085162429584659,1.0375174216027874,1.116733449477352,1.030400577208586,1.0809479541008173,1.0411366246927098,1.1005120608031946
Kyurem (Black),Dragon Tail,Avalanche,50,0.9856327403251437,1.0565040734973827,0.9934655384716182,1.0634580809764502,1.0000498091479482,1.0747602104602532,1.0192369394778378,1.0852291251584858,0.9961026792382798,1.0576925688368242,0.9872170181476042,1.04864135107836,0.9871239896206719,1.0586710125161283,0.9965388871514831,1.0633915898866944,0.9925596082883905,1.0483323871700254,1.004028014313324,1.0771828775904628,1.0069376275299178,1.0804830971157557,1.0590610728498215,1.1158754166727853,1.035361083314923,1.114049565296495,1.0322955867259664,1.0978788915497777,1.0904038772213247,1.165955842757135,1.030420053531393,1.1101936809252437,1.0112593169023503,1.0935155575550501,1.2210457955109308,1.3404672951752723,1.2625174216027875,1.405322299651568,1.0492847331104052,1.1000124876857544,1.0732128863267956,1.129646924951424
