Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Gyarados,Waterfall,Hydro Pump,40,1.506708316494061,1.4986695268035424,1.5167084713570846,1.2794101660891417,1.2629192497107113,1.296581689896509,1.4643213743278043,1.4805215705193424,1.464116456808,1.4325938122899926,1.4551778079100834,1.4329395047450557,1.4004020954046053,1.4667618607004167,1.404248738209417,1.406711715377705,1.4656652132131756,1.4098977365565986,1.4365747619111051,1.4907841150368841,1.438522962367874,1.4316198936273161,1.4717777083337187,1.4343513257137999,1.3784482775545188,1.4510224446913458,1.384423024979221,1.4203243711357876,1.476497206697611,1.4221440489296822,1.405356491712878,1.4571806551464748,1.4026850393638106,1.4381252870262073,1.493222421240955,1.438224811414888
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.6853840278273868,1.7477830858605563,1.6866946186098397,1.5555406604864557,1.5091233601303242,1.8026977295614568,1.7514732246471787,1.754690393945885,1.7498394276328235,1.663385314998735,1.7074429648348974,1.6611372470888035,1.6034526731873926,1.7220995199232507,1.6256268979283175,1.6422579342596622,1.707717337206427,1.6519857951788748,1.7321563205727828,1.777252433233703,1.787473168623091,1.651475521893678,1.7138498985151096,1.6658969778890527,1.5649242412074635,1.6715148173658843,1.573837358594617,1.6990145729835056,1.7534831238528819,1.7144188002801009,1.667572665250119,1.7449996796330294,1.6673052270018054,1.58822503280553,1.7726295796893585,1.6109539087329074
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.4903076229075383,1.5357433849759887,1.490535221596498,1.3466278741331377,1.329751344863861,1.6288082825084205,1.5158111926449986,1.5355780444288363,1.5087342069566814,1.4834031345201015,1.5207681499741903,1.4798856426597007,1.449515008459993,1.5279593920338452,1.4700836038652536,1.466157905774895,1.5079998372299033,1.4800434470950234,1.5235890039994018,1.548884465746737,1.5406787219699938,1.4608443370321542,1.5114625843421727,1.4714728684320664,1.4209277269353997,1.476572876220377,1.4294249153336553,1.5057262980878197,1.5373550397655151,1.5210693144183869,1.503879963280847,1.5476465120810359,1.5000998362732543,1.4551819319007115,1.5408090215706478,1.457895403771408
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.3738161096510135,1.409093356925799,1.3743349007802597,1.2733175365412077,1.2240654018227053,1.4929180562006994,1.4007952444830516,1.4177913288775992,1.3951657346436133,1.3281091568738845,1.385650359537936,1.3292196761032409,1.2955998862389795,1.384431384935577,1.314319602937341,1.3416134272808942,1.3701926164980014,1.3503908673455014,1.4154092825072648,1.4168808267544357,1.4471403347850404,1.330216979812119,1.3943834446184655,1.3412489853051852,1.275561890213452,1.3412742183836193,1.2911749177722487,1.3848646536647082,1.4230817212440956,1.394117056716649,1.3637696747281882,1.4225018409456494,1.3637673882073824,1.3025405201490325,1.4338609990572135,1.3174258129253127
Frosmoth,Powder Snow,Ice Beam,40,1.7169123909901691,1.7198210183093054,1.7177661358528382,1.604955222625702,1.52392356087095,1.6152893684419531,2.2127894102345036,1.873014347444986,2.2132544979037974,1.8471052062350686,1.7783104515988242,1.8535499520974108,1.6328364370782293,1.6583827324401084,1.634046261941303,1.646694984489888,1.6782474981923128,1.6592004232022513,1.6249326506876955,1.6351870067937486,1.6464248814316271,1.707927532453284,1.7407509450453,1.7177911056952964,1.5568757231048216,1.611375003947739,1.561415912803748,1.6583052399368383,1.677202363791975,1.6728977688537106,1.6327775094832604,1.6681428388531103,1.6512046653425283,1.5263487143270806,1.6237872989574391,1.5283502547327488
Calyrex (Ice Rider),Confusion,Glaciate,30,1.455775816290491,1.482180061735395,1.4579966020055262,1.3997376713708523,1.2927593004245124,1.6706796899688594,1.5192386437964887,1.5261093708817568,1.514177485036193,1.454557908785418,1.4577932629661878,1.4626085063532368,1.6254679208338632,1.6770742710054876,1.64441974671135,1.3936441407460505,1.4211582344452824,1.4088749456128764,1.4441482410943092,1.434936127204882,1.4693784126106204,1.4170114625843422,1.4382023429357211,1.4369311930592101,1.360237123735257,1.4045053491148494,1.3778474019208884,1.202469092878667,1.2229738644022055,1.2168973651657922,1.1736753638748039,1.2087480524559038,1.1858271210397904,1.355183665845741,1.4446788218353905,1.3334907629233066
Calyrex (Ice Rider),Confusion,Avalanche,30,1.4927924750558133,1.5643360447684025,1.4935485563019508,1.3528861336419076,1.3547966066787303,1.509332201829309,1.5098414052835818,1.5402563686255184,1.5141989423681097,1.4957593280592234,1.5227198363949996,1.5033997003571942,1.6404155684840034,1.7400704846507813,1.6437674556980773,1.4564031251858551,1.5036264238470711,1.4677210621374845,1.519710426568471,1.5378043945953948,1.5244176270865903,1.4891942629756123,1.5406411083764946,1.4996851903558228,1.430864203389863,1.5013217949959197,1.4377456438564826,1.2972084642155468,1.3162553923722529,1.2985754402134058,1.2599591742556997,1.313323013051105,1.2753031854605326,1.4388223464480978,1.5295349819691686,1.4355607552875267
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,35,1.2417777975380777,1.254795982953078,1.2407666419052348,1.2407099499131748,1.0966280320048325,1.2925059389076234,1.248164414660078,1.2306553212216231,1.2441529664582562,1.202878864171246,1.2337970709890838,1.2115768348782918,1.2078298512587762,1.2528997002633018,1.211110532986109,1.2264092916683622,1.2342314903793483,1.2469205932343983,1.263368034090506,1.2556143313558021,1.268118461244338,1.2080610376298455,1.2567751873910957,1.2194720936582577,1.1749278203362379,1.217318228203105,1.1882276235622213,1.2515006929224186,1.2767345330958315,1.2762204511907853,1.1945362247309177,1.2419673042090766,1.2064870051856766,1.1843678230773074,1.2499990451472303,1.1896110125857031
Kyurem,Dragon Breath,Glaciate,40,1.4621773041744577,1.419885611176914,1.4634698109522128,1.3302638865972434,1.257454182702296,1.3875910682870856,1.47178763177931,1.4880125933081019,1.469465143815979,1.479638483223851,1.5180325383378979,1.4836372415762182,1.3934567753993106,1.480926156253645,1.4002993435150322,1.4134793986270968,1.4276419621309109,1.4233681515264391,1.4161408708028278,1.4778361241467475,1.447744907315076,1.4750496021656685,1.5496624155807817,1.48524194577323,1.3586595121604044,1.4246124379215628,1.3655766774428026,1.5035871467871667,1.5611285370146866,1.499458742455753,1.4166632524112166,1.4815408243808563,1.4251491239229406,1.3937975738492425,1.5532861080616849,1.3936402343928636
Kyurem,Steel Wing,Glaciate,40,1.5727495530203535,1.5374816974386156,1.5735486961782303,1.427990976234356,1.3429631759310436,1.480440328513856,1.2624082386141138,1.2726765553972879,1.262774622556591,1.2594883154171934,1.2697273204943913,1.267813564217957,1.50007273890142,1.5763291887449984,1.5037478227477483,1.548160697908091,1.559739520892481,1.573297565647997,1.5237740492719856,1.5619658700945789,1.5436013040785568,1.5086617338784487,1.5670045284512106,1.5107264875872854,1.4953085247495295,1.5598518120419589,1.4850414198399056,1.510809044714263,1.5493654131167,1.5144652958066447,1.4743616571666243,1.538138989198933,1.491371508870168,1.6677421294528205,1.8299318999004686,1.6656865764904836
Kyurem,Dragon Breath,Blizzard,40,1.7169824290415125,1.6911366396422365,1.7181634344422358,1.5447882448916552,1.466051902259198,1.589864402648239,1.7213160175048914,1.7547369742372543,1.7200923237467936,1.7545752147472116,1.7820597210034272,1.7593837896841245,1.6260286001496718,1.727508935089377,1.6341357766614288,1.662501525969656,1.6871572828662562,1.6850947979303157,1.6740555008239137,1.7265837243086224,1.6892655918418729,1.7427609191023965,1.8339153382408508,1.7470479083880823,1.591825754042883,1.6701876968835796,1.5893995273719723,1.7572632815768336,1.8243135144115459,1.7574023546958415,1.6717355727777807,1.7432497290430504,1.6951975627652927,1.6350922487485766,1.8070242214544565,1.633997733973827
Kyurem,Steel Wing,Blizzard,40,1.8430761991018942,1.826292194553917,1.8428261202965976,1.6542446601703515,1.5702005358435955,1.7014127080940638,1.4446578753593655,1.4580411708979928,1.4443279688811466,1.4554325249227544,1.4477589348518385,1.4691185496793133,1.7535933672606794,1.8516315138996835,1.7532896987298872,1.8411892859714087,1.8533169102479428,1.8551444741117291,1.797613604532943,1.8238272570579583,1.801672161615085,1.7786775714385215,1.8507008713585786,1.7786569231309741,1.7615340875881278,1.8264756501526145,1.736365483384815,1.759931512126988,1.8053596524825868,1.761945159334569,1.736017040304773,1.816744266383942,1.7602236739013482,2.0096414441659727,2.1896056721702126,2.0014526944136852
Kyurem,Ice Shard,Frenzy Plant,40,1.4389315150749162,1.4284935974130881,1.266637808858065,1.2407301574900962,1.227751299938087,1.126767272133183,1.95161711393879,1.9096411189712499,1.7520169892001671,1.8729537193911916,1.8806836089637908,1.690908409353072,1.3631829756894795,1.4336174300756352,1.1983695608012026,1.3962058916514593,1.3906333634875372,1.237167299487587,1.3943543086955894,1.4234497369347774,1.2365045561511934,1.3992248563709893,1.4328039353825086,1.240764659219716,1.319665728881235,1.3827004736065573,1.1696657141955686,1.8523272758846083,1.8836151568650812,1.6717825527885852,1.8154311259538116,1.8644024735954696,1.652298994200147,1.3438584359957793,1.4257592845573805,1.1921507519524708
Shadow Articuno,Frost Breath,Ice Beam,30,1.710064048349235,1.7000865734258048,1.7105373297318522,1.61133053271954,1.4639681312077968,1.5807159183653585,2.1096097733855412,1.7635748916315332,2.1186263230680265,1.6721536334090845,1.733612986200256,1.6711928075483866,1.6271799717694426,1.6893301861198449,1.628651656677628,1.6325732700199393,1.6695173866634945,1.63954483846633,1.5884514714410585,1.6429748180456945,1.5843178493547991,1.6513651921309611,1.7234284018394868,1.6496020732133516,1.6118954948812183,1.64707879603568,1.6064316540603618,1.6394014443307219,1.6923658066560394,1.6409702830814543,1.607915304965898,1.6712931902820427,1.6050278526180501,1.6087256372695833,1.6862044866047337,1.6149462073129688
Shadow Swampert,Water Gun or Mud Shot,Hydro Cannon,35,1.2168155266666634,1.230557272092834,1.2161298331625676,1.202036707243902,1.0971881156714178,1.2689300566145938,1.126224721921919,1.1611411652833243,1.1242265078871787,1.1459432812573018,1.232806690557382,1.1541158847888136,1.1769754509484236,1.2376264575630764,1.1847883953274103,1.1874570928634702,1.225209018715431,1.1971476105662833,1.231349648511542,1.2646083608643601,1.230232041105829,1.1681152378962396,1.237305512974842,1.1840803552001995,1.1521078406509975,1.2150609639884737,1.1606220180464581,1.2084710752344228,1.2471870582314184,1.1621776745546184,1.16923138365995,1.215649856227806,1.1276228023846278,1.1405729853460012,1.2409680138518209,1.1031720783609305
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,40,1.7511987147368153,1.3681408793921777,1.7549801700396,1.5624619360067535,1.2847242175450302,1.5436758358246239,1.8473267025409414,1.3916081984173787,1.8473866042592089,1.3553740488389463,1.346812647990691,1.4691170559464828,1.2988731368028696,1.254325867657139,1.3183789578808998,1.4903510199737688,1.407353060860365,1.4992783337350415,1.6132201085656466,1.3958467345597516,1.5842755795586791,1.4962086317321959,1.3836918896529793,1.5036552127114682,1.2642026818592926,1.3564581771467628,1.3015493362565747,1.5336494928905446,1.399626795405776,1.5362024243075758,1.42622114649981,1.3545706627829461,1.519895771235592,1.2862696599537755,1.3444445296958027,1.301032528774953
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,1.0531631272139792,1.0742508251451592,1.0530006709065831,0.9493334702156102,0.9413010486018386,0.9492243583214757,1.006469027950678,1.0334501923470996,1.0057615618362756,0.9882965499252814,1.0785152921609826,0.9891410957981367,1.1337749654981697,1.1962251262445889,1.1340184769915715,1.0078466142254805,1.0713170917992043,1.0144206949657089,1.0447491363584598,1.111523594444852,1.0475022077666483,1.0347734449204857,1.1164750996820163,1.0376054989833021,0.990991085692301,1.060421051658501,0.9920421156467785,0.9521214476684767,0.9900591850089703,0.9593718555849698,0.9423028316595464,0.9849645674807929,0.9362453299294548,1.0240242139846352,1.1143469822748566,1.0209717271305916
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,1.0940432187729952,1.0914487635686234,1.0954288431882,1.071555255408887,0.9607918880290944,1.1458965853795835,1.4607843119724402,1.1529518851517766,1.5832729547854678,1.1855015410699352,1.121609128670786,1.1916973848081254,1.0696536448742666,1.0689828218237674,1.0849333095675904,1.0677438186490709,1.0575140310953488,1.0675284612904539,1.0965663905027478,1.118638728701642,1.1414579083448984,1.164086244590606,1.1199861440610845,1.1711017844452294,1.0541887021870064,1.0529359993867267,1.0897042240320358,1.1137592554100384,1.0943164574994428,1.1333739401782617,1.1104826359323492,1.0938115958006402,1.1213231157582324,1.0211574079691774,1.084470450314988,1.022260389668486
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,45,1.166425047045888,1.1641756366493836,1.1667775852258677,1.1197630463138717,1.0375990836585565,1.221742297282144,1.0937142713072199,1.1278156936779906,1.089955214972068,1.0926659745230352,1.1364075753878067,1.0958815367438004,1.1212980158662549,1.182073596040907,1.1296359909463005,1.0949650200801955,1.1358797880232512,1.1021825278822044,1.140723899808013,1.168711532937702,1.1472272195723603,1.1316625462506682,1.1805609128154493,1.1441209491564706,1.0576377314157646,1.1314563928382984,1.0687858526390461,1.1471353192724145,1.1805234862548775,1.1597914429437495,1.1233412498329358,1.157796916540314,1.1219126824450942,1.1096247705776094,1.167657578507572,1.1165185878738157
Mega Swampert,Water Gun or Mud Shot,Hydro Cannon,50,0.946862500118645,0.9766440083745926,0.9472488583847586,0.9629851769304167,0.8743873563356301,0.960283902021759,0.9099414322125334,0.9509659733206688,0.912968525312678,0.9297471487307645,0.9830230862099367,0.9268874505743366,0.9578361552968992,1.0364730413904009,0.9598433295806177,0.9185153645580635,0.9858546525640985,0.9251274771574081,0.9451294331926153,1.0230339432278928,0.954785070375552,0.9651029271903695,1.0385987750314503,0.9603159560875217,0.9181211183175138,0.9729301894279373,0.9163896627934486,0.9660148522573636,1.024320693591473,0.9070702518463836,0.9559499734314751,1.011434687303121,0.9013487034503955,0.9595755897449554,1.0280468819527857,0.896518481741508
Mamoswine,Powder Snow or Mud-Slap,Avalanche,40,1.3923611565570253,1.4013283750522663,1.3923580592965523,1.5495585411248094,1.2620734182767248,1.6144451157249138,1.3401077408397755,1.3771472977887862,1.3476514234972803,1.3275411827476136,1.3562448595140715,1.3268595782310204,1.3264288606991061,1.395863056894927,1.3343546486711062,1.3269738221861902,1.3537747011447119,1.3437079967070358,1.3638776543621471,1.391961646867279,1.3843706443864376,1.3396093401848734,1.3913012994873672,1.3516035414004732,1.2730912973714963,1.3380362608271428,1.274073845744883,1.2794235494391784,1.3105286620301444,1.2019718500972196,1.2458661609266555,1.2840379998078306,1.1617940936525386,1.2188087202765738,1.2951647303548168,1.133634332219744
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,45,1.1362712680633977,1.1341840641952192,1.1382290863731028,1.2255094767671955,1.0160244731798993,1.340666278091802,1.1322560203014969,1.1144497428159958,1.1270903464536572,1.0800317866346334,1.10875431288681,1.0846972121752883,1.0696273802331053,1.105312167842066,1.0769282689583135,1.0968497725913937,1.0983239375338452,1.103170730180393,1.121122946945871,1.1281884381132097,1.136415870254052,1.0811389113349348,1.1203206158249863,1.099648732224735,1.0176339762135798,1.0766334553670986,1.0389113425857257,1.052633161571767,1.0627005518947585,1.0070981792321736,1.0141630994260376,1.0485975946444737,0.9492381033211681,0.986066484184444,1.0504421509125028,0.9092973355078512
Empoleon,Metal Claw or Waterfall,Hydro Cannon,50,1.3031647008221228,1.3201495277427115,1.3047469513215562,1.2955648608640669,1.166058153978308,1.3008274010412855,1.1834069915855072,1.224155358950765,1.1788495436919557,1.180172346893985,1.2589151843561501,1.1873363962443573,1.28238919113031,1.3442175194592945,1.2888533858975653,1.2856875001956372,1.3258279050549504,1.3136548460100979,1.3148288561057715,1.3337265131057943,1.3150201114549271,1.2886073271289793,1.325192198761225,1.3016669964232204,1.257038318165333,1.3048691316212433,1.2826901580853243,1.3160540934293214,1.3439582690433385,1.3279577939394942,1.2743329215281134,1.3215975084172336,1.2920891952457914,1.2580124906910304,1.338653558898513,1.2772840728901818
Shadow Weavile,Snarl or Ice Shard,Avalanche,50,1.1500311974058945,1.1235848891655331,1.1508407813289145,1.2319711652311318,0.9990095580936713,1.260221447979337,1.2643656837182122,1.1774986258367017,1.257305953300978,1.1316368772476677,1.1349833722640414,1.1371378506991274,1.0070297233431584,1.0214212788154176,1.0125960186264014,1.1560908883178023,1.1550784270148278,1.1671075440809593,1.141849781061968,1.0794173109542935,1.1302480071939327,1.1311778503447654,1.1274474408117805,1.1503085843335437,1.0836202770838972,1.0893988085472497,1.105060994441908,1.1716050654188677,1.1443210619473017,1.193310883674357,1.1115380600618883,1.1208585963536564,1.1259293203899543,1.0350607402971832,1.1042581600112187,1.044642899091193
Feraligatr,Water Gun or Waterfall,Hydro Cannon,45,1.3553435486312357,1.3797720915849931,1.354825107192688,1.3375627461050572,1.2310353018249698,1.3437044511969425,1.2853241326678222,1.3302338813416696,1.3001215557853079,1.3228601797074404,1.3838171047915464,1.3332777214229528,1.3340550430339067,1.417522866882568,1.338244672694603,1.3300685512522343,1.382597748138317,1.3398936986061245,1.3630363859830879,1.405256088736178,1.3615848603211191,1.3377046108595307,1.3949216103954059,1.3364965924128873,1.3140001533801915,1.389910579286622,1.3182643143856754,1.3519411600427143,1.4033060311501235,1.3483613803721222,1.3235730623933772,1.3942072468922668,1.33728575109507,1.3102012109696324,1.400172339939889,1.3116733066395931
Clawitzer,Water Gun,Crabhammer,45,1.3570334039542025,1.3304723971647079,1.3566900076881998,1.3144059003959512,1.1871728616572144,1.442533755900229,1.3796365271022195,1.3525783845275472,1.3687929750125793,1.3282036532579486,1.347635979300846,1.333558969975899,1.2959059662937107,1.3570061978786454,1.3125050622343557,1.3292492229292983,1.3503252741267542,1.3480915206170239,1.376020324023409,1.3840975511097744,1.398949502696693,1.310899255366557,1.3603583467547335,1.3312589026564818,1.2765863313824948,1.3300744654490868,1.2840175877395525,1.370213770418847,1.3946783107201695,1.3995674825998856,1.3611695618282593,1.3992518199054238,1.369605299254169,1.3592746607120807,1.4104687962057902,1.354794525317
Shadow Glaceon,Frost Breath,Avalanche,35,1.3366684167853533,1.2854931313253426,1.335558198773185,1.4394478153308932,1.1236459231980367,1.4298036139266648,1.4802540691147812,1.32040740678488,1.4823449072989618,1.298150922355127,1.2706713240782121,1.296486779504193,1.2686192583777522,1.2395607356720748,1.2780755776844914,1.3068609160826246,1.241074658261052,1.3202651900497386,1.316183084314266,1.2980605236689282,1.3150309931600976,1.2956948586946944,1.270754630922289,1.3059463581624609,1.2012097526366452,1.1941624259743868,1.2266983497809447,1.3255518477743227,1.2699832661209236,1.3394447825215912,1.2442154622768358,1.2287966056242958,1.2609149399524915,1.185379071310534,1.2289845777926662,1.2049631185160214
Darmanitan (Galarian Standard),Ice Fang,Avalanche,45,1.2848448547259947,1.2835717308041037,1.2851009282289814,1.4129509007301881,1.1308911063296536,1.5394269672459535,1.3461838313997296,1.297741133025802,1.3481492335977472,1.2436463896228531,1.26335815040026,1.2509358058357865,1.2261947462854013,1.2572038773110985,1.232476412281472,1.247329161827908,1.262001320941938,1.2696882952649553,1.2664298645021328,1.2725077283558661,1.2676125370001428,1.2365812967013867,1.2557678119389133,1.262526942959513,1.1820875155341501,1.2057803957700521,1.2041517399106032,1.2787880416663064,1.260263389452469,1.2964485423821572,1.2218560834334167,1.2459460197829442,1.237877141917419,1.1496838017728352,1.2344292665855305,1.1524444247802985
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,35,1.85005023057106,1.446882432488464,1.8549189741673489,1.634004832317256,1.342298220352981,1.6157446253032601,1.9601074225560189,1.448117870130929,1.9601699170352263,1.4748181718146984,1.416311128615447,1.5716788859939712,1.3722386412635337,1.3193410772958953,1.3963399881782903,1.5815542353092165,1.4754848827272755,1.5687639489277518,1.6331283757910577,1.4160387328667083,1.6247883930479412,1.5650165895282881,1.4212243491006278,1.5627184637166092,1.3282648821799132,1.418908741522332,1.3619585930061882,1.5441606768124894,1.4539994046167013,1.553572393760353,1.4801509584748005,1.4213051098303169,1.5771441548220513,1.370094528396189,1.4228401390901073,1.4491983681447864
