Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Golisopod,Fury Cutter,X-Scissor,30,1.656975827055822,1.607798609837607,1.3654041316737322,1.6223953929058104,1.6085161399707049,1.3456418262204881,1.6429654333471364,1.6278877003152021,1.3733490602004295,1.770588128874373,1.7623290944536525,1.5819812465261625,1.7006879625836533,1.694445707903395,1.3592468968203086,1.7059322742541434,1.6831698090125269,1.4469347830276023,1.6599245059083585,1.7458080710116899,1.413702052801693,1.6879338809064244,1.7823630573057947,1.4143700434227686,1.6475878000369684,1.7029563301246902,1.4318070724063856,1.7406906401708404,1.845344243281524,1.420664896754794
Mienshao,Low Kick,Brick Break,40,1.5900119467080678,1.4079274241935973,1.5965858409253981,1.5354799098623009,1.4241072162878805,1.5351759819218496,1.5708597028161728,1.4618635985590092,1.5679066335550034,1.50576130475392,1.4832240963136287,1.58079368762196,1.5728354529439104,1.5006592316495855,1.5636055485238656,1.5038625361505753,1.4458953683597544,1.5010837438162385,1.516095739797927,1.5103408276887207,1.5183306030501071,1.4591744947756955,1.5011773934477617,1.457823171036603,1.5280020486750925,1.5059847208528927,1.57146720773632,1.4335560808832664,1.506625558767587,1.4335560808832664
Scyther,Fury Cutter,Bug Buzz,45,1.3448706159053239,1.3182354658771038,1.1733518973188455,1.4494589713623436,1.3683326170510057,1.1940672422511818,1.389216851287261,1.3646455179015309,1.272287672630911,1.4751969481862226,1.4252534473608212,1.3696802332913447,1.377422776429612,1.346782741599784,1.2433424877976196,1.4385584302372347,1.4242496838620156,1.223821383850825,1.4052146809217536,1.4014659028275234,1.1896935489136802,1.3939719615067512,1.4279511833987772,1.1470894377134362,1.3951148537717315,1.3861233422204047,1.197203068414313,1.3951628096279378,1.4558845616284521,1.1847041411068795
Escavalier,Bug Bite,Megahorn,35,1.3234762160805182,1.2906583775622662,1.1205003997072969,1.6437380933000258,1.5121250641596362,1.2954605554779992,1.5780098748458888,1.5122807984806486,1.5099828850081354,1.5932757992979234,1.5294761680710798,1.3533961636023828,1.5533818917960691,1.5089179423213641,1.3877050707159402,1.4879147161988697,1.4819939242106805,1.2649435194497562,1.579716076150896,1.562183759263918,1.3073441097900338,1.4750536700371266,1.5473244471068348,1.2135361041574988,1.5175131165726985,1.5276333658140506,1.2606858584242084,1.5640394940457427,1.615217455084793,1.305552125735738
Shadow Gardevoir,Charm,Dazzling Gleam,30,1.2222353875380345,1.1807244494454843,1.2229549051830197,1.5187746279162846,1.2492056752335157,1.5231843508267893,1.4326133853547753,1.301213416558256,1.44559766982729,1.3766933410734408,1.316090993977427,1.5811038817580627,1.3050594734009233,1.2328414416168683,1.322157906242365,1.2439078137571158,1.2334793263525166,1.2413797926969252,1.2536815228642815,1.2733802186659189,1.259470369865355,1.213528213337214,1.2055447797406262,1.2158072068273702,1.2548060822537606,1.2656542282965837,1.316392758726155,1.251219410186128,1.2704021253924092,1.251219410186128
Terrakion,Smack Down,Sacred Sword,30,1.2868825679546916,1.3253831047553595,1.2857286690726257,1.4872614916920388,1.3538317484444582,1.4867779484015236,1.4976234912941115,1.4050539081186528,1.4884561198119812,1.3380474302548493,1.3742676466987829,1.3487663609579548,1.4490814000268204,1.4007932236144764,1.4547640995589324,1.3430198341780475,1.409412921199834,1.3603378137447408,1.401457644761025,1.453173248473698,1.3909051801122712,1.4171676506934867,1.4842441914841271,1.4088442888651556,1.4130495339506184,1.4366745513834154,1.4547568620178604,1.4623466334740567,1.5529389879791233,1.462309054578664
Genesect,Fury Cutter,X-Scissor,35,1.3035821429652408,1.2987754179122284,1.0764616022832278,1.3978021871424298,1.3414010693202432,1.2201593900395564,1.3890458186749315,1.387608816273671,1.2658922494542324,1.4601886492715852,1.4534205010988848,1.2072437527706517,1.3701654600531632,1.375439313249847,1.2635570145546797,1.420750089851604,1.4282339594335698,1.2197392791965562,1.4336517170056633,1.4608583780005107,1.2280161627645703,1.4259584397971112,1.5044669103019725,1.1912705765598117,1.4387886618600045,1.4622103848949843,1.194815024787093,1.4224854132086697,1.5040733150515961,1.237563364447244
Shadow Gardevoir,Charm,Dazzling Gleam,45,1.022963362241637,1.0075371086829956,1.0230023982437806,1.1253454709095885,1.0669307316328411,1.1245504607895527,1.117240580009361,1.0895343994913598,1.2489312807855768,1.1026075719326205,1.095054945562844,1.1158361831621764,1.07230348977976,1.0598798958779192,1.141253910548331,1.0833962545007565,1.0586141391155632,1.088010596213345,1.0648575675577057,1.0924868879188327,1.0978350998553879,1.0339313786027202,1.0660814875874074,1.034465877850434,1.0755462553746713,1.0651402141428161,1.106012583076165,1.060327236022305,1.112518079381359,1.060327236022305
Buzzwole,Counter,Fell Stinger or Superpower,40,1.2113721177008907,1.1899548838178189,1.2060015739031196,1.201968208873831,1.1981785727691532,1.1859533942714564,1.228670719990991,1.2440871163643488,1.227200871820559,1.2455416492740943,1.2668437594789796,1.2498711750151235,1.2525887784025675,1.2599541113342065,1.2430477569113143,1.2225004592022453,1.2547899346403613,1.2225188007741117,1.2704404430164604,1.3074727819889649,1.2703480679005115,1.2667354538542337,1.3007187457483014,1.2623097834709076,1.2421416278254367,1.2787273891705195,1.2384139285704563,1.3048046677732257,1.3726307037053915,1.3035296071132731
Mega Lopunny,Low Kick,Focus Blast,30,1.4051793697621877,1.2186947286708532,1.4007288204094643,1.523056611468643,1.2463931951351284,1.547667077597627,1.377904885690858,1.3055205526535274,1.6905622374537959,1.3885812111093607,1.3523365647313361,1.3826052530696873,1.3958052101454732,1.3626090774320716,1.5776995045567188,1.3153806322547548,1.304102112436399,1.3199280161808906,1.3460140425540086,1.3477647526517034,1.372529541792538,1.3214778534576659,1.3183818485882823,1.3214867617784611,1.319734470894565,1.33952723766779,1.3902240201406664,1.2728884499829274,1.314527114546341,1.2728884499829274
Zacian (Hero),Quick Attack,Play Rough,35,1.293053639116834,1.3339658174592859,1.2952746407530522,1.2964309633877806,1.3193090138964394,1.2959953421263843,1.3103891167889976,1.358985957260616,1.3188038509318227,1.3327419088388426,1.3731825614640636,1.335252909902271,1.307696473479915,1.3557885300379713,1.315723720104857,1.3200861514679711,1.393758212825523,1.3165392450414555,1.3680811518274332,1.4319992394896899,1.3755726392972578,1.3305571766346,1.4123025446815622,1.331243387284948,1.368998572401394,1.4268901916806005,1.3556163556393475,1.416876544589357,1.507650800923617,1.4176127663373002
Gardevoir,Charm,Dazzling Gleam,45,1.1781186516421829,1.2028889312236386,1.1766672868509653,1.2616844872648658,1.24423354065454,1.2513448745465596,1.2405553750341654,1.2633684040123452,1.3080226964264976,1.3075965606350304,1.2795349649800198,1.2930724498087005,1.2320263942494043,1.248536908411881,1.2654762556465287,1.2466636017826416,1.2419435419016083,1.2761007197144407,1.243343211005122,1.2793193048628488,1.2695442507533086,1.2268167700031878,1.2722649254035074,1.2258197648602005,1.274540916174036,1.2770565633384572,1.281401013023245,1.266454468673746,1.3222969569209775,1.2586224525784928
Mega Lopunny,Low Kick,Focus Blast,45,1.15550367570474,1.0657262120745434,1.153914727923071,1.3582923456763047,1.108363938762711,1.3730688318496658,1.1394325189537684,1.1438312360918697,1.1592367581695053,1.1553517996343963,1.1511058770894362,1.185431255023818,1.1810053989907432,1.1685696073010372,1.1978125545364198,1.1264392388362587,1.148991947210216,1.1489006592181912,1.1663497233547722,1.1964555610395946,1.207523156194606,1.1850228327114536,1.2147311481243186,1.185237006186237,1.1812931036308318,1.2034333761602831,1.1838940013329093,1.1694429022393151,1.230736789801013,1.1694429022393151
Hariyama,Counter,Dynamic Punch,45,1.165551373515341,1.18367467208868,1.1653657633341108,1.1595768247591034,1.1922760443839175,1.1585681424894319,1.1568977522936317,1.208256018693935,1.1700941617818361,1.176884079434525,1.2250538349912454,1.1731429981762065,1.1955408267675312,1.2389248311322816,1.2073482119402381,1.173817640402302,1.2434275297535653,1.1883410494631974,1.2118811299339547,1.2699790475568604,1.2149363456711406,1.233569235635343,1.2988418933782395,1.234503467226433,1.2042163923654483,1.2650093131220788,1.2027787500480254,1.279763015750052,1.362406247834688,1.2817780435628041
Machamp,Counter,Dynamic Punch,30,1.377647192879691,1.2795948089683993,1.3837117496140912,1.2645795788259913,1.2649380714530634,1.2655204110940392,1.2809584864669565,1.3052937995399247,1.3944976298258354,1.30648527594667,1.2927774814639525,1.3063033059511189,1.3116142412847356,1.3230993403274665,1.3603700485523393,1.2874090059150907,1.2919765655702797,1.2971505904041492,1.2862641467400802,1.322831633387939,1.3160300593620546,1.2864697101311322,1.327753526656769,1.2911601798309638,1.2919172023060606,1.3217425778637208,1.3216765979408578,1.3263674629189315,1.3983229325521254,1.3263674629189315
Primarina,Charm,Moonblast,40,1.3643154856755233,1.3527411552520117,1.3662097777841082,1.354260358011825,1.3734379738165419,1.3540092550143628,1.3641036800165167,1.3747170864864295,1.3770054981471467,1.4079146647876306,1.4216243476382262,1.4402445792947463,1.3564128216385818,1.3754725999842017,1.3705222086078908,1.370334765950052,1.4031388661178397,1.3750044417541507,1.35469893586171,1.4120911536902994,1.380002227757474,1.376743061435601,1.4315547756656406,1.377587296144811,1.3469984277961529,1.3856364642384886,1.3713775706379967,1.3950389615740189,1.4518612477316892,1.3950389615740189
Shadow Scizor,Fury Cutter,X-Scissor,40,1.175030178346013,1.163103411132338,0.9695949603052376,1.324410627577193,1.199883837844928,1.100263956012533,1.3003995453207098,1.201997491990911,1.1357187651398468,1.274334201762468,1.2536465902348668,1.0588330124208387,1.3043567044663376,1.231847174944568,1.0869903611757639,1.238878156982287,1.2281479838679026,1.0466981944291476,1.2571887621158317,1.2471581688601754,1.0557614801527935,1.2367994882761513,1.2902742068355102,1.0120168056198589,1.2190196127665252,1.2530526983247272,1.082130210666845,1.2680119328598725,1.3301362141322866,1.0637670158424384
Shadow Scyther,Fury Cutter,Bug Buzz,40,1.2730530515738143,1.1963304377551585,1.055247604871978,1.2354552160466359,1.1983319338062344,1.0299756246101393,1.3936263957985568,1.2451852208115486,1.1666726297378556,1.397525868328994,1.2717499108967674,1.1750044271002185,1.33629653851029,1.2475553538919946,1.1036789924333301,1.2977736071940682,1.2345387178649032,1.1037138987039625,1.2792496682369796,1.2737670034549444,1.0643553042713407,1.2271801630426205,1.2158597430782139,1.0222414398305018,1.2730891158539077,1.2521352718502907,1.0878968135720792,1.2850471577683131,1.304831384994535,1.060182288854362
Sirfetch'd,Counter,Close Combat,50,1.2434265063801833,1.1819976818757223,1.2429162341697217,1.2090601947078894,1.167930388323431,1.212157940042319,1.1779234200891762,1.1882749988562635,1.3061482587636617,1.2275831915186664,1.2186140383380937,1.2467253654156911,1.1907958872880313,1.192547004653162,1.2777333423959467,1.1623703781227743,1.1752072686014035,1.1700431879932447,1.2092752298335134,1.2197985415870467,1.2268435173217747,1.212915428846148,1.2459637208324132,1.2159050114682688,1.2023330754842385,1.228822184259145,1.2053127300108213,1.1725328986999075,1.2383425834429385,1.1725328986999075
Tapu Koko,Quick Attack,Dazzling Gleam,50,1.2205773589407134,1.2288322493461359,1.2272264319580672,1.2083432621732497,1.2210276802701263,1.2002448610081908,1.2342571987954987,1.2770383439163182,1.277657369358886,1.2782541233437001,1.292289899595612,1.2777344788375367,1.2587705585080489,1.290545501973874,1.2700470459860276,1.2662022374419457,1.3156220338584534,1.2700758448304788,1.2788733692719265,1.3296285982604286,1.280641363694851,1.2753149973927067,1.3457121199511002,1.2945673529686845,1.2518034058467107,1.288495231203512,1.2643535071762622,1.2911375606053326,1.3617478056609298,1.2906481610374272
Tapu Koko,Volt Switch,Dazzling Gleam,50,1.2285204954590048,1.2608019784175866,1.1975899163374348,1.2181613735581742,1.2696741808127154,1.1742407020719607,1.1533715595523122,1.1912466025157513,1.1280827338002906,1.2607082013401603,1.2980659283368352,1.2166776161191082,1.1431938731834206,1.1677189952990754,1.1013748596978843,1.2533696340295117,1.3085898310082704,1.1862975110796352,1.1659070525808377,1.1972528485528218,1.1218330795098164,1.2583229465220005,1.3225034109108946,1.2085657179907214,1.1407343284069738,1.1699989502506543,1.1180673358238915,1.2897955820452782,1.3656721160226548,1.2572123076500519
Mega Beedrill,Bug Bite,X-Scissor,30,1.3840555067914633,1.2003763836193009,1.1747108131061264,1.2861280434442453,1.2194574825635514,1.0558960122545433,1.3487248216650694,1.2333842051734432,1.1428038321628118,1.3760588230555721,1.2838512721459003,1.2039132660748637,1.3227536138702074,1.2388509830792434,1.1194125956855836,1.3171988786802697,1.2742026985004462,1.0922747022964001,1.297539480279545,1.269783619452932,1.0936967906849009,1.2691325396995474,1.2839972877174148,1.0367474047092082,1.3496303641964684,1.2804484033070433,1.121506822916966,1.3309509645353856,1.2962534090987121,1.122503952962709
Mega Beedrill,Infestation,X-Scissor,30,1.4854802986142888,1.2839458320944486,1.2292252355068272,1.3241568358850275,1.2771178584578322,1.1059929845101661,1.417592545887299,1.3115737932992286,1.189589064235767,1.4477241007374275,1.3778591111175085,1.267793542494946,1.411094990272999,1.3296935673202157,1.1882478722759346,1.3440745850517692,1.328406794496079,1.1356526744486788,1.3500947757166752,1.3363838887043091,1.13749091132565,1.2923278135799523,1.2910622713634823,1.0688209519718161,1.3904376910233727,1.3444529520191943,1.1466361886414702,1.3985238110992575,1.3504241983116965,1.1468144145651304
Mega Beedrill,Bug Bite,Fell Stinger,30,1.4978277822387527,1.2880730992538203,1.2736107723342016,1.396455151096207,1.3047833144035166,1.1543932849691634,1.454177571266521,1.3241370653947533,1.230975554536294,1.5257019413346167,1.384165995723837,1.3279797883892317,1.4288381423356926,1.327542200855682,1.2343301595816012,1.435988090972075,1.3755527000650045,1.18268974599177,1.413524792444061,1.369298813335049,1.2102713062916863,1.3605530916815305,1.3684551252372852,1.115939947036814,1.4617851002752644,1.3841919849368534,1.2077089719686673,1.4453454917498094,1.3928647540548689,1.2197712930947844
Mega Beedrill,Infestation,Fell Stinger,30,1.6109958676140947,1.397054005886113,1.3378097731549814,1.448486718269923,1.3822286875078815,1.2164701845899624,1.5408088739883796,1.4363148689277851,1.3099706851510142,1.588457423973055,1.49528376821037,1.3856601833143023,1.52722549925509,1.4457933613906948,1.3111801910864298,1.4669582549360043,1.4401907417402378,1.2390249779503368,1.473398751303526,1.4438501410592985,1.2497832737664272,1.3869959987726868,1.3844502332609536,1.1528361767696576,1.5077675098644674,1.4530210848357807,1.2369086727144734,1.509729001231614,1.4459221592508693,1.2549661883576586
Mega Beedrill,Poison Jab,X-Scissor,30,1.628715408404714,1.3976187148475683,1.4610196363998926,1.4603401715450484,1.4264897688313014,1.288253904722782,1.57019739134209,1.4813021939800741,1.406571382654384,1.5750127728939185,1.503552574604727,1.4671744219382394,1.5645517588512035,1.49932842360125,1.3809080371297724,1.514239379876317,1.496271622503403,1.3452080941931204,1.516867580943455,1.508939453008721,1.3531031509324893,1.457493563167179,1.4770863868731303,1.2937051770259846,1.570190567321454,1.5115318142119123,1.3711432677940834,1.588471643851949,1.5493245474458524,1.4010321087316002
Mega Beedrill,Poison Jab,Fell Stinger,30,1.7339508618187842,1.465271044277598,1.5563495596098003,1.5770122296596554,1.5008376074792527,1.3903712148977727,1.6972985527919489,1.582460359262331,1.4994785734143998,1.718629356567037,1.6027997760897499,1.5852695156547678,1.6701128846482391,1.5835573819579287,1.492074634295991,1.6180862660254511,1.586271572119326,1.4348518858406425,1.610179891416028,1.5916664586146034,1.4218704328571181,1.5331232547789715,1.5500797969583961,1.3525004265196015,1.6695739984045022,1.5983323203907611,1.4637645282132996,1.6738110680458913,1.6335070160796474,1.4725228984689411
Lucario,Counter,Aura Sphere,50,0.9566133753278223,0.953879430831053,0.9565741167715045,1.0795310621208676,0.9787379604468758,1.0806541457141785,0.983332766352794,0.9859624220939412,1.0760675520165544,0.9725078198898488,0.9866135846015881,0.9721807757019084,0.9774137383096878,0.989733651014676,1.0248970811648888,0.9751318118167103,1.0033767938720235,0.9751073048249029,0.9908986504782957,1.0156866006149377,1.0126145806726674,0.9847391743344673,1.0315687008869114,0.9854447174945133,0.9780292302251578,1.0181776956398496,0.9971296767165294,1.007937386818547,1.0638332346002999,1.007937386818547
Shadow Poliwrath,Rock Smash,Dynamic Punch,40,1.3334262126086733,1.3539933340573764,1.333983577282382,1.3177719767578686,1.3423309359314628,1.3101318662409178,1.2912576293096876,1.331397857282787,1.2817117103378541,1.390651284875877,1.3830673089582455,1.4943456587412878,1.3481613120704827,1.3812307641436474,1.3481042910862462,1.3337487220565047,1.3845939900812316,1.3360670525438745,1.3257050564333217,1.4099606301480883,1.3397412728561195,1.3534000630933376,1.4176510672625149,1.347702267888199,1.323184304220386,1.3678492330023044,1.3411094247222326,1.3720249468932804,1.4492766686871048,1.3739904105150993
Shadow Scyther,Fury Cutter,Bug Buzz,50,1.1494441041838406,1.1264758902612075,0.9564805995075322,1.1552937340971616,1.10440422953819,0.9674212444417827,1.1937801843820712,1.1296723986444082,1.057373699219561,1.2804360994137214,1.1718168489161758,1.0542541296822774,1.2256062429160062,1.153963858542401,1.037455879462342,1.154186722328402,1.1366912935784697,1.0189845434027,1.1577143592412564,1.1535357007737614,0.9830536793527211,1.148605035871669,1.1770547654491048,0.9716007509070705,1.1646117999692034,1.1385755052637216,0.9968417973281913,1.1704444484672867,1.2189709000769682,0.9766193101838183
Zapdos (Galarian),Counter,Close Combat,30,1.4082195488025697,1.3445400339350606,1.4094265936214194,1.2982198943163734,1.2747880254183923,1.2964246897668068,1.3128850433270887,1.33582065740807,1.400913581608246,1.3660162713925341,1.3684110652019095,1.4962434024321916,1.3393013092414776,1.3489221307184018,1.3949097749471397,1.3468176444683853,1.3625931641359423,1.349249670603048,1.3523814151253208,1.3768257528763996,1.3746074057572166,1.329824160960773,1.3675666811691636,1.3351723720619777,1.3350689794227952,1.3606955996141037,1.3456146342924373,1.3578690643916247,1.422917133541786,1.3578690643916247
Primarina,Charm,Moonblast,30,1.5039108109696064,1.5014844363414943,1.5066732869115003,1.566701190912507,1.5014307546185446,1.572041992982823,1.5355156609800473,1.5286574643770037,1.537579900266168,1.596358989033865,1.5772998108858995,1.7740658950593036,1.470786922648757,1.4886458067348691,1.472293422930739,1.5226390684496856,1.5460224511446823,1.5310647004030196,1.5018292577534602,1.5567574413821315,1.519746573382523,1.524836024601418,1.5741117054421576,1.5242360523106564,1.5143547928923198,1.533196432304327,1.551313230381259,1.5295972503734483,1.6035080710353486,1.5295972503734483
Breloom,Counter,Dynamic Punch,50,1.236607847082137,1.1183633900163978,1.2292942273008096,1.1334906342746787,1.1049064355331144,1.1312277022857913,1.0916646822347793,1.099346439577275,1.1071309924466461,1.1426071652072312,1.1335922554203752,1.1898986976468164,1.1097569443806592,1.1235445595845404,1.1239739070212598,1.1131430577194683,1.111127783035204,1.128600450557398,1.0936941020120876,1.1252698755336534,1.1011331987716606,1.1321312873017764,1.144759091595479,1.1309011499500052,1.120989632288233,1.1182050133245562,1.12904420473319,1.135235832537955,1.1955130049820129,1.135235832537955
Shadow Scizor,Fury Cutter,X-Scissor,30,1.296968589594079,1.2732902053017745,1.0692565444280449,1.4601333002114263,1.2786714495206533,1.2211507275924183,1.4819880840241697,1.3500920268068397,1.2404947276675162,1.4517636233527456,1.35751689924184,1.2690474847930264,1.42102751666633,1.3428410925837817,1.1627073945414899,1.3836603377783876,1.3655010767165634,1.1446728385098406,1.3815198683318513,1.3898089697966018,1.1748997029016541,1.3180431662755312,1.3570404307357915,1.115437841682901,1.4211425871208765,1.3706560570385997,1.2012032184649397,1.4440363479056635,1.42539434431382,1.1911862258991002
Shadow Venomoth,Bug Bite,Bug Buzz,30,1.844971878054556,1.5913663669010312,1.5467301450519086,1.8506035223376756,1.5977868773984738,1.5586381118151156,1.7464347677158936,1.6279305171214438,1.5253468454571368,2.0540543324375253,1.7089902289507397,1.8060489045023314,1.9316948128172298,1.6640573442990958,1.615029805588571,1.7387615664603984,1.6771940807018555,1.4714077434845876,1.7002604939860149,1.704657261433101,1.506716112640027,1.6009501502827488,1.5681010807433584,1.3428148391609949,1.674228895575957,1.633941421566329,1.400916367649448,1.7467002671097898,1.660129104105401,1.45952933994106
Yanmega,Bug Bite,Bug Buzz,40,1.3065763868240807,1.2748569866876995,1.102104294227301,1.3241201431102565,1.2831328902645631,1.1151736116529505,1.337258598259878,1.3339133739760625,1.2486495110086115,1.4061151690478808,1.3608661771788233,1.304521901567966,1.3319586083499737,1.3253157371670639,1.1684211763884627,1.379705187739026,1.3759692526308884,1.16280991289919,1.3607728397954302,1.3734369496622834,1.1492967392160214,1.3264620485599417,1.357901360759499,1.1364266968544534,1.3576918038777803,1.3441443196610794,1.1452318841851177,1.3425904343608435,1.4089766118193743,1.1193410834082935
Buzzwole,Counter,Fell Stinger or Superpower,50,1.1597519678240078,1.1392226360740734,1.1578136099889436,1.1289532247255316,1.1136898212134005,1.114634238407719,1.1406992395031375,1.141384801089541,1.1230088132237066,1.143278446974564,1.157548777004486,1.1598639424340957,1.1645014980867476,1.1600958922479752,1.153043880807038,1.1556273975528188,1.196826589851869,1.1494308190382512,1.1622692782641928,1.2115077116897732,1.1693886918262426,1.18626181608807,1.227356460580037,1.1792385707282462,1.1632652771050878,1.1932616982766264,1.1614844847349202,1.214683360352268,1.2813274713585772,1.214683360352268
Shadow Gallade,Low Kick,Close Combat,30,1.4385262195523636,1.327983205171803,1.4523011211389076,1.815329534857925,1.4337627934420312,1.8161257575265526,1.6426307584205408,1.425194699162081,1.633501394185595,1.609371956574934,1.4677324808650893,1.8471189250512072,1.4799836138150968,1.3869363161578436,1.4739479132413968,1.458091762309493,1.4024204510559353,1.4709461104288146,1.4677279370389646,1.447833352218059,1.4728827181713953,1.4047117001594611,1.420706372111482,1.407480942007787,1.4850991559349713,1.45129329421933,1.5274222058591747,1.4003505698945606,1.4123619584222609,1.4003505698945606
Mienshao,Low Kick,Brick Break,45,1.5293181741299469,1.369306530095556,1.5339473009519977,1.4892991005209109,1.392027503554349,1.4894842514188926,1.5347946963467292,1.4200111675615186,1.534210862799703,1.4584481815347468,1.4439036552067388,1.5100397125085356,1.4504483605548524,1.3946434810723032,1.4440199793886779,1.4660228347708115,1.4114635089345111,1.4698133526289616,1.4636921623267005,1.4691853129327082,1.4794841781207329,1.4242269031121892,1.4694311491044416,1.4251112148823195,1.4709112036087177,1.4612182658806354,1.5195231899311192,1.39783353298422,1.472560102823848,1.39783353298422
Primarina,Charm,Moonblast,45,1.3042433514166019,1.2906731106485942,1.3071938856356415,1.2989214854753548,1.304519453286091,1.2983428889191617,1.2837102580856314,1.3158627469151372,1.3211707405195965,1.3533504730229484,1.373453667705621,1.3635166269471153,1.293269650103516,1.3187668477352346,1.304131192352134,1.322950066374392,1.3505400996261148,1.3251056430342953,1.3076075997257552,1.3707066216249955,1.3224835654874274,1.325596134860265,1.380895086477576,1.3251316147292875,1.3112181297459942,1.3539159734640307,1.3309013232589666,1.3688314898658709,1.4369142108775297,1.3688314898658709
Shadow Poliwrath,Rock Smash,Dynamic Punch,30,1.6376225605836974,1.5057297462348287,1.640322187226815,1.4504867380924564,1.4477134285855273,1.4487014975291421,1.4274414670797413,1.461263811352671,1.4149051754374646,1.6227718414505201,1.5256717010378233,1.6233325414513258,1.4593833871272923,1.500693179709788,1.4762569691803784,1.4892653630331851,1.506786757261362,1.5471887983291581,1.4567968688484605,1.5320005838260964,1.4695544293003882,1.4973120128352913,1.5352886619876593,1.500115538221223,1.4646145226620313,1.4943315047929984,1.4642620852015293,1.4822376047386863,1.5710515161710976,1.4822376047386863
Shadow Pinsir,Bug Bite,X-Scissor,40,1.2102534714000082,1.152912833541941,1.0256805261536766,1.2194203153132446,1.1747534519676817,0.996741671056444,1.3290382406867582,1.2003342057013218,1.1126543017986579,1.2532593163553656,1.2160022803032535,1.1086784105541543,1.2613562690934876,1.200092512138085,1.0693890267671637,1.2387778307940054,1.1925408053567645,1.051813504134765,1.2532487233605336,1.226408144374048,1.0505607803296697,1.2016749553504162,1.2167855854814222,1.014171705578378,1.2422284514745046,1.2302879610691229,1.0619004214425978,1.2363933499088307,1.2603988981018914,1.0480291617222122
Chesnaught,Vine Whip,Superpower,35,1.7719393904864322,1.7816799190258894,1.7720540949077825,1.7465198273836913,1.7498534924984361,1.7441049050648259,1.4894136912896538,1.4986761981960632,1.525994259028774,1.8087570617365563,1.8419260454394133,1.8098634076166196,1.511388802651182,1.5004200521345208,1.5297414767038784,1.754994299527857,1.8169234015298021,1.7713146522729672,1.5140577258053054,1.5948379402461672,1.5287180023929186,1.8584416950611604,1.919304983194214,1.8584416950611604,1.5369645181695881,1.5782152506495892,1.53431618510802,1.897426095359256,2.0123452289472357,1.897426095359256
Shadow Scyther,Fury Cutter,Bug Buzz,45,1.21123306585289,1.1622201826368577,0.9986228347704399,1.1962345937793515,1.1516151779873718,0.9958836611291505,1.3125554125721872,1.1724968297967433,1.103073894769194,1.3487712469447728,1.2327050262410506,1.124929849774393,1.2838982219519768,1.1963928349018391,1.0727803791968933,1.2411848416764357,1.1991652065596887,1.0590419618039197,1.2067952364399668,1.2101360468443623,1.0088633059536818,1.1726595785504579,1.1911508852752806,0.9914066059953954,1.2046130887104753,1.2102027770861803,1.0355527414340304,1.199111340274401,1.261573082524378,0.9919486280269895
Shadow Venomoth,Bug Bite,Bug Buzz,45,1.6099884984002808,1.3678015742592062,1.3487438597303356,1.4447728400924658,1.3564705704967315,1.2075966485578684,1.5414964063209338,1.417165668194386,1.28991013162942,1.613350602435572,1.468802908139354,1.4721923304004647,1.490843759931369,1.4012527715982592,1.2560348004357402,1.474591796164057,1.4350691119267243,1.2341114255352514,1.4798211840530973,1.4397091048063868,1.2234796035359887,1.4175504593038835,1.4205322549323025,1.1883465292766875,1.457400505997336,1.4317206117830281,1.2160312153707507,1.4793874764897819,1.4513317723318204,1.2360657518307228
Heracross,Counter or Struggle Bug,Megahorn,35,1.4076958788308251,1.3059576862199798,1.305788723090975,1.3834900016406309,1.3053010199326118,1.2750934295049554,1.3136081194741394,1.309798948700774,1.3846983292061061,1.4027047502488221,1.3673257158597942,1.3142789531363877,1.3301492208295598,1.3201184508074606,1.3288303901271399,1.3171112148060593,1.3112993894333806,1.235787270648588,1.3461566382371524,1.3433912038148426,1.2568790078029124,1.345517133628799,1.3704496338908572,1.2380794623876161,1.3384305369967064,1.347497769660792,1.239684185783248,1.3293478064100108,1.379772441685607,1.2205782530557823
Toxicroak,Counter,Dynamic Punch,30,1.690222616489306,1.479347506770098,1.6994141483920018,1.3917961176513756,1.3919020311348738,1.3932713675312807,1.5402772417530726,1.4831984506181457,1.5537506935736078,1.5088450227046526,1.4923995833969945,1.6057420645301526,1.5331882335435494,1.4954987590955267,1.5338788781709196,1.459276672048629,1.4557950881358936,1.4694501453094457,1.4977170095044583,1.4883994138693264,1.4990862353395311,1.4308564588357502,1.4715097572899967,1.4304429175568756,1.4830969178814668,1.493404821162947,1.525336774413706,1.4613840644259575,1.5323790874071377,1.4611949214807085
