Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Espeon,Confusion,Shadow Ball or Psychic,30,2.0712957434050923,4.437893,1.5862446680120346,2.7544708000000004,2.07877700662641,4.432771,1.6966890918361097,2.391118,1.5009772185097408,1.3293946,1.5697504109473563,2.2680460000000005,1.572352891039384,2.2302406000000006,2.2646627457354978,3.9026809,1.534709821344172,2.0771286,1.6995371875560916,2.5748172,1.5327551888414785,2.7604418000000006,2.0167279834210294,3.4907093,2.3352226322551193,1.7594358,1.5712367374863248,1.1649784,1.580949469135988,1.310021,1.6718109422271488,2.1907637,2.2413232191878714,1.7064742,1.5050289078127084,1.5152959,1.5238836358282628,1.5925428,1.5289791336995047,1.75697,1.7684964348087802,5.538119
Shadow Zapdos,Thunder Shock,Drill Peck,30,1.1651953303876001,2.5738878,1.4450776760099477,2.5754464000000006,1.2396237853632004,2.76223,1.3515839744142346,1.9900486,1.4511415797532767,1.270914,1.424018292425924,2.1237197000000005,1.4823095533132706,2.0981665000000005,1.2801238942436588,2.412119,1.362278627469515,1.8349949,1.1085906673764274,1.719233,1.3710126325226477,2.5245686000000003,1.2062919698887211,2.1337712,1.2187887283549943,1.0267074,1.3881228460760073,1.0232099,1.3959271623283234,1.1649975,1.1471797274116822,1.5477191,1.1918746387518426,0.9724961,1.4499832041502096,1.4156462,1.136219287998807,1.2019379,1.3965002182653494,1.7006305,1.276955404909536,3.941997
Tornadus,Air Slash,Hurricane or Grass Knot,35,1.4143979532733963,2.9821174000000004,1.794761855447097,2.9828732,1.41367751649447,2.9760456,1.6442554684408186,2.358643,1.7473280315656021,1.439462,1.761103828305125,2.4671857,1.9471766229763796,2.424617,1.4321446842144365,2.564295,1.7089523271676206,2.204924,1.2396693712914464,1.7597429,1.784458919279444,2.957729,1.3808944857415089,2.2589567,1.4387173882923017,1.1150359000000003,1.7143745073070158,1.1834303,1.8939017533540254,1.3925878,1.4079667732919596,1.7871965,1.3789571659331101,1.0492947,1.8570700711894932,1.6121608,1.4401939396525514,1.3722605,1.5866800478996104,1.7990816,1.6545891192462663,5.057743
Shadow Mewtwo,Psycho Cut or Confusion,Psystrike,35,1.2544196498024631,2.7801342000000004,1.0,1.7379822,1.256812468508273,2.7739031,1.0,1.4473426,1.0,0.8382803,1.0,1.4077616,1.0,1.3926278,1.3545048563380981,2.4286752,1.0,1.3110592,1.1207428149657115,1.6390817,1.0,1.7127784,1.2952852459112962,2.167002,1.5785729175378307,1.0720234000000002,1.0,0.6941896,1.0,0.79101473,1.2385701074629722,1.6006567,1.4855606897473237,1.0245099,1.0,0.9355649,1.2543261115819215,1.2502477,1.0,1.0817685,1.134237240731136,3.9909093
Latios,Zen Headbutt or Dragon Breath,Psychic,45,1.9281011723347443,3.7437704000000007,1.5576359634084112,2.3936808,1.9290663861622828,3.741098,1.4750244784466524,1.9628223000000005,1.5160716919752004,1.1665682,1.5502256818075686,1.9312432,1.5014144855048872,1.9093752,1.9116170986112586,3.1969452,1.4832548477123546,1.7664819,1.8634631477546226,2.253065,1.5164996946842733,2.3989966,1.9916949616596142,2.9857311,1.94753109836926,1.4858618,1.4833331453209089,0.9603756,1.3940631552916323,1.0375297,1.8354920300702129,2.219441,2.0847767944859714,1.4121583,1.4723593934614239,1.2934902,1.7962371092784146,1.6785053,1.457498842086937,1.4672536,1.6641781152460267,5.1336
Gallade,Confusion or Charm,Psychic,50,2.1146426014144146,,1.6716705268205423,,2.1092406108334707,,1.6127775114612544,,1.6264236489956319,,1.6390954606304045,,1.6187408882045602,,2.197399194083468,,1.6470613025070995,,2.0018874084271423,,1.6298242110144847,,2.0891228703592915,,2.1182012761008697,,1.6246942930844224,,1.870145155073271,,1.923579681262396,,2.177425793818215,,1.6057494404723467,,1.8226883981263304,,1.651468513000762,,1.826420851108324,
Shadow Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,45,1.0822838994794997,2.1500301000000004,1.4272763129196862,2.190589,1.0778567467074585,2.144009,1.3855638971704298,1.8250749000000004,1.3745140140818282,1.0718838,1.4200982499842218,1.7819393,1.3883866332028867,1.7278453,1.0366212064277176,1.8249899,1.3867188281965632,1.6641803,1.1090523784811275,1.3264271,1.3847623465143166,2.1164746,1.111054586270436,1.7098765,1.0772745520688805,0.81746095,1.232132260501995,0.81462586,1.3239583177577168,0.9688838,1.0867553548197726,1.2957847,1.077247607683173,0.7515079,1.3784575385442035,1.1758409,1.0742968389706415,1.0163931,1.244627599240035,1.2783505,1.125888599412813,3.325858
Shadow Crobat,Air Slash,Shadow Ball or Sludge Bomb or Air Cutter,35,1.941376004025964,3.8313170000000007,2.47011932770981,3.8167105,1.567174828362951,3.1003165,2.0531368143493474,2.9188662,2.089827657835714,1.7224005,1.9318064972969853,2.6030545,2.288941392789783,2.9519873,1.750676621809016,3.1111014,2.1013299563215364,2.6871052,1.529564787930952,2.1669576,2.1550078799139443,3.6292253,1.6266278360267374,2.7269964,1.6577779414352958,1.3156449000000001,2.0348682253812327,1.412306,2.2707069485601954,1.6810535,1.9175171346473896,2.0323806,1.6363514535312398,1.256587,2.112026643819724,1.9696765,1.5430660633741604,1.4839985,1.9045456814760278,2.1702752,1.9983563701836162,5.561597
Rayquaza,Air Slash,Aerial Ace or Hurricane,35,1.313035063577659,2.7691622000000002,1.6574253855598131,2.7732215,1.3085566590698228,2.7713418,1.550654689777977,2.1975274,1.5980936509792953,1.3092322,1.6014590976313818,2.2852054,1.6575628865135508,2.2639632,1.3015073108488584,2.32278,1.5750679993451049,2.0331233,1.131954435405016,1.6060474,1.7027893665050777,2.7876437,1.2604649319117958,2.0891776,1.2756812556248602,1.0206276000000003,1.5064306360467905,1.0871767,1.4917368387676748,1.2169139,1.2699128566634776,1.643408,1.3000857227309175,0.9690987,1.4997465686093407,1.4664133,1.3395674814002068,1.2967998,1.4179590842258256,1.6233728,1.3449096648859749,4.3707523
Shadow Moltres,Fire Spin or Wing Attack,Sky Attack,45,0.9999999999999999,1.9331298000000003,1.31407588838895,2.0008135,1.0,1.9338745,1.4286943611338483,1.6849797000000004,1.2813729148075446,0.98057586,1.2851313617734732,1.6208028,1.272924471104278,1.5944868,1.0,1.6614581,1.2776763631268064,1.508314,1.0,1.2038833,1.2449442349038191,1.9506394,1.0,1.5280493,1.0,0.7387259,1.196455730182311,0.75246984,1.1880156345588706,0.8984291,1.0,1.1775203,1.0,0.7005751,1.297586614321082,1.079648,1.0,0.9285294,1.1773362870118416,1.1715719,1.0,2.9504821
Hoopa,Astonish or Confusion,Shadow Ball or Psychic,50,1.8371355247171846,3.4976287,1.502638605702235,2.3008442,1.8395476600022898,3.4930634,1.4603079678726416,1.8532281,1.4243575565694082,1.0845158,1.4054941488394475,1.7870482,1.4547797278916679,1.7985306,1.96588811990455,3.0722702,1.4500632408879384,1.6768596,1.8196756306376658,2.1521232,1.5394337380801661,2.3286680000000004,1.8615721119836435,2.8025882,1.8817574148069989,1.3514509,1.4346416250059024,0.89849144,1.5322227300289206,1.0304061,1.7765021793997764,2.0346508,1.9094055610666534,1.2922782,1.3995079482295312,1.2048254,1.7355054856661423,1.5472615,1.498208412485847,1.4305423,1.7526685236882096,5.1220293
Shadow Latios,Zen Headbutt or Dragon Breath,Psychic,50,1.6194119653337757,3.120865,1.3067329374810532,1.9974211,1.620466264915249,3.1237211,1.2303814247809588,1.594891,1.265939969127575,0.9488161,1.2554934016720096,1.5650764,1.2881133535541587,1.5813785,1.6626831331210261,2.6495109,1.2823225813640118,1.4653362,1.5836361417822402,1.8084351,1.285715426981392,1.9511070000000004,1.6667765204072562,2.449669,1.7343332467476091,1.2134382,1.279782804459655,0.7819495,1.1783989831593518,0.8500483,1.4971220570853239,1.7148112,1.842094784946052,1.1419888,1.2552052610253772,1.0510446,1.5572182742618168,1.4001297,1.2556517441213377,1.180838,1.4291184299474298,4.2972164
Shadow Scyther,Air Slash,Aerial Ace,50,1.5119279534668828,2.7643883,1.9062375279862271,2.764534,1.5095831610371844,2.76108,1.7855748775778608,2.2604172,1.7587211585204314,1.3141716,1.843716246291237,2.2732744,2.077784362144042,2.281101,1.4785095364424914,2.3273933,1.8091668916070227,2.058463,1.6370412072055958,1.7112947,1.8573256920019903,2.7410095000000005,1.4511458025025659,2.105388,1.4322757038824243,1.0156235,1.8929113770476873,1.1073171,2.1051985442791166,1.3767871,1.4952198731058064,1.6688826,1.4442447946242596,0.9668699,2.0533855595031296,1.5127044,1.4542345081548431,1.2667793,1.7947327983040275,1.6791778,1.8571737243822792,4.5419154
Azelf,Extrasensory or Confusion,Fire Blast or Future Sight,50,1.8975612138428946,3.5386493,1.6192625386205246,2.410126,1.8992421879120838,3.5272388,1.5612064780243489,2.005682,1.5300574427747957,1.1489542,1.5741012121406481,1.9562341,1.5986745795993504,1.9687152,1.9707125723777135,3.0030782,1.6002643034211181,1.8153998,1.9094983848804807,2.2640176,1.6213233088815242,2.4151902000000005,2.1058577233127127,3.0235379,2.533950822576049,1.5332986,1.7053773599014492,1.0092945,1.7080016466461845,1.1059307,1.9995910061311066,2.2346888,2.441047329792269,1.464234,1.6955858534757107,1.2994757,1.9223611691693523,1.7166772,1.7636785436189923,1.5270178,2.010524251857403,5.6882744
Victini,Quick Attack or Confusion,V-Create or Psychic,40,2.1749786401904494,4.482309,1.7501970141270473,2.8666427000000003,2.1744917670344766,4.486032,1.7422616129627488,2.4134715,1.7512076749712142,1.41483,1.7652554320727363,2.3246608,1.7220684368149242,2.3080208,2.2790200523997193,4.0405517,1.7714863444493003,2.2206554,1.7344431000123326,2.3962557,1.7093161488692359,2.8425655,1.9740241825314415,3.1544638,1.9201626128929319,1.525662,1.6354916431191004,1.1465576,1.6247549619025183,1.2616508000000002,1.8401813477612958,2.3030977,2.0314017761191705,1.4536971,1.6835792925743733,1.5675569000000005,1.8457460928721894,1.810138,1.6026282217067163,1.7563301,1.6450593606537323,5.6900916
Moltres,Fire Spin or Wing Attack,Sky Attack,35,1.1570333310690935,2.4947753000000006,1.52118917281745,2.5753264,1.157417292389863,2.4894614,1.7465001705232466,2.2113702,1.5337249784296543,1.2625824,1.4889970541272206,2.0576022,1.4478548599608208,2.0344117,1.1986350332611773,2.1433332,1.5403014121118634,1.9752017,1.0762834278776103,1.5589006,1.4194620388310235,2.4376135,1.158272983113065,1.9645782,1.1847964315449033,0.9500463000000002,1.3692200074499512,0.96616,1.3623294061766962,1.1348138,1.1760574242700743,1.4888146,1.164470128900185,0.888895,1.3977206421773556,1.3955369,1.2180252304782573,1.1816001,1.3105498153839876,1.4953173,1.096579995064883,3.7965467
Delphox,Fire Spin or Zen Headbutt,Flamethrower or Psychic,40,1.7323000726228632,3.5185122,1.7542108856501915,2.8970000000000002,1.731143551357995,2.9322164,2.0206119706156014,2.5500412,1.7834057227078477,1.4104799,1.7935585143512318,2.3941915,1.7814756224975197,2.3354495,1.4702165184657043,3.011115,1.8104864230421578,2.2331095,1.9618367241902195,2.5755417,1.7429137507556811,2.8785486,2.157166299205756,3.383584,2.2015910229731013,1.6579503,1.6040894607106355,1.0831435,1.6200564964278976,1.2947623000000001,2.0433034470193387,2.5303824,2.3173495232369166,1.6057713,1.7131477546746035,1.5427405000000005,2.028411977062448,1.9285947,1.5453850982629362,1.6702384,1.9130878090407581,6.336856
Lugia,Extrasensory,Aeroblast++,45,1.3328176371455154,2.6314206000000007,1.5031244007714302,2.3298326,1.3292148872832834,2.6334162,1.4749097778757374,1.9556208000000004,1.4683331075132673,1.1587715,1.5284255176171495,1.9352388,1.5043276573713606,1.875806,1.3819147260272522,2.3739038,1.4751159336855177,1.7850907,1.2958387412916397,1.587188,1.5003485970338224,2.316481,1.341267202996656,2.1121607,1.3164138624430994,1.0034183,1.4484514847287986,0.9537702,1.4502714781297406,1.0551994,1.2633574954327567,1.5371286,1.309793427672388,0.95266867,1.4620331002048181,1.2797709,1.286077101857347,1.2381356,1.4323716864293095,1.4540232,1.3082103966580463,3.9454763
Shadow Lugia,Extrasensory,Aeroblast+,40,1.2705324440660626,2.5190175,1.3859371701961904,2.1839025000000003,1.2686937760822257,2.5111969,1.3512328294846598,1.849641,1.338741790201759,1.0686928,1.3923406961240778,1.8018814,1.412507121146479,1.7844684,1.2263258541241964,2.1870522,1.3231839251408875,1.6446079,1.1180541516839295,1.5112157,1.3268525202212655,2.1870959,1.2373018544582568,2.006912,1.2482840484714643,0.9527388,1.3295042986833403,0.9022819,1.3333640353423393,0.9971736700000002,1.2013600506828317,1.4792229,1.23524929038419,0.9095824,1.3722392625356536,1.2037616000000002,1.2009491029274426,1.1776628,1.278760704464364,1.3677642,1.1847318813766827,3.801968
Victini,Quick Attack or Confusion,V-Create or Psychic,30,2.132109039244048,4.963823,1.6780070871207347,3.1466600000000007,2.1376360848486837,4.9630704,1.8020266101720264,2.6866806,1.748674640477622,1.5370122,1.7202598451747053,2.5815660000000005,1.6037349776754979,2.5354533000000004,2.3370715422311235,4.3916335,1.7874044049532092,2.4553165,1.7349187083333948,2.629445,1.6667692417577509,3.095961300000001,1.9194609213095988,3.432132,1.9421139163084165,1.6625383,1.662529959575489,1.2629106,1.5135207673860063,1.392287,1.8253999687796232,2.5758576,2.1073015270659874,1.6140792,1.5398647822615015,1.7019129,1.8498847361620436,1.9946511,1.6085380180973918,1.9490715,1.5903083783213678,6.187646
Latios,Zen Headbutt or Dragon Breath,Psychic,35,1.8085289526868853,3.979984800000001,1.4812702731254792,2.5974522,1.814663370285149,3.9833953,1.4774851729713239,2.1155987,1.5154874528431757,1.2572494,1.5180448493607355,2.1025457,1.4896402455175222,2.0937479,1.867905852323141,3.3133183,1.504859216178039,1.9455376,1.704445698584403,2.433363,1.5132895026675302,2.609775,1.9410739189362327,3.2305038,2.0568544969549296,1.6086179000000005,1.4609569144497287,1.041642,1.376138781556524,1.1503254,1.7950477168926438,2.3327482,2.1362026175539723,1.5262125,1.3695814501905181,1.4025422,1.891927976806225,1.8721912,1.3977482717958345,1.5956684,1.6508276778627962,5.876376
Shadow Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,35,1.0295011259114475,2.3121192000000006,1.3880828065508206,2.3677309,1.0258639411219483,2.3034024,1.4827755685175934,2.0194197,1.3922366966640618,1.1549932,1.4246353464546717,1.9307535,1.3823416288259431,1.9201988,1.0493678413045375,1.9600229,1.428057355551836,1.8222399,1.0284588384744557,1.4734883,1.3565805384935157,2.2871406,1.0886073199789705,1.8331747,1.1132112725634133,0.8820629000000002,1.2169356445507074,0.89492744,1.3167281631956624,1.060434,1.1167423295599284,1.4294312,1.090287404296638,0.82469416,1.269463149629294,1.2718625,1.12195254086401,1.0875665,1.1699854304179402,1.3694142,1.0,3.5781145
Shadow Articuno,Ice Shard or Frost Breath,Ice Beam or Hurricane,30,1.9600544964663933,4.2451224,2.427543573575243,4.2577620000000005,1.5573573058225836,3.37238,2.8730944067039426,4.235319,2.444643568972354,2.1518252,2.2854114390884694,3.554622000000001,2.372248382211207,3.5684335000000007,1.4908879502043686,2.8828003,2.815460062387749,3.821254,1.705208938864239,2.5821993,2.3444592256837278,4.201084000000001,2.220625905661229,3.9128132,2.27469451898849,1.9220629,2.242832179111254,1.691592,3.3297035232115437,2.448667,1.8795121499790417,2.5819147,2.1834690372575247,1.8033977,2.3623461201029596,2.3971846,1.841730061777543,1.9508896,1.625241639039686,1.9893975,1.7631234191534424,6.744092
Braviary,Air Slash,Brave Bird,40,1.3995201099194927,2.7397954,1.7651051418017087,2.7424808000000005,1.400210156684877,2.7454584,1.7470694288948394,2.2693484,1.7696424374451503,1.3957149,1.6762575456994897,2.3130746,1.8284835625176965,2.2883642,1.4360647379772946,2.4472797,1.7737062172289895,2.1743784,1.2460864859710492,1.6508223,1.684716821134796,2.740305,1.3974834446273534,2.2049723,1.4203161192745244,1.0691758,1.5937774304094272,1.0970386,2.046267136150192,1.3002058000000003,1.3855889228854532,1.7165314,1.3766039481488446,1.0147935,1.7920880768329819,1.5515289000000005,1.3868408161681613,1.318211,1.6099836633951428,1.724036,1.3946399119652213,4.342
Gardevoir,Confusion or Charm,Psychic,45,2.0169409225816506,4.063143000000001,1.6205992605394315,2.5778446,2.01418696758324,4.0570006,1.6234610909001632,2.1530244000000005,1.5746673937405349,1.2357563,1.6352031283995176,2.1229556,1.6166289742582143,2.0787694,2.194534143958587,3.6911657,1.6164690030117217,1.9224806,1.976416282797824,2.4510686,1.6646491320012078,2.6102881,2.088550556432592,3.1940744,2.0983198338754905,1.5396947,1.6184528615541551,1.0660094,1.6476207245285084,1.1655176,1.6458147847616316,1.9498122,2.063401440328975,1.4805646,1.5820993121697706,1.3989598,1.573729309949634,1.469012,1.6474127560200742,1.646012,1.6105850861701478,4.7741213
Shadow Gallade,Confusion or Charm,Synchronoise or Psychic,50,1.813261336824855,3.4370987,1.416748797124947,2.1334624,1.8117619087132824,3.4334383,1.3451570082913809,1.7644806,1.3659619934491691,1.0240788,1.376399868565692,1.7578338,1.4330843941749658,1.74075,1.9161818049492476,3.0351086,1.3926418085707846,1.6135906,1.6939383329787199,1.9886001,1.485943719089675,2.1268342000000002,1.7616355752592583,2.6258187,1.786826460503957,1.2879694,1.426569325746764,0.85912246,1.5658568308203478,1.0075464,1.6205333488702673,1.8440118,1.9064173305727932,1.2385453,1.4290828531585782,1.1594605,1.5353018369974147,1.362508,1.4904595945005683,1.3381597,1.5717081293583783,4.630891
Deoxys,Zen Headbutt,Thunderbolt or Psycho Boost or Hyper Beam,50,,3.6538677,,2.7919734,,3.864251,,2.4264612,,1.3305501,,2.2971654,,2.2711096,,3.2200441,,2.1468592,,2.6035976,,2.8984330000000003,,3.4863782,,1.8191718,,,,1.3836304,,2.277501,,1.8068566,,1.4811411,,1.6263431,,,,5.711583
Braviary,Air Slash,Brave Bird,30,1.4602983181604068,3.0883691,1.8039242771032287,3.081533200000001,1.4615409662061511,3.0862896,1.7095040256497138,2.5056968,1.8089270684924545,1.5570554,1.663757253045225,2.4646404000000004,1.8154675032618028,2.5150256000000004,1.4261883680051408,2.677829,1.7953983552320636,2.3853576,1.2521704079246576,1.8180813,1.6995232438560233,2.9992400000000004,1.3862311240175167,2.3929663,1.6244486650844145,1.1925728,1.6372148384899858,1.220482,1.9502146483285583,1.4099412,1.3984387310402784,1.8757252,1.4018366693237978,1.1161132,2.066078477493375,1.6910341,1.380244359336468,1.4216342,1.5736560710373861,1.8911737,1.7497062247778616,5.172622
Espeon,Confusion,Shadow Ball or Psychic,50,1.892663458075013,3.6578677,1.5219202552338567,2.3423755,1.8998618419522393,3.656517,1.4951043630057377,1.93334,1.4847257149647108,1.1130158,1.4859574497378785,1.9132085,1.5188906860171865,1.8981011,2.004793858631495,3.238451,1.5154751477148274,1.7598137,1.8618184379139682,2.2020223,1.5560037371661852,2.3309264000000005,1.9919986593645416,2.9292426,2.432612478006409,1.4665586,1.620274630850424,0.96346575,1.5762327586789864,1.0670702,1.5532579243888278,1.7815071,2.202661514507387,1.3959621,1.5216270342803324,1.2647978,1.5129366470782204,1.343931,1.5813275778405564,1.467142,1.5418582112025612,4.4111505
Toucannon,Peck,Drill Peck,45,1.5497654200692283,2.9457320000000005,1.966994175522521,2.94341,1.551709563306942,2.9437366,1.8546089339938479,2.4294922000000003,1.9670782376423586,1.4875534,1.8900199127868684,2.4351678,2.046566225226302,2.4059222,1.5070339434850395,2.5403204,1.9545954297484662,2.2789004,1.4961071065172882,1.779119,1.9250687155933164,2.9798632,1.5640120413818195,2.3189802,1.6720594238971098,1.1322242,1.8513649933385365,1.1769004,2.0957374187429316,1.3691165,1.5333411946050748,1.7818607,1.4958094670114146,1.0687784,2.2596453095524915,1.6548526,1.511590851795312,1.4005476,1.7991605414560674,1.8172318,1.8216148268452748,4.633493
Yveltal,Gust,Hurricane or Psychic,40,1.325871398537505,2.7070909,1.6441328189759807,2.6987982000000006,1.3235437695478927,2.7039351,1.6595363071995155,2.2364237,1.7019151715743566,1.3651434,1.6593391594779705,2.194498,1.6677912676834699,2.2287605,1.342106240056105,2.3669705,1.6883906669062831,2.097176,1.1961606293427955,1.6425185,1.610747937545868,2.6994708,1.365000388706722,2.1744688,1.4180451452078333,1.062581,1.558798022004449,1.0905572,1.6031306913424448,1.2437673000000002,1.3140202969653005,1.6274747,1.3305300831790787,0.9642258,1.6263857908588593,1.5183079000000004,1.2951762916114973,1.2719699,1.513877988323311,1.6531053,1.2165076030992523,4.07866
Shadow Staraptor,Gust or Wing Attack,Brave Bird,30,1.29250578657881,2.5143206,1.6029086472448664,2.5194006000000004,1.287297914163731,2.5156906,1.7148532516840242,2.2042692,1.46850184647864,1.2635448,1.4166236284192926,2.0746012000000005,1.6074062272575282,2.1424737000000005,1.255600716093933,2.1777587,1.6128942244068436,2.0055811,1.0563666927629154,1.536046,1.582406979065684,2.5334623000000005,1.1263520875900928,1.9756138,1.5490457028975118,0.98957574,1.3885807398268546,1.003556,1.6372146014785165,1.2494947,1.3084207624039572,1.6365302,1.3590447520918885,0.95505494,1.5951930798126146,1.4073607,1.1537873372503666,1.2036769,1.3980300720408743,1.5482576,1.5229768380461806,4.232446
Togekiss,Air Slash or Charm,Aerial Ace or Dazzling Gleam,35,1.5655084715432543,3.4118793000000007,1.7157855039791228,2.98584,1.5583777015504778,3.4130561,1.7260257919829456,2.446062,1.6936961596342388,1.4368694,1.7762777396473324,2.489281,1.7056013285476268,2.4105625,1.7084379633634112,3.0136251,1.7178569022202235,2.2187922,1.4646208820518094,2.0491571,1.7302356828907797,2.9485495,1.5474583938144564,2.6529803,1.5594739187473707,1.2615967000000001,1.9734637363525849,1.3936374,1.9623990245220961,1.5631102,1.5684314285248393,1.9864016,1.5529944244305736,1.1727947,1.546798603459138,1.6189516,1.5466646502531867,1.5185292,1.9736881750824988,2.1667826,1.4637453021268394,5.1169047
Tornadus (Therian),Gust,Hurricane or Psychic,45,1.4639700229516102,2.9017348000000003,1.8093672798612248,2.8706124,1.4620304626210805,2.8949366,1.7765175483663846,2.3154423000000004,1.7800007074953799,1.3642212,1.809769485876185,2.3110425,1.8238201314551532,2.3249187,1.4546666217202453,2.4278426,1.7760655786364483,2.1454082,1.408814712724905,1.6671623,1.7761653100844923,2.829604,1.4356628991216576,2.1780038,1.4382672771024596,1.0566659,1.7147297959096146,1.1148766,1.844172812553262,1.2958602,1.4146997580962262,1.6986781,1.4175358389516948,1.0144244,1.7628599408945549,1.5459983,1.3753875180588673,1.311425,1.759135586629206,1.7437367,1.45405768086906,4.4137893
Shadow Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,45,1.5596178484114795,3.090223800000001,1.2909017880964377,2.0168734,1.5649379244300872,2.8130844,1.3378541673328863,1.7128808000000004,1.3517625645506104,1.0395103,1.300401333384436,1.6492537,1.3838945740628554,1.6892934,1.5316865916694875,2.508203,1.3544375611335338,1.6044018,1.5855185165481014,1.930164,1.3336670687135077,2.086488,1.7107943341475276,2.5848975,1.746275151608402,1.284279,1.2416817067298807,0.8034493,1.3708544241162275,0.97615564,1.457636384227857,1.7143774,1.823415558486426,1.2290028,1.3216984004552794,1.1460075,1.4737238189756836,1.3569272,1.2485173785505228,1.2393639,1.6323384830800887,4.7425966
Gardevoir,Confusion or Charm,Psychic,35,1.9610452168666865,4.377207300000001,1.5600528017035136,2.753757,1.9663537022850373,4.3730507,1.6297458764542163,2.3365302,1.5786053472767136,1.3277072,1.6371115006577188,2.3123837,1.6316605174963736,2.2699492,2.226279338522203,3.998836,1.5983382867125238,2.0886567,1.8239561809682059,2.6767526,1.6356963532359226,2.8143988,2.037780227839365,3.4647841,2.0713563699320083,1.6806369000000005,1.667089263696504,1.1896933,1.6632592528371832,1.2906556,1.6496794648486457,2.1249588,2.162537769006825,1.6399723,1.5516476167968811,1.5240201,1.627123522373143,1.5957129,1.6630218100736844,1.8231832,1.5316823442295286,5.309806
Shadow Lugia,Extrasensory,Aeroblast+,30,1.2788539009674487,2.800768,1.360289670513274,2.3865780000000005,1.2745254091847718,2.7902012,1.3882415429795534,2.0068045,1.3001241783540012,1.1628681,1.3836233614791293,1.9773264000000004,1.3237049494174646,1.9449718000000005,1.2844214095776751,2.3920674,1.3462539748558464,1.8242325,1.0794823519711592,1.6748067,1.3350336695606826,2.4032320000000005,1.2164787745775523,2.1839347,1.2120156742472352,1.054187,1.369227069690449,0.99304146,1.299233979716584,1.1066002,1.2013354582414217,1.6459869,1.2646353140016235,0.9922455,1.2671168103046253,1.299068,1.2040302630533877,1.2843684,1.2627848262993775,1.5065688,1.1388042614493914,4.1475096
Shadow Zapdos,Thunder Shock or Charge Beam,Drill Peck,45,1.1572018374723894,2.2649004000000006,1.472502218336496,2.2592607,1.2231933698197128,2.4008052,1.342571198991573,1.7542611000000004,1.4592062836268884,1.1289368,1.4626008021743453,1.8686097,1.4692600207302187,1.8681595,1.2489324670132502,2.0962532,1.3504238016446775,1.6136048,1.2439061134940146,1.5100895,1.4499179219549383,2.2726612,1.2405509131253953,1.8897388,1.1992055642681785,0.90883356,1.3907196609815276,0.8962031,1.4673904508560789,1.000435,1.1444019191117556,1.3579952,1.220249728840085,0.8637946,1.4434801147442953,1.2238926,1.1495883255071366,1.0800728,1.4769495579463157,1.4998598,1.2260683541331834,3.469352
Shadow Gliscor,Fury Cutter or Wing Attack,Aerial Ace or Earthquake,45,1.6907914564923516,3.274560000000001,2.14792201659979,3.271627,1.6915133516870302,3.2761903,2.3283749118341976,2.7602308000000004,2.1063883495534435,1.5860453,2.1145721007764453,2.6572008,2.21734463305598,2.6759784,1.7706907008173933,2.9012244,2.126499562012959,2.4913826,1.6063877983745845,1.9437276,2.128553564789249,3.2775648,1.6995618514319935,2.5096197,1.6633381942552354,1.2105008,1.9867787748322199,1.2623733,2.1538215267766696,1.409016,1.7337408469558853,1.9912571,1.6508923667224606,1.1550704,2.09518634392667,1.7704895,1.649879215079029,1.5074716,2.064086097690213,2.0372279,1.8333507889286231,4.9420366
