Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Delphox,Fire Spin or Zen Headbutt,Psychic,30,1.7471241438571508,3.877429,1.7509260640174253,3.191627300000001,1.7534494192744903,3.8796606,2.0150649618769365,2.7746713,1.761538408655034,1.5441014,1.7884528710117031,2.6268973000000004,1.741372120926024,2.5317106000000003,1.785887567888164,3.2550013,1.7952935438132147,2.4323215,1.863651561672432,2.7970474,1.7443768381065339,3.166025600000001,2.0872913684204395,3.7010148,2.1437560248985243,1.8177423,1.636081144347969,1.201359,1.5431456841829838,1.4087825,2.0927642436348757,2.826172,2.3495342979299947,1.7710929,1.7052597764294029,1.69422,2.008338902804495,2.1200352,1.4991484823238341,1.8358433,1.801787262975282,6.769623
Shadow Mewtwo,Psycho Cut or Confusion,Psystrike,40,1.2715914092719527,2.6258059,0.9999999999999999,1.6591938000000004,1.2732813284034223,2.6271925,1.0,1.3715091,1.0,0.800467,1.0,1.3429658,1.0,1.3357756,1.3101846921921698,2.324706,1.0,1.2472492,1.142404695087421,1.5683644,1.0,1.6459787,1.3115196443477461,2.0759892,1.5984021925050231,1.0309334,1.0,0.66470015,0.9999999999999999,0.7486796000000001,1.242396198688995,1.5329758,1.425956146858855,0.9699273,0.9999999999999999,0.8926617000000002,1.2472893820861404,1.191278,1.0,1.0430504,1.1528332512240496,3.773169
Yanmega,Bug Bite or Wing Attack,Aerial Ace,40,1.6623281443973024,3.2900405,2.0897443566912295,3.293454200000001,1.604318175183211,3.184,1.9929215207260993,2.666067,1.9799583133123178,1.593116,2.083588476233178,2.7272668,2.1117958748365275,2.685527,1.5652986144382088,2.7061822,2.0025718720001016,2.4411347,1.595215696458408,1.9906317,1.9899302173152091,3.284634,1.6229444678133824,2.5202394,1.5813488497277053,1.2075771,2.0001340708230626,1.312337,2.3500432135723144,1.5884280000000004,1.6380275903885062,1.9870255,1.563941034087935,1.1518569,2.1081220839706227,1.7863185000000004,1.5641423180163039,1.4935573,1.8422173137376268,1.9761748,1.832015947737015,5.0823436
Shadow Dragonite,Dragon Tail or Dragon Breath,Hurricane,30,1.406663001689252,3.0960505,1.745337485739632,3.087778300000001,1.4136140028360709,3.0813856,1.67806048297598,2.448937,1.6664893577973738,1.4653734,1.6591502170645012,2.5491228000000006,1.833415288186044,2.5170767000000005,1.3544606567424518,2.524485,1.737632819737215,2.3214438,1.4353613228429,2.1910279,1.9203440296798402,3.0528880000000007,1.609828836399171,2.8330696,1.7202567111589757,1.404506,1.6587021720627542,1.2151277,1.5689132072035918,1.3856463,1.3100902875055374,1.8198961,1.6455933067471984,1.3165672,1.8875498348098445,1.6750488,1.3812073451154288,1.4274081,1.5146425771814225,1.8110195,1.428584443286396,4.9139156
Gallade,Confusion or Charm,Psychic,45,2.0860803964911283,,1.6836966363243746,,2.082653247230293,,1.624729912212233,,1.6300115535330384,,1.6352031283995176,,1.6212740009814814,,2.1906456531252663,,1.6403707047760259,,1.994133808196407,,1.6625080109527781,,2.0988351307505466,,2.1417407536313853,,1.618152733092472,,1.8452663382769683,,1.9002637060777952,,2.1167514605994837,,1.6195255964710062,,1.8004307168383964,,1.6088707384945893,,1.8378414427347851,
Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower or Psystrike,30,1.5008486183784822,3.349488,1.1575703910463875,2.1566012000000003,1.5085718881320014,3.2936409,1.1867497796106747,1.7748331,1.1786467064654194,1.0411776,1.1642429436475266,1.7635268000000004,1.0990503071667879,1.7524698000000005,1.4873241358977827,2.8208838,1.1804786841856507,1.6223683,1.3167331922467238,2.0278242,1.1630933460743555,2.1470220000000007,1.5230699057602604,2.6871085,1.8546090071318413,1.3361424,1.1995756409632743,0.87331223,1.1074752114660615,0.96177256,1.445212137458523,1.9939429,1.664162712778948,1.2662352,1.088080947821017,1.1543553,1.4530501329892853,1.538518,1.114587312128766,1.3437943,1.2908874839268176,4.8881855
Shadow Latios,Zen Headbutt or Dragon Breath,Psychic,35,1.5177996173434916,3.353875000000001,1.2630040732296648,2.1985056,1.5214079788329915,3.349122,1.2845429782644404,1.8047888,1.2703032690181064,1.054111,1.2788910894260255,1.788466,1.27809422891516,1.764147,1.588029987460498,2.8083181,1.2661841933277351,1.6312332,1.4153982742258868,2.0495276,1.381061269791171,2.2128224,1.6452849022917948,2.7324383,2.093932577818109,1.3811095000000002,1.2853840911781607,0.90138507,1.1687074974857512,0.98878306,1.5511099612636468,2.0017996,1.8542260339790122,1.3068032,1.2153589196414312,1.1852186,1.6254250496076414,1.5943288,1.1556683725453383,1.3481307,1.5827024816429445,4.9871917
Shadow Alakazam,Psycho Cut or Confusion,Fire Punch or Psychic,45,1.621293901227156,2.9427686000000004,1.3863366618122357,2.0241604,1.616944887804537,2.9302468,1.4564343071831407,1.7293190000000005,1.2591486961727838,0.9649381,1.3275720327399274,1.6219516,1.3711773356505539,1.6166427,1.7052189755157194,2.6014814,1.2898110028971341,1.5206774,1.5416793396084052,1.8923858,1.319569486574191,2.03475,1.7159262245839337,2.5565658,2.035346372519534,1.2933882,1.3154093563141214,0.87277687,1.4279223196479178,0.9555042,1.6744290786745049,1.9750664,1.8738627563580537,1.2522051,1.3568228656607764,1.0928123,1.532027618608614,1.4325153,1.3837562674492383,1.2753774,1.6824848974486248,4.8411636
Mega Gallade,Charm,Psychic,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.380263066341794,1.5520794,,,,,,,,,,
Espeon,Confusion,Shadow Ball or Psychic,45,1.9367815407534343,3.860412400000001,1.5501342110533642,2.440519,1.9364101429999085,3.8625507,1.5160219183643118,2.0129082000000005,1.5135211043869388,1.1620299,1.5220083362379482,1.9808716,1.5706507813104158,1.9647008,2.0264586349388507,3.4067686,1.5137582808542713,1.819283,1.8512321278061574,2.2932067,1.5400033999291858,2.39653,2.018003101154861,3.0355456,2.4392677961362326,1.5275313,1.5858611763379487,1.0069909,1.5901516324351195,1.111513,1.5646196961335692,1.8437556,2.1961402058434563,1.4758891,1.6017754744179733,1.3205518,1.4835205307956159,1.3830959,1.5921170441012638,1.4992557,1.5958368059089116,4.6361237
Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,50,1.7187426165387196,3.2295163,1.5286683769100524,2.3018143,1.7197356192439361,3.2410653,1.5619229146711389,1.9700373,1.5897928302130382,1.1889236,1.5043643813025462,1.9156934,1.5539285071459863,1.9403312,1.8812132972870739,2.977952,1.6131050431328373,1.8568667,1.9172821598952994,2.2511232,1.5493169854880149,2.3393404000000007,2.0187749138837634,2.9577157,2.0151661780757943,1.4588605,1.4953958490973767,0.9246692,1.6435861947708559,1.1036663,1.723292041691912,1.9297119,2.1565765322348485,1.3900815,1.5533067848043904,1.3107778,1.7259605952650816,1.5380586,1.4949752408466488,1.4417729,1.6585646094535242,4.792825
Shadow Scyther,Air Slash or Fury Cutter,Aerial Ace,45,1.5353591088802445,2.9066217000000005,1.947514084232783,2.9056327,1.5392624702740192,2.9074583,1.8473536342137025,2.3696404000000006,1.7861918260255514,1.3595425,1.933787090673966,2.3663187,2.116840890521836,2.369997,1.4814462564159856,2.4293575,1.789262483666086,2.1124868,1.6141373649850719,1.7772226,1.8811178518705087,2.8677902,1.4671066786909595,2.1796691,1.464567814929514,1.0491356,1.8680486893568784,1.152207,2.0865869425968393,1.4342885,1.48270318029445,1.7363503,1.417227123859928,1.0066199,2.061390277934256,1.5757838,1.4585218540213023,1.3206772,1.7826580124930798,1.7138846,1.9620489974439008,4.781293
Mega Latios,Zen Headbutt or Dragon Breath,Psychic,40,1.5647092898857573,3.1254163,1.2510205378082841,1.9975305000000005,1.5620122884644434,3.1226826,1.1886885644818395,1.629563,1.2265487241364685,0.97657526,1.2345007333545297,1.605525,1.2208026791947157,1.6123194,1.5516112370494448,2.7038949,1.1936129203320391,1.4753963,1.3804530132346846,1.8418804,1.2033201272826728,2.0016494,1.5975839717764895,2.516222,1.5569406118981317,1.2268614,1.1675018036433595,0.79818416,1.1210812566260884,0.8654384600000002,1.5036197150561754,1.8582631,1.6252488643103655,1.1740268,1.158342303611536,1.0667533000000002,1.4777866695551471,1.4324521,1.1179331761783888,1.2179912,1.2889325001570549,4.329439
Honchkrow,Peck,Sky Attack,40,1.3167863008410183,2.5795481,1.6632161953545472,2.5768570000000004,1.3141472617226617,2.5749824,1.8463991111595728,2.290946,1.6992674338835905,1.3310283,1.6685004402174883,2.1684904,1.818050016886072,2.1499846,1.3351857800042537,2.3061779,1.7150338124494091,2.079265,1.2033606810684376,1.6152818,1.7166451934635398,2.6498392,1.3888146957839849,2.1063097,1.5917745298267172,1.0481837,1.5662918595563038,1.0652089,1.8684973425578888,1.2409152000000003,1.318368096968637,1.5840905,1.5169066769826127,0.9866626,1.9500219640913286,1.4482703000000001,1.3180982158783432,1.2287999,1.5643884616925716,1.6658398,1.612298898633459,3.9498594
Mega Latios,Zen Headbutt or Dragon Breath,Psychic,30,1.4819093529806644,3.343754,1.219982785748052,2.2328446000000004,1.481584244331784,3.3401608,1.1933969821426247,1.7990376,1.2191093672566953,1.06824,1.2082966407687876,1.7894210000000004,1.133918228726159,1.7491887000000004,1.6250961874043734,3.0180748,1.2082264108138765,1.634226,1.3559600169239683,2.0374196,1.1841563820648546,2.1815653000000004,1.5571958471018112,2.7371693,1.6237865773894011,1.3593313,1.1854719338248307,0.87938046,1.0518814159143404,0.960971,1.4285405003469993,1.9686122,1.6757639128485695,1.2809294,1.0922553853551336,1.1781926,1.5040306504948597,1.5984639,1.110779812850772,1.3327243,1.2800422074923516,4.942928
Honchkrow,Peck,Sky Attack,30,1.390834087554811,2.8544734,1.7217390466892555,2.8540200000000002,1.3845293089044608,2.8556592,1.9552106458880174,2.5358016,1.7280390342077163,1.4789572,1.6665116540455482,2.3867195000000003,1.7700741527507327,2.4674945000000004,1.369468811920219,2.5311084,1.7588359580300594,2.3026342,1.172152121365359,1.7682458,1.7375878390063062,2.9546225000000006,1.325718754596572,2.2711365,2.0450793223434114,1.1789196,1.6438703062181708,1.1866921,1.732689020029719,1.384879,1.3860436382008527,1.7864778,1.5256314330583924,1.1050438,1.766177060213493,1.5908785,1.3162766099646075,1.3517923,1.5269572679034151,1.7866075,1.4723357283776568,4.3790717
Shadow Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,50,1.7936334329822716,3.3262272,1.521216930819842,2.2385962,1.7968567327604363,3.3188124,1.4395736758911173,1.8497447,1.4582190944426756,1.0972784,1.4582878246799311,1.7806777,1.4631714122129276,1.7942221,1.9284273859601886,3.0817478,1.4581449195767837,1.6737865,1.8297648171897736,2.1103458,1.4768365429858739,2.2520980000000006,1.911460683906007,2.79897,1.8794123186513352,1.3798214,1.4542996916674942,0.89634126,1.384905461545571,0.97884977,1.5304377286499853,1.7706978,2.072195845728329,1.3220968,1.4337437792212562,1.2112967,1.5357269042005512,1.363416,1.4412704392406541,1.3694124,1.4407816369412731,4.3520036
Shadow Gardevoir,Confusion or Charm,Psychic,50,1.7339040676939645,3.348043,1.3556492978951462,2.0794115,1.7382062276987487,3.3629305,1.3476640532383155,1.7537513,1.3251894509666922,1.006199,1.376399868565692,1.7578338,1.417604479484966,1.7198989,1.8697294585947826,3.0148249,1.3613764768337788,1.5712485,1.684655633148137,1.9792873,1.3895421632911433,2.1096098000000003,1.7558528603605021,2.603125,1.735876526423466,1.263261,1.4275720071254736,0.8780106,1.4359012542011456,0.96893525,1.4100922110539214,1.6061945,1.8512810976773646,1.2271445,1.3912415694025433,1.1405166,1.349685075924004,1.202129,1.5134502788001247,1.3657254,1.404393640438398,4.0191917
Gallade,Low Kick or Confusion or Charm,Psychic,35,2.0368545638672626,4.491572400000001,1.6253104014024637,2.8283644,2.033692664500447,4.490488,1.6120216081529835,2.3614461,1.6327389354077675,1.3526976,1.6371115006577188,2.3123837,1.6469283157125731,2.2921314,2.2691018366316733,4.0273576,1.6449168758450565,2.152166,1.8373811128170148,2.6911955,1.7515469403196777,2.830945,2.048397824986734,3.5027235,2.1374756438085654,1.7150931000000005,1.663520361755763,1.1449335,1.8077918351471396,1.3404154,1.9102868272134255,2.4498055,2.232595431682458,1.6695164,1.6098825927526634,1.5523784,1.8230079471582532,1.789779,1.6335679795463318,1.7826436,1.7367211865819108,6.1903605
Tornadus,Air Slash,Hurricane or Grass Knot,30,1.4752561902164976,3.1928174,1.8310429426244799,3.192978600000001,1.4790873027893696,3.190469,1.6931129033513996,2.4907343,1.7259230965795778,1.5117378,1.8309708894727228,2.5672479000000004,1.8786689220642132,2.5699918000000004,1.4864554615681365,2.7034004,1.717023007845732,2.3074305,1.2163210821060089,1.8674222,1.7373337103680895,3.055167000000001,1.3516822033836595,2.3695114,1.4081275478699589,1.1599962,1.721842794642312,1.2586625,1.912227109555729,1.508732,1.420857153828623,1.903825,1.386451002983621,1.1038678,1.8385526808145687,1.7115821,1.4046559810308656,1.4589392,1.6365034323557088,1.928515,1.7059840112269382,5.380129
Tapu Lele,Astonish or Confusion,Future Sight or Moonblast,50,2.0373213209012895,3.907985,1.5999672192927463,2.4381568,2.0324721710560247,3.8979685,1.5858925295087076,2.005906,1.5136541885476542,1.1692318,1.6005615173174104,1.9884053,1.6246874479288687,1.9378902,2.2245433425741936,3.4244845,1.5669205946764073,1.790548,1.9449477991023794,2.2812574,1.6428275182711543,2.4194272000000003,2.0148650303357254,3.0075197,2.0066010528917415,1.4471452,1.6453843469119613,1.0054773,1.5738337946797891,1.0991226,1.6299711520515607,1.8486966,2.0979221179648873,1.3881651,1.5744980759713483,1.3168755,1.5311939709087194,1.3620195,1.707374021578405,1.5777504,1.5767625562906475,4.572497
Shadow Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,40,1.073943634757187,2.234381,1.4073653310822019,2.2749640000000007,1.069164394998169,2.2297144,1.4092197286801624,1.9127908,1.3861023488503028,1.1111623,1.426046415360066,1.8409204,1.3931435725469996,1.8110641,1.029417982483582,1.8762195,1.4030560440493778,1.7361988,1.0468829577728807,1.3786192,1.33562813207231,2.1700587,1.1037918275262468,1.7592603,1.091858810418238,0.8465784,1.2130676967474296,0.8513456,1.3412216936713803,1.0123360000000001,1.1113446885383347,1.3634944,1.089678260157972,0.79382086,1.3899213206013254,1.2205888000000003,1.089413018747639,1.0429252,1.1899237024232925,1.3164558,1.0585795885438163,3.4576175
Shadow Alakazam,Psycho Cut or Confusion,Shadow Ball or Fire Punch or Psychic,35,1.5792012784919869,3.153172500000001,1.3536366279928709,2.181275,1.5738676797009867,3.1472878,1.464790368697316,1.9105301,1.2758794545182743,1.053834,1.320505791505208,1.817736,1.3446613865971058,1.8139116,1.7755905416166549,2.7849548,1.3141199520113864,1.6612122,1.493167012810708,2.086122,1.3952564124707298,2.26591,1.7125633916619256,2.809739,2.1783959177712506,1.4048343000000003,1.4237211639249114,0.94918066,1.4490943572471506,1.0596639,1.7306762754523057,2.1745408,1.9045130020210084,1.392639,1.2918648034914693,1.2026013,1.604336376674405,1.56634,1.3474523623185042,1.440966,1.522320807748267,5.472702
Yanmega,Bug Bite or Wing Attack,Aerial Ace or Bug Buzz,30,1.6836875191106038,3.664238,2.0892594184466557,3.674425100000001,1.4850616982627587,3.2530804,2.0373106913750787,2.9734738,1.995328950289157,1.7472037,2.054500611152479,2.9905415000000004,2.1475717104961216,2.9426825000000005,1.631226278955856,3.0008795,1.9789257963890725,2.6547315,1.6270948664453415,2.1858454,1.9249687403559863,3.4809577000000007,1.572803264530993,2.729935,1.575325644484895,1.3104934,2.0369482168122772,1.442818,2.164711266727896,1.7737269,1.5892445948802993,2.1307251,1.5368378311238133,1.2476115,2.131415355048286,1.9740274,1.5896216052862515,1.6366603,1.8323712966425731,2.1788595,1.9431795961211464,5.7496505
Espeon,Confusion,Shadow Ball or Psychic,35,1.9078150415634063,4.149348300000001,1.5202350345397364,2.603871,1.909134576511363,4.1507354,1.538030426990497,2.2129989,1.5097807545806714,1.2507563,1.585413843079057,2.1489508,1.6326187771603018,2.1293867,2.225706459270065,3.6932905,1.5252423933706065,1.9844173,1.6968046574529991,2.4590678,1.550797703763975,2.6230621,2.0148003668874503,3.335862,2.396760080436283,1.6808898000000005,1.5625853640225116,1.0984825,1.6117229967196007,1.2178475,1.6577603507922465,2.067475,2.231711558880205,1.6152279,1.525047778609843,1.4431436,1.557946420923595,1.5281373,1.5329011856067718,1.6541268,1.7453921293116357,5.1722875
Victini,Quick Attack or Confusion,V-Create or Psychic,45,2.2279532373027946,4.410883000000001,1.7480538089414057,2.740385,2.2307802082422716,4.410823,1.7721819918852668,2.3349204000000006,1.754214236275424,1.3774495,1.7892433855004086,2.2263806,1.7353453944191963,2.2239795,2.2528312463003175,3.8491626,1.7616189954530799,2.1391184,1.8375918600064043,2.3038743,1.7538818900060333,2.7438412,1.9647071832967415,3.03572,1.8992763003373783,1.4639319,1.6885736244076273,1.1064976,1.6248655374086334,1.2112674,1.815183141474472,2.2220109,2.007606604780688,1.4066776,1.6988704100115266,1.5074235,1.8457546903536355,1.7695769,1.6838183007622645,1.7152066,1.75284317692098,5.5094123
Shadow Scyther,Air Slash or Fury Cutter,Aerial Ace,35,1.5844807915781969,3.164111900000001,2.000014282295291,3.170466,1.5814567576049523,3.1267943,1.9878538357365183,2.5999694,1.7986841257166957,1.4739591,1.961174427122999,2.5445704,2.052916729968544,2.5776289,1.487775892348418,2.633859,1.8269673502353758,2.3222358,1.4587600102744998,1.9176847,1.8851316517014156,3.085059,1.4135231822896546,2.3431342,1.4686855208449054,1.1488882000000002,1.8549617251545578,1.2621427,2.0443954626639953,1.5940003,1.5433694783688023,1.911158,1.4174084410570997,1.0770223,1.8689226067642037,1.7029113,1.5058680456090139,1.4196576,1.731980777574094,1.909594,1.8804862291767765,5.1659985
Shadow Moltres,Fire Spin or Wing Attack,Sky Attack,40,1.0,2.015245,1.2825039046301607,2.0414906000000004,1.0,2.0169659,1.4327909063070101,1.7613385,1.272082154258278,1.0064495,1.294441036413496,1.6959735,1.3177711408503074,1.6769792,1.0,1.7244188,1.3029147270833825,1.5960475,1.0,1.2719936,1.2009104933205614,1.993428,1.0,1.5861653,1.0,0.7618389,1.1611297871700834,0.78048354,1.1742385507130841,0.9204793600000002,1.0,1.2195344,1.0,0.73426306,1.3112710236589364,1.1064945000000002,1.0,0.94600224,1.1334635516998763,1.2225118,1.0,3.151461
Scyther,Air Slash or Fury Cutter,Aerial Ace or Bug Buzz,35,1.767547675027554,,2.239210867913112,,1.5743506251750174,,2.1657375825029472,,2.1002345409235152,,2.2669470022394314,,2.3649433443074264,,1.5457825154879374,,2.0924068899230814,,1.7508194421952399,,2.1756925061438723,,1.6818275476808875,,1.7088675884468332,,2.1560076058802635,,2.469422518144793,,1.7611852985517307,,1.669116397571133,,2.1996666004011507,,1.7693370444544918,,1.9665386554497757,,2.0667341629580975,
Exeggutor,Extrasensory or Confusion,Psychic,30,2.1012098018583325,,1.6180045225934303,,2.104533572040482,,1.668366798125032,,1.6279824157764422,,1.6255372522022564,,1.6987293063996904,,2.0982296326314396,,1.6244530484922959,,1.79520151153899,,1.6375130962632545,,2.1719367424303107,,2.9557080188582616,,2.005525775671393,,1.7355643308532276,,2.0045933825453965,,2.256783127081404,,1.6734113894441054,,1.9890075105529372,,1.4835529073876168,,2.104060821837831,
Mega Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,30,1.729593601380608,3.7919977,1.4011586600399868,2.4859910000000003,1.7315689537119243,3.7877402,1.3391762259438327,1.9971452,1.3745645397098651,1.2138289,1.374700254295629,1.9751416000000004,1.273202533388407,1.9921879000000005,1.7517827994046897,3.27404,1.3593024671519047,1.8554176,1.5049554541182304,2.290443,1.3575679911401615,2.5108662000000006,1.759013067735814,3.1159582,1.7479606797636573,1.521711,1.3422553613279196,1.0009075,1.2124427302436467,1.086944,1.386450371150253,1.925451,1.8388877997657131,1.4615175,1.220611721942477,1.3198429,1.4270865176179324,1.5107014,1.2338541867685948,1.4949143,1.250212980348813,4.8597593
Braviary,Air Slash,Brave Bird,45,1.3828268843573308,2.6858115000000002,1.757060846068599,2.6810749,1.3898237561603026,2.6788955,1.7323586104358129,2.1654640000000005,1.7357789090287756,1.3533525,1.706975499385168,2.1736152,1.8146347230272617,2.1973298,1.3998691066602185,2.324181,1.7764594736010129,2.078081,1.3464168281943927,1.6209828,1.7671335311758385,2.6775763,1.3859915173651856,2.107292,1.4163744426210156,1.0213726,1.6393343670878715,1.0548046,1.9599273491951252,1.2435893,1.353036988838832,1.6183983,1.3741145969557034,0.96855736,1.7714815938248387,1.4833242,1.3417604194531894,1.248617,1.6639970527227572,1.6212888,1.4647814162227193,4.166149
Lugia,Extrasensory,Aeroblast++,40,1.3540370455849104,2.7983522,1.5126635093783045,2.4559693000000005,1.3511115517404544,2.7892718,1.4598086480511785,1.9951268,1.4903654811432006,1.1964507,1.5262239121225238,2.0054455,1.5345030207306383,1.9768277,1.3586008987971092,2.4183617,1.459082739590159,1.8206396,1.196825240172905,1.6260687,1.498404909242674,2.4388738,1.331437591892494,2.1717525,1.3344994120738456,1.0434599,1.4437384115914147,0.9934185,1.4198189227509794,1.0791540000000002,1.2713582747456222,1.5836709,1.3059388604351228,0.9849101,1.449845975776115,1.3091381000000002,1.3191114473819643,1.2975163,1.366611868850248,1.487732,1.2505361651066906,4.0769525
Rayquaza,Air Slash,Aerial Ace or Hurricane,40,1.3366417027816133,2.6382108,1.6818197616914647,2.6411428000000003,1.3320521175255118,2.6274307,1.5328229317693263,2.1007156,1.598680862710991,1.2546715,1.602608242348883,2.1708322,1.7002440029635135,2.1677065,1.274627441063387,2.2203865,1.56807009147975,1.9413543,1.172673670700645,1.5480119,1.6154495423988489,2.6076536,1.2717338754112504,1.9808201,1.2964758879275875,0.97864497,1.506185294294475,1.0313131,1.5154121525992732,1.1643176000000002,1.3084466811628945,1.6002432,1.2439689791203536,0.9201433,1.608747385391261,1.3853604000000002,1.2986735084851806,1.2318144,1.4720087952970455,1.5780057,1.3662005123739545,4.0856447
Shadow Mewtwo,Psycho Cut or Confusion,Psystrike,50,1.2758487174153872,2.447068,1.0,1.541594,1.278513307206238,2.4462314,1.0,1.281547,1.0,0.7473308,1.0,1.2564849,1.0,1.2436187,1.346437568832185,2.142581,1.0,1.1522641,1.2351439180678867,1.446513,0.9999999999999999,1.5265101000000005,1.2945129106133406,1.926385,1.3791572525112776,0.95581466,1.0,0.61087584,1.0,0.6864754,1.2466625578667532,1.4307666,1.440154427477692,0.89871544,1.0,0.8447578,1.2404202746541866,1.1141232,1.0,0.95458794,1.188361128495621,3.5067472
Gardevoir,Confusion or Charm,Psychic,40,2.0613938110997436,4.280327,1.599714830346837,2.6324182000000005,2.0692749986235777,4.2750907,1.6293266516470488,2.226407,1.5854545510803741,1.2851583,1.6306185026178746,2.214468,1.619267767822559,2.156705,2.152015130493008,3.7844508,1.622048283380147,1.9970131,1.8632291096511604,2.556153,1.6093791361120753,2.6879532,2.08448036716949,3.3324292,2.099139220361139,1.6091707,1.6234542776408345,1.1178088,1.664849471615543,1.2185614000000002,1.663274004758131,2.0286975,2.0771967318108744,1.5404738,1.5900875532222727,1.4469361000000003,1.6059067268720828,1.5261998,1.6173089368635194,1.7401564,1.5546417094521663,5.026399
Shadow Crobat,Air Slash,Shadow Ball or Sludge Bomb or Air Cutter,50,1.7889064766353937,3.3134844,2.2525084746035287,3.3015652,1.7891938232808633,3.3034644,2.103785925443385,2.638404,2.0659211107165523,1.5636896,1.8590617222427714,2.335711,2.1771548939450693,2.6000144,1.730079846126278,2.7520902,2.115033270206263,2.4024131,1.671083233336396,1.9132929,2.124761975688109,3.188748000000001,1.647248583621437,2.4630275,1.6427390868730205,1.1805282,2.0572849162743405,1.2471763,2.2779945348478123,1.485521,1.679302213668264,1.7724605,1.6992677245885124,1.1282738,2.1090265756046302,1.7318143,1.5013856566912787,1.3086956,2.083820772026522,1.9667553,2.0534648669928233,4.8240404
Delphox,Fire Spin or Zen Headbutt,Psychic,45,1.6977378072942126,3.323114900000001,1.7352222363376533,2.7423205,1.6996750989692955,3.318174,2.007049198413457,2.4072933000000005,1.7684376966887216,1.3560169,1.7542153300801098,2.2651198,1.7546846827409495,2.2189248,1.768001601609647,2.8709958,1.7924936303775936,2.137075,2.075795317017611,2.453212,1.7500770459412827,2.7247882,2.165530276483282,3.2195268,2.186347516002862,1.5775871,1.6375107795341366,1.0524119,1.6288616645531253,1.2388049,2.0519068744700535,2.4689744,2.2779463281505783,1.5261972,1.739527791981188,1.5080861,2.0170157469908863,1.8934665,1.638880307543731,1.6247808,1.965450910003533,5.930058
Toucannon,Peck,Drill Peck,40,1.5224638277385292,3.0239189,1.9210329102645949,3.023212700000001,1.5215103478557492,3.0204995,1.8641126530135792,2.558842,1.9905684739364087,1.564983,1.923625593273694,2.545519,2.0918454228201075,2.5379684,1.5348574205137597,2.6898532,2.0069781613643185,2.399646,1.4068662151588118,1.8444716,1.8672159331290152,3.0512629,1.567253395686952,2.421531,1.6892765240948482,1.176951,1.806444868634642,1.2072537,2.1168845096359896,1.4312369000000003,1.5878332440159915,1.9085034,1.561570846270535,1.1211731,2.2586600526366554,1.6935205000000004,1.5438707900802253,1.438464,1.7282971646262957,1.8636005,1.7595859708248032,4.818574
Braviary,Air Slash,Brave Bird,35,1.4064982218414401,2.9004416000000006,1.773014314271442,2.8957868,1.4022057799053202,2.8926697,1.7511199180797394,2.3995233,1.7837428176386705,1.47532,1.7450955123596275,2.404853,1.7319361870795908,2.3525052,1.4243722833786203,2.5076025,1.771993769448154,2.2537055,1.2258988721709725,1.7261769,1.7498656711862508,2.9160593,1.4058054882906748,2.2976942,1.4628309227829155,1.1300961000000003,1.6358241580544655,1.156728,2.0166162634688174,1.3320845,1.3779797067353228,1.7564222,1.393085416177132,1.0567646,1.6981938053275518,1.5961804,1.422608471383924,1.3805454,1.5517045250787367,1.7707274,1.5583636827454024,4.710368
